asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
0816373-6,1027119,Kotaravintola,Ilkantie,88610,VUOKATTI,Sotkamo,SkiOne Group Oy,01.11.2007,
2343675-5,1036556,Joku Paikallinen Pubi,Valtatie 67,90500,OULU,Oulu,J Pubi Oy,25.11.2010,
2988937-6,30064907,Kivisalmen Kievari,Rautalammintie 1935,44350,ISTUNMÄKI,Konnevesi,KIVISALAMI OY,20.05.2019,
0730285-3,1059973,Pub Lyhty,Ollintie 17,86800,PYHÄSALMI,Pyhäjärvi,Ravintola Hiidenkulma Ky,21.03.2018,
0907890-4,1013011,Teatteristudio Pasila,Ratamestarinkatu 5,520,HELSINKI,Helsinki,Sodexo Oy,01.09.2001,
0999188-3,1012649,Vanha Kurimo,Suomussalmi,89600,SUOMUSSALMI,Suomussalmi,Kultainen Kukko V. Huovinen Oy,01.07.2001,
1796017-1,1057785,Kotipizza,Kambvägen 2A,64200,NÄRPIÖ,Närpiö,Firma Kristina Asplin,01.03.2018,
3523373-6,30888941,D-Angel Bar & Night club,Vesivallinaukio 5,48600,KOTKA,Kotka,D-Angel Bar Oy,03.11.2025,
2244954-6,1031398,Olutmestari,Veikonkatu 1,74100,IISALMI,Iisalmi,Iisalmen Olutmestari Oy,24.04.2009,
3424266-5,30884126,Ravintola Karlvik,Valkolantie 68,41340,LAUKAA,Laukaa,Aito Catering Oy,04.04.2024,
1811303-8,1075708,Amar Nummela,Vihdintie 2,3100,NUMMELA,Vihti,Gollmall Oy,15.10.2022,
2586378-5,1047418,HMSHost Finland Oy,Helsinki-Vantaan Lentoasema,1530,VANTAA,Vantaa,HMSHost Finland Oy,09.06.2014,
3476780-8,30887417,"Lettubaari, Navettasali, Kota",Lintusalontie 1661 A ja B,52200,PUUMALA,Puumala,Nethma Nanayakkara,02.05.2025,
3144570-7,1069422,Ravintola Onni ja Leo,Rautatienkatu 14,33100,TAMPERE,Tampere,KARDESIM RAVINTOLAT OY,14.09.2020,
0658353-4,1064900,Rax Iso-Omena,Piispansilta 11,2230,ESPOO,Espoo,Restel Ravintolat Oy,01.06.2019,
0495399-2,1005385,Peterzéns,Parattulan Rantatie 16,23360,KUSTAVI,Kustavi,Peterzéns Oy,01.01.2003,
2906567-6,1075419,Pub Juoma Korpilahti,Martinpolku 20,41800,KORPILAHTI,Jyväskylä,Rastas Ravintola Oy,16.09.2022,
3119147-9,30068072,IG Kahvio,Golftie 11,55800,IMATRA,Imatra,IG Oy Imatra,07.04.2020,
1834285-0,30882883,Ravintola Petronella,Honkapolku 5,99830,SAARISELKÄ,Inari,Talviravintolat Oy,30.08.2023,
2702265-6,1053172,Hotelli Inari,Inarintie 40,99870,INARI,Inari,Visit Inari Oy,04.04.2016,
3281664-5,30882965,Ravintola Momenta Bar,Kaskenkatu 16,20700,TURKU,Turku,Pizza Yummy Oy,14.09.2023,
3569418-8,30889016,Kultapirtti,Viljatie 8,39310,VILJAKKALA,Ylöjärvi,Viljakkalan Kultapirtti Oy,01.01.2026,
3476105-1,30885995,Roster pizza`s & grill,Hannikaisenkatu 18,40100,JYVÄSKYLÄ,Jyväskylä,Peelis Oy,24.10.2024,
0870894-3,30883510,Ravintola Pelimies Kallanranta,Kallanranta 11,70100,KUOPIO,Kuopio,KalPa Hockey Oy,01.01.2024,
3145484-9,30888408,Ravintola Biang!,Aleksanterinkatu 20,33100,TAMPERE,Tampere,Noomu Oy,04.08.2025,
1447914-7,1060678,Scandic Rauma,Aittakarinkatu 9,26100,RAUMA,Rauma,Scandic Hotels Oy,08.05.2018,
3014412-8,1066213,Pikku Pete,Kauppakatu 52,53100,LAPPEENRANTA,Lappeenranta,Vanmoor Oy,01.09.2019,
2609517-5,1046722,Hotelli-Ravintola Kurenkoski,Kauppatie 7,93100,PUDASJÄRVI,Pudasjärvi,Hotelli Ravintola Pudashovi Avoin yhtiö,15.04.2014,
2473707-4,30883330,Cafe Bar Merihelmen Pirturanta,Rynkyntie 35,95100,KUIVANIEMI,Ii,AO-Markkinointi Oy,10.11.2023,
0873697-9,30882411,3400 Kansallisteatteri,Läntinen Teatterikuja 1,100,HELSINKI,Helsinki,Compass Group Finland Oy,01.08.2023,
3245646-7,30073340,Pukinsaari Camping-Kioski,Salantie 32,64100,KRISTIINANKAUPUNKI,Kristiinankaupunki,Pukinsaaren Majoitus avoin yhtiö,03.03.2022,
1447914-7,1059824,Scandic Hyvinkää,Hämeenkatu 2-4,5800,HYVINKÄÄ,Hyvinkää,Scandic Hotels Oy,22.05.2018,
2339790-1,1052099,Itätalon talonpoikaiskartano,Kiparluodontie 75,23360,KUSTAVI,Kustavi,Istro Hyvinvointi Oy ,04.01.2016,
2686687-3,30887805,Roka Room,Kansankatu 17 LH 12,96200,ROVANIEMI,Rovaniemi,Ravintola Roka Oy,02.06.2025,
3212431-5,30884068,Villa Eriksberg / Porvoon huvilat,Kråkönympyrä 320,7410,KRÅKÖ,Porvoo,Jussila Gina Birgitta,18.05.2024,
1896229-1,1043794,Aitiopaikka/Virastotalo,Kulttuurikuja 1,20800,TURKU,Turku,Fresco Ravintolat Oy,28.03.2013,
0737887-4,30075933,Nurmijärvi Golf Klubiravintola,Ratasillantie 70,5100,RÖYKKÄ,Nurmijärvi,Nurmijärven Golfkeskus Oy,01.01.2023,
0180699-7,1068526,PUB Plate Power ,Urheilukatu 2,62100,LAPUA,Lapua,Lapuan Virkiä r.y.,12.06.2020,
2489787-9,1042258,Ravintola Fulbari,Munkkisaarenkatu 6,150,HELSINKI,Helsinki,FULBARI Oy,01.10.2012,
2487602-3,30042852,Ravintola Ale Pupi,Rautatienkatu 14,33100,TAMPERE,Tampere,Rengasravintolat Oy,05.04.2018,
0224815-7,1007165,Jääkukko,Tuunantie 1,23800,LAITILA,Laitila,Laitilan Jyske ry,01.03.2018,
3380618-2,30882887,Karuselli,Vapaudenkatu 16,15110,LAHTI,Lahti,Karuselli Ravintolat Oy,01.10.2023,
2962047-3,1067636,AT NATURE,Terstontie 123,99870,INARI,Inari,Oy Luontopalvelut AT Nature Services Ltd,21.02.2020,
2917032-9,30884552,Mikonkatu7byXavier,Mikonkatu 7,100,HELSINKI,Helsinki,PX Restaurants Oy,01.08.2024,
3133353-7,30068576,Ravintolalaiva Cindy,Itäinen Rantakatu,20700,TURKU,Turku,Cindy Holding Oy,03.05.2021,
3337037-4,1076964,Noir Helsinki,"Museokatu 15, Lh 5",100,HELSINKI,Helsinki,Renard Noir Oy,24.04.2023,
3116407-5,1068516,Areenan kahvila,Sliperivägen 10,380,HELSINKI,Helsinki,Sebastian Sedman,01.07.2020,
3495744-1,30886599,Gulf-baari Ruotsinkylä,Ruotsinkyläntie 5,7990,RUOTSINKYLÄ,Loviisa,Mimi's Garage Oy,06.02.2025,
0702204-2,1044199,Hotel Kalkstrand,Strandvägen 1,21600,PARAINEN,Parainen,Hotel Strandbo Oy,27.03.1999,
1015405-4,1012722,Park Hotel Härmä,Puistotie 3,62300,HÄRMÄ,Kauhava,Lillbacka Powerco Oy,01.06.2002,
2779785-7,1076826,Bar Marix,Brahenkatu 5,53100,LAPPEENRANTA,Lappeenranta,Goodsam Oy,27.04.2023,
3244907-2,1073214,Pancho Villa Tullintori,Tullikatu 6,33100,TAMPERE,Tampere,This is Business oy,14.02.2022,
0873697-9,1055788,3443 Nokian kartano,Emäkkoskentie 6,37120,NOKIA,Nokia,Compass Group Finland Oy,27.01.2017,
1202378-7,1770185,Sam`s Pub,Karhulantie 34,48600,KOTKA,Kotka,Sam's Pub Sami Lehtinen,27.02.2009,
2773866-2,1068057,Loi Loi,Konepajankuja 1,510,HELSINKI,Helsinki,Sexy Fish Oy,01.07.2020,
2681602-4,1054717,Vanha Kippari,Satamakatu 12,67900,KOKKOLA,Kokkola,Vanha Kippari Oy,15.11.2016,
3407085-9,30887898,Varikko Panimo Oy,Lipporannantie 2,90500,OULU,Oulu,Varikko Panimo Oy,27.07.2025,
3279387-7,1074171,Ravintola Koto,Vapaalantie 2,1600,VANTAA,Vantaa,JT Delice Oy,07.05.2022,
1761846-4,1032697,Ravintola Luoston Hovi,Ellitsantie 6,99555,LUOSTO,Sodankylä,A La Carte Lapland Oy,01.11.2003,
0898729-2,1049885,Myllymäen kylä- ja nuorisoseura,Palkkikankaantie 68,63900,MYLLYMÄKI,Ähtäri,Myllymäen Kyläseura ry,01.03.2018,
1447914-7,1071701,Scandic Hamburger Börs,Kauppiaskatu 6,20100,TURKU,Turku,Scandic Hotels Oy,15.10.2021,
0656271-7,1276051,Haahdenniemen Piensataman,Haahdenniemi,21280,RAISIO,Raisio,Bramare Oy,01.03.2018,
2988597-3,30882273,Bar Olohuone,Jakomäenkuja 2,770,HELSINKI,Helsinki,DTM ravintola,10.07.2023,
1278475-4,1047706,Männikkölän Pirtti,Pellikanlahdentie 1,75530,NURMES,Nurmes,"Ritva Ryttyläinen, Tmi Männikkölän Pirtti",20.06.2014,
1048003-6,30886731,Cafe Martinus,Martinlaaksontie 36,1620,VANTAA,Vantaa,Minttiravintolat Oy,01.03.2025,28.02.2026
3241578-8,30888275,Virkkala Pub,Virkkalantie 18,8700,LOHJA,Lohja,Virkkala Baari Oy,09.08.2025,
3542963-2,30888886,Sason Pizzeria,Uusi Porvoontie 1558,1190,BOX,Sipoo,Hazara Pizzeria,20.10.2025,
3183547-3,1071916,Golden Flower restaurant & lounge bar,Torikatu 15 - 17,90100,OULU,Oulu,Chir Lee Oy,01.03.2022,
1475873-6,1068683,Restaurang och Pub Adlon,Hamngatan 7,22100,MARIEHAMN,Maarianhamina - Mariehamn,Åland Hotel Group ÅHG Ab,16.01.2001,
2832176-2,1074589,Kiimi Ravintola Savonlinna,Kirkkolahdenkatu 10,57100,SAVONLINNA,Savonlinna,Ji Lin Oy,23.06.2022,
1569785-9,1172677,Nya Sportplans Cafe,Urheilukatu 2,10960,HANKO POHJOINEN,Hanko,FC HIK rf,01.03.2018,
0485147-8,1046370,Tanssiteatteri Hurjaruuth,Tallberginkatu 1 A 2. krs,180,HELSINKI,Helsinki,Tanssiteatteri Hurjaruuthin Kannatus ry,01.02.2019,
0225796-9,1770048,Tanssi- ja viihdelava Tampsa,Kymintie 244,48720,KOTKA,Kotka,Karhulan Vapaaehtoinen Palokunta r.y.,01.03.2018,
0934443-2,1881101,Piston Maamiesseuran kahvio,Viitostie 957,93540,TYRÖVAARA,Taivalkoski,Piston maamiesseura r.y.,01.03.2018,
1963629-5,1074345,Pysäkki Grilli,Seppolantie 8,42100,JÄMSÄ,Jämsä,JT-Myynti Oy,10.06.2022,
2579419-3,1057301,Souvlaki,Peltolantie 4,1300,VANTAA,Vantaa,Souvlaki,29.05.2017,
0892680-1,30887552,Toranda,Näätsaarentie 241,95450,TORNIO,Tornio,Toranda Oy,01.06.2025,
0299000-1,1048348,Kiisan Pirtti,Ruskontie 6,21250,MASKU,Masku,Kiisan-Pirtti Oy,01.05.1988,
3160063-1,30881507,Eleonora Bed & Breakfast / Eleonora Café,Västra Långgatan 15 ,64100,KRISTIINANKAUPUNKI,Kristiinankaupunki,CC Property Oy Ab,16.05.2023,
1806410-9,1051843,Kosken Toppari/ravintola,Ouluntie 1,93400,TAIVALKOSKI,Taivalkoski,Komake Oy,01.03.2018,
1775839-5,1071339,Putkisalon kartano,Putkisalontie 172,58900,RANTASALMI,Rantasalmi,Putkisalon Kartano,15.06.2021,
3553884-7,30888548,Pub Linnunpönttö,Kotkankatu 1,20610,TURKU,Turku,Pub Linnunpönttö Oy,25.08.2025,
1709753-1,30887635,Antin konditoria,Käsityöläiskatu 24,30100,FORSSA,Forssa,Antin Konditoria Pekko Koivisto Oy,02.06.2025,
3009848-3,30885861,UUNI Pizzeria Kastu,Tampereen valtatie 1,20300,TURKU,Turku,Nordic Pizza Company Oy,05.10.2024,
2302570-2,30886070,VIP & Meetings,"Helsinki-Vantaan lentoasema, saapuvien aula",1531,VANTAA,Vantaa,Finavia Oyj,01.11.2024,
3473355-2,30885795,Lalocanda,LAIVALAHDENKAARI 1,810,HELSINKI,Helsinki,Locanda di mare Oy,23.09.2024,
0853692-6,1063967,Hotelli Emilia,Raatihuoneenkatu 23,13100,HÄMEENLINNA,Hämeenlinna,Hyperman Oy,18.12.1970,
3198452-4,1072556,Kotone Sport,Minkkikatu 24,4430,JÄRVENPÄÄ,Järvenpää,Kotone Sport Oy ,15.11.2021,
3022493-7,1066953,Pohjolan talo,Väinämöinen 14,88900,KUHMO,Kuhmo,Kalevalan juhlatakomo Oy,22.11.2019,
2922840-4,1070571,Golden Case Pizzeria,Kantelettarentie 15 Lt 5,420,HELSINKI,Helsinki,City Feast Food Oy ,19.04.2021,
3533818-3,30888412,SaunaLampila,Hikipolku 12,40740,JYVÄSKYLÄ,Jyväskylä,SaunaLampila Oy,01.09.2025,
1571009-9,1060080,Restaurant & Terrace BossaNova,Skutvägen 1,10600,TAMMISAARI,Raasepori,Ekenäs Camping Ab,20.04.2018,
2349338-9,30888411,Kahvila Penni,Keskustie 1,51200,KANGASNIEMI,Kangasniemi,Kihveli & Kahveli avoin yhtiö,01.09.2025,
0775819-9,1067754,Kisakrouvi,Parkkarilankatu 27,53200,LAPPEENRANTA,Lappeenranta,Mobar Oy,18.02.2020,
2317214-7,1034934,Luostaritien Baari-Kahvio,Luostaritie 2749,71280,KOSULA,Tuusniemi,Luostaritien Kyläkauppa Oy,01.03.2018,
3463585-6,30886034,Jugang Helsinki wanhasatama,kanavakatu 5,160,HELSINKI,Helsinki,Jugang Helsinki oy,31.10.2024,
2245981-6,30882222,Guru’s Kitchen & Bar,Aleksis Kiven katu 15,33100,TAMPERE,Tampere,Priima-Ravintolat Oy,30.06.2023,
3160989-8,1070474,Yum Bao,Kaivokatu 18,20520,TURKU,Turku,Biteco Oy,11.04.2022,
3553762-5,30888809,Miss Yao,"Urho Kekkosen katu 1, 5.krs",100,HELSINKI,Helsinki,Miss Yao Finland Oy,01.10.2025,
3339765-7,30884205,Pizzeria Via Tribunali Tampere,Vuolteenkatu 1,33100,TAMPERE,Tampere,Pyöreän Pöydän Kulma Oy,13.05.2024,
3311562-1,1075985,Ravintola GrandPa,Sinikalliontie 1,2230,ESPOO,Espoo,Ravintola Grandpa Oy,20.11.2022,
3144078-9,30888953,Ravintola Kampung,"Linnanrakentajantie 2, ",880,HELSINKI,Helsinki,ADDLUCKY OY,01.11.2025,
3321260-8,30883387,Mezze House,Laukkarinne 4 ,1200,VANTAA,Vantaa,Meze House Oy,20.11.2023,
3216852-9,1076542,China Jasmine ravintola Naantali,Tullikatu 13,21100,NAANTALI,Naantali,You Hao Oy,01.03.2023,
0426724-7,30888127,Jänkä Resort,Konijänkäntie 3,95970,ÄKÄSLOMPOLO,Kolari,SK Real estate & investments Oy,01.11.2025,
2760838-2,30888571,Blooming You,Liisankatu 3,170,HELSINKI,Helsinki,by Mari K,01.09.2025,
2538283-4,1070966,M/S Kajava,Kauppatori/Lyypekinlaituri,130,HELSINKI,Helsinki,FRS Finland Oy,04.05.2021,
1837654-0,1016146,Ravintola Kuluma,Kauppurienkatu 5,90100,OULU,Oulu,Barvalue Oy,01.12.2004,
2364515-1,1038491,Ravintola Rosso,Lundinkatu 2,6100,PORVOO,Porvoo,Osuuskauppa Varuboden-Osla Handelslag,01.07.2011,
2821266-2,1060983,One For the Road,Otavankatu 7,28100,PORI,Pori,Osakeyhtiö Raketti Events,21.05.2018,
3145510-4,30888238,Ravintola Fred,Kaskenkatu 12,20700,TURKU,Turku,Box Box Oy,05.07.2025,
1083828-8,1003897,Raahen jäähalli,Ollinkalliontie 9,92100,RAAHE,Raahe,Raahe-Kiekko ry,01.03.2018,
0796759-9,1041882,Pikku-Torre,Yliopistonkatu 30,20100,TURKU,Turku,Restagroup Oy,26.09.1986,
2245821-5,1064579,Kahvila Dagmar,Keisarinmajantie 118,48230,KOTKA,Kotka,Keisarilliset Kahvilat,26.04.2019,
3387772-2,30883365,Siipiweikot Kamppi,Lapinlahdenkatu 3,180,HELSINKI,Helsinki,Siipiravintola Kamppi Oy,01.01.2024,
2718035-5,1054259,Vanha Apteekkari,Savontie 10,73900,RAUTAVAARA,Rautavaara,Vanha Apteekkari,26.11.2016,
0647239-1,1061653,Finnkino Plevna,Itäinenkatu 4,33210,TAMPERE,Tampere,Finnkino Oy,29.06.2018,
1845493-2,1075938,Vaappuva Ankka Kivenlahti,Merivalkama 2,2320,ESPOO,Espoo,Mesta Palvelu Oy,21.11.2022,
3447518-6,30885859,HUONE Kaivopiha,Mannerheimintie 3,100,HELSINKI,Helsinki,HUONE Kluuvi Oy,07.10.2024,06.10.2026
0535765-8,1057681,Tulinummi,Oinaala,14300,RENKO,Hämeenlinna,Rengon Pitopalvelu Oy,15.07.1982,
2033337-1,1071079,Holiday Club Vierumäki,Urheiluopistontie 400,19110,VIERUMÄKI,Heinola,Holiday Club Resorts Oy,01.07.2021,
2803840-6,30882204,Public House VALLAN,Söderuddsvägen 3,65920,NORRA VALLGRUND,Mustasaari,Kvarken Bryggeri Ab,26.06.2023,
2765048-4,1054865,Bar Epic,Vaasankatu 4 LH 3,500,HELSINKI,Helsinki,SUOMEN MOHO Oy,23.06.2021,
2879079-6,1060242,Burger Village,Meritie 7,67200,KOKKOLA,Kokkola,Burger Village Group Ab,04.06.2018,
0882668-3,1776556,Haarikka Pub,Kersantinkuja 1,53810,LAPPEENRANTA,Lappeenranta,Huhti Haarikka Ky,01.08.2000,
1975982-6,1020693,Ravintola Doping,Lahnuksentie 21,1840,KLAUKKALA,Nurmijärvi,Ravintola Doping,01.09.2005,
3579620-5,30889367,Green sushi,Martinsillantie 10,2270,ESPOO,Espoo,Fresh mat Oy,14.01.2026,
2716755-6,30073298,Jalonhelmi,Jalonkaarre 1,89600,SUOMUSSALMI,Suomussalmi,Juntunen & Koivumäki Oy,19.02.2022,
2665291-2,1049562,Bistro Telakka,Vattuniemenranta 5,210,HELSINKI,Helsinki,MV Restaurants Oy,16.02.2015,
3287208-1,1074457,Keltis Ravintola,Helokantie 1 - 3,40640,JYVÄSKYLÄ,Jyväskylä,Keltis Ravintola Oy,13.06.2022,
2799761-3,30060539,Nilkko Taproom,Pyhävedentie 20,52700,MÄNTYHARJU,Mäntyharju,Nilkko Oy,14.05.2022,
2685531-4,1072512,China,Annankatu 25,100,HELSINKI,Helsinki,Wing Hing Oy,12.10.2021,
1253358-4,1881024,Ravintola Jussila,Keskuskatu 19,87500,KAJAANI,Kajaani,T:mi Juha J. Immonen,12.11.1999,
3136880-1,1074712,Cafe Björk,Björkön saari,21650,LILLANDET,Parainen,Tiisa Oy,18.06.2022,
3177491-4,30887170,Minigolfmaailma,Uudenmaankatu 4-6,5800,HYVINKÄÄ,Hyvinkää,Rocktehdas Hyvinkää Oy,24.04.2025,
3462228-9,30886307,Wanha Meininki,Heinlammintie 27,15210,LAHTI,Lahti,VBar OY,01.01.2025,
2259041-9,1033293,Downtown Oy,Metallitie 2,62100,LAPUA,Lapua,Downtown Bowling Oy,01.03.2018,
2746978-1,30053461,Papinniemen Leirintäalue,Papinniementie 178,59730,UUKUNIEMI,Parikkala,Papinniemen Matkailu Oy,26.05.2018,
2343945-4,1060963,La Kala-ooppera,Sumiaisraitti 10,44280,SUMIAINEN,Äänekoski,Fine Business,17.06.2018,
1533675-4,1008505,Neste Pohjoisportti / kahvila,Toritie 64,17800,KUHMOINEN,Kuhmoinen,Nes-Stop Oy,01.03.2018,
0109030-0,1068543,Kunnonpaikka,Jokiharjuntie 3,70910,VUORELA,Siilinjärvi,Huoltoliitto ry,25.04.1974,
0764806-1,1035254,Majvik Kokous- ja Kongressihotelli,PL 122,2430,MASALA,Kirkkonummi,Majvik Oy,16.11.1990,
1823652-1,1059964,Tahko Spa Hotel,Keitaankatu 1,73310,TAHKOVUORI,Kuopio,Tahko Spa Oy,18.06.2018,
0214958-9,1057114,Opetusravintola Kisälli,Opintie 3,87100,KAJAANI,Kajaani,Kajaanin kaupunki,01.08.2017,
3356519-8,1077124,Bistro Bravas,Satamakatu 19,10900,HANKO,Hanko,EPES Oy,01.05.2023,
0155602-7,1063357,Restaurant Dynamo,Hatanpään valtatie 24,33100,TAMPERE,Tampere,Juvenes Oy,13.12.2018,
2291418-8,30886086,Lounasravintola Tamminen,Linjatie 2,1260,VANTAA,Vantaa,Lihatukku Harri Tamminen Oy,18.11.2024,
0155602-7,1058209,Restaurant Mara,Biologintie,90570,OULU,Oulu,Juvenes Oy,07.09.2017,
3371431-7,30882650,Hotelli Sommelo,Pallokentäntie 2,45700,KUUSANKOSKI,Kouvola,HS-Retro Oy,01.08.2023,
3198248-1,30887326,Pepes' Pizzeria & restaurant,Koronankatu 1 A,2210,ESPOO,Espoo,Nevaf Oy,25.04.2025,
3199560-2,30070714,Ravintola Mami,Linnankatu 3,20100,TURKU,Turku,Huutolaispoika Oy,19.04.2021,
0213834-5,1064070,Keudan Ravintola Lukkarinpolku,Lukkarinpolku 2,4600,MÄNTSÄLÄ,Mäntsälä,Keski-Uudenmaan koulutuskuntayhtymä,01.08.2019,
2869883-4,1075641,Klubitalo,Kala-Kokkosentie 4,8700,LOHJA,Lohja,HN-Ravintolat Oy,07.10.2022,
2394079-1,1041226,Höyrylaiva s/s Kouta,Kalkkisillantie 4,87200,KAJAANI,Kajaani,Oulujärven Laiva-Osakeyhtiö,01.06.2012,
3267242-6,1073910,Kotipizza Setri,Setrikatu 2,50100,MIKKELI,Mikkeli,Savon rafla Oy,19.12.2022,
