asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2503106-5,1070224,Särkisalmen Baari,Melkoniementie 3,59310,SÄRKISALMI,Parikkala,Karjalan Katiska Oy,01.03.2021,
2162333-8,1027713,Time Bar,Mikonkatu 8,100,HELSINKI,Helsinki,Oy Big Time Bar Ltd,28.01.2008,
2082907-8,30059982,Sotima,Hankasuontie 11,390,HELSINKI,Helsinki,Varusteleka Oy,01.11.2019,
2053412-2,1036203,Hohtogolf West Coast Yliopistonkatu,Yliopistonkatu 17,20100,TURKU,Turku,Viihdekeskus Hohto Oy,01.03.2018,
2751184-7,30067778,Lokstallet - United Gypsies Taproom,Ruukinkatu 13,10360,MUSTIO,Raasepori,UG Brewery Oy,02.04.2020,
3282136-4,1074316,Camping Sysmä,Huitilantie 3,19700,SYSMÄ,Sysmä,Camping Sysmä Oy,06.05.2022,
3293052-8,1075414,Momoshi,Viipurinkatu 1 C 2 Lt 9,510,HELSINKI,Helsinki,ABS ravintola Oy,13.09.2022,
2570828-3,30062267,Ravintola Shubha Kamana,Dagmarinkatu 5,100,HELSINKI,Helsinki,Chetana Oy,15.09.2018,
3267414-9,1073527,The Black Hole Nightclub,Kartanonkatu 9,30100,FORSSA,Forssa,Forssa Restaurants Oy,17.03.2022,
3391586-4,30884499,Ravintola Glena,Korkalonkatu 27,96200,ROVANIEMI,Rovaniemi,Sal3 Oy,07.05.2024,
2418294-5,1038906,Kuus-Hukkala,Kuushukkalantie 254,51940,HÄRKÄLÄ,Juva,KH Resort Oy,10.08.2011,
0201177-4,1023229,Karaokebar Yökyöpeli,Fabianinkatu 17,130,HELSINKI,Helsinki,Formia-Future Oy,31.07.2006,
2997287-4,1065085,Savoy,Eteläesplanadi 14,130,HELSINKI,Helsinki,Financier Group Oy,01.07.2019,
2872516-9,30889243,Ramen Ichiraku,"Urho Kekkosen katu 1, 5.krs",100,HELSINKI,Helsinki,Momada Oy,09.12.2025,
1447914-7,1054658,Scandic Patria,Kauppakatu 21,53100,LAPPEENRANTA,Lappeenranta,Scandic Hotels Oy,01.04.1998,
1616384-0,1069147,Sporttiravintola Peluri,Rautatienkatu 19-21,15100,LAHTI,Lahti,Lahti Trade Ky,21.08.2020,
2487769-1,30042267,Café Lasikello,Lasitehtaantie 5,31640,HUMPPILA,Humppila,DeliSis Oy,03.05.2021,
3135957-7,30068499,Vierumäen ravintolamaailma,Pihkalantie 3,19120,VIERUMÄKI,Heinola,Vierumäki Sports Oy,04.06.2020,
3420331-6,30884157,Ravintola Piilopaikka,Laukkarinne 4,1200,VANTAA,Vantaa,Mannjark Oy,20.04.2024,
3286144-6,30882492,Ravintola Gaia,Hallituskatu 30,90100,OULU,Oulu,Shine Group Oy,01.09.2023,
1424905-0,1048311,Paulgården,Perusvägen 300,64300,LAPVÄÄRTTI,Kristiinankaupunki,Lillhannus Paul Erik Johan,14.08.2015,
0291155-3,1777288,Linna Volley Turnausravintolat,Palloiluhallin terassi,57200,SAVONLINNA,Savonlinna,Savonlinnan Ajo ry,01.03.2018,
3393856-4,30886037,Ravintola Helin ,Kauppakatu 65 B,53100,LAPPEENRANTA,Lappeenranta,Ravintola Helin Oy,01.11.2024,
2586330-4,1050123,Arctic Light Hotel,Valtakatu 18,96200,ROVANIEMI,Rovaniemi,Arctic Light Hotel Oy,13.04.2015,
3330117-6,1076337,45 Special,Saaristonkatu 12,90100,OULU,Oulu,45 Special Oy,01.02.2023,
3419991-9,30883958,Kotipizza Salo Sillankulma,Horninkatu 17,24100,SALO,Salo,H&MS-Meal Oy,18.03.2024,
2733864-2,1072616,Darshan,Hämeenkatu 25-27,11100,RIIHIMÄKI,Riihimäki,RJ Ravintolat Oy,01.01.2022,
3122226-3,1068367,Ravintola Drunch,Hollantilaisentie 32,330,HELSINKI,Helsinki,Gulbahar Kardas Zana Tmi,16.02.2022,
1503463-3,30882788,Jumesniemen Kyläsali,Jumesniementie 411,39170,JUMESNIEMI,Hämeenkyrö,Jumesniemen seudun kyläyhdistys ry,01.09.2023,
3451335-7,30889198,Polar Fun,Rovakatu 24,96200,ROVANIEMI,Rovaniemi,Arctic Bob,03.12.2025,
1956332-1,1019215,Jäppilän Kievari,Jäppilän Kirkkotie 3,77570,JÄPPILÄ,Pieksämäki,Jäppilän Kievari avoin yhtiö,10.05.2005,
3322226-7,1076063,Valentino`s,Ristirannankatu 7,67100,KOKKOLA,Kokkola,GT Incorporated Oy,30.11.2022,
2327478-4,1034692,Burger Bar Kauppuri 5,Kauppurienkatu 5,90100,OULU,Oulu,Kauppuri 5 Oy,15.04.2010,
2545924-8,30076895,Cafe Bar Ekniemen Etappi,Leirintäalueentie 27,25700,KEMIÖ,Kemiönsaari,Rakennustoimisto Nieminen Oy,28.04.2023,
3347207-1,30887301,Mr. Pastrami´s BBQ Ranch,Kartanonkatu 9,30100,FORSSA,Forssa,Pit BBQ International Oy,23.04.2025,22.04.2026
0894124-3,30065246,Kotipizza,Pohjolankatu 4-6,96100,ROVANIEMI,Rovaniemi,Vesa Säkkinen Oy,04.06.2019,
2114468-7,30883677,Viihderavintola VPK,Itäranta 6,95400,TORNIO,Tornio,Tornio City Hotel & Restaurants Oy,01.02.2024,
1656191-0,30014756,Muuramen Golfklubi,Pyyppöläntie 316,40950,MUURAME,Muurame,Muurame Golf Oy,30.04.2020,
2746988-8,1061098,Hailuodon Panimon Baari,Luovontie 233,90480,HAILUOTO,Hailuoto,Hailuodon Panimo Oy,19.06.2018,
3578584-8,30889274,Aito Grilli,Pernontie 27,21260,RAISIO,Raisio,Aitomo Oy,16.12.2025,
1025048-4,1008916,VM Karting Center,Myllykyläntie 3,1760,VANTAA,Vantaa,Formula Karting Centres International (Finland) Oy,09.05.2016,
2645396-4,30067255,Kotipizza Hiukkavaara,Paraatikatu 8,90670,OULU,Oulu,Oulun Herkutteluhetki Oy,16.12.2019,
1601072-1,1067452,Ravintola Nuotta,Satamalaiturintie 13,55420,IMATRA,Imatra,TMA Consulting Oy,01.04.2020,
2836707-4,30885472,Sidewalk Bar,Lauttasaarentie 25 ,200,HELSINKI,Helsinki,Tumru Oy,16.08.2024,
0635240-2,1056979,Cafe Aalto,Keskuskatu 1,100,HELSINKI,Helsinki,Cafe Aalto Oy,02.01.1990,
0645292-1,1017748,Viikin Helmi Helmentie,Helmentie 7,28360,PORI,Pori,Viikin Helmi Oy,17.10.2016,
3497044-3,30886808,Beats Club,Olavinkatu 35,57130,SAVONLINNA,Savonlinna,Saimaa Restaurants Oy,17.03.2025,
3587057-5,30889423,Leopord 9 bar and ravintola,Lammaslammentie 9,1710,VANTAA,Vantaa,Shri Patel Brothers Oy,01.02.2026,
0897388-6,1772283,Pub Letkukellari,Hulkontie 83,70820,KUOPIO,Kuopio,Pelastusopiston oppilasyhdistys ry,01.03.2018,
3013213-5,30881604,Seksico Tacos Kallio,Kolmas Linja 11,530,HELSINKI,Helsinki,Seksico Foods Oy,22.05.2023,
1896229-1,30888232,Ravintola Kustaan Keidas,Turuntie 11,23800,LAITILA,Laitila,Fresco Ravintolat Oy,28.07.2025,
1716002-7,30087386,Ravintola Mamma Maria,Vapaudenkatu 10,15110,LAHTI,Lahti,Bravi Ragazzi Oy,01.04.2018,
3007459-6,30066592,Gallows Bird Tapiola,Länsituuli 5,2100,ESPOO,Espoo,Gallows Bird Tapiola Oy,09.11.2020,
2888941-1,30889095,Nekalan kulttuurikeskus Nekalab,Lounaantie 2,33800,TAMPERE,Tampere,Livelaboratorio Tampere Oy,01.01.2026,
0220799-6,1770544,Ravikesk Ravintola Kulukunen,Käpylä,77600,SUONENJOKI,Suonenjoki,Suonenjoen Hevosystäväin seura ry,01.03.2018,
2436200-6,30886379,Bella Roma Jyväskylä ,Kauppakatu 41,40100,JYVÄSKYLÄ,Jyväskylä,Harry's Ravintolat Oy,01.01.2025,
0144216-9,1070456,Pyymäen Oma kahvila,Tuomiokirkonkatu 32,33100,TAMPERE,Tampere,Pyymäen Leipomo Oy,18.03.2021,
2760319-4,1055000,Porin tennishalli,Metsämiehenkatu 6,28500,PORI,Pori,Porin Tennishalli Oy,01.03.2018,
0906333-1,1076497,Sydänpuu,Tuulikuja 2,2100,ESPOO,Espoo,ISS Palvelut Oy,01.03.2023,
0750509-5,1051225,Ravintola Teatteri,Pohjoisesplanadi 2,130,HELSINKI,Helsinki,Royal Ravintolat Oy,02.01.2003,
2809856-4,1056097,Pub Jokki,Tervalantie 2,12400,TERVAKOSKI,Janakkala,Tervakosken Jokki Oy,20.02.2017,
2274928-2,1073246,Trattoria Sorrento,Satamakatu 13 B,70100,KUOPIO,Kuopio,Elettra Oy,11.02.2022,
1969355-6,1067349,Kråkö Bryggeri,Veneenrakentajantie 5,7410,KRÅKÖ,Porvoo,Mitrax Ky,28.04.2020,
2616449-2,1070310,Pancho Villa Kuopio,Puijonkatu 19,70100,KUOPIO,Kuopio,Matkustelija Oy,12.03.2021,
1347630-7,1057113,Lahden Minigolfkeskus Laune,Kaarikatu 30,15100,LAHTI,Lahti,T:mi Rolf Bergström,01.03.2018,
3019537-1,1069854,Kiku86,Maneesikatu 4A L2,170,HELSINKI,Helsinki,KiKu Cuisine,01.12.2020,
2652217-3,1049259,Raahen Oluthuone,Kauppakatu 52,92100,RAAHE,Raahe,Players club Raahe,01.03.2018,
3361182-8,30884148,Ravintola Keisari,Iso Kylätie 29,4130,SIPOO,Sipoo,Rodibar Oy,08.04.2024,
3521596-8,30887595,Kyläravintola Terho,Matildan Puistotie 4,25660,MATHILDEDAL,Salo,Terho Restaurants Oy,01.06.2025,
2458675-5,1071970,Zhenhao Dimsum,Runeberginkatu 63 B,260,HELSINKI,Helsinki,Ho's food Oy,28.07.2021,
2995248-6,1068718,Kåska Baari,Albertinkatu 10,150,HELSINKI,Helsinki,Kåska Oy,17.06.2020,
3243656-2,30889441,VJS Vantaa Oy / Myyrmäen jalkapallostadion,Raappavuorentie 6,1600,VANTAA,Vantaa,VJS Vantaa Oy,01.03.2026,30.11.2026
0921994-9,1172431,Soittoruokala Roskapankki,Helsinginkatu 20,530,HELSINKI,Helsinki,Satavarma Oy,27.04.2007,
0187614-3,1030505,Rosso Zeppelin,Zeppelinintie 1,90450,KEMPELE,Kempele,Osuuskauppa Arina,01.01.2009,
0869427-0,1278224,Smedsby ungdomsförening,Smedsbyvägen 224,65610,MUSTASAARI,Mustasaari,Smedsby ungdomsförening r.f.,16.11.2001,
3558410-6,30889205,Restaurang Prego,Närpesvägen 10,64200,NÄRPIÖ,Närpiö,Resto Prego Närpes AB,03.12.2025,
3459921-8,30888560,Kaanaan Grilli,Kaanaanrannantie 2,21120,RAISIO,Raisio,Yari,23.08.2025,
2812538-2,1061650,Hurmos Karaoke Bar,Torikatu 5 lh 6,44100,ÄÄNEKOSKI,Äänekoski,Kanniskeluravintolat Oy,29.06.2018,
0208265-2,1030943,ABC Palokka,Palokanorsi 10,40270,PALOKKA,Jyväskylä,Osuuskauppa Keskimaa,01.03.2018,
1447914-7,1060142,Scandic Seinäjoki,Kauppakatu 10,60100,SEINÄJOKI,Seinäjoki,Scandic Hotels Oy,01.05.2018,
3231078-3,30886866,Delhi Rasoi Kivis,Vantaankoskentie 69,1700,VANTAA,Vantaa,Suriya Int Oy,17.03.2025,
2009502-7,30884182,"Keminmaan Auto, Verstas",Hahtisaarenkatu 5,94100,KEMI,Kemi,Keminmaan Auto Ky,15.04.2024,
2232712-7,1046427,Pizzeria Capero Oy,Olavinkatu 48,57100,SAVONLINNA,Savonlinna,Pizzeria Capero Oy,01.05.2014,
0187614-3,1030501,Original Sokos Hotel Arina,Pakkahuoneenkatu 16,90100,OULU,Oulu,Osuuskauppa Arina,01.01.2009,
2610992-8,1073532,Deliberi Jumbo,Vantaanportinkatu 3 (Jumbo),1510,VANTAA,Vantaa,Mosse Invest Oy,26.03.2022,
1923135-1,1023622,Kaunispään Huippu,Kaunispääntie,99830,SAARISELKÄ,Inari,Kaunispään Huippu Oy,01.09.2006,
3467472-4,30885776,Gastropub Giitu,Revontulentie 1,99830,SAARISELKÄ,Inari,Saariselän Giitu Oy,01.11.2024,
3007396-4,1075309,Antell Alberga,Bertel Jungin aukio 7,2600,ESPOO,Espoo,Antell Uusimaa Oy,05.09.2022,
0787372-8,30889307,TampereenTeatterin Palvelu Oy / Pyynikin Kesäteatteri,Joselininniemi/ Jalkasaarentie 3,33230,TAMPERE,Tampere,Tampereen Teatterin Palvelu Oy,01.01.2026,20.08.2026
1164494-4,1472192,Kivelän Kahvila,Kiveläntie 26,42700,KEURUU,Keuruu,Kivelän Kioski,01.03.2018,
2630644-6,1067650,GastroBar Saimaa,Yliopistonkatu 36,53850,LAPPEENRANTA,Lappeenranta,Lab-ammattikorkeakoulu Oy,10.02.2020,
2603973-9,30061574,Henry's Saloon,Kalakuja 2,85100,KALAJOKI,Kalajoki,Saloonius Oy,15.06.2018,
1811002-1,1272514,Puistikon Saluuna,Koivistonpuistikko 5,28130,PORI,Pori,Avoin yhtiö Vaajakari & Mäenpää,15.06.2003,
3539035-2,30889093,Old Captain,Capellanranta 4 LH2,540,HELSINKI,Helsinki,Maailman ruuat Oy,10.12.2025,
3090630-5,30887406,Sommarfylla,Laivasilta 8 B,7900,LOVIISA,Loviisa,Majoituspalvelu Uninen Oy,01.05.2025,
2635812-3,1049167,Tapahtumakeskus Koskenranta,Katariina Saksilaisen katu 9,560,HELSINKI,Helsinki,Tapahtumakeskus Kosken Ranta Oy,01.01.2015,
1447914-7,1053665,Scandic Vaasa,Rosteninkatu 6,65100,VAASA,Vaasa,Scandic Hotels Oy,03.06.2016,
2592620-5,1051880,Gastro Cafe Kallio,Fleminginkatu 7,530,HELSINKI,Helsinki,Common Table Oy,01.07.2019,
2025627-3,1076956,Muotikuu Wanha Koulu,Puistometsäntie 14,58450,PUNKAHARJU,Savonlinna,Muotikuu Oy,06.04.2023,
3237996-7,1072490,Whatever,Itsenäisyydenkatu 5,33100,TAMPERE,Tampere,Kenin reseptit Oy,30.10.2021,
2730137-2,1052490,Ravintola Baccara,Läntinen Suursuonkuja 1,4130,SIPOO,Sipoo,Sipoon Tähti Avoin yhtiö,01.02.2016,
1037209-4,1471747,Kalastajakylä ja Puuha- ja Eläin-,Puistotie 1,43100,SAARIJÄRVI,Saarijärvi,Kurun Lomasaari Oy,01.03.2018,
2539669-7,1045672,Pompier,Albertinkatu 29,180,HELSINKI,Helsinki,Espan Sokeri Oy,01.12.2014,
3491208-3,30886512,Ravintola Esteri,Ouluntie 4,89200,PUOLANKA,Puolanka,MUSTAFA&MERT KY,01.02.2025,
2791070-9,30887023,Vekseli,Keskustori 4,60100,SEINÄJOKI,Seinäjoki,Wall Invest Oy,01.04.2025,31.03.2026
3521823-7,30887367,NUCA Bar  Café,Åke Tottin tie 4,2580,SIUNTIO,Siuntio,TÖRMIS GROUP Oy,28.04.2025,
3289293-9,30882214,Vahto Kebab Pizzeria,Vahdontie 1509,21310,VAHTO,Rusko,Halala Khezri,22.06.2023,
2937579-7,1062674,Happy Bowling Oy,Salpausselänkatu 40,45100,KOUVOLA,Kouvola,Happy Bowling Oy,01.10.2018,
3180577-6,1070391,ozaki sushi,Hannikaisenkatu 20,40100,JYVÄSKYLÄ,Jyväskylä,Yafei Oy,15.03.2021,
3117987-5,1067797,Pihla Pub,Huokotie 1,28800,PORI,Pori,AS Pihlava Oy,01.03.2020,
0901094-2,30888143,Korpilahden Olkkari,Korpilahdentie 7,41800,KORPILAHTI,Jyväskylä,Marieblats Oy,25.06.2025,
2394510-3,1037310,Mäntän Klubi,Tehtaankatu 33,35800,MÄNTTÄ,Mänttä-Vilppula,Mäntän Klubi Oy,10.03.2011,
3429287-3,30886393,Frank Mangs center,Kristinestadsvägen 884,64240,BÖLE,Närpiö,JP Rent a Chef Ab Oy,01.01.2025,
1880492-0,1054901,Ravintola Kaarti,Mechelininkatu 32,100,HELSINKI,Helsinki,Gourmet Sarfvik Oy,01.11.2016,
3111629-2,1073833,GreenStar Hotel Lahti,Vesijärvenkatu 1,15100,LAHTI,Lahti,Titavuu Oy,07.04.2022,
3502051-1,30886574,Bistro Mestari,Kirkkokatu 4,6100,PORVOO,Porvoo,Bistro Mestari Oy,10.02.2025,09.02.2026
3207961-4,30071452,Zinc Craft Bar,Hovrättsesplanaden 15,65100,VAASA,Vaasa,Oliver&Olivia Ab,01.07.2021,
2757198-9,30061335,Giellajohka,Karigasniementie 2920,99910,KAAMANEN,Inari,Giellajohka Oy,24.05.2018,
2627387-5,1048454,Stefan's Steakhouse Ruka,Rukankyläntie 8,93830,RUKATUNTURI,Kuusamo,Tunturimax Oy,01.10.2014,
3089642-6,1069810,Pancho Villa Hämeenlinna,Sibeliuksenkatu 11,13100,HÄMEENLINNA,Hämeenlinna,Back In Business Oy,01.12.2020,
3534706-3,30888493,Ravintola Bibimbaq,Runeberginkatu 34,260,HELSINKI,Helsinki,KOREAN GRAZY CHICKEN OY,15.08.2025,
0813992-0,1002991,Rantakentän Olutteltta,Tohmajärventie 10,82500,KITEE,Kitee,Kiteen Pallo -90 ry,01.03.2018,
2356947-8,1073494,Koivurannan Kahvila,Kasarmintie 51,90230,OULU,Oulu,Euro Professional Consulting Oy,14.04.2022,
1656412-6,1030813,Ravintola Villa Pentry,Nuottarinne 2,2230,ESPOO,Espoo,Brantini Oy,01.05.2001,
3346427-4,1077115,Rymiksen Mummola,Viluntie 1,21140,RYMÄTTYLÄ,Naantali,Ravintola Rymiksen Mummola Oy,01.05.2023,
3139632-7,1074057,Groove Bar,Männikönkatu 2,33820,TAMPERE,Tampere,Restlab Oy,05.05.2022,
0972638-5,1272980,Liikenneasema Mäntyhovi,Kaustisentie 1,62500,EVIJÄRVI,Evijärvi,Evijärven Liikenneasema Oy,01.03.2018,
3377820-6,30883699,Thai Onzon,Valtakatu 5,94100,KEMI,Kemi,Thai Onzon Oy,05.02.2024,
2048211-5,30883366,Aitoleipä Pyynikki,Pyynikintie 25,33100,TAMPERE,Tampere,Aitoleipä Oy,15.11.2023,
2823763-2,1058930,Daily Bistro,Brahenkatu 20,20100,TURKU,Turku,Pegasus-ravintolat Oy,01.12.2017,
1712065-8,30047473,Ravintola Jone's Bar,Aleksintie 1,86710,KÄRSÄMÄKI,Kärsämäki,Juniper Arms Oy,10.04.2020,
3222980-3,30885341,Äänekosken keilahalli,Vanha Vaasantie 462,44100,ÄÄNEKOSKI,Äänekoski,Annander Oy,01.08.2024,
2370168-6,1063774,Yläkaupungin Ale Pub,Kauppakatu 6,40100,JYVÄSKYLÄ,Jyväskylä,Tulikuuma Kumpu Oy,22.02.2019,
2627135-1,1052084,Ravintola Sulo Telitie,Telitie 5,80100,JOENSUU,Joensuu,Sulo Ravintolat Oy,20.11.2015,
1025501-5,1016463,Lyhty Kahvila,Riihentie 4,95970,ÄKÄSLOMPOLO,Kolari,Ylläksen Lyhty Ky,01.03.2018,
3235065-4,1076297,Sima city Thai Food,Välimerenkatu 5B 102B,180,HELSINKI,Helsinki,Thai-Helsinki Food & restaurant Oy,01.01.2023,
2912719-5,1061302,Café Konttori,Satamakatu 4,10900,HANKO,Hanko,Niemeläinen Nina Maimu Marja,21.06.2018,
1977112-0,1022721,Saigon Vietnamilaisravintola,Kauppakatu 13,95400,TORNIO,Tornio,Nguyen Van Nhan ,13.10.2009,
0873697-9,30889157,0643 Saga Kaskenniitty,Vähäheikkiläntie 1,20700,TURKU,Turku,Compass Group Finland Oy,01.12.2025,
3352121-6,30885508,Cafe Areena Kemi,Meripuistokatu 28 B,94100,KEMI,Kemi,Pitopalvelu Makia Oy,12.08.2024,
1092461-0,1771970,Varkauden Keilahalli,Järvelänkatu 12,78200,VARKAUS,Varkaus,"Varkauden Keilahalli, Jari ja Kari Hurri",01.03.2018,
1972487-7,1020241,Ravintola Eerikin Kulma,Eerikinkatu 28,180,HELSINKI,Helsinki,Jadeite Oy,01.07.2006,
3284611-5,1076584,Kotipizza Tahko,Sääskiniementie 560,73310,TAHKOVUORI,Kuopio,M.T.Halonen Oy,01.03.2023,
3143906-7,1068920,Ravintola Aicha,Hämeenkatu 6,11100,RIIHIMÄKI,Riihimäki,TATA Oy,17.07.2020,
2783157-6,1069633,Kuwano,Hämeentie 111,550,HELSINKI,Helsinki,Kuwano Oy,01.11.2020,
0220046-0,1025956,Hanasaari,Hanasaarenranta 5,2100,ESPOO,Espoo,Hanasaari-Ruotsalaissuomalainen Kulttuurikeskus,01.06.2007,
3380348-3,30888662,Karuwa Sipoo,ISO KYLÄTIE 29,4130,SIPOO,Sipoo,gharbar oy,05.09.2025,04.09.2026
0154374-4,1472673,Kalevanpaasi,Sarvijaakonkatu 3,33540,TAMPERE,Tampere,Linkosuon Kahvila Oy,13.02.2013,
3286255-3,30886687,Teboil Rastaantie,Rastaantie 1,70340,KUOPIO,Kuopio,Suonenjoen lounas- ja juhlapalvelut oy,21.02.2025,
3418839-8,30883871,Gastro Café Lavanderia,Hälleforsintie 1,10470,FISKARI,Raasepori,Guha Oy,29.02.2024,
2199747-9,30073374,Well Kitchen & Northern Cafe,Tunturitie 22,95970,ÄKÄSLOMPOLO,Kolari,Lapland Hotels Lappi Oy,10.03.2022,
2353437-1,30036232,MURU Ravintola,Fredrikinkatu 41,120,HELSINKI,Helsinki,Muru & Co. Oy,19.05.2020,
2609716-2,30066440,Kotipizza Pispala,Pispalan Valtatie 73 B,33250,TAMPERE,Tampere,Grebmit Oy,16.09.2019,
2619666-2,1047617,Ravintola Jungman,Merikatu 8,64100,KRISTIINANKAUPUNKI,Kristiinankaupunki,Oy Gastrina Ab,01.07.2014,
0942308-5,30882897,Malskin Bistro,Päijänteenkatu 9,15140,LAHTI,Lahti,CMB Ravintolat Oy,01.09.2023,
3236106-2,1073018,Ravintola DongBeiHu,Rauhankatu 15,170,HELSINKI,Helsinki,Cathay House Oy,20.12.2021,
2260210-9,30889163,Luxury Action ,Levisalmi 1,99130,SIRKKA,Kittilä,Luxury Action Oy,01.12.2025,
1013402-9,1067338,Veiterä Café,Kisakatu 9,53200,LAPPEENRANTA,Lappeenranta,Veiterä ry,20.12.2019,
2011700-3,1022527,Hotelli Pariisin Ville,Jokikatu 43,6100,PORVOO,Porvoo,Hotelli Pariisin Ville Oy,01.05.2006,
3503170-4,30887284,Rookie's,Hämeenkatu 2,33100,TAMPERE,Tampere,Tampereen Yläkuppila Oy,30.04.2025,
1918382-0,30885031,Kahvilaravintola Ilona,Asematie 2,12100,OITTI,Hausjärvi,Palveluneliö Oy,17.06.2024,
3456073-5,30887826,Huilinki,Puistotie 4,91100,II,Ii,JJ Baarit Oy,06.06.2025,
2480207-5,30884379,Cafelito & Vinolito,Hämeentie 26 LH1,500,HELSINKI,Helsinki,Cafelito Oy,02.05.2024,
2752648-3,1067292,Wanhan Raitin Kievari,Kirkkotie 4,14700,HAUHO,Hämeenlinna,Aktasemir T:mi,11.12.2019,
3435473-9,30884549,Hotelli-ja ravintola Tiilikka,Kuusitie 2,73900,RAUTAVAARA,Rautavaara,Rautavaaran majoitus- ja ravintolapalvelut Oy,01.06.2024,
3254812-6,1073290,Ravintola Poimari,Pussitie 4,21530,PAIMIO,Paimio,Yhden Tähden Oy,01.03.2022,
1837957-3,1021870,Bierhuis Rotterdam,Tennispalatsin aukio 4,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,01.03.2006,
2521882-3,1077126,Hair By Julia,Torggatan 8A,22100,MARIEHAMN,Maarianhamina - Mariehamn,By Julietta Ab,12.04.2023,
3505065-7,30888660,Aadlina,Rukkikatu 1,20660,LITTOINEN,Kaarina,Aadlina,05.09.2025,
1035058-1,30065657,Lounas & Bar Akseli,Koskentie 372,31500,KOSKI TL,Koski Tl,Lounas & Bar Akseli Oy,01.07.2019,
2779844-6,1066849,Star Arctic Wilderness Restaurant,Rovaniementie 1332,99800,IVALO,Inari,Star Arctic Oy,15.11.2019,
2033337-1,1044592,Capri Corner,Vipelentie 11,55320,RAUHA,Lappeenranta,Holiday Club Resorts Oy,28.06.2013,
