asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2653762-3,30886390,Ravintola Muuvi,Kuntoilijantie 2,4300,TUUSULA,Tuusula,Palmia Oy,07.01.2025,
1867962-1,1049083,Pitokärki,Majantie 50,17500,PADASJOKI,Padasjoki,Karabi Oy,15.11.2014,
2633761-3,30883830,Barcode WineBeer,Kuninkaantammenkierto 12,430,HELSINKI,Helsinki,Amity Oy,01.03.2024,
1083815-7,1024953,Naantalin kylpylä-,Matkailijantie 2,21100,NAANTALI,Naantali,Sunborn Saga Oy,01.02.2007,
1473190-4,1875090,Little Dragon II,Valtakatu 11-13,94100,KEMI,Kemi,Phung Oy,01.03.2018,
0824919-3,1055931,Ravintola Teatterikulma,Hallituskatu 19,33200,TAMPERE,Tampere,Euroresta Oy,01.02.2017,
3009848-3,1075092,Uunipzzeria Salo,Horninkatu 7,24100,SALO,Salo,Nordic Pizza Company Oy,01.09.2022,
0280840-9,1050529,Pub Laiton,Koskenharjuntie,40250,JYVÄSKYLÄ,Jyväskylä,Jyväskylän Lohi ry,19.05.2019,
3168747-4,1069866,Himabaari,Kontulankaari 1 b,940,HELSINKI,Helsinki,Kontulan Himabaari Oy,07.12.2020,
3112738-9,1070435,Flea,Iso Roobertinkatu 11,120,HELSINKI,Helsinki,Flea Second Hand Oy,12.05.2021,
1064720-3,1068545,Restaurang Brändö Seglare,Granfeltintie 10,570,HELSINKI,Helsinki,JH-Raflat Oy,04.06.2020,
3560372-5,30888957,Napos,Kapteeninkatu 26 lh 3,140,HELSINKI,Helsinki,Napos Foods,01.11.2025,
0873697-9,30889156,0643 Saga Kaskenpuisto,Vähäheikkiläntie 2,20720,TURKU,Turku,Compass Group Finland Oy,01.12.2025,
2234618-4,1030725,Ravintola Semafori (Turku),Juhannuskatu 24,20300,TURKU,Turku,Pub Hopotus Oy,04.12.2008,
3265711-1,1073405,Cronin's Guesthouse,Kausantie 4,18600,MYLLYOJA,Heinola,Cronin's Guesthouse,01.03.2022,
2881378-3,1066572,Juhlatalo Vaanin Kartano,Kirkonkyläntie 12,23200,VINKKILÄ,Vehmaa,Juhlatalo Vaanin Kartano Oy,01.11.2019,
0658353-4,30886091,Rax Vuosseli Ruka,Jussinkuja 2,93830,RUKATUNTURI,Kuusamo,Restel Ravintolat Oy,28.11.2024,
2686687-3,1051563,Ravintola Roka Street Bistro,Ainonkatu 3 LH 2,96200,ROVANIEMI,Rovaniemi,Ravintola Roka Oy,01.09.2015,
2839797-8,1059316,Ravintola Koseli,Unikkotie 2,1300,VANTAA,Vantaa,Koseli Oy,08.01.2018,
2559765-9,30884934,Ravintola Kettu ja Kana,Torikatu 5,18100,HEINOLA,Heinola,Catering Mia Maria Oy,24.06.2024,
3491609-2,30886402,Ravintola Nepalese Corner,Koronakatu 1 B ,2210,ESPOO,Espoo,Nepal corner oy,01.01.2025,
0186183-0,1065323,Hotelli Kainuu,Kainuuntie 84,88900,KUHMO,Kuhmo,Hotelli Kainuu Oy,26.04.1971,
1629149-8,1045923,Ruokakeidas,Asemakatu 1,86300,OULAINEN,Oulainen,Oulaisten Grilli ja Pizza,01.03.2018,
2923308-6,1076614,Döner Harju Töölö,Töölöntullinkatu 4,250,HELSINKI,Helsinki,Döner Harju Oy,01.04.2023,
3239474-5,1072572,Lillan Hotel Cafe Butik,Kurjentaival 35,33100,TAMPERE,Tampere,Lillan Nordic Oy,01.11.2021,
2439144-8,30889065,Ylläksen Kalakauppa ja lounasravintola,Tunturintie 54,95970,ÄKÄSLOMPOLO,Kolari,Jorma Martinmäki Oy,13.11.2025,
3563704-4,30889158,Ravintola Pyhäniemi,Pyhäniementie 251,39820,KIHNIÖ,Kihniö,Ravintola Manni Oy,01.12.2025,
2709251-5,1073526,Innovation Home Kamppi,Kansakoulukatu 3,100,HELSINKI,Helsinki,Innovation Home Oy,01.04.2022,
2518250-9,30883427,Bistro MaPi,Joensuuntie 19,31400,SOMERO,Somero,Pitopalvelu Mahat Pinkeäksi,25.11.2023,
0707294-7,1059609,Soramäen Pirtti,Tiilikankaantie 1,15880,HOLLOLA,Hollola,Ravintola Soramäen Pirtti Ky,01.06.1977,
2456741-5,1041314,Vistan Kebab & Pizza House,Vistantie 17,21530,PAIMIO,Paimio,Temels avoin yhtiö,01.03.2018,
0837086-6,1026305,m/s Lake Seal,Matkustajasatama,57100,SAVONLINNA,Savonlinna,Sapha Oy,31.07.2007,
2621158-6,1074203,Kunnari,Veskantie 1,85800,HAAPAJÄRVI,Haapajärvi,my PUB Oy,15.05.2022,
1619968-3,1068471,Pala Café,Itäinenkatu 9,33210,TAMPERE,Tampere,Pikkupapu Coffee Cart Oy,01.06.2020,
3478679-3,30885962,Susikosken Siskokset Oy,Hurukselantie 2056,46930,HURUKSELA,Kotka,Susikosken Siskokset Oy,01.12.2024,
3370494-4,30882839,Bierhaus Köln,Torikatu 3,700,HELSINKI,Helsinki,Bierhaus Köln Oy,01.01.2024,
0154374-4,1066448,Linkosuo Asemakeskus,Peltokatu 26,33100,TAMPERE,Tampere,Linkosuon Kahvila Oy,01.12.2019,
1446993-4,30048208,Pizzeria Ruka,Rukatunturintie 6,93830,RUKATUNTURI,Kuusamo,Riipinen Restaurants Oy,06.04.2020,
0107536-2,30033413,Kahvila Ekberg Cafe,Bulevardi 9,120,HELSINKI,Helsinki,Ekberg 1852 Oy Ab,30.05.2020,
3294148-9,30884112,Kahvila-ravintola Moguli,Kauppakatu 2,31900,PUNKALAIDUN,Punkalaidun,Kahvila-Ravintola Moguli avoin yhtiö,04.04.2024,
3296144-7,30885560,Ravintola Jason/Jason,Yrjönkatu 5,120,HELSINKI,Helsinki,Waterlight Oy,01.10.2024,
0647239-1,1035881,Finnkino Maxim,Kluuvikatu 1,100,HELSINKI,Helsinki,Finnkino Oy,08.01.2018,
1960223-9,1019254,Ravintola Ukko Munkki,Laajalahdentie 19,330,HELSINKI,Helsinki,MR.JJ Ravintolat Oy,08.06.2007,
3151580-8,30888522,Santa Station,Asemakuja 77,95620,AAVASAKSA,Ylitornio,Aavasaksan Veturi Oy,01.11.2025,
2996957-9,1065363,The Pier,Ingå gästhamn,10210,INKOO,Inkoo,The Pier Bar & Terrace Ab,15.06.2019,
2362621-7,1072844,Bar Ihku Ruka,Rukankyläntie 15,93830,RUKATUNTURI,Kuusamo,Tunturiviihde Oy,16.11.2021,
1938546-5,30017880,Mullikka,Mannerheimintie 130,270,HELSINKI,Helsinki,Meilahden Ravintolat Oy,02.04.2020,
3137208-5,30072975,The Good Coffee Company,Eerikinkatu 33,180,HELSINKI,Helsinki,The Good Coffee Company Oy,15.03.2023,
3011273-2,1066807,Mosaik,Puistokatu 2-4,40100,JYVÄSKYLÄ,Jyväskylä,Kampaamo- ja parturiliike Mosaik Oy,01.12.2019,
3422769-2,30883884,Kotipizza,Koskikatu 5,96200,ROVANIEMI,Rovaniemi,Lätty Hässäkkä Oy,01.03.2024,
3285949-3,30075341,Opus K,Kauppakatu 6,8100,LOHJA,Lohja,Corner Boys Oy,16.09.2022,
3395982-4,30883283,the baari,ampujanpolku 4,70460,KUOPIO,Kuopio,Sahko.Group Oy,01.11.2023,
3345957-1,1076766,Show Time,Käsityöläiskatu 10,20100,TURKU,Turku,MTL Team Oy,30.03.2023,
3184619-9,1070864,Ismet restaurant pizzeria Klaukkala,Luhtajoentie 4,1800,KLAUKKALA,Nurmijärvi,Taukotupa Klaukkala Oy,23.04.2021,
3102488-1,1074412,Trainfactory Terassi,Aleksis Kiven katu 17 A,510,HELSINKI,Helsinki,Preparty Oy,02.06.2022,
0197811-5,1057324,Vojakkalan lava,Vojakkalantie 113,12950,VOJAKKALA,Loppi,Voimistelu- ja Urheiluseura Vojakkalan Valpas r.y.,01.03.2018,
2997287-4,1065084,Palace,Eteläranta 10,130,HELSINKI,Helsinki,Financier Group Oy,01.07.2019,
0961961-9,1077895,Mann's Street,Mannerheimintie 12 A 1,100,HELSINKI,Helsinki,Oy Moek Trading Ltd,07.01.1998,
2534949-5,1043827,Café Tin Tin Tango,Töölöntorinkatu 7,260,HELSINKI,Helsinki,Tin Tin Tango Oy,15.04.2013,
2596183-6,30070528,Cafe Väinö,Väinölänniemen uimala,70100,KUOPIO,Kuopio,Kuopion Elämyspalvelut Oy,01.04.2021,
1595884-4,1013900,Mr. Hugo,"Kylänvanhimmantie 29, lh 21",640,HELSINKI,Helsinki,Aarami Oy,11.11.2003,
3222532-7,30073383,Olivia Kluuvi,Kluuvikatu 5,100,HELSINKI,Helsinki,Olivia Restaurants 2 Oy ,23.05.2022,
3461247-8,30885747,Bistro Rehti Sompasaari ,Sompasaarenlaituri 24 LT 3,540,HELSINKI,Helsinki,Soppa Group Oy,16.09.2024,
2903451-1,1066558,Meggala,Venesjärventie 1005,38760,VENESJÄRVI,Kankaanpää,Meggala Oy,03.10.2019,
3516033-8,30887894,LUMI Restaurant,Miina Sillanpään katu 8,530,HELSINKI,Helsinki,LX-Max Oy,06.06.2025,
3113935-5,1067637,Ravintola Ottopoika,Kauppakatu 40-42,70100,KUOPIO,Kuopio,J & J Ravintolat Oy,28.02.2020,
3439857-1,30884715,Ravintola Kummisetä,Minna Cantin katu 44,70100,KUOPIO,Kuopio,Bon Kuopio Oy,31.05.2024,
2036851-5,30883377,Simpan baari,Vänrikintie 2,70910,VUORELA,Siilinjärvi,AR-Kalustesuunnittelu Oy,20.11.2023,
3542826-9,30888295,Jam Café & Bar,Välikatu 19,37100,NOKIA,Nokia,JAM Café & Bar Oy,12.07.2025,
1761875-5,30071710,Ravintola Palovartija,Gondolin yläasema,99130,SIRKKA,Kittilä,Oy Levi Restaurants Ltd,21.06.2021,
2374374-7,1042217,Villa Jääskelä,Jääskeläntie 214,40800,VAAJAKOSKI,Jyväskylä,Jääskelä Innovation Oy,11.09.2012,
0651820-6,1081205,Toppila Klubi,Kapteenintie 24,90520,OULU,Oulu,Toppila Klubi Oy,24.11.1995,
3313418-7,30889405,Pub Härmän Häjy,valtionkatu 2,60120,SEINÄJOKI,Seinäjoki,Baran Ravintola Oy,20.01.2026,19.01.2027
1026298-7,1036628,Kahvila Ravintola Kaari,Heidehofintie 2,1300,VANTAA,Vantaa,Juhla- ja lounaspalvelu Silvennoinen Oy,10.12.2010,
1853956-5,30034619,Italialainen Ravintola Toscana,Hallituskatu 35,90100,OULU,Oulu,FIN House Invest Oy,20.04.2020,
2822805-8,1063886,Hemma,Raatihuoneenkatu 29,13100,HÄMEENLINNA,Hämeenlinna,Hämeenlinnan Hemma Oy,21.02.2019,
3182710-7,1071068,Cafe Merisydän,Sapokankatu 2,48100,KOTKA,Kotka,Merisydän Oy,01.07.2021,
0700729-9,1044016,Ravintola Finlaysonin Palatsi,Kuninkaankatu 1,33210,TAMPERE,Tampere,Ravintola Astor Oy,09.02.2002,
1447914-7,1059427,Scandic Helsinki Airport,Lentäjäntie 1,1530,VANTAA,Vantaa,Scandic Hotels Oy,12.03.2018,
0187614-3,1030516,Lapinmaan ravintolat,Maakuntakatu 30,96200,ROVANIEMI,Rovaniemi,Osuuskauppa Arina,01.01.2009,
3338821-6,30884935,Fabriikki,Koskenkartano 40 c,31500,KOSKI TL,Koski Tl,Opal Oy,17.06.2024,17.06.2026
3419124-7,30884461,Kajaniemi Camping,Kajaniementie 79,31720,URJALANKYLÄ,Urjala,Kajaniemi Camping Oy,06.05.2024,
2731404-2,1069933,Momo & More Nepalese Restaurant,Hämeentie 111,550,HELSINKI,Helsinki,Pahuna Oy,21.01.2021,
0986855-1,30069984,Ravintola Töölö,Runeberginkatu 14-16,100,HELSINKI,Helsinki,Kanresta Oy,01.05.2021,
3535525-8,30888003,Jane Baari,Keskuskatu 8,15870,HOLLOLA,Hollola,Pekan Paari Oy,23.06.2025,
2505405-6,1076890,Camp Hamina,Kadettikoulunkatu 7,49400,HAMINA,Hamina,Duf-Pub Oy,01.04.2023,
1446993-4,1076151,Vespino,Rukatunturintie 12,93830,RUKATUNTURI,Kuusamo,Riipinen Restaurants Oy,19.12.2022,
1873718-2,1045321,Muotkan Maja,Muotkantie 204,99830,SAARISELKÄ,Inari,Nellim Wilderness Hotels & Safaris Oy,31.08.2014,
0998917-7,1031062,Cafe Torpanranta,Munkkiniemenranta 2,330,HELSINKI,Helsinki,XO-Ravintolat Oy,26.05.1989,
3240084-2,30888904,Cafe Bar Luola / Pumpun Baari Oy,Kannusillankatu 4,2720,ESPOO,Espoo,Pumpun Baari Oy,01.11.2025,31.10.2026
1063593-1,30887708,Kulmakonditoria Järvenpää,Sibeliuksenkatu  18-22,4400,JÄRVENPÄÄ,Järvenpää,Kulmakonditoria Kahvilat Oy,06.06.2025,
1757878-1,1078514,Walters Pub Tyrwää,Aittalahdenkatu 6,38200,SASTAMALA,Sastamala,ALTE ET LATE,01.07.2002,
2477635-6,30889238,Naughty Brgr & Dif Döner Jyväskylä,Puistokatu 2,40100,JYVÄSKYLÄ,Jyväskylä,Think Drinks Oy,11.12.2025,10.12.2026
1845493-2,1058379,Vaappuva Ankka oluthuone,Kynäkatu 6,2250,ESPOO,Espoo,Mesta Palvelu Oy,27.10.2018,
1941601-4,1018346,Keilaamo,Pirkkalaistie 1,37100,NOKIA,Nokia,Glow Bar & Restaurant Oy,11.05.2006,
2949504-3,1063668,Rea Food,Lasitehtaantie 2,31640,HUMPPILA,Humppila,Rea Food Oy,08.02.2019,
3177352-4,30883548,Lulu's,Pohjoisesplanadi 17,170,HELSINKI,Helsinki,Aunt Florentine's Oyster Oy,01.01.2024,
2689418-8,1059219,Kissakahvila Helkatti,Fredrikinkatu 55,100,HELSINKI,Helsinki,Stadin Katti Oy,15.02.2018,
3507555-5,30886829,YUMMY KOREAN RAVINTOLA,HÄMEENKATU 10,33100,TAMPERE,Tampere,Yummy Tampere Oy,11.03.2025,
2099743-4,1057580,Mainiokoti Mäntykoto,Sähkökatu 28,5800,HYVINKÄÄ,Hyvinkää,Mehiläinen hoivapalvelut Oy ,23.10.2017,
3501730-4,30886694,GolfStar Megarange,Turvalaaksonkuja 3-5,1740,VANTAA,Vantaa,Golf Range Operator Finland Oy,01.03.2025,
3405609-6,30885693,Pyhä Dreams,Kultakeronkatu 21,98530,PYHÄTUNTURI,Pelkosenniemi,Metsä Heidi Oy,23.09.2024,
3302216-9,1075483,PannuCafe,Joensuunraitti 44,1150,SÖDERKULLA,Sipoo,SysiCorp Oy,12.09.2022,
1013479-0,30887801,K-Market Sodankylä,Ivalontie 2,99600,SODANKYLÄ,Sodankylä,Kauppahuone Mikaelit Oy,02.06.2025,
0587620-4,30044458,Imatran Kylpylä,Purjekuja 2,55420,IMATRA,Imatra,Imatran Kylpylä Oy,09.04.2018,
0357771-0,1074125,Restaurant Santa's Cuisine,Joulumaantie 15,96930,NAPAPIIRI ROVANIEMI,Rovaniemi,Santa Claus Holiday Village Oy,01.05.2022,
2165210-4,1027834,1bar,Kauppurienkatu 5,90100,OULU,Oulu,1bar Oy,25.01.2008,
3250730-8,1073149,Ravintola Zarillo,Torikatu 1,38200,SASTAMALA,Sastamala,Zarillo PSW Oy,19.01.2022,
2348400-1,30035921,Ravintola Hiekkalahti,Hiekkalahdentie 128,58430,KULENNOINEN,Savonlinna,Foreiner Oy,04.04.2018,
2769105-9,30886516,Good Mood Cafe,Kauppatori 5,37600,VALKEAKOSKI,Valkeakoski,Lounas-Kahvila Maukas,24.01.2025,
2916212-6,1061512,Moision Olkkari,Moisionkoulutie 22,20400,TURKU,Turku,Nenäsilkki Ravintolat Oy,03.07.2018,
0873697-9,30889160,0641 Saga Helapuisto,Helatehtaankatu 1,700,HELSINKI,Helsinki,Compass Group Finland Oy,01.12.2025,
3520215-5,30889272,Variosport Oy,Näsirannantie 7,67700,KOKKOLA,Kokkola,"VARIOSPORT OY, FINLAND",01.01.2026,
2468332-8,30888446,på kroken,Tiilitehtaantie 12,10900,HANKO,Hanko,Cafferie Oy Ab,18.08.2025,
3137929-5,30881636,Brasserie SLO Room,Kauppalankatu 2,5800,HYVINKÄÄ,Hyvinkää,SLO Bros Food Company Oy,24.05.2023,
2779640-8,1072300,Rebelle,Eerikinkatu 7,20100,TURKU,Turku,Rebelle Bakery Oy,18.10.2021,
3472238-6,30886001,Smash Room,Pohjolagatan 1,65230,VAASA,Vaasa,Smash Room Oy Ab,24.10.2024,
2661431-8,30883254,Hotel Boreas,Mäkipuistontie 7,97140,MUUROLA,Rovaniemi,Santa's Salmon Place Oy,01.11.2023,
3432129-1,30884884,Lapland Hotels Tampere,Yliopistonkatu 44,33100,TAMPERE,Tampere,Lapland Hotels City Oy,01.07.2024,
0647239-1,1062427,Finnkino Promenadi,Yrjönkatu 17,28100,PORI,Pori,Finnkino Oy,26.09.2018,
2517346-9,1043274,Ravintola Ruukinranta,Kiramontie 27,58130,ORAVI,Savonlinna,Oravi Lake Center Oy,28.01.2013,
3533907-1,30888684,Ismet Jätkäsaari,Välimerenkatu 24,220,HELSINKI,Helsinki,Ambros Nordic Oy,15.09.2025,
0658353-4,1070886,Rax Kamppi Helsinki,"Urho Kekkosen katu 1, E.32K.02",100,HELSINKI,Helsinki,Restel Ravintolat Oy,20.05.2021,
3182728-9,1070185,Kulttuuriravintola Jalmari Oy,Kuohunharjuntie 6,36200,KANGASALA,Kangasala,Kulttuuriravintola Jalmari Oy,08.02.2021,
3280803-9,30882113,Respa,Pistohiekanraitti 79,52200,PUUMALA,Puumala,Pistocamp OY,19.06.2023,
2739424-9,1052871,Åminne Stugby,Åminnevägen 409,66100,MAALAHTI,Maalahti,Pinola Esa Ab Oy,01.04.2016,
3292653-7,1074966,SEO Tohmajärvi,Järnefeltintie 5,82600,TOHMAJÄRVI,Tohmajärvi,Tohmajärvi Bensis Oy,07.07.2022,
3254790-8,1073106,Club Laboratorio,Sammonkatu 8,90570,OULU,Oulu,med labra oy,17.01.2022,
0598447-5,1076465,Tieva-Baari,Inarintie 6595,99195,POKKA,Kittilä,Tieva-Baari Ky,18.11.1994,
2014560-2,1053150,Ravintola Vellamo,Veistämönaukio 1 - 3,20100,TURKU,Turku,AE Filete Oy,15.04.2016,
2247004-6,30060221,Ruissalon telakka,Hevoskarintie 23,20100,TURKU,Turku,Rederi Ab Fakir,20.04.2018,
