asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2539669-7,1044020,Pompier ESPA,Eteläesplanadi 8,130,HELSINKI,Helsinki,Espan Sokeri Oy,19.05.2014,
3481972-7,30886073,Ravintola Holvi,Kauppalankatu 9,45100,KOUVOLA,Kouvola,Ravintola Holvi Oy,05.11.2024,
1969907-7,30037447,Alastaro Golf,Golfkentäntie 195,32560,VIRTTAA,Loimaa,Alastaro Golf Oy,21.05.2020,
3195163-4,30070675,Siikajoen Golfravintola,Raahentie 151,92320,SIIKAJOKI,Siikajoki,Siikajoen Golfravintola avoin yhtiö,22.04.2021,
2281461-1,1033002,Lassilan Pizza Kebab,Hopeatie 1,440,HELSINKI,Helsinki,Tmi Gümüs Fikret,01.03.2018,
3298736-4,30075179,Syökerin Tupa,Karkkilantie 8,3790,VIHTIJÄRVI,Vihti,TuPaussi Ky,22.08.2022,
0986855-1,1026335,Hämeenlinnan Verkatehtaan,Paasikiventie 2,13100,HÄMEENLINNA,Hämeenlinna,Kanresta Oy,09.07.2007,
2544460-1,1044224,Salonkiravintola Neilikka,Haapasaarentie 60,5470,HYVINKÄÄ,Hyvinkää,Salonkiravintola Neilikka Oy,01.06.2013,
2228941-5,1046292,Ravintola Bronda,Eteläesplanadi 20,130,HELSINKI,Helsinki,W-Restaurants Oy,01.03.2014,
0154062-3,30882229,Ravintola Henriks,Satamakatu 7,33200,TAMPERE,Tampere,Aleksin Ravintolat Oy,01.07.2023,
2182875-5,1045582,Knallen café och minilivs,Sundsvägen 1087,22530,SUND,Sund,Sprängarn Åland Ab,01.11.2021,
2159675-5,1035636,Hotel Fabian,Fabianinkatu 7,130,HELSINKI,Helsinki,Oy Union Hotels Ab,17.08.2010,
0895642-9,30886894,Hotelli Silmu,Opistotie 21,2550,EVITSKOG,Kirkkonummi,Espoon Arkkimetodi Oy,18.03.2025,17.03.2026
2085310-7,1025557,ravintola Maininki,Kallvikintie 44,980,HELSINKI,Helsinki,SAN-Catering avoin yhtiö,20.04.2007,
1468547-7,1076690,Villa Sandviken,Hietalahdenpuistokuja 4,65100,VAASA,Vaasa,Northern Hospitality Group Oy,13.04.2023,
1985757-3,1021034,Musiikkibaari Rento,Yliopistonkatu 23,20100,TURKU,Turku,10 Bar Oy,30.09.2005,
3387552-4,30883229,Wisahovi,Kanakouluntie 5,13100,HÄMEENLINNA,Hämeenlinna,Wisahovi Oy,27.10.2023,
3433908-8,30886457,NEPLAILAINEN RAVINTOLA kRAMA ,Tuotekatu 7 ,21200,RAISIO,Raisio,Krama Oy,16.01.2025,
3329527-1,30888786,Saluuna 50,Sammontie 1,6150,PORVOO,Porvoo,Saluuna 40 Oy,06.10.2025,
0841195-5,1083704,Nuorisokeskus Villa Elba,Sannanrannantie 60,67100,KOKKOLA,Kokkola,Nuorisokeskus Villa Elba Oy - Ungdomscentra Villa Elba Ab,22.09.1996,
2541678-2,1044864,Top Lounge,Eteläesplanadi 12,130,HELSINKI,Helsinki,Top Lounges Oy,01.09.2013,
2358358-7,30061655,Käräjä Pub,Hakopolku 2,1360,VANTAA,Vantaa,SP Singh Oy,01.07.2018,
1957030-2,1064649,Kotipizza,Kymenlaaksonkatu 2 B,45700,KUUSANKOSKI,Kouvola,Pizzeria Hanna K,08.05.2019,
3393586-5,30886734,Raivohuone Ärräpää,Siikaranta 13,70620,KUOPIO,Kuopio,ÄrVibes Oy,01.03.2025,
3009848-3,1073330,UUNI Pizzeria Kaarina,Kuskinkatu 1,20780,KAARINA,Kaarina,Nordic Pizza Company Oy,01.03.2022,
3214111-5,1071763,Konnichiwa,Aleksanterinkatu 23,15110,LAHTI,Lahti,HEINÄKUU LAHTI OY,21.07.2021,
3142079-6,30885550,Luola-Savilahden liikunta -ja tapahtumakeskus Luola,Loistekatu 12,70210,KUOPIO,Kuopio,Ilo Kasvaa Savossa Oy,14.08.2024,
3369174-1,30883392,Limone Pakila,Pakilantie 76 ,660,HELSINKI,Helsinki,Citronova oy,20.11.2023,18.11.2026
0855518-2,1476082,Tanssisali Lutakko,Lutakonaukio 3,40100,JYVÄSKYLÄ,Jyväskylä,Jyväskylän Elävän Musiikin Yhdistys Jelmu ry,13.03.2006,
2912664-3,30883962,Ravintola Onninepal,Vuorikatu 14,100,HELSINKI,Helsinki,Ravintola onninepal Oy,15.03.2024,
1101118-6,1055285,La Torrefazione Kamppi,Urho Kekkosen katu 1 LT 5.30D,100,HELSINKI,Helsinki,La Torrefazione Oy,01.12.2016,
2891748-6,30068812,Ravintola La Casa,Vapaudenkatu 11,15110,LAHTI,Lahti,La Casa Oy,22.06.2020,
0864235-8,30881388,Bona BBQ Kuopio,Itkonniemenkatu 5,70500,KUOPIO,Kuopio,Osuuskauppa PeeÄssä,08.05.2023,
2612611-1,30885790,Aurinkoravintola,Iso-Ylläksentie 44,95980,YLLÄSJÄRVI,Kolari,Suomen Ammattimiesvuokraus Oy,01.11.2024,
1559616-9,30885662,Meze Deli,Vanamontie 13,1350,VANTAA,Vantaa,Dorax Finland Oy,02.09.2024,
2784301-6,30886188,Sininen Helmi,Hankaniementie 110,74700,KIURUVESI,Kiuruvesi,Matkailu J. Saastamoinen Oy,01.12.2024,
3535644-5,30888551,Itsuyaki Ainoa,Länsituuli 5,2100,ESPOO,Espoo,YAO OY,25.08.2025,24.08.2026
0679236-0,1073471,Elo Jyväskylä,Kauppakatu 22,40100,JYVÄSKYLÄ,Jyväskylä,Elosen Konditoria Oy,28.03.2022,
0809512-0,1043766,Mierolan Silta-Cafe,Ventolantie 2,13720,PAROLA,Hattula,Re-Re Oy,08.08.2013,
0165460-4,30033707,Annilan Kartano,Porrassalmentie 19,50100,MIKKELI,Mikkeli,"Annilan Kartano, Kommandiittiyhtiö Tuukkanen",13.05.2020,
0681395-0,1077055,Bar Bomonti,Jukolantie 6-8,45200,KOUVOLA,Kouvola,Alpago Oy,13.04.2023,
1445936-5,1067581,Nakkilan Kesäteatteri,Kirkkokatu 22,29250,NAKKILA,Nakkila,Nakkilan Napakat ry,01.06.2020,
0498525-7,1051446,Täffä,Otakaari 22,2150,ESPOO,Espoo,Täffä AB,16.09.1966,
2091059-7,30062248,Saariselän Panimo,Saariseläntie 10,99830,SAARISELKÄ,Inari,Saariselän Tunturipalvelut SATUPA Oy,01.08.2018,
1026145-8,1056146,Patalahti,Patalahdentie 20,42100,JÄMSÄ,Jämsä,Jämsän Patalahti Oy,25.03.2002,
3327456-9,30882518,Hua Du Lielahti,Antti Possin kuja 1,33400,TAMPERE,Tampere,Chen Ye Oy,13.07.2023,
2434635-6,1054105,Pub Niska,Sjökvarteret,22100,MARIEHAMN,Maarianhamina - Mariehamn,Niska Export Ab,01.11.2021,
3374659-7,30883336,Presto Pizzeria,Höyrypolku 4 LT 1,520,HELSINKI,Helsinki,Pronto On the Road tmi,13.11.2023,
3152677-7,1076110,Café Kvarnen,Utgårdsvägen 1,22950,JURMO,Brändö,Firma Oscar Lindholm,22.11.2022,
2355932-5,1036567,Saint Kukko,Kauppakatu 13,87100,KAJAANI,Kajaani,HEI-Ravintolat Oy,20.11.2010,
2914536-9,1063376,Ravintola Cheng Long,Mäkelänkatu 38,510,HELSINKI,Helsinki,Xin Shi Dai Oy,01.01.2019,
1911225-6,1013659,Chilli Fast Food Restaurants,Kaivokadun Asematunneli,100,HELSINKI,Helsinki,Cebitur Oy,01.03.2018,
0873697-9,1051168,0812 Ravintola Reaktori ,Korkeakoulunkatu 7,33720,TAMPERE,Tampere,Compass Group Finland Oy,01.10.2015,
2243012-4,1046355,Tasan Pizzeria ja Kebab,Kauppatie 73,62200,KAUHAVA,Kauhava,Demir Yasin Tmi Yasin Demir,01.03.2018,
1024638-9,1014981,Westers,Westers,25760,KIILA,Kemiönsaari,Westers,16.12.2002,
2792059-5,1062679,Granlunda Gård,Vestansundabyaväg 290,22130,GOTTBY,Jomala,Granlunda Gård Ab,01.11.2021,
2886384-4,1059758,Finns Bar & Cafe,Läkkisepänkuja 3,2650,ESPOO,Espoo,Bengles Cafe Shopon,01.03.2018,
1456450-1,1019525,Hotel Hermica,Insinöörinkatu 78,33720,TAMPERE,Tampere,Hakametsän DT Oy,01.09.2005,
0858765-1,1035229,Kittisvaaran moottoriurheilukeskus,Kittisvaara,95700,PELLO,Pello,Pellon Moottorikerho ry,01.03.2018,
3343436-6,30888978,Boneless Tampere,Aleksanterinkatu 26,33100,TAMPERE,Tampere,KGF group Oy,03.11.2025,
3432272-9,30888764,Daruma - Kitchen,Verkkoneula 6,580,HELSINKI,Helsinki,Atashinchi Oy,01.12.2025,
3219895-5,1074822,Crusty Pizza Lehtisaari,Lehtisaarentie 2,340,HELSINKI,Helsinki,Rest In Pizza Oy,01.07.2022,
2583011-5,1057065,Pancho Villa Raahe,Kauppakatu 46,92100,RAAHE,Raahe,LiljaB Oy,05.06.2018,
3275061-5,30887770,Ring Café,Kymentie 748,47400,KAUSALA,Iitti,PP Kioskit Oy,01.06.2025,
2771995-5,30886572,Koy Haapalanpuisto,Kotikouluntie 1,66300,JURVA,Kurikka,Koy Haapalanpuisto,17.03.2025,
3426528-5,30886837,Kapteeni ja Kaverit,Meriniementie 1a,48100,KOTKA,Kotka,BDB Finland Oy,01.04.2025,31.03.2026
2108510-3,1060903,SeikkailuviiKari Oy,Repovedentie 2,46900,INKEROINEN,Kouvola,Seikkailuviikari Oy,22.05.2018,
3255059-2,30887470,Sakura ,bastioninkatu 4 C,20730,TURKU,Turku,Sichen oy,12.05.2025,
1939624-4,1018911,Tuorlan Majatalo,Tuorlantie 1 E,21500,PIIKKIÖ,Kaarina,Tuorlan Majatalo Oy,09.05.2005,
0207220-0,1041258,Ruokotaipaleen lava,Ruokotaipaleentie,52230,HURISSALO,Puumala,Osuuskauppa Suur-Savo,01.03.2018,
0911201-7,30059747,Kalafornia Klubi,Kalaforniantie,28100,PORI,Pori,Porin Golfkerho ry,01.05.2018,
2829801-3,1058258,Tratt RiaII Duetto,Werner Söderströmin katu 22,6100,PORVOO,Porvoo,Due Amici Oy,30.08.2017,
3257251-3,30887376,Eatery Alex 1917,Pursiseuranranta 30,20100,TURKU,Turku,Irish Nordic Food Company,30.04.2025,
3111577-5,30882723,Teatteriravintola Repliikki,Salpausselänkatu 38,45100,KOUVOLA,Kouvola,Basmill Catering Oy,15.08.2023,16.02.2026
3193959-8,30887299,Ravintola Kosi ,Piispansilta 16 A,2230,ESPOO,Espoo,Rupakot Oy,03.05.2025,
1514135-9,1040972,Oskarin Kellari,Uusikatu 26,90100,OULU,Oulu,Tumaresta Oy,01.06.2012,
3260918-7,1075611,Ravintola Speakeasy,itäinenkatu 7 - 11,33210,TAMPERE,Tampere,Tampereen Speakeasy Oy,28.09.2022,
2061485-1,1071877,Ravintola Shalimar,Hannikaisenkatu 27-29,40100,JYVÄSKYLÄ,Jyväskylä,A&H International Oy,26.07.2021,
2085145-1,1026873,Vihiluodon Torppa,Torpankuja 16,90440,KEMPELE,Kempele,Vihiluodon Maininki Oy,13.09.2007,
0168170-9,1016607,ABC Marjala ravintola,Marjalantie 18,80140,JOENSUU,Joensuu,Pohjois-Karjalan Osuuskauppa,01.03.2018,
2233806-1,30888998,Palojärven lomakeskus,Hoikkaniementie 19,97240,SONKA,Rovaniemi,Lomaco Oy,24.11.2025,
2911918-7,1061746,Hotelli Yöpuu,Eteläntie 227,94700,KEMI,Kemi,FCM Nordic Oy,19.06.2018,
0718271-6,30073126,Chilla Grill-Bar-Cafe,Vuorilaaksontie 2,45700,KUUSANKOSKI,Kouvola,Suomen Kauppa-asema Oy,05.01.2022,
2763382-8,30060513,Lehmus Roastery Oy,Satamatie 6,53900,LAPPEENRANTA,Lappeenranta,Lehmus Roastery Oy,15.05.2018,
2225377-0,30886465,Yki Baari ,Harjutie 10,91300,YLIKIIMINKI,Oulu,Zafer Demir Ky,17.01.2025,
3540131-4,30888078,Kyllin Baari,Liekokatu 2,55510,IMATRA,Imatra,Kyllin Baari Oy,01.07.2025,
3359627-7,30882695,Matildan salakapakka,Meritie 14,25660,MATHILDEDAL,Salo,Slant Consulting,03.08.2023,
2992747-5,30070291,Ravintola Sayam9,Hatanpään Valtatie 6,33100,TAMPERE,Tampere,Epire,05.02.2021,
2832494-7,1057175,Linkki-Baari,Asemakuja 3,44300,KONNEVESI,Konnevesi,AV-Bar Oy,01.03.2018,
3137474-2,30883317,Ravintola Olotila,Gunnel Nymanin katu 5,560,HELSINKI,Helsinki,LV-Ravintolat Oy,16.11.2023,
0174445-8,30885602,"Padel Keskisuomalainen, Aholaita",Aholaidantie 3,40320,JYVÄSKYLÄ,Jyväskylä,Keskisuomalainen Oyj,21.08.2024,
0886761-0,1035815,Pizzeria-ravintola Tarantella,Ratamotie 16,90580,OULU,Oulu,Pizzeria-ravintola Tarantella avoin yhtiö,01.04.2004,
3120686-1,30884165,Ravintola Kohinoor,Kangasalantie 614,36220,KANGASALA,Kangasala,Saau OY,12.04.2024,
0109862-8,1074686,Foodsteri Lahti,Alhonkatu 4,15610,LAHTI,Lahti,Kesko Oyj,01.08.2022,
1653823-5,1028987,Mörkinahon Kahvila,Heiskantie 5,52200,PUUMALA,Puumala,Bear Finland,01.03.2018,
3146805-2,1071052,Istanbul Grilli,Fredrikinkatu 29,120,HELSINKI,Helsinki,Elma Food oy,20.05.2021,
3105565-3,1076374,"Vauhtipuisto, Talvikylä",Leiritie 2,90510,OULU,Oulu,Oulu Safaris Oy,03.02.2023,31.01.2026
3428057-3,30887648,Hostel Ukonlinna,Ukonlinnanpolku 7,55420,IMATRA,Imatra,KoloCabins Ky,01.06.2025,
3004706-1,30881800,Guido's Tapiola,Länsituuli 5,2100,ESPOO,Espoo,Allora Ravintolat Oy,19.06.2023,
2830341-7,1057139,Pizzeria Marziano,Pitkänsillankatu 21,67100,KOKKOLA,Kokkola,Pizzeria Marziano Kokkola Oy,01.03.2018,
3234321-9,1075447,Bastard Burgers,Mikonkatu 6,100,HELSINKI,Helsinki,Bastard Burgers Suomi Oy,07.10.2022,
1643391-9,1015659,Kurkiniemi,Asematie,52700,MÄNTYHARJU,Mäntyharju,M.A.C. Sport Avoin yhtiö,01.03.2018,
3354028-1,30881301,9 Pirtti,Ysitie 1086,77630,LEMPYY,Suonenjoki,9 Pirtti Oy,04.05.2023,
3329046-2,30883756,Huadu Hakaniemi,Siltasaarenkatu 13,530,HELSINKI,Helsinki,Blacksakura Oy,15.02.2024,
3360877-6,30881680,Varikko Baari Oy,Helsingintie 25,3400,VIHTI,Vihti,Varikko Baari Oy,01.06.2023,
0863043-7,1076111,Villaforss,Puutarhakatu 5,30100,FORSSA,Forssa,Kiss Konsultointi Oy ,12.12.2022,
2071187-0,1065887,Ravintola Raatihuone R.Holappa,Raatihuoneenkatu 9-11,13100,HÄMEENLINNA,Hämeenlinna,R. Holappa Oy,08.07.2019,
3198595-7,1071273,Kyyjärvi Camping Oy,Kalliorannantie 82,43700,KYYJÄRVI,Kyyjärvi,Kyyjärvi Camping Oy,27.05.2021,
2461748-6,1040768,Table en Bois,Vuorenlahdenkatu 38,40900,SÄYNÄTSALO,Jyväskylä,Table en Bois,02.04.2012,
2998272-2,1066083,Kinoma,Ahdekallionkatu 3,5820,HYVINKÄÄ,Hyvinkää,MindFit Movies Oy,18.08.2019,
1837957-3,1085928,Pino,Kaivokatu 10,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,01.01.2004,
3365015-7,30883380,Seurahuone Pub,Keskustie 3,1900,NURMIJÄRVI,Nurmijärvi,Miner Oy Kaivoksela,17.11.2023,
3213432-9,30885469,Rantakartano,Isojoenrannantie 58,28240,PORI,Pori,Walda Oy,01.08.2024,
2458663-2,1041427,Porocks-ravintolat,Sirkka,99130,SIRKKA,Kittilä,Hullu Poro Oy,07.06.2012,
3163099-6,30073500,Onzon Bangkok / Pyheen Pysäkki,Saarentie 428,23140,HIETAMÄKI,Mynämäki,Onzon Bangkok Oy,21.03.2022,
2472454-8,1051791,The Happy Red Onion,Iskoskuja 3 B 45,1600,VANTAA,Vantaa,Itähelsingin Ravintolat Oy,01.10.2015,
