asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
1586935-8,1043990,Milla Makia,Suupantori 4,33960,PIRKKALA,Pirkkala,Mika Nyyssönen,01.04.2000,
2458663-2,30883193,Hotelli Merihovi,Keskuspuistokatu 6-8,94100,KEMI,Kemi,Hullu Poro Oy,01.11.2023,
2872092-3,30884422,Kiljava Resort,Kotorannantie 49,5250,KILJAVA,Nurmijärvi,Sääksi Palvelut Oy,07.05.2025,06.05.2026
2277739-8,1032871,Pub Porthan,Porthaninkatu 10,530,HELSINKI,Helsinki,Yüksel Kaya T:mi,01.09.2009,
1823474-5,1042918,Ravintola Sointula,Kirkkokatu 22,80100,JOENSUU,Joensuu,Wanha Kuppila Oy,01.01.2013,
3177291-9,1072243,PadelTehdas,Ilveskuja 6,1900,NURMIJÄRVI,Nurmijärvi,PadelTehdas Oy,15.09.2021,
0805896-0,1273298,Kahvila-Ravintola Höveli,Hyrköistentie 26,20240,TURKU,Turku,Kahvila-Ravintola Perno Oy,22.09.2009,
1003913-6,1050724,Bar & Club Ohana,Kuunkehrä 4,2210,ESPOO,Espoo,Atfront Media Oy,23.06.2015,
2813242-7,30068755,Ravintola Nolla,Fredrikinkatu 22,120,HELSINKI,Helsinki,Nula Oy,13.07.2020,
2587010-9,30887294,Friends & Brgrs Kulttuurikasarmi,Narinkka 2,100,HELSINKI,Helsinki,Friends & Brgrs Ab Oy,23.04.2025,
0210180-9,1871209,Liikuntakeskuksen kahvio,Isokatu 99,90120,OULU,Oulu,Hukka Oy,01.03.2018,
1208009-5,30777121,Pirkon Kahvio ja Kioski,Väisälänsaarentie 1184,52550,HIRVENSALMI,Hirvensalmi,Tmi Pirkon Kahvio ja kioski,27.04.2018,
1314131-2,1049614,Lillmälön portti,Lillmälön lossiranta,21600,PARAINEN,Parainen,Vennerström Tage,01.03.2018,
3392739-8,30883219,Pub Parantola,Ketunkopintie 1,5100,RÖYKKÄ,Nurmijärvi,Ykkössyöttö Oy,26.10.2023,
3108417-1,1069062,Gustav Kitchen & Bar,Koskikatu 12,96200,ROVANIEMI,Rovaniemi,RoiRoi Oy,01.08.2020,
3211564-6,1071837,Gate Of India,Pietilänkatu 2,33720,TAMPERE,Tampere,Gate Of India Oy ,01.08.2021,
1619550-0,1012584,Salmijärven tanssilava,Ruostepurontie 188,73470,VÄSTINNIEMI,Kuopio,"Salmijärven tanssilava, avoin yhtiö",01.03.2018,
3120654-6,1068870,Kesäkahvila Biten,Hietaniemenkuja 4,2160,ESPOO,Espoo,Palanen Biten Oy,08.07.2020,
2627135-1,30883632,Ravintola Otto,Kauppakatu 27,80100,JOENSUU,Joensuu,Sulo Ravintolat Oy,25.01.2024,
0201242-7,30884985,Kirkkokahvila,Myllykallionrinne 1 B,200,HELSINKI,Helsinki,Helsingin Seurakuntayhtymä - Helsingfors Kyrkliga Samfällighet,12.06.2024,
2755355-3,1062261,Valkoinen Sali,Aleksanterinkatu 16,170,HELSINKI,Helsinki,White Label Company Oy,28.08.2020,
0214209-6,1273680,Nuortentupa,Härkätie 3,31500,KOSKI TL,Koski Tl,Kosken T.l. nuorisoseura ry,01.03.2018,
3326798-3,30882844,Stadin Poseidon,Kruunuvuorenkatu 1,160,HELSINKI,Helsinki,Stadin Poseidon Oy,04.09.2023,
3254270-1,30888547,Bar No Name,Myllymäenkatu 1,39500,IKAALINEN,Ikaalinen,Valtatien Mainos Oy,01.09.2025,
3125221-9,1068783,Luckiefun's Sushibuffet Hämeenkatu,Hämeenkatu 26,33200,TAMPERE,Tampere,Ddl Sushi Oy,17.07.2020,
0820260-0,1079154,Savonlinnan Herkku Pekka,Olavinkatu 53,57100,SAVONLINNA,Savonlinna,Savonlinnan Herkku Pekka Pullapuoti Oy,07.07.1995,
0532629-6,1051200,Kaesan kahvila,Kainuuntie 87,88900,KUHMO,Kuhmo,Kaesan Kotileipomo Oy,02.07.2015,
1519801-3,1075553,Steveco areena baari,Ututie 4,48350,KOTKA,Kotka,Oldbrette Oy,26.09.2022,
3439667-2,30886225,äffä,Läntinen Brahenkatu 12,510,HELSINKI,Helsinki,äffä Lounas & Studio Oy,26.11.2024,
1856341-8,1065590,Kahvila Cocks,HJ Elomaan katu 4,11130,RIIHIMÄKI,Riihimäki,Riiaitio Oy,09.08.2019,
2245981-6,1074341,Ravintola Kaisla & Ankkuri,Mustalahden satama,33100,TAMPERE,Tampere,Priima-Ravintolat Oy,26.05.2022,
2067202-3,1024837,Ravintola Roux,Rautatienkatu 7,15100,LAHTI,Lahti,Ravintola Roux Oy,29.01.2007,
0226808-6,1881092,Oulu-Opiston Kahvio,Suvantokatu 1,90150,OULU,Oulu,Oulu-opiston Opiskelijat ry,01.03.2018,
2330085-8,1034947,Feltbay,Mannerheimintie 160,300,HELSINKI,Helsinki,Felt Bay Pub Oy,10.06.2010,
2390602-4,1040928,Oulun Verona,Puusepänkatu 4 B,90130,OULU,Oulu,Gabrail,01.03.2018,
3005345-3,30882959,Ståhlberg kahvila Tampella,Tampellan Esplanadi 4,33180,TAMPERE,Tampere,Ståhlberg Kahvilat Oy,24.09.2023,
0212329-0,1029146,Break Sokos Hotel Flamingo,Tasetie 8,1510,VANTAA,Vantaa,Sokotel Oy,01.09.2008,
1592830-3,1274137,Isomäki Areena,Metsämiehenkatu 21,28500,PORI,Pori,HC Ässät Pori Oy,30.07.2007,
0761209-3,30032557,Vanajanlinna,Vanajanlinnantie 485,13330,HARVIALA,Janakkala,Vanajanlinna Oy,01.05.2018,
1447914-7,1065838,Scandic Park,Mannerheimintie 46-48,260,HELSINKI,Helsinki,Scandic Hotels Oy,15.10.1999,
2370546-8,30037132,One Pint Pub,Santakatu 2,180,HELSINKI,Helsinki,First Pint Oy,26.07.2018,
0959685-9,1881108,Tanhuan Messula,Tanhua,99640,TANHUA,Savukoski,Tanhuan kyläseura ry,01.03.2018,
2126827-6,30887641,Cafe Sagitta,Lökörentie 54,49210,HUUTJÄRVI,Pyhtää,Perheyhtiö JP Laine Avoin yhtiö,01.06.2025,
1507683-3,1039951,Ravintola Kilim,Mäntyviita 2,2110,ESPOO,Espoo,Kilim-Vienti Tuonti Oy Kilim-Export Import Ltd,14.11.2011,
3225570-2,1073015,Pakotalo Oulu,Saaristonkatu 15,90100,OULU,Oulu,Pakotalo Oy,01.01.2022,
2467766-5,1043067,Amarillo Kouvola,Kauppalankatu 13,45100,KOUVOLA,Kouvola,Kymen Seudun Osuuskauppa,01.01.2013,
2113166-7,1027796,Iivaaran Eräkartano,Hiltusentie 211,93900,KUUSAMO,Kuusamo,Iivaaran Eräkartano Oy,24.01.2008,
0873697-9,1051180,0149 Laurentiussali,Kirkkokatu 6,8100,LOHJA,Lohja,Compass Group Finland Oy,01.08.2015,
2041187-8,30072374,Kultaranta Resort,Särkänsalmentie 178,21100,NAANTALI,Naantali,Kultaranta Resort Oy,14.04.2022,
2682372-6,1076475,Pizzeria Milano,Kitkantie 3,93600,KUUSAMO,Kuusamo,Yagcilar avoin yhtiö,12.04.2023,
2334804-2,30073299,Playhouse Bar,Nokiantie 4,530,HELSINKI,Helsinki,Playhouse Bar Oy,01.04.2022,
0140379-2,1032382,Cup & Pint,Humalistonkatu 17 b,20100,TURKU,Turku,Ravantit Oy,03.09.2009,
2372155-6,1057027,Fazer Café Sanomatalo,Töölönlahdenkatu 2,100,HELSINKI,Helsinki,Fazer Ravintolat Oy,30.05.2017,
3011281-2,30881623,Ohelanaukee,Petäjävedentie 1345,41860,TIKKALA,Jyväskylä,Oheline Oy,23.05.2023,
3572041-1,30889245,Ravintola Vilamo,Solvikinkatu 4,990,HELSINKI,Helsinki,Aurinkolahden ravintola Oy,01.01.2026,
3517554-8,30888593,Bothnia Cafe,Laivurinkatu 19 M3,92100,RAAHE,Raahe,Bothnia Cafe,01.09.2025,
2436200-6,30040783,Harry's,Kauppakatu 41 A,40100,JYVÄSKYLÄ,Jyväskylä,Harry's Ravintolat Oy,27.03.2018,
2753572-6,1053444,Ypäjän kahvila-kebab &pizzeria,Kurjenmäentie 3,32100,YPÄJÄ,Ypäjä,Ypäjän Kahvila Kebab-Pizzeria Avoin yhtiö,01.03.2018,
0880173-4,1083577,Karjalan Helmi,Suoparsaarentie 6,82380,TOLOSENMÄKI,Kitee,Karjalan Helmi Ky,03.06.1996,
0185505-1,1070702,Raatikeskuksen Rosso,Kauppakatu 30,87100,KAJAANI,Kajaani,Osuuskauppa Maakunta,26.04.2021,
2573763-1,30047947,Tirra-Torvi Ravintolat,Loviisankatu 8,15100,LAHTI,Lahti,Tirra-Torvi Ravintolat Oy,01.04.2018,
3376029-2,30884607,Liesu,Keskustie 10,61600,JALASJÄRVI,Kurikka,Liesu Oy,31.05.2024,
3176012-5,30883282,Sörkan Rinkula,Vilhonvuorenkatu 10,500,HELSINKI,Helsinki,Rinkula Oy,01.11.2023,
2733008-5,1058836,Restaurant Royal Reindeer,Hiihtomajantie 7,96400,ROVANIEMI,Rovaniemi,A.C.Shine Oy,15.11.2017,
3391125-7,30884074,Almintalo,Brandensteininkatu 3,7900,LOVIISA,Loviisa,Oy Loviisan Almintalo,25.06.2024,
2004183-8,1031179,Pub Kuutio,Kalevalanntie 3,90570,OULU,Oulu,Ravintola Lohikäärme avoin yhtiö,01.03.2009,
0646430-8,1876426,Valinta Anna -Liisa Ovaskainen,Liikekuja 11,97510,VIKAJÄRVI,Rovaniemi,Valinta Anna-Liisa Ovaskainen Ky,01.03.2018,
3350818-5,30883833,Chingu BBQ Myyrmäki,Ruukkutori 1,1600,VANTAA,Vantaa,Tasty Korean food Oy,20.03.2024,
3255165-9,1076266,Ravintola HeviDeli,Raviradantie 36 A,69600,KAUSTINEN,Kaustinen,Heavy Invest Oy,13.01.2023,
2972884-7,1071157,Luckiesfun's Sushibuffet Matkus,Matkuksentie 60,70800,KUOPIO,Kuopio,LCFB BUFFET OY,23.06.2021,
1837957-3,1015075,William K.,Leppävaarankatu 3-9,2600,ESPOO,Espoo,HOK-Elanto Liiketoiminta Oy,01.01.2004,
3502035-1,30886689,Kimin Ravintola,Kaskenkatu 8,20700,TURKU,Turku,Tmi Pham Thi Thanh Truc,21.02.2025,
2034228-6,1023235,Pizza Hut Citykäytävä,Aleksanterinkatu 21,100,HELSINKI,Helsinki,Askur Oy,21.06.2006,
0484052-5,1064041,Multi-Motelli,Multianraitti 11,42600,MULTIA,Multia,Multi-Motelli Ky,01.03.2002,
2451028-3,1067104,Äärellä Kuppi & Kattila,Nyykoolinkatu 25,60100,SEINÄJOKI,Seinäjoki,Oy Onnen Juurella,01.02.2020,
3190017-5,30072498,Tervakosken Tervaniemi,Suruton 6,12400,TERVAKOSKI,Janakkala,Tervakosken Tervaniemi Oy,12.10.2021,
3255393-7,1076070,Neste Mantunkulma,Puistokatu 2,37500,LEMPÄÄLÄ,Lempäälä,Rollenkulma Oy,01.12.2022,
0189199-2,1074388,Pyhäsalmen suurlava,Vaskikellonpolku  7,86800,PYHÄSALMI,Pyhäjärvi,V.ja U.-seura Pyhäjärven Pohti r.y.,07.06.2022,
2593798-3,1054265,Vauhtifarmi,Suonojantie 200,1860,PERTTULA,Nurmijärvi,Vauhtifarmi Oy,22.08.2016,
1761875-5,30071709,Gondoliravintola,Gondolintie 1,99131,SIRKKA,Kittilä,Oy Levi Restaurants Ltd,21.06.2021,
3020896-1,1066379,Mattilan Marjatila Oy,Karhiniementie 353,32710,SAMPU,Huittinen,Mattilan Marjatila Oy,03.10.2019,
3315130-7,30882304,Kulttuuritalo / Kulttuuritalon ravintola,Sturenkatu 4,510,HELSINKI,Helsinki,Legends Global Finland Oy,01.08.2023,
0225802-1,1776119,Keskustalon Kahvila,Karjalantie 8,48600,KOTKA,Kotka,Karhulan Järjestöyhdistys r.y.,01.03.2018,
3488286-5,30886425,Eurajoen kyläbaari Oy,Kirkkotie 14,27100,EURAJOKI,Eurajoki,Eurajoen kyläbaari Oy,09.01.2025,
3258689-4,1074507,Kahvila Seela,Saveenraitti 8,33960,PIRKKALA,Pirkkala,Paassi Oy,01.06.2022,
2414910-9,1042000,Restaurang Marina's,Södra Terjärvvägen 10,68700,TEERIJÄRVI,Kruunupyy,Restaurang Marina's Öppet Bolag,13.07.2012,
3342331-7,30886146,Kotka Baari,Viherkalliontie 8,2710,ESPOO,Espoo,Ritam Oy,15.11.2024,
2244954-6,1073586,Ravintola Cave,Savonkatu 20,74100,IISALMI,Iisalmi,Iisalmen Olutmestari Oy,23.03.2022,
0164005-0,1069407,Ravintola Kymenkartano,Konsulinkatu 2,18100,HEINOLA,Heinola,Jyränkölän Setlementti ry,16.09.2020,
2100153-9,1025473,Klubiravintola Hakametsä,"Hakametsä jäähalli, Keltink. 2",33540,TAMPERE,Tampere,Hakametsän Palvelut Oy,16.08.2007,
3346468-8,30887094,Pirate Street Food,Purjehtijankatu 10,26200,RAUMA,Rauma,Pirate Street Food Oy,23.04.2025,
3495220-2,30886617,Koto Bento & Izakaya Pasila,Tenderinlenkki 8,520,HELSINKI,Helsinki,Koto Group Oy,18.02.2025,
0871560-9,1075012,Basecamp Oulanka,Myllykoskentie 30,93900,KUUSAMO,Kuusamo,Karhunkierros Luontokeskus Oy,05.07.2022,
0648717-1,30884162,Laaksolahden urheilupuisto,Lähdepurontie 1,2720,ESPOO,Espoo,Kari Miettunen Oy,09.04.2024,
1447914-7,1051705,Marski by Scandic,Mannerheimintie 10,100,HELSINKI,Helsinki,Scandic Hotels Oy,01.04.1998,
3086958-3,30881893,Villa vintage,Lillandsvögen 564,21650,LILLANDET,Parainen,Villa Vintage Ab,06.06.2023,
1006136-8,30888759,Hook Rauma,Valtakatu 5 ,26100,RAUMA,Rauma,Suomen Ravintolatoimi Oy,01.10.2025,
3171146-2,1069999,Champion -sportbar & grill/,Korpikodinkatu 3,33580,TAMPERE,Tampere,Linna Center Oy,15.12.2020,
2681481-1,30050308,Public House Huurre,Sammonkatu 46,33540,TAMPERE,Tampere,Musakeskuksen Ravintolat Oy,10.04.2020,
2812538-2,1056280,Bar Hurmos,Torikatu 5,44100,ÄÄNEKOSKI,Äänekoski,Kanniskeluravintolat Oy,03.04.2017,
0459073-0,30885805,Cafe Lillan,Vuorikatu 9,10900,HANKO,Hanko,Oy Ulla-Dress Ab,01.10.2024,
3171566-6,1069923,Meeza Restaurant,Koulukatu 13 liiketila 1 a,53100,LAPPEENRANTA,Lappeenranta,Mama Lappeenranta Oy,29.06.2022,
2060274-6,30074405,Bodomin Kartano,Bodominkuja 7,2940,ESPOO,Espoo,Share Tastes & Events Oy,27.05.2023,
3172818-4,30883274,Street Canteen Ainoa,Länsituuli 5,2100,ESPOO,Espoo,Tonkotsu Oy,01.12.2023,
0742046-2,1044237,Gustavelund,Kirkkotie 36,4310,TUUSULA,Tuusula,Gustavelund Oy,26.08.1988,
1791551-4,1076223,Ravintola Saarnipuu,Koronakatu 1 B,2210,ESPOO,Espoo,Ravintola Matkarakastaja Oy,15.01.2023,
3019775-6,30070448,Knipan,Strandallén Rantapuistikko,10600,TAMMISAARI,Raasepori,TLT Ravintolat Oy,30.03.2021,
0671112-9,1274092,Huovinrinteen Upseerikerho,Huovinrinne,27910,SÄKYLÄ,Säkylä,Huovinrinteen Upseerikerho r.y.,26.04.2005,
2247967-3,30041488,Hossan retkeilyalueen opastus-,Jatkonsalmentie 6,89920,RUHTINANSALMI,Suomussalmi,Experience KL Oy,30.06.2019,
3273022-7,1074206,Ravintola Basso,Littoistentie 81,20610,TURKU,Turku,Restservice Oy,02.06.2022,
2220007-0,30886301,Surf House Helsinki,Mall of Tripla / Fredikanterassi 1,520,HELSINKI,Helsinki,Poolmax Oy,04.12.2024,
0822757-6,1016472,Toribaari Ravintola,Rantakatu Aitta nro 22,90100,OULU,Oulu,Service Restaurants Oy Oulu,27.05.2004,
0935243-2,30061079,Golfin taukopiste,Viurilantie 126,24910,HALIKKO AS,Salo,Wiurila Golf Oy,27.07.2018,
3089642-6,30070690,Pancho Villa Valkeakoski,Kauppatori 9,37600,VALKEAKOSKI,Valkeakoski,Back In Business Oy,15.04.2021,
2939365-3,1063445,"Ravintola Kerho, Myllykosken Kerho",Myllykoskentie 1 B,46800,MYLLYKOSKI,Kouvola,Myllykosken Kerho Oy,01.02.2019,
2798070-7,1056937,m/s IKAALINEN,Laivarannantie,39500,IKAALINEN,Ikaalinen,Kyrösjärviristeilyt Markku Kukkula,01.03.2018,
1232832-9,1064240,Kilkkilän Farmi,Ojassuontie 68,19160,HUUTOTÖYRY,Iitti,Kilkkilän Farmi,15.03.2019,
2742100-8,1053168,Ravintola Peikonpesä,Kauppakuja 2,97900,POSIO,Posio,Ravintola Peikonpesä Oy,22.04.2017,
0798365-2,1272993,Teboil Kemiöntie kahvila-ravintola,Sauvontie 9,21510,HEVONPÄÄ,Paimio,Starrent Oy,01.03.2018,
0906820-4,1772016,AAKOO Pub,Kiekkokuja 1,46900,INKEROINEN,Kouvola,Anjalankosken Kiekko ry,01.03.2018,
2791070-9,30887019,"Giggling Marlin, Armas & Wallis",Kauppakatu 29-31,53100,LAPPEENRANTA,Lappeenranta,Wall Invest Oy,01.04.2025,31.03.2026
1746135-6,30888965,Istanbul Pizzeria,Keskuskatu 6 lh 3,54100,JOUTSENO,Lappeenranta,Cakar Kebab,01.11.2025,
2636882-3,1049148,Taulun Kartano,Tauluntie 596,41410,KANKAINEN,Toivakka,Arts & Crafts Restaurants Oy,01.01.2015,
3382303-8,30885037,Ravintola Jiang Nan,Keskuskatu 8 L4,11100,RIIHIMÄKI,Riihimäki,C&S Ravintolat Oy,01.07.2024,
0187690-1,30886148,Kaupungintalo,Kirkkokatu 2a,90100,OULU,Oulu,Oulun kaupunki,15.11.2024,
2508885-4,1072807,Restaurant R35 Bar&Kitchen,Asema-aukio,11130,RIIHIMÄKI,Riihimäki,Seurahuone Group Oy,10.12.2021,
2039405-1,30882697,Kuivannon Murula,Kuivannontie 657,16280,KUIVANTO,Orimattila,Kuivannon baarit,01.09.2023,
0980764-4,30882810,Ravintola Britannia Kivis,Vantaankoskentie 69,1730,VANTAA,Vantaa,Marainvest N&K Oy,01.10.2023,
0722372-5,1058986,Tanssiteatteri MD,Hämeenkatu 25,33200,TAMPERE,Tampere,Tanssiteatteri Mobita/Danscon kannatusyhdistys ry,16.11.2017,
3237461-3,1074499,LEAF Restaurant,Mannerheimintie 20 B Forum,100,HELSINKI,Helsinki,Tian Yong Oy,03.06.2022,
3514128-4,30888196,Dagmars Delikatesser,Torggatan 6,22100,MARIEHAMN,Maarianhamina - Mariehamn,Dagmars Delikatesser Ab,23.06.2025,
0750509-5,1045586,Ravintola Sipuli,Kanavaranta 7,160,HELSINKI,Helsinki,Royal Ravintolat Oy,02.01.2003,
3145306-1,1069468,Ravintola Mauno BioCity,Tykistökatu 6,20520,TURKU,Turku,Kupittaan Feeniks Oy,15.12.2020,
3144010-5,30886786,Kuusamo Plaza,Ouluntaival 1,93600,KUUSAMO,Kuusamo,HeiHelpStorm Oy,05.03.2025,
2290066-7,1045596,Hanko Sushi Kannelmäki,Kantelettarentie 1,420,HELSINKI,Helsinki,Sushi World Oy,01.03.2018,
3174531-2,1070560,Sysmän Autoservis / Teboil Sysmä,Keskustie 17,19700,SYSMÄ,Sysmä,Virtavirma Oy,01.04.2021,
3214070-2,1071950,Sake Bar & Izakaya,Vironkatu 11,170,HELSINKI,Helsinki,Izakaya BenjaMino Oy,01.08.2021,
2777912-2,30884623,Rento Burger,Hiekkarannantie 189,28800,PORI,Pori,Yyteri Active Oy,09.06.2024,
1448922-2,1070536,Verkan Pizzeria,Kaapeliniementie 1,21710,KORPPOO,Parainen,Ab Archi-Rest Oy,15.05.2021,
3268327-2,1075661,Oishi 18 sushi&bar,Kruunuvuorenkatu 4,160,HELSINKI,Helsinki,Katajanokan Keisari Oy,07.10.2022,
3470290-8,30887352,Special Burger,Asematie 1A3,33470,YLÖJÄRVI,Ylöjärvi,Alisareyyan Oy,30.04.2025,
0706311-9,1044897,Pizzaline Oy,Yliopistonkatu 6,20100,TURKU,Turku,Pizza Line Oy,01.03.2018,
0897149-3,1787899,Vasaman Talo,Takamaantie 359,45610,KORIA,Kouvola,Takamaan Vasama ry,01.03.2018,
2994826-8,30065863,Tilausravintola Ketunleipä,Kaitalantie 323,47490,MANKALA,Iitti,Yli-Kaitala Oy,05.07.2019,
3374319-3,30884193,Pizza kebab Tervolapiste,keskustie 94 ,95300,TERVOLA,Tervola,Pizza kebab tervolapiste,15.04.2024,
1743858-6,1072469,Kirkonmäen Herkku-Pirtti,Koulutie 10 b,67700,KOKKOLA,Kokkola,Lounaskahvila Minna Oy,17.11.2021,
2576221-2,1061782,"Borneo, malesialainen ravintola","Itsenäisyydenkatu 15, lh L4",33500,TAMPERE,Tampere,S & R Kitchen Oy,04.07.2018,
0910257-2,1007614,Ravintola Iloinen Kulkija,Kirkkokatu 13,18100,HEINOLA,Heinola,Osuuskauppa Hämeenmaa,28.04.1999,
2995207-2,1064862,Föönin Kulma,Hermannin rantatie 5,580,HELSINKI,Helsinki,Föönin Kulma Oy,01.06.2019,
1643368-7,1055495,Kyläkauppa Satumaa baari,Kylmälänkyläntie 3319,91560,KYLMÄLÄNKYLÄ,Muhos,Kyläkauppa Satumaa avoin yhtiö,01.03.2018,
2324555-3,1071044,Star pizza service,Asemanaukio 7 LD,4200,KERAVA,Kerava,Kilinc Avoin yhtiö,27.04.2022,
2836707-4,1058511,Pub Paavali,Hämeentie 94,550,HELSINKI,Helsinki,Tumru Oy,01.10.2017,
2923995-5,1073840,TGM,Lentoasemantie 1 (T2),1530,VANTAA,Vantaa,Joint Billion Finland Oy,01.05.2022,
3265648-5,30883729,Beurre Lunch & Catering,Voimakasiini 60,10900,HANKO,Hanko,Juice and go,01.02.2024,
1012012-9,1876453,Tenon Tunturituvat,Tanssijoki,99980,UTSJOKI,Utsjoki,Tenon Tunturituvat Ky,01.03.2018,
2880871-4,30059887,Marjoniemi Camping,Lomakyläntie 178,86850,HIIDENNIEMI,Pyhäjärvi,Marjoniemi Camping Oy,24.04.2019,
3527555-7,30887475,Ravintola Kärkinen,Vespuolentie 670,41800,KORPILAHTI,Jyväskylä,Huru catering,19.05.2025,
2888668-3,30887810,Otava Happy Jazz,Otavantie 2,50670,OTAVA,Mikkeli,Lions Club Otava r.y.,05.07.2025,04.07.2026
0194607-6,1777280,Lava Lohikosken Kisa-Veikot,Lohilahdentie,58620,LOHILAHTI,Sulkava,Lohikosken Voimistelu- ja urheiluseura Kisa-Veikot r.y.,01.03.2018,
2471680-4,1047700,Kuralan kylämäen kahvila,Jaanintie 45,20540,TURKU,Turku,Cafe Elegia avoin yhtiö,02.10.2015,
2997987-3,1065901,Dream 10 Club,Kymenlaaksonkatu 10,48100,KOTKA,Kotka,DREAM 10 CLUB OY,05.09.2019,
2372155-6,30888991,Fazer Cafe Iso Omena,Piispansilta 9,2230,ESPOO,Espoo,Fazer Ravintolat Oy,03.01.2026,
3508065-3,30887012,Lykke Helsinki,Pohjoinen Rautatiekatu 21,100,HELSINKI,Helsinki,Lykke Till Oy,01.04.2025,
2298982-5,1038227,Neste Oil Vihti Siippoo,Vanha Porintie 1371,3300,OTALAMPI,Vihti,Apeki Oy,01.03.2018,
3518196-4,30887272,The Mandala Maki,Jokelankatu 5,5800,HYVINKÄÄ,Hyvinkää,Rakcha Oy,22.04.2025,
2210426-5,1057960,Saaristohotelli Vaihela,Velkuanmaa,21195,VELKUA,Naantali,Holmberg Group Oy,22.09.2017,
1447914-7,1059841,Scandic Oulu Station,Kajaaninkatu 17,90100,OULU,Oulu,Scandic Hotels Oy,15.05.2018,
3302216-9,30887057,Kalkkirannan Kievari,Kalkkirannantie 556-2,1180,KALKKIRANTA,Sipoo,SysiCorp Oy,10.04.2025,
2748104-3,1076607,Ekta Bryggeri & Gastropub,Drottninggatan 4,10600,TAMMISAARI,Raasepori,Ekta Bryggeri Ab,10.03.2023,
3012644-8,1066236,Ravintola Ilano,Keinulaudankuja 4,940,HELSINKI,Helsinki,Ravintola Ilan Oy c/o Mla Mahmud Imad,01.09.2019,
3270822-2,1073829,Poroholman rantatalo,Poroholmantie 7,26100,RAUMA,Rauma,Rantaritmo Oy,08.04.2022,
2370168-6,1050538,Pub&Club Onni,Yliopistonkatu 38,40100,JYVÄSKYLÄ,Jyväskylä,Tulikuuma Kumpu Oy,03.06.2017,
2583011-5,30888453,Pancho Villa Kalajoki,Jukupolku 5,85100,KALAJOKI,Kalajoki,LiljaB Oy,08.09.2025,
1830475-8,1032096,Neste Karvion kahvila,Lepikkomäentie 1,79810,KARVIONKANAVA,Heinävesi,M & P Hynninen Oy,01.03.2018,
2685666-7,1056140,"Viihdemaailma Ilona, Joensuu",Kauppakatu 25,80100,JOENSUU,Joensuu,Northmax Oy,02.03.2017,
2418930-3,1053518,OmaSp-stadion,Alaseinäjoenkatu 15,60220,SEINÄJOKI,Seinäjoki,Seinäjoki Stadion Management Oy,13.06.2016,
