asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
1744909-0,1026761,TEHDAS Teatteri,Itäinen Rantakatu 64,20810,TURKU,Turku,TEHDAS Teatteri - yhdistys ry,01.03.2018,
2329530-7,1071780,Kulmapotku,Roihuvuorentie 28,820,HELSINKI,Helsinki,Kapuci34,25.08.2022,
3439843-2,30885051,Vaski Cider,Vaskiontie 418,24800,HALIKKO,Salo,Cider Hill Oy,21.06.2024,
2653762-3,1075940,Helsingin pormestarin virka-asunto,Aleksanterinkatu 14,170,HELSINKI,Helsinki,Palmia Oy,22.11.2022,
2960829-8,1064469,Roots Helsinki,Eurantie 8-10,550,HELSINKI,Helsinki,Rootshki Oy,10.04.2019,
2539679-3,1043996,Bar & Café Bryggan,Itäsatama,10900,HANKO,Hanko,Oy Caramel Catering Ab,30.04.2013,
0848766-9,30170757,Unkan baari,Keskustie 57,9120,KARJALOHJA,Lohja,Karjalohjan Huoltopiste Oy,25.08.2022,
1063847-0,1069787,Ravintola MayDay,Aleksanterinkatu 3,15110,LAHTI,Lahti,Imdat Oy,30.04.2000,
2234506-9,1030992,Lavian Kahvibaari,Tampereentie 4,38600,LAVIA,Pori,Lavian Kahvibaari,01.03.2018,
3171209-4,30070492,Cafe & bistro Hiezu,Hiekkarannantie 11,100,HELSINKI,Helsinki,Foodlux Oy,01.04.2023,
1447914-7,1059807,Scandic Lahti City,Vapaudenkatu 24,15140,LAHTI,Lahti,Scandic Hotels Oy,15.05.2018,
1791317-2,30062973,Juustotupa,Kurvosentie 3,38420,SASTAMALA,Sastamala,Herkkujuustola Oy,01.12.2018,
3550451-6,30889330,Natsu Japanilainen Ravintola,Hämeenkatu 19 LT 71-73,33200,TAMPERE,Tampere,Shimizugawa Oy,29.12.2025,
2249077-6,1076925,Aurinkoterassi Ruormies,Poroholmantie 8,26100,RAUMA,Rauma,Poroholman Lomakeskus Oy,17.04.2023,
2784512-6,30887711,Nordcenter Golf / Ravintola Åminnegård,Åminnen Kartanon tie 4,10410,ÅMINNEFORS,Raasepori,Pego Oy,16.06.2025,
2592792-9,1047025,Veuve Clicquot VIP experience,Katajanokanlaituri 2,160,HELSINKI,Helsinki,SkyWheel Helsinki Oy ,23.05.2014,
0180952-2,1045892,Malax Ungdomsförening,Köpingsvägen 18,66100,MAALAHTI,Maalahti,Malax Ungdomsförening r.f.,01.03.2018,
3565734-4,30888920,Taukopaikka Lahnajärvi,Helsingintie 3276,25420,LAHNAJÄRVI,Salo,PP Liikenneasemat Oy,01.11.2025,
1039786-5,1068603,Jortsula,Tampereentie 21,37500,LEMPÄÄLÄ,Lempäälä,M.O.S. Lights Oy,18.06.2020,
1012830-7,30889031,Espoonlahden urheiluhalli,Rehtorintie 11,2360,ESPOO,Espoo,Espoo Basket Team ry,11.11.2025,
2009750-8,30884858,Teamk Kitchen,Eerikinkatu 34-36,180,HELSINKI,Helsinki,Team Kitchen Oy Ab,19.08.2024,
3328309-4,30887709,Joenpolven tila,Murtosentie 7,49760,SUUR-MIEHIKKÄLÄ,Miehikkälä,Joenpolven tila Oy,01.06.2025,
3300120-2,30884833,Laivaravintola M/S Sinivuokko,Joensuun Matkustajasatama Rantakatu 2,80100,JOENSUU,Joensuu,Pohjois-Karjalan Laiva Oy,04.06.2024,
0709167-0,1030496,Lounas-Kahvila Neljä Kaesaa,Koulukatu 3,88900,KUHMO,Kuhmo,Kuhmon Ruokapaikka Oy,19.11.2008,
3239841-2,30884212,Airo,Erkkilänkatu 9,33100,TAMPERE,Tampere,Jussinkylän ravintolat Oy,01.05.2024,
2680735-5,1057736,Himalaya Kitchen,Linnankatu 3,13100,HÄMEENLINNA,Hämeenlinna,Laxmi Mata Oy,14.07.2017,
3379801-2,30885897,Ravintola Bhatti,Kankiraudantie 1,700,HELSINKI,Helsinki,BAGMATI RAVINTOLAT OY,15.04.2025,
1032366-3,30871636,Pizzeria Camillo,Lohitie 5,90810,KIVINIEMI,Oulu,Kiviniemen Lohipaja Ky,01.05.2018,
1498435-4,30060329,Koskenkylän kahvio,Koskenkyläntie 2,7700,KOSKENKYLÄN SAHA,Loviisa,KIMAR Ky,26.03.2018,
3425838-4,30884119,Bar Magia,Aninkaistenkatu 12,20100,TURKU,Turku,Bar Magia Oy,15.04.2024,
0645219-8,30173143,Ravintola Palema,Työpajankatu 2 r5 c2,580,HELSINKI,Helsinki,Kahvila-ravintola Palema Oy,15.06.2018,
2767439-8,1055342,Ravintola Emolahti,Pellikantie 430,86800,PYHÄSALMI,Pyhäjärvi,Pyhäjärven Matkailu Oy,07.11.2016,
2034228-6,30888485,Pizza Hut Hammarinkulma,Kirkkokatu 27,90100,OULU,Oulu,Askur Oy,18.08.2025,
0654936-0,30882652,Mailapelihalli Femma ,Tervalepäntie 3,45100,KOUVOLA,Kouvola,Kouvolan Tennishalli Oy,01.09.2023,
3312887-9,30888813,Sushiandrolls,Kapteeninkatu 7 ,140,HELSINKI,Helsinki,Triplatri Oy,01.10.2025,01.02.2026
2732634-2,30881550,Ismet Nummela,Vihdintie 9 A 102-103,3100,NUMMELA,Vihti,Mardin 47 Oy,17.05.2023,
3489057-4,30886857,Ravintola Pripoli,Tiedepuisto 4,28600,PORI,Pori,Hocus Pocus Meal Oy,17.03.2025,
3412251-6,30883582,Ravintola Toros,Kauppakatu 17,18100,HEINOLA,Heinola,Lusi avoin yhtiö,03.01.2024,
2871043-4,30886566,Studio / Café Safir,Lapväärtintie 2,64100,KRISTIINANKAUPUNKI,Kristiinankaupunki,Studio / Café Safir,01.03.2025,
0707039-4,1076104,Cafe Manuela,Läntinen Rantakatu 65,20100,TURKU,Turku,Cafe Manuela Oy,10.04.2003,
2641716-2,1055734,Ruoka- ja juhlapalvelu Jenni Mäkima,"Huuskantie 21, lh 2",21380,AURA,Aura,Ruoka- ja juhlapalvelu Jenni Mäkimattila,23.01.2017,
3308885-4,30885484,VVL Circuit,Pajatie 251,85500,NIVALA,Nivala,Välikylän vauhti ja luisto ry,01.08.2024,
0550818-8,1172891,Tapiolan Tenniskahvila,Tuulikuja 1,2100,ESPOO,Espoo,Tapiolan Tennispuisto Oy,01.03.2018,
2885269-4,30888656,Desibeli Tampere,Puutarhakatu 11 ,33210,TAMPERE,Tampere,Junk Bar Kumma Oy,08.09.2025,
2169874-3,1032223,Jukupark,Jukupolku 3,85100,KALAJOKI,Kalajoki,Jukupark Oy,01.03.2018,
2831234-8,1070956,Jäätelökahvila Paja,Vallisaari 1 A 1 rak.,860,HELSINKI,Helsinki,Jädedudet Oy,03.05.2021,
3391579-2,30883131,You&Me+Cocktails,Aleksanterinkatu 9 ,15110,LAHTI,Lahti,Cocktails&Us Oy,16.10.2023,
0920150-3,1044888,Ristorante Momento,Turunlinnantie 8 (Itis),930,HELSINKI,Helsinki,Momento Fastfood Oy,01.12.2013,
3198971-2,1070905,Ravintola Wanha Seurala,Jurvantie 1,12540,LAUNONEN,Loppi,RehmoSet OY,03.05.2021,
0872295-6,1073174,Budget Hotel Raahe,Uimahallintie 4,92100,RAAHE,Raahe,Oy Rova-Rest Ab,13.02.2022,
3432129-1,30884882,Lapland Hotels Arena,Ratapihankatu 54,33100,TAMPERE,Tampere,Lapland Hotels City Oy,01.07.2024,
2467766-5,1043151,Ravintola Karoliina Kotka,Puutarhakatu 11,48100,KOTKA,Kotka,Kymen Seudun Osuuskauppa,01.01.2013,
3097643-4,1067534,Vesilinna Restaurant,Ihantolantie 5,40720,JYVÄSKYLÄ,Jyväskylä,Sipisen Ravintolapalvelut Oy,01.03.2020,
3106039-9,1067386,Ravintola Nokka,Kanavaranta 7 F,160,HELSINKI,Helsinki,Wild & Finnish Oy,01.02.2020,
2679515-5,1050098,Ravintola Jouto-tupa,Yhdystie 4,19650,JOUTSA,Joutsa,RUMEV OY,01.06.2015,
2341629-5,1042802,Lounaskahvila Rauhala,Metsolantie 2,69100,KANNUS,Kannus,Lestijokilaakson Siivous Oy,03.11.2012,
1764340-8,1072677,Kotipizza Päiväranta,Päivärannantie 18,70420,KUOPIO,Kuopio,K&R Riihola Oy,01.11.2021,
2831195-1,1069847,RIDENJOY wake park,Ritokalliopolku 3,330,HELSINKI,Helsinki,RIDENJOY OY,01.05.2021,
3522611-4,30887732,YUMMY KOREAN RAVINTOLA,Helsingintie 13,4400,JÄRVENPÄÄ,Järvenpää,YUMMY JÄRVENPÄÄ OY,09.06.2025,
3339765-7,1076761,Pizzeria Via Tribunali,Pursimiehenkatu 16,150,HELSINKI,Helsinki,Pyöreän Pöydän Kulma Oy,06.04.2023,
1912329-7,1013873,Ravintola Cafe Del Mar,Viides linja 16,530,HELSINKI,Helsinki,Sivasli Ky,09.02.2006,
2730443-4,30885030,Arena,Erkontie 18,16300,ORIMATTILA,Orimattila,Kadir & Emir Oy,01.07.2024,
1002707-1,1015775,Pub Gamla Hälsogården,Brändöby,22920,BRÄNDÖ,Brändö,Trixies Shop öppet bolag,01.11.2021,
3332026-2,1076377,Panchovilla Malmi,Kirkonkyläntie 11,700,HELSINKI,Helsinki,PK ravintolat oy,15.02.2023,
3166398-2,30069853,Kotipizza Marskinpuisto,Kirkkokatu 33,90100,OULU,Oulu,Jasmin ja Jarkko Oy,03.12.2020,
1333939-6,30882782,Hirvenkivi,Erkkiläntie 21,32700,HUITTINEN,Huittinen,Heikkinen Tauno Kalevi,15.08.2023,
2758335-7,30886375,Puustellin juhlahuoneisto / Teehuone Taigahetki,Lepistöntie 17,98120,KEMIJÄRVI,Kemijärvi,Tarramara,20.01.2025,
1481324-8,30883478,Karins kök,Etuniemenniitty 4,2230,ESPOO,Espoo,Espoon Lähimmäispalveluyhdistys ry,01.12.2023,
3380405-6,30883401,Tunturikylä Muotkan Ruoktu,Karigasniementie 2281,99910,KAAMANEN,Inari,North Star Muotkan Ruoktu Tunturikyla Oy,01.12.2023,
2061485-1,30024976,Ravintola Shalimar,Hannikaisenkatu 20,40100,JYVÄSKYLÄ,Jyväskylä,A&H International Oy,15.05.2018,
3004569-9,1070430,Ravintola Rysä,Keskustie 14,23310,TAIVASSALO,Taivassalo,Taivassalon Saaristopalvelu Oy,28.04.2022,
2760848-9,30884120,M/S Apaja,Opinsaunankiuas 1,40820,HAAPANIEMI,Jyväskylä,Savutuvan Apaja Oy,08.04.2024,
2956859-9,1063499,Juustoportti Kuopio,Naulakatu 2,70800,KUOPIO,Kuopio,Juustoportti Kuopio Oy,13.02.2019,
1590945-2,30881622,Ravintola Rankki,Rankin saari,48100,KOTKA,Kotka,Kotkan Saaret Oy,17.06.2023,
3437293-7,30884409,Ravintola Baglung Durbar,Aleksanterinkatu 22 C 20D,33100,TAMPERE,Tampere,SUKRIMO Oy,30.04.2024,
0567671-2,1037117,"Sokos Hotel Vaakuna, Seinäjoki",Kauppatori 3,60100,SEINÄJOKI,Seinäjoki,Etelä-Pohjanmaan Osuuskauppa,07.09.1991,
2316179-8,1034195,Kahvila-Ravintola Aallonmurtaja,Satamakatu 24,28880,PORI,Pori,KAHVILA-RAVINTOLA AALLONMURTAJA,01.04.2010,
2989295-4,1064849,Roster Turku,Tuomiokirkonkatu 6,20500,TURKU,Turku,KKS Restaurants Oy,06.05.2019,
2245910-3,1060935,Eckerö Camping & Stugor,Skaguddsvägen 24,22270,ECKERÖ,Eckerö,Eckerö Camping & Stugor Ab,01.11.2021,
2280631-2,30886934,Tervolahovi Oy ,Keskustie 47 ,95300,TERVOLA,Tervola,Tervolahovi Oy,26.03.2025,25.03.2026
2685318-3,1055991,Exit Oulu,Uusikatu 22,90100,OULU,Oulu,PK Games Oy,01.03.2018,
2621432-2,1071468,Ravintola Asema 56,Koskikatu 56,96100,ROVANIEMI,Rovaniemi,Ravintola Asema 56,04.06.2021,
1564537-0,1076986,Pohjolan Kievari,Saarenkyläntie 3,93800,KUUSAMO,Kuusamo,Nordic Holiday Services Ltd Oy,01.04.2023,
2497707-8,30885005,Bunthan's food,Sompasaarenlaitu 22,540,HELSINKI,Helsinki,BUNTHAN'S FOOD OY,13.06.2024,
3293106-1,1075360,Zaap Isan Thai Street Food,Iso Roobertinkatu 24,120,HELSINKI,Helsinki,KNK thai food masters Oy,01.10.2022,
2925152-4,30889385,Momoro Aasia,Viinikankatu 55,33800,TAMPERE,Tampere,Sansdao Oy,23.01.2026,
2435252-9,1041391,Pizzaline Raisio,Voudinkatu 9,21200,RAISIO,Raisio,Petteri Leino Oy,01.03.2018,
3182003-6,1071806,Historical CafeBar ROUTE 6,Helsingintie 1286 B,7830,PUKARO,Lapinjärvi,Finlasko Oy,03.09.2021,
2826022-6,1059245,Minibar,Anneksenpolku,20100,TURKU,Turku,Kakola Brewing Company Oy,06.05.2019,
2911177-5,1072134,KeilaKukko Kuopio,Puijonkatu 19,70110,KUOPIO,Kuopio,KeilaKukko Oy,01.09.2021,
2538283-4,30885581,M/S Söderskär,Kauppatori / Lyypekinlaituri,170,HELSINKI,Helsinki,FRS Finland Oy,16.08.2024,
3233954-3,1075980,Faselli Italian Street Food,Helsinginkatu 21,530,HELSINKI,Helsinki,Faselli Oy,11.11.2022,
1771143-1,30042320,Hilpeä Hauki,Vaasankatu 7,500,HELSINKI,Helsinki,Momentin Restaurants Oy,22.03.2018,
1952494-7,30060123,American Diner & Galaxie Center,Kalevankatu 2,60100,SEINÄJOKI,Seinäjoki,NoHo Partners Oyj,15.05.2018,
2112396-6,1046681,Fiskarsin torikahvila,Fiskarsin tori,10470,FISKARI,Raasepori,Henrik Malm,01.03.2018,
0933035-6,1067331,Vesileppis ,Vokkolantie 1 c,79100,LEPPÄVIRTA,Leppävirta,Leppävirran Virkistysuimala Leppäkerttu Oy,09.01.2020,
3532562-2,30887889,Pizzeria Pronto,Hämeentie 21,500,HELSINKI,Helsinki,Flavora Pronto Oy,05.06.2025,
2629328-6,1048035,Pub 123,Leiviskäpolku 4,440,HELSINKI,Helsinki,Mer Pro Oy,11.08.2014,
2345674-8,1036416,Ravintola Tenkka,Helsinginkatu 15,500,HELSINKI,Helsinki,Privan Oy,01.12.2010,
3372528-6,30882726,Ragazza Pastabar,Kahvipavunkuja 2,990,HELSINKI,Helsinki,Kunnon Nice Oy,15.08.2023,
3352122-4,30887706,Hietsu Padel Cafe,Hiekkarannantie 11,100,HELSINKI,Helsinki,The Park Outdoor Gym Oy,27.05.2025,26.05.2026
1983275-5,1021043,Lossi-Baari,Lossitie 2,94500,LAUTIOSAARI,Keminmaa,Vesmar Oy,01.03.2018,
1738640-5,1047297,Joensuun Pelikeskus,Koskikatu 13,80100,JOENSUU,Joensuu,Joensuun Seudun Urheilun Tuki ry,01.03.2018,
3307165-7,30883702,Restaurant Solitary,Kuruntie 22,58900,RANTASALMI,Rantasalmi,RT-Restaurants Oy,01.02.2024,
0658353-4,1064975,Rax Lappeenranta,Kauppakatu 29-31,53100,LAPPEENRANTA,Lappeenranta,Restel Ravintolat Oy,14.06.2019,
3112055-8,30068242,Social Burgerjoint Tampere,Hämeenkatu 14 D 51,33100,TAMPERE,Tampere,Artisan Fast Food Oy,01.06.2020,
2978557-7,1064622,Leijona Baari,Sammonkatu 26 lh 14,33540,TAMPERE,Tampere,Leijona Baari Oy,12.04.2019,
0947651-5,30884699,Eräkeskus Kairiver,Kairijoentie 365,98800,SAVUKOSKI,Savukoski,Samperi Oy,10.06.2024,
3362908-3,30887667,Solomu pubi,Kauppiaantie 5,90460,OULUNSALO,Oulu,Tiina Vanha-aho Tmi,01.07.2025,
1755823-8,30886334,Poropaikan Kotaravintola,Poropaikantie 11,99830,SAARISELKÄ,Inari,Reindeer's Travel's Oy,15.12.2024,
1947786-1,30029525,Buugi Liikunta-ja Hyvinvointikeskus,Sykeraitti 7,40630,JYVÄSKYLÄ,Jyväskylä,Buugi Oy,26.02.2019,
2799681-3,1055688,Hotelli-Ravintola Mesku,Tohvelantie 2,14200,TURENKI,Janakkala,Hotelli Mesku Oy,04.01.2017,
3340453-8,1076780,Ravintola Shiva,Munkinmäentie 19 2. krs.,2400,KIRKKONUMMI,Kirkkonummi,Curry & Cube Oy,09.03.2023,
2104253-3,1040052,City Hospoda,Eerikinkatu 16,20100,TURKU,Turku,PAMM Ravintolat Oy,01.12.2011,
2609113-1,1046777,Cafe Compass,Klobbskatvägen 164,65970,SÖDERUDDEN,Mustasaari,Oy Cafe Akke Ab,15.04.2014,
0907693-3,1064046,Classic Pizza Ainoa,Länsituuli 5,2100,ESPOO,Espoo,CPR Finland Oy,01.09.2019,
3166038-6,1070975,Kotkan kauppatorin yhteisterassi / The Van Kotka,Kotkan kauppatori,48100,KOTKA,Kotka,Street Food Factory Oy,20.05.2021,
2759924-4,1076748,Mon Ami,Raatihuoneentori 4,49400,HAMINA,Hamina,Renitta Oy,16.03.2023,
0935345-1,1074403,Tampereen kirjastokahvila Metso,Pirkankatu 2,33210,TAMPERE,Tampere,Vinedu Oy,15.02.1999,
0170409-3,1001911,Työväentalo,Pohjolankatu 11,74100,IISALMI,Iisalmi,Iisalmen Sos.-Dem. Työväenyhdistys ry,01.08.1997,
1005384-3,1060086,Cafe Promenade,Itäinen Rantapromenadi 19,6100,PORVOO,Porvoo,River Team Oy,01.05.2018,
0226012-1,1049775,Kermakosken lava,Mäntylahdentie 5,79910,KERMA,Heinävesi,Voimistelu- ja Urheiluseura Heinäveden Hyrske ry,01.03.2018,
2826333-9,30887652,Club 8,Humalistonkatu 8,20100,TURKU,Turku,K.S Rakennustekniikka Oy,23.05.2025,
3092900-5,1067463,Heikinkarin Ranthuone,Kustavintie 395,23310,TAIVASSALO,Taivassalo,Meidän Ranthuone Oy,19.03.2020,
1482281-4,30889271,Paimion teatteri,Myllyhaantie 2,21530,PAIMIO,Paimio,Paimion teatteri ry,31.12.2025,08.02.2026
3230787-5,30072778,Hotelli Kuusamon Portti,Kajaanintie 151,93700,KUUSAMO,Kuusamo,Iijärvi lakeside resort Oy,12.11.2021,
2565484-4,1045495,Cafe Loimu,Luontotie 1,98530,PYHÄTUNTURI,Pelkosenniemi,Oonika Oy,05.12.2013,
2648629-9,30881821,Väliaika Laitinen,Penttilänkatu 3,11130,RIIHIMÄKI,Riihimäki,PT Resta Oy,01.06.2023,
3547487-1,30888550,Nepali Food,Sitratie 7 ,420,HELSINKI,Helsinki,Ragun Oy,21.08.2025,
1739576-6,30884566,Hiukka Beach Cafe,Tervatie 1,88600,SOTKAMO,Sotkamo,Poropetteri Oy,15.05.2024,
2697316-9,30882933,Veijo Inno Kitchen & Retail,Vantaankoskentie 69,1700,VANTAA,Vantaa,Veija Oy,01.10.2023,
0658353-4,1056413,Wanha Mestari Keskusta Rovaniemi,Koskikatu 11,96200,ROVANIEMI,Rovaniemi,Restel Ravintolat Oy,13.06.2018,
1928931-8,1047707,Robert's Coffee Stockmann Tampere,Hämeenkatu 4,33100,TAMPERE,Tampere,Zeberas Oy,07.07.2014,
0216319-6,1063475,Café Villa Vinden/Stiftelsen Hemmet,Observatoriegatan 2,20700,TURKU,Turku,Stiftelsen Hemmet i Åbo sr,24.01.2019,
0931309-7,30083283,Ravintola Siipiweikot,Aleksanterinkatu 26,33100,TAMPERE,Tampere,Hot Wings Oy,03.04.2020,
2343094-3,1035951,Pölkky Baari,Kellomäentie 4,54920,TAIPALSAARI,Taipalsaari,Pölkky Baari Oy,01.09.2010,
3393916-1,30883272,Pizzeria Revontuli Saarenkylä,Napapiirintie 12,96900,SAARENKYLÄ,Rovaniemi,Ravintola Mohseni Oy,01.11.2023,
3265103-5,1073646,Roudaribaari IHME,Kaisaniemenkatu 3 A,100,HELSINKI,Helsinki,Roudaribaari IHME Oy,01.04.2022,
2689676-5,1050591,Marlon Pub,Vesantie 1,48400,KOTKA,Kotka,Kotkan Liikuntakeskus Oy,01.07.2015,
2495315-6,30884831,Punto e Pasta (La Pasteria Italiana),Kielotie 15 a,1300,VANTAA,Vantaa,D & G Mirabella Oy,01.08.2024,
2697743-4,30051309,Ravintola Mikaeli,Sointukatu 1,50100,MIKKELI,Mikkeli,Serviini Oy,01.08.2018,
3567381-1,30888839,J&S Burger,Ouluntie 370,91100,II,Ii,J&S Burger And Hertta Pub Oy,04.10.2025,
0162170-6,1029294,Original Sokos Hotel Lappee,Brahenkatu 1,53100,LAPPEENRANTA,Lappeenranta,Etelä-Karjalan Osuuskauppa,04.07.2008,
0606190-4,1045764,Ravintola Villetta,Ruusulankatu 8,260,HELSINKI,Helsinki,Villetta Capri Oy,21.07.1987,
2923308-6,30062694,Döner Harju Flemari,Fleminginkatu 23,500,HELSINKI,Helsinki,Döner Harju Oy,01.11.2018,
0168170-9,1041629,Takatasku,Keskuskuja 1,80100,JOENSUU,Joensuu,Pohjois-Karjalan Osuuskauppa,14.06.1985,
9210401-7,1041191,Bröderna Granqvists Bilservice,Permosvängen 127,68600,PIETARSAARI,Pietarsaari,Bröderna Granqvists Bilservice,01.03.2018,
2364515-1,1041755,Bacaro Doppio,Kokonniementie 1,6100,PORVOO,Porvoo,Osuuskauppa Varuboden-Osla Handelslag,21.06.2012,
0218738-2,30881473,Mikkelin Urheilupuisto,Nuijamiestenkatu 1,50100,MIKKELI,Mikkeli,Mikkelin Palloilijat ry,13.05.2023,
2589220-1,1046767,Ravintola Messi,Kainuuntie 14,88600,SOTKAMO,Sotkamo,Kainuun Ruokapalvelut Oy,01.04.2014,
3566628-3,30888846,Toor Shahzada Indian Cuisine,Suvantokatu 7,33100,TAMPERE,Tampere,Shahzada Restaurants Oy,20.10.2025,
2488390-1,1044893,Kastelholms gästhamn,Björkvägen 2,22520,KASTELHOLM,Sund,Sundby gård Ab,01.11.2021,
3483311-5,30886647,Hupi Weikot,Kalliomäentie 2,8350,LOHJA,Lohja,Hupi Weikot Oy,13.02.2025,
0963795-6,1046013,Ravintola Rinne,Länsikeskuksentie 6,42100,JÄMSÄ,Jämsä,Koiravahti Oy,06.12.2013,
3308681-6,30886327,Kotipizza,Lönnrotinkatu 13,120,HELSINKI,Helsinki,Pippalis Oy,09.12.2024,
3347840-6,30888314,Ravintola Camp mount,Tongankuja 1 ,220,HELSINKI,Helsinki,Sonu Nisha Oy,01.08.2025,
2754099-8,1053555,"Brooklyn Restaurant, Nimto",Torikatu 1-3,45100,KOUVOLA,Kouvola,Acme Ravintola Oy,02.06.2016,
2472932-2,30882463,Little Big Cafe,Elielinaukio 5,100,HELSINKI,Helsinki,Little Big Cafe Finland Oy,21.08.2023,
0208201-1,1035574,Opiskelijaravintola Lounastuuli,Sepänkatu 3,40100,JYVÄSKYLÄ,Jyväskylä,Jyväskylän koulutuskuntayhtymä Gradia,10.12.2010,
2648629-9,1048950,Juomahuone Laitinen,Hämeenkatu 28,11100,RIIHIMÄKI,Riihimäki,PT Resta Oy,07.11.2014,
