asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2488755-8,1043375,Tapulinmestari,Maatullinaukio 2,750,HELSINKI,Helsinki,Sumit Oy,06.02.2013,
1837957-3,1036339,Belge HKI,Keskuskatu 4,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,18.11.2010,
3335669-5,1077020,Humppilan Lasitorni,Lasitehtaantie 11,31640,HUMPPILA,Humppila,Glasstower Oy,12.04.2023,
2829713-3,1058957,Taco Bell Sello,Leppävaarankatu 3-9,2600,ESPOO,Espoo,Restel Mexican Food Oy,01.03.2018,
2905994-6,1060946,Black Diamond Billiard & Darts,Yliopistonkatu 36,40100,JYVÄSKYLÄ,Jyväskylä,Black Billiard & Darts Oy,01.08.2018,
2072041-9,30046666,Kylmäpihlajan Majakkahotelli,Kylmäpihlaja,26100,RAUMA,Rauma,West Coast Seaservice Oy Ltd,31.05.2018,
1447914-7,1054631,Scandic Rosendahl Tampere,Pyynikintie 13,33230,TAMPERE,Tampere,Scandic Hotels Oy,01.04.1998,
0907890-4,30888520,Neste Sandviken,Rajatie 316-51,6850,KULLOO,Porvoo,Sodexo Oy,01.09.2025,
1857330-9,1016711,Koskikartanon Kahvila-Ravintola,Tampereentie 636,16800,HÄMEENKOSKI,Hollola,Heile Oy,01.03.2018,
0134329-1,1273059,Savipajan Kahvitupa,Iniöntie 411 B,23360,KUSTAVI,Kustavi,Kustavin Savipaja Oy,01.03.2018,
0656029-5,1073088,Ravintola Laulu,Hietaniemenkatu 2,100,HELSINKI,Helsinki,Royal Line Oy,04.01.2022,
2020563-6,30884366,Kahvila Helgas,Sibeliuksenkatu 6 A,7900,LOVIISA,Loviisa,Heli Hassinen,15.05.2024,
0185505-1,30027452,Break Sokos Hotel Vuokatti,Kidekuja 2,88610,VUOKATTI,Sotkamo,Osuuskauppa Maakunta,12.07.2018,
2195140-3,1066608,Thrasherie Bar,Hämeenkatu 30,33200,TAMPERE,Tampere,Hill's Corner Restaurant Oy,01.11.2019,
2112598-8,1055075,Ateneum Bistro,Kaivokatu 2,100,HELSINKI,Helsinki,Toothpicks and Honey Oy,18.10.2016,
0966931-7,1030970,Apollo Live Club Turku,Humalistonkatu 8,20100,TURKU,Turku,Turun Oopperaravintolat Oy,20.01.2009,
3245430-6,1074048,Mon's Kitchen,Kirkkotie 13,21420,LIETO,Lieto,Mäki Ravintolat Oy,04.05.2022,
3505807-7,30886798,100ma Social,Sahatie 16,67100,KOKKOLA,Kokkola,Social Group Oy,01.04.2025,
2647907-2,30884680,Ravintola Tila,Knutersintie 262,4130,SIPOO,Sipoo,Sipoon Lammas oy,04.06.2024,
3205625-2,1071067,Marskin Maja,Marskintie 216,12700,LOPPI,Loppi,Elämysten Makumaja Oy,03.05.2021,
2858523-1,1059150,La Bottega,Tehtaankatu 13 MH 5,140,HELSINKI,Helsinki,Bottega Golosa Oy,23.12.2017,
3156827-2,1069691,Pepe Pizza-Grilli,Viertokatu 35,13220,HÄMEENLINNA,Hämeenlinna,AdnanA,01.11.2020,
3115029-8,30889265,Rautanen Tähti,Bruno Granholmin kuja 1,510,HELSINKI,Helsinki,Seil Oy,17.12.2025,
3292430-4,1075169,Kirjastokahvila Charlotta,Eeronkuja 2,21200,RAISIO,Raisio,Tmi Kaisa Heinonen,04.08.2022,
2799681-3,1062698,Hotelli Mesku Forssa,Saarelankatu 12,30100,FORSSA,Forssa,Hotelli Mesku Oy,01.10.2018,
2544297-2,1044378,Radio Cafe,Yrjönkatu 14,40100,JYVÄSKYLÄ,Jyväskylä,Maritan Cafe Ky,10.11.2013,
2972306-9,1068285,Ravintola Teijon Arkki,Telakkatie 25,25570,TEIJO,Salo,Teijo Cafe & Bakery Oy,25.05.2020,
2196357-8,30886449,Pancho Villa Mikkeli,Hallituskatu 7-9,50100,MIKKELI,Mikkeli,JH-Ravintolat Oy,01.02.2025,
3580695-2,30889453,"Leonard & Co, Café and Wine bar",Rihkamakatu 2,6100,PORVOO,Porvoo,Leonard & Co Oy Ab,27.01.2026,
0208828-8,1013969,Janoinen Leipuri,Topeeka 42,61800,KAUHAJOKI,Kauhajoki,Ojalan Pakari Oy,12.06.2002,
1761846-4,1021431,Arctic Circle Hotel,Välipolku 2,98720,SUOMUTUNTURI,Kemijärvi,A La Carte Lapland Oy,01.12.2005,
