asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
3546243-2,30888800,Rauha Sauna & Lounge,Raatimiehenranta 1,28100,PORI,Pori,RauhaSauna Oy,01.10.2025,
0161970-2,1776021,Totohallin Kahvio,Raviradantie 13,53850,LAPPEENRANTA,Lappeenranta,Lappeenrannan Ravirata Oy,06.03.1985,
2919014-3,1064066,Lomakeskus Karvio,Takunlahdentie 2,79810,KARVIONKANAVA,Heinävesi,Karvion Leirintä Oy,10.04.2019,
3381637-2,30888802,Big Atlas Voikkaa,Voikkaantie 2 ,45910,VOIKKAA,Kouvola,Big Atlas Voikkaa Oy,01.10.2025,
3130963-3,30068409,Pizzamestarit,Välikatu 14,37100,NOKIA,Nokia,Nokian Pizzamestarit Oy,01.06.2020,
2251659-3,1074761,Ravintola Mala,Junailijankuja 5,520,HELSINKI,Helsinki,Fintecso Oy,14.06.2022,
2621742-7,1047551,Hotelli Pohjankievari,Eerontie 1,90440,KEMPELE,Kempele,Hotelli Pohjankievari Oy,01.06.2014,
1926239-3,1018508,Café Vanille,Suomenlinna C 18,190,HELSINKI,Helsinki,Café Vanille,01.03.2018,
1480424-5,1035629,Istuva Härkä,Tunnelikatu 1,74130,IISALMI,Iisalmi,Ravintola LBV Oy,02.09.1998,
0173814-6,1770729,Vieremän Ravirata,Raviradantie 1,74120,IISALMI,Iisalmi,Ylä-Savon Hippos r.y. ,01.03.2018,
2639105-4,1048698,Kurvi Pub,Leppäkaarteentie 27,71850,LEPPÄKAARRE,Siilinjärvi,Ryyppyset Oy,01.11.2014,
0658353-4,1055816,Martina Pori,Itäpuisto 8,28100,PORI,Pori,Restel Ravintolat Oy,01.01.1960,
2734836-5,1053060,Kiva Cafe Streetfood Bar,Itäinen Rantapromenadi 3,6100,PORVOO,Porvoo,Quadrum Oy,07.04.2016,
3002619-9,30882635,Harbour Restaurant,toinen linja 3,20100,TURKU,Turku,SCANDIC WINDOW,26.07.2023,
2385358-3,1037112,HaNi-Halli,Keskuskatu 35,23100,MYNÄMÄKI,Mynämäki,HaNi-Halli Oy,01.03.2018,
1320098-4,1066855,Äijälän Rusti,Paavaistentie 260,21150,RÖÖLÄ,Naantali,Äijälän Rusti,01.04.2020,
1748919-9,30889292,Ravintola Rodi,Kerimäentie 1 B,58200,KERIMÄKI,Savonlinna,Tmi Sidar,01.01.2026,
0487434-6,1042713,Wild Arctic Restaurant/,Rovaniementie 29,97700,RANUA,Ranua,Ranuan Seudun Matkailu Oy,01.12.2012,
0182811-7,1071296,Hotelli Alavus,Järviluomantie 4,63300,ALAVUS,Alavus,Veljekset Keskinen Oy,28.06.2021,
0205361-6,30885855,"Suomalainen Kirjakauppa, Book Cafe",Aleksanterinkatu 15,100,HELSINKI,Helsinki,Suomalainen Kirjakauppa Oy,03.10.2024,
3184661-5,30887975,M/S Suvi-Tuuli,Saaristotie 25,83160,TUTJUNNIEMI,Liperi,Ämmykkä Oy,13.06.2025,
2919804-9,30882255,ALL IN Ravintola,"Yliopistonkatu 21,A1",40100,JYVÄSKYLÄ,Jyväskylä,Gaoshi Oy,01.08.2023,
0155602-7,30886286,Restaurant Block,Inspehtorinkatu 12,20540,TURKU,Turku,Juvenes Oy,04.12.2024,
2919189-1,1064233,Herrasmannin kahvila,Herrasmanninkatu 20,15300,LAHTI,Lahti,Lahen matkailumiehet oy,08.04.2019,
2853633-3,1074596,Narvan Kyläbistro,Karholantie 1,37370,VESILAHTI,Vesilahti,Narvan Kyläpanimo Oy,16.06.2022,
1033390-9,30889058,Villi's,Hossantie 32,99130,SIRKKA,Kittilä,JV line oy,21.11.2025,
2005785-6,30060158,Härmän Kuntoutus Oy,Vaasantie 22,62375,YLIHÄRMÄ,Kauhava,Härmän Kuntoutus Oy,30.04.2018,
3579584-3,30889362,Oliver´s Corner,Koskikatu 9,96200,ROVANIEMI,Rovaniemi,Bon Rovaniemi Oy,31.01.2026,
2468663-3,1043218,Härmän Rati,Vähäjärvenkatu 1,4400,JÄRVENPÄÄ,Järvenpää,Härmän Rati Oy,01.02.2013,
2141933-7,1057760,Danny Boy Original Irish Pub,Matti Visanninkuja 15 B 8,60100,SEINÄJOKI,Seinäjoki,Oliver ja Kumppanit Oy,01.09.2017,
0744746-2,30887165,Karelia Golf Klubiravintola,Vaskiportintie 7,80780,KONTIONIEMI,Kontiolahti,Kontiolahti Golf Oy,01.05.2025,
2488755-8,30884394,Ravintola Mestari,Myyrmäentie 2,1600,VANTAA,Vantaa,Sumit Oy,01.05.2024,
2936134-4,30072514,Kotipizza Hämeentie,Hämeentie 20,20540,TURKU,Turku,Maula Ali Oy,01.11.2021,
2601503-2,1047450,Ravintola Chaiyaphum,Sovionkatu 16,92100,RAAHE,Raahe,Fong Group Oy,27.07.2017,
1571248-1,1049313,Erkan Bistro,Keskuskatu 35,48100,KOTKA,Kotka,Erkan Öncü Oy,01.03.2018,
1902172-5,30172907,Pikku Ranska,Ulvilantie 19,350,HELSINKI,Helsinki,Pikku Ranska Oy,01.08.2020,
2594321-6,1067620,Raankhaogaeng,"Urho Kekkosen katu 1,  E-taso",100,HELSINKI,Helsinki,Ratchasima Oy,01.06.2020,
2862138-6,1060746,Pincho Nation,Aurakatu 3,20100,TURKU,Turku,Resta Circus Oy,09.05.2018,
3493435-4,30886595,Mupen Thairavintola ,Puijonkatu 41,70100,KUOPIO,Kuopio,Mupen lounaskahvila avoin yhtiö,07.02.2025,
2100095-8,1067821,Toppilan kööki,Satamatie 8,90520,OULU,Oulu,J&M Foodie Oy,01.04.2020,
1276638-8,1871900,"Vuoton Joutsen, ravintola",Puolangantie 2415,91300,YLIKIIMINKI,Oulu,Vuoton Joutsen luontomatkailupalvelut,01.03.2018,
3480571-2,30886260,Ravintola Itosushi,Loviisantie 8,6150,PORVOO,Porvoo,Itosushi Oy,01.12.2024,
3163696-8,30886677,restaurant Chopsticx,Länsituuli 10,2100,ESPOO,Espoo,Restaurant Chopsticx Oy,19.02.2025,
3366733-8,30882010,Kylä hullu (ei vielä varma),Eräjärventie 1589,35220,ERÄJÄRVI,Orivesi,LepoTamm oy,01.07.2023,
2873309-7,1060861,Laivaravintola m/s Katrilli,Rantasalmen matkustajasatama,58900,RANTASALMI,Rantasalmi,Blue Lake Cruises Oy,18.05.2018,
2491738-2,1042241,Olutravintola Jano,Mäkitorpantie 11,640,HELSINKI,Helsinki,JA OLUTRAVINTOLAT OY,18.09.2012,
1837957-3,1054208,Praha / Kitty's Public House,Mannerheimintie 5,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,01.01.2004,
2774174-9,30883726,Törnävän Kotipizza,Törnäväntie 21,60200,SEINÄJOKI,Seinäjoki,Ilmajoen Pikaruoka Oy,01.02.2024,
3180008-6,30076762,Taattisten tila,Koverintie 23,21160,MERIMASKU,Naantali,Taattisten tila Oy,01.05.2023,
2823763-2,30888271,Pegasus Taiteen talo,Nunnankatu 4,20700,TURKU,Turku,Pegasus-ravintolat Oy,01.08.2025,
2904130-8,30884072,"Vierasvenesataman Cafe   ""Tullarin Cafe& Info""",`Satamakatu / Vierasvenesatama,64260,KASKINEN,Kaskinen,Majoitus- ja Ravitsemusliike Sininen Hetki Oy,29.03.2024,
2370168-6,1076227,Pub Waski,Iskoskuja 3 C 131,1600,VANTAA,Vantaa,Tulikuuma Kumpu Oy,03.01.2023,
2373248-2,1036763,Lielax Kauppa ja Kapakka,Kuitiantie 47,21630,LIELAHTI TL,Parainen,Lielax Kauppa ja Kapakka,01.12.2010,
3543445-8,30888441,Ravintola Taberna,Härmäntie 1,62300,HÄRMÄ,Kauhava,TabernaHärmä Oy,01.09.2025,
2303359-3,1033896,Hotel Sorsanpesä,Törnäväntie 27,60200,SEINÄJOKI,Seinäjoki,Pesalle Oy,11.01.2010,
2370168-6,1056384,Suvannon Santra,Rantakatu 13,80100,JOENSUU,Joensuu,Tulikuuma Kumpu Oy,10.03.2017,
3490920-4,30886382,Iskender keskusta,Kauppakatu 53,53100,LAPPEENRANTA,Lappeenranta,Adar Baran avoin yhtiö,01.01.2025,
1890079-5,1057455,Möysän Musaklubi,Hämeenkatu 16,15110,LAHTI,Lahti,Toriklubi Oy,01.06.2017,
1884708-2,30024503,Muurla Design Marketing,Muurlantie 9,25130,MUURLA,Salo,Muurla Design Marketing Oy,20.10.2020,
0215377-2,1078964,Työväen Akatemia,Vanha Turuntie 14,2700,KAUNIAINEN,Kauniainen,Työväen Akatemian Kannatusosakeyhtiö,14.07.1995,
2872516-9,1066791,Ravintola Biáng,Länsituuli 5 LT 3.L18.4,2100,ESPOO,Espoo,Momada Oy,30.10.2019,
3374395-1,30883572,Tampere-talo,Yliopistonkatu 55,33100,TAMPERE,Tampere,Talo Events Oy,01.01.2024,
0208265-2,1041155,Sokos Hotel Paviljonki,Lutakonaukio 10,40100,JYVÄSKYLÄ,Jyväskylä,Osuuskauppa Keskimaa,01.06.2012,
2659441-7,1051827,RavintolaTribeni,Teivaankatu 1 tila 104 A,33400,TAMPERE,Tampere,Tribeni Oy,14.10.2015,
0206594-0,1065722,Kotkan Teatteriravintola,Keskuskatu 15,48100,KOTKA,Kotka,Kotkan Teatterikerho ry,06.09.1979,
2670899-8,1058338,Sällskapsklubben Kokkola,Torikatu 27,67100,KOKKOLA,Kokkola,Ravintola Drop Place Oy,01.10.2017,
2704602-5,30052298,G Livelab,Pieni Robertinkatu 16/Yrjönk 3,120,HELSINKI,Helsinki,Livelaboratorio Oy ,31.03.2020,
3109635-9,30887282,Jokilaiva Lulu,Itäinen Rantakatu 23,20100,TURKU,Turku,Restorator oy,23.04.2025,22.04.2026
1048649-7,30884234,Sysmän Pulina,Vellamontie 4,19700,SYSMÄ,Sysmä,Zammi Oy,30.04.2024,
2060274-6,1076984,The Pantry Hakaniemi,Siltasaarenkatu 10,530,HELSINKI,Helsinki,Share Tastes & Events Oy,12.04.2023,
0720538-3,1004969,Imatran Keskus-TB,Lappeentie 40,55100,IMATRA,Imatra,LadyMak Oy,01.03.2018,
0920150-3,1076809,Ristorante Momento Matkus,Matkuksentie 60,70800,KUOPIO,Kuopio,Momento Fastfood Oy,30.04.2023,
3013947-6,1069332,Biggie's,Hämeentie 50,500,HELSINKI,Helsinki,Sharma Brothers Oy,04.09.2021,
1438010-4,1037967,Vihiluodon Kala & keittiö,Rytiniementie 4,91910,TUPOS,Liminka,Vihiluodon Kala Oy,21.06.2012,
2991650-6,1064684,Pollen Potku Baari,Raviradantie 6,70100,KUOPIO,Kuopio,Pollen Potku Bar & Cafe Kuopio Oy,22.04.2019,
1647486-8,1024324,Hotell Epoque,Jaakonkatu 10,68600,PIETARSAARI,Pietarsaari,JK Hotels & Resorts Ab,10.11.2006,
1837957-3,1008365,Jumbon ravintolamaailma,Vantaanportinkatu 3,1510,VANTAA,Vantaa,HOK-Elanto Liiketoiminta Oy,01.01.2004,
0138753-4,30056162,Amarillo Rauma,Savilankatu 1,26100,RAUMA,Rauma,Osuuskauppa Keula,07.12.2020,
2245981-6,30886059,Sticky Wingers,Tuomiokirkonkatu 17,33100,TAMPERE,Tampere,Priima-Ravintolat Oy,01.01.2025,
3576831-9,30889320,Sake Bar,Porthaninkatu 2,530,HELSINKI,Helsinki,GH Phat Oy,01.01.2026,
2746112-2,30881306,Relove Stockmann Helsinki,Aleksanterinkatu 52,100,HELSINKI,Helsinki,Relove Oy,02.05.2023,
0212329-0,30885108,Solo Sokos Hotel Pier 4,Katajanokanlaituri 4,160,HELSINKI,Helsinki,Sokotel Oy,01.07.2024,
2452378-9,1073623,"Askaisten Holvi, ravintola",Askaistentie 751,21240,ASKAINEN,Masku,Aurexel Consulting Oy,30.03.2022,
0658353-4,30072992,Ravintola Keisarinsatama,Metsontie 41,48220,KOTKA,Kotka,Restel Ravintolat Oy,10.01.2022,
3234570-8,1072744,Ellivuori Ski Cafe,Karkunkyläntie 600,38130,SASTAMALA,Sastamala,Kievarin Herkku Oy,04.12.2021,
3143762-7,30887566,Mummon Tupa,Vieraskuja 4 ,2770,ESPOO,Espoo,SARDER TRADERS OY,14.05.2025,
2268925-9,1076150,Keravan Pizza Kebab palvelu,Kalevankatu 31,4230,KERAVA,Kerava,Hamza Yildirim Tmi,01.01.2023,
3362893-7,30886443,Lapland Arctic Cabins,Lohelankatu 3,98100,KEMIJÄRVI,Kemijärvi,Lapland Arctic Cabins Oy,30.01.2025,
1963346-5,1019796,Purjelaiva Katariina,Kaivokatu 13,94100,KEMI,Kemi,OK-Seilit Ky,07.06.2005,
3303083-9,30888951,Ostola Etappi,Väliväyläntie 828,46530,KANNUSKOSKI,Luumäki,Tunahan Oy,04.11.2025,
2274021-0,1032747,Tennis-Bistro Tali,Kutomokuja 4,380,HELSINKI,Helsinki,Oy BR-Yhtiöt Ab,01.03.2018,
3563417-7,30888993,Hämeenlinnan Keilahalli Oy,Keilakatu 2,13210,HÄMEENLINNA,Hämeenlinna,Hämeenlinnan Keilahalli Oy,01.01.2026,
2875967-6,1059645,China Wok,Mannilantie 20,4400,JÄRVENPÄÄ,Järvenpää,Ravintola China Wok Oy,24.02.2018,
2257261-6,1072361,The Qhair Lounge,Runeberginkatu 4,100,HELSINKI,Helsinki,Koulutuskeskus Unika Hairstyle Oy,18.10.2022,
0920150-3,1058512,"Ristorante Momento, Seppä",Ahjokatu 3 - 5,40320,JYVÄSKYLÄ,Jyväskylä,Momento Fastfood Oy,26.10.2017,
0873697-9,1069543,3642 Ravintola Visio,Televisiokatu 4,240,HELSINKI,Helsinki,Compass Group Finland Oy,05.10.2020,
3344966-4,1076769,Krung Thep Thai Bistro Kalasatama,Capellanranta 4,580,HELSINKI,Helsinki,PTM Thai Ravintola Oy,01.04.2023,
3129471-8,1068188,Kahvila-ravintola Hiidenpirtti,Turuntie 917,9630,KOISJÄRVI,Lohja,Tainan Pirtti Oy,01.06.2020,
1498925-1,1472381,Pub Sääkswille,Pitkäahteentie 1,33880,LEMPÄÄLÄ,Lempäälä,Tmi Tarja Hynynen,01.12.1999,
3265728-5,30881362,Sherpa Food N´Bar,Harjutori 2,500,HELSINKI,Helsinki,Kalika Oy,04.05.2023,
2612603-1,1059634,The Bank,Kouvolankatu 9,45100,KOUVOLA,Kouvola,Soolo Max Oy,01.03.2018,
3064214-3,1068410,Kahvibaari Kukkuma,Metsäkyläntie 393,49540,METSÄKYLÄ,Hamina,Haminan Metsäkylän kyläyhdistys ry,01.06.2020,
3491413-4,30889208,Lo-Rin Express,Kuonomäentie 1,1800,KLAUKKALA,Nurmijärvi,Lo-Rin Express Oy,04.12.2025,03.12.2026
3544436-5,30888481,Vihti Bowling,Juuritie 2,3100,NUMMELA,Vihti,Driftline Oy,01.09.2025,31.08.2026
0920150-3,1061958,Ristorante Momento,Kyläsaarenkatu 25,580,HELSINKI,Helsinki,Momento Fastfood Oy,20.09.2018,
2582252-9,30882496,Ravintola Puksuroom,Pukinmäenaukio 4a,720,HELSINKI,Helsinki,SG Ravintola Oy,17.07.2023,
3442027-3,30885095,Mayhem,Koskikatu 5-7,80100,JOENSUU,Joensuu,Yet Another Company Oy,28.06.2024,
2452550-6,1041313,Huhtaniemen Mökkikylä,Ämmänkoskentie 70,69700,VETELI,Veteli,HT-Monitoimi Oy,01.03.2018,
2902242-2,30069637,Green Hippo Kallio,Fleminginkatu 10,530,HELSINKI,Helsinki,Green Hippo Café Oy,01.11.2020,
2976216-4,30884343,Teboil Kuokkala Lempäälä,Pirkkalantie 2,37550,LEMPÄÄLÄ,Lempäälä,Halko Trading Oy,01.05.2024,
0600421-3,30885057,Ravintola Kerkkä,Simpsiönrinteentie,62100,LAPUA,Lapua,Simpsiönvuori Oy,24.06.2024,
2712854-9,30075912,Tuju Taproom & Shop,Soittokunnanraitti 3,53900,LAPPEENRANTA,Lappeenranta,Panimoyhtiö TuJu oy,01.04.2023,
3194116-1,1071062,Holmantien Pizzeria  & Pub,Pirkanpolku 1,95450,TORNIO,Tornio,Holmantien Pizzeria & Pub Oy,29.04.2021,
1931148-2,1871799,Nallisport,Vellamontie 9,90510,OULU,Oulu,NalliSport Oy,01.03.2018,
2826550-2,30883214,Heinätorin Kioski / HötorgsKiosken,Raatihuoneenkatu 8,68600,PIETARSAARI,Pietarsaari,Hötorgskiosken Ab,01.11.2023,
2828191-6,1073014,Ajito&Sushi Ravintola,Kaivokatu 7,13100,HÄMEENLINNA,Hämeenlinna,Ajito Ravintolat Oy,30.12.2021,
2720448-4,1052209,Ravintola Kallio,Kalliokatu 25,26100,RAUMA,Rauma,Ravintola Kallio Oy,01.12.2015,
3177352-4,30884085,Holiday Bar,Kanavaranta 7,160,HELSINKI,Helsinki,Aunt Florentine's Oyster Oy,02.04.2024,
3372103-1,30882908,Gudas,Mustamäentie  26,4600,MÄNTSÄLÄ,Mäntsälä,Murtsaikkel Oy,02.09.2023,
2378699-0,1037654,Neste Vihantasalmi,Vihannanranta 1,52700,MÄNTYHARJU,Mäntyharju,Nestime Feenix Oy,01.03.2018,
2646122-7,1049136,Nuapuri,Kuopiontie 21,77700,RAUTALAMPI,Rautalampi,Jyrans Oy,23.01.2015,
0187614-3,1030510,Sokos Hotel Levi,Tähtitie 5,99130,SIRKKA,Kittilä,Osuuskauppa Arina,01.01.2009,
3528694-2,30889247,Moi ! Poke,Hatanpään valtatie 1,33100,TAMPERE,Tampere,Kasha Oy,10.12.2025,
2887357-5,1066008,Villit ja viinit,Rautatienkatu 12,33100,TAMPERE,Tampere,MVP Ravintolat Oy,01.08.2019,
2064101-6,1050916,Kerho-ravintola,Poltinahontie 11,13130,HÄMEENLINNA,Hämeenlinna,HPK Liiga Oy,08.06.2015,
2946412-4,1063162,Bar Oma,Aaltosenkatu 31-33,33500,TAMPERE,Tampere,Oma Bar&Event Oy,07.12.2018,
2290066-7,1060199,Hanko Sushi Ratina nro 1214,Vuolteenkatu 1,33100,TAMPERE,Tampere,Sushi World Oy,18.04.2018,
2084214-1,1067224,Bar & Cafe Savotta,Microkatu 1 D-osa 1.krs,70210,KUOPIO,Kuopio,Savonia-ammattikorkeakoulun opiskelijakunta,01.01.2020,
2988248-1,1076660,Racquet Fellows,Tennistie 5,1370,VANTAA,Vantaa,Racquet Fellows Oy,01.04.2023,
3370500-7,30882834,Milliklubi,Kaivokatu 12,100,HELSINKI,Helsinki,Milliklubi Oy,01.01.2024,
2483754-2,1042088,Irlannin Setteri,Rautatienkatu 10,30100,FORSSA,Forssa,Karkyl Oy,23.07.2012,
2740022-3,30883882,Jaakontalon kahvila Pikkufiini,Pastorintie 2,27800,SÄKYLÄ,Säkylä,AKS Catering Oy,02.03.2024,
2467766-5,1043054,ABC Koria,Suviojantie 19,45610,KORIA,Kouvola,Kymen Seudun Osuuskauppa,01.03.2018,
0829184-2,1067233,JIRA Karting,Yrittäjäntie 3,72210,TERVO,Tervo,Lisatrans Oy,01.01.2020,
2716134-9,1053051,Valtuustotalo,Espoonkatu 5,2070,ESPOON KAUPUNKI,Espoo,Espoo Catering Oy,15.03.2016,
3329527-1,1076204,Saluuna,Suolaketie 2,6400,PORVOO,Porvoo,Saluuna 40 Oy,01.01.2023,
3362508-2,30886914,Santala Bar & Lounge,nunnakatu 10,21100,NAANTALI,Naantali,Santala B&L Oy,01.05.2025,30.04.2026
