asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
1492960-3,30058096,Buccis,Haarikkotie 1,1350,VANTAA,Vantaa,Telavin Oy,22.03.2018,
2824042-8,1061369,Grilli Wanha Hot Car,Moilaskuja 1,76850,NAARAJÄRVI,Pieksämäki,Wanha Tk Avoin Yhtiö,01.07.2018,
2712272-9,1051882,Fei Hong Ravintola,Valtakatu 53-55,45700,KUUSANKOSKI,Kouvola,Tmi Bing Zheng ,07.10.2015,
3286723-1,1074595,Encanto Art Cafe,Maneesikatu 1-3,170,HELSINKI,Helsinki,Tmi Satu Sydäntalvi,06.06.2022,
1763799-9,1053563,Istanbul Kebab,Vilhonkatu 15,24240,SALO,Salo,S.Buharali,01.03.2018,
1009978-8,1084093,Ollinmäen Viinitila,Anttolantie 1640,52100,ANTTOLA,Mikkeli,Ollinmäen Viinitila Oy,07.05.1996,
2387319-7,30885654,Gusto d'Oro,Korkalonkatu 19,96200,ROVANIEMI,Rovaniemi,Sibi & Marketing Oy,01.10.2024,
0847170-4,1054852,Loimaan Seurahuone,Satakunnantie 24-26,32200,LOIMAA,Loimaa,Loimaan Seurahuone Ky,01.01.1960,
0912852-9,1050974,SEO-Pelkosenniemi,Sodankyläntie 9,98500,PELKOSENNIEMI,Pelkosenniemi,Huoltopalvelu Sammeli Oy,01.03.2018,
2493950-6,1045606,Tuusulan Marmara,Koskenmäenpolku 1,4300,TUUSULA,Tuusula,Aznawur avoin yhtiö,01.03.2018,
2336640-0,1067842,Kaakan kapakka,Honkalantie 2,36720,AITOO,Pälkäne,Tmi Kaarina Koski,21.03.2020,
0658353-4,1068041,Rax Itis,Itäkatu 1-5 2krs,930,HELSINKI,Helsinki,Restel Ravintolat Oy,07.05.2020,
3004544-5,30886506,Escape Room Imatra,Vipelentie 3-5,55320,RAUHA,Lappeenranta,Tmi Miia Torikka,14.02.2025,
3324755-2,1076149,Cafe Nuvo,Iskoskuja 3 C,1600,VANTAA,Vantaa,Mulla,01.01.2023,
0943798-9,1061883,Messilä,Messiläntie 308,15980,MESSILÄ,Hollola,Messilä Maailma Oy,17.01.1969,
3443609-9,30885333,Ravintola Tsing-Tao,Eerikinkatu 22 A,20100,TURKU,Turku,B&L Deli Oy,01.08.2024,
2940195-9,1066992,Lucy in the Sky,Keilaniementie 1,2150,ESPOO,Espoo,Juniper Tower Oy,01.01.2020,
2901735-9,1060477,Ravintola Tanner,Hämeentie 11,530,HELSINKI,Helsinki,Ravintola Tanner Oy,01.06.2018,
2784475-6,1055121,Pub Mareila,Kauppakatu 70,53100,LAPPEENRANTA,Lappeenranta,4Fellows Oy,19.10.2016,
0802689-7,1030600,Saija,Saijantie 8,93400,TAIVALKOSKI,Taivalkoski,Saija Oy,27.11.1992,
0712252-9,1777051,Pompun kahvio,Koulutie 61,57710,SAVONLINNA,Savonlinna,Pomppu Oy,01.03.2018,
0144216-9,30886993,Pyymäen Aira,Hämeenkatu 14,33100,TAMPERE,Tampere,Pyymäen Leipomo Oy,03.04.2025,
3108064-8,1067593,Vaappuva Ankka olutbaari,Uomakuja 2,1600,VANTAA,Vantaa,MESTA RAVINTOLAPALVELUT OY,10.02.2020,
3346798-5,30885087,Bar mylly,Vieraskuja 4,2770,ESPOO,Espoo,Pind Oy,04.07.2024,
3312706-7,30883928,Pub Vesku 36,Vesijärvenkatu 36,15140,LAHTI,Lahti,Lahen Pääty Oy,11.03.2024,
0704866-4,1087181,Koskikahvio,Suolahdentie 657,41370,KUUSA,Laukaa,Koskikahvio Ky Juhani Hänninen,29.10.1997,
2879132-6,1064676,Kotipizza Hämeenkyrö,Härkikuja 2,39100,HÄMEENKYRÖ,Hämeenkyrö,Heidu Oy,01.05.2019,
0953293-5,30883625,Tunneli,Puistokatu 4,38200,SASTAMALA,Sastamala,Tyrvään Leipä Oy,12.01.2024,
0152797-1,30884459,Ruovesi Camping,Haapasaarentie 5,34600,RUOVESI,Ruovesi,Ruoveden Haapasaaren Kiinteistö Oy,17.05.2024,
2370168-6,1064578,Karaoke Bar Jolene,Antinkatu 21 a,28100,PORI,Pori,Tulikuuma Kumpu Oy,29.04.2019,
2473352-4,1072937,K-supermarket Hansa,Friitalantie 18,28400,ULVILA,Ulvila,Tmi A. Fonsén,02.01.2022,
0212329-0,30882200,Radisson RED Helsinki,Vuorikatu 24,100,HELSINKI,Helsinki,Sokotel Oy,01.07.2023,
3109635-9,30067646,Fredrik,Linnankatu 18,20100,TURKU,Turku,Restorator oy,20.04.2020,
2473402-5,30884786,Herkkukauppa Karoliina,Kustavintie 19,23310,TAIVASSALO,Taivassalo,"Vehmaan Fun House Food, avoin yhtiö",01.06.2024,
0929356-7,1082988,Treffipub,Hiihtomäentie 14,810,HELSINKI,Helsinki,Helsingin Treffipaikka Oy,25.04.1996,
1212861-8,1075124,m/s Vikla III,Sapokanlahti,48100,KOTKA,Kotka,Tmi Meriset Itäisen Suomenlahden Risteilyt,01.05.2004,
3109718-3,1067553,Pancho Villa Nokia,Pirkkalaistori 1-3,37100,NOKIA,Nokia,Midamex Oy,21.02.2020,
3451073-8,30885741,Musta Kissa,Suonionkatu 1,530,HELSINKI,Helsinki,Cracken Oy,30.09.2024,
2305490-9,1034329,Kannel-Krouvi,Sitrakuja 4,420,HELSINKI,Helsinki,Naveri Oy,01.04.2010,
0165735-4,30056713,Kirjokiven Kartano,Rudolf Elvingintie 109,47900,VUOHIJÄRVI,Kouvola,Woikoski Holding Oy,01.06.2018,
3139588-5,30068727,Villa Haikari,Haikarinkatu 19,8100,LOHJA,Lohja,Ulla Härmä OY,30.04.2021,
3149429-3,1069316,Metro Bar,Iivisniemenkatu 3,2260,ESPOO,Espoo,Malek Raju,01.09.2020,
2629411-5,1069156,Minimani Buffet & Bistro,Lampelankatu 3,96320,ROVANIEMI,Rovaniemi,Kamiri Oy,26.08.2020,
2616495-1,1047334,Hiidenlinna,Hiidenharjuntie 61,31470,SOMERNIEMI,Somero,Hiidenlinna Oy,01.03.2018,
1509304-3,1046094,Airport Hotel Oulu,Vihiluoto 10,90440,KEMPELE,Kempele,Hotelli Kultasirkku Oy,23.07.1999,
3300536-9,1075284,Jonel Thai,Vapaudenkatu 15,15140,LAHTI,Lahti,JMNEN oy,01.09.2022,
2112598-8,1067496,Dylan Corner,Kuortaneenkatu 2,510,HELSINKI,Helsinki,Toothpicks and Honey Oy,01.02.2020,
3481413-3,30886415,Talvipuutarha Sommer,Lapinniemenranta 6,33180,TAMPERE,Tampere,Talvipuutarha Sommer Oy,01.02.2025,
1896229-1,1065450,Ravintola Klubi,Eteläranta 10,28100,PORI,Pori,Fresco Ravintolat Oy,01.08.2019,
2704430-2,30887226,Tipsy Captain,Satamakatu 7,15140,LAHTI,Lahti,Pelicans Ravintolat Oy,16.04.2025,
2467367-2,30886508,Marine Cafe,Kompintie 7,26100,RAUMA,Rauma,Satakunnan Romu ja Kuljetus Oy,20.09.2025,
2623428-6,1060101,Hotel Hyppeis Värdshus,Hyppeisvägen 540,21760,HOUTSKARI,Parainen,Hagarell Invest Oy,04.04.2018,
0983008-6,1001833,Oulun Jäähallin kahvila-ravintola,Teuvo Pakkalankatu 11,90130,OULU,Oulu,Oulun Kärpät Oy,14.09.2000,
3003799-8,1070242,Groovetown Jack Bar & Billiard,Iso Roobertinkatu 4,120,HELSINKI,Helsinki,Town River Oy,01.04.2021,
3020165-5,1068095,Storklobb,Storklobb,22710,FÖGLÖ,Föglö,Storklobb Ab,01.11.2021,
0190557-3,1871792,Kahvila Messi,Närhitie 2,84100,YLIVIESKA,Ylivieska,Ylivieskan kaupunki,01.03.2018,
2051861-6,30883631,Pyynikin Smokehouse,Suupantie 6,33960,PIRKKALA,Pirkkala,Pyyrest Oy,29.01.2024,
2438801-1,30886458,Ravintola Olkihattu,Kuusikatu 1,37120,NOKIA,Nokia,33-ravintolat Oy,02.02.2025,
2475909-7,1073525,Kuparitalon Vohvelikahvila,Tuomiokirkonkatu 34,33100,TAMPERE,Tampere,Kuparitalon Vohvelikahvila Oy,01.04.2022,
0176977-8,1030597,Kukonhiekan Huvikeskus,Kukonhiekka,43100,SAARIJÄRVI,Saarijärvi,Saarijärven Pullistus ry,12.10.1995,
0140964-1,1049464,Hiivari,Käsityöläiskatu 5,20100,TURKU,Turku,Tiitta Oy,19.02.2015,
3268602-7,1075497,Shell Napapiiri,Sodankyläntie 715,96930,NAPAPIIRI ROVANIEMI,Rovaniemi,Lapin Asemat Oy,26.10.2022,
3022252-8,30883147,Finca Las Ventanas,Kanavakatu 3,160,HELSINKI,Helsinki,Finca Las Ventanas Oy,16.10.2023,
2782987-1,1068038,Fäboda Kaffestuga Kahvitupa,Lilsandsvägen 263,68620,PIETARSAARI,Pietarsaari,Trisamt Ab Oy,02.04.2020,
0915416-1,1076638,"Restaurang Bystrand, Kirjais",Kirjaisvägen 579,21650,LILLANDET,Parainen,Sjörövarnästet Ab,07.03.2023,
2651897-5,1076683,Elma,Virastokatu 1,55120,IMATRA,Imatra,LKPK Elma Oy,01.04.2023,
2916903-7,1076246,Beerhouse Opaali,Kansikatu 1,33100,TAMPERE,Tampere,H5 Ravintolat Oy,04.01.2023,
1029932-5,30888264,Hotelli Sammatti,Werlanderintie 170,9220,SAMMATTI,Lohja,Simeros Oy,12.07.2025,
3308221-7,30884737,Hännilänsalmi Camping,Naurismaantie 80,44500,VIITASAARI,Viitasaari,Oy Helander Services Ab,31.05.2024,
2818570-5,5058229,Petiscaria,Lönnrotinkatu 34,180,HELSINKI,Helsinki,Honeyhill Restaurants Oy,11.08.2019,09.08.2026
2915767-7,1061466,Idris Ahmedpoor,Hämeen Härkätie 709 A,21450,TARVASJOKI,Lieto,Tmi ldris Ahmedpoor,20.06.2018,
0658353-4,1069868,Startti Pub,Ensontie 33,55610,IMATRA,Imatra,Restel Ravintolat Oy,03.01.1976,
2681844-1,30884078,Offline Alley,Kauppapuistikko 10 L 37,65100,VAASA,Vaasa,Littlepub Oy,01.04.2024,
3472698-5,30887382,Bekaurin Makuaarre,Virastotie 3,56100,RUOKOLAHTI,Ruokolahti,Bekaurin Makuaarre,29.04.2025,
1315703-1,1076019,Quattro Pizzeria,Kyröntie 24,21800,KYRÖ,Pöytyä,Pizzeria-Kebab Kimito,14.12.2022,
1606908-8,30075831,Bodom Bar,Merituulentie 35,2200,ESPOO,Espoo,Nosturi Lights Oy,08.11.2022,
0822551-1,1072955,Lost in Lounge Levi,Postintie 3b,99130,SIRKKA,Kittilä,Lost in Lapland Oy,08.12.2021,
0206333-9,30068948,Nuorisokeskus Marttinen,Herrasentie 16,34800,VIRRAT,Virrat,Virtain kaupunki,01.06.2022,
3117315-8,30887844,Suomusjärven Meijeri,Meijeritie 2,25410,SUOMUSJÄRVI,Salo,Partist Oy,04.06.2025,
3501045-2,30886569,Ravintola Mäkikupla,Torkkelinkatu 2 B ,500,HELSINKI,Helsinki,Partap Oy,03.02.2025,
2910392-7,30060959,Cafe Laituri,Voiponlahdentie 37,21195,VELKUA,Naantali,Saariston Lomapalvelut Oy,10.06.2018,
2890992-9,30881474,Tallicafe Oy,Kartanontie 6,12400,TERVAKOSKI,Janakkala,Spiraaliperuna Oy,11.05.2023,
0140379-2,1056181,Ravintola Teini/Gastropub Löytö,Uudenmaankatu 1,20500,TURKU,Turku,Ravantit Oy,15.04.2017,
2094724-2,1025207,Tyykibaari,Rajakatu 1,30420,FORSSA,Forssa,Tyykibaari,01.04.2007,
3504766-9,30887136,Rock Pub,Huovinkatu 2,29200,HARJAVALTA,Harjavalta,Salamä Ravintolat Oy,09.04.2025,
0942418-4,1044903,Hotelli Pyhäsalmi,Ollintie 19,86800,PYHÄSALMI,Pyhäjärvi,Hotelli-Ravintola Pyhäsalmi Oy,25.05.1987,
1721277-1,1014404,Sport Café,Vanha Rantatie 8,2400,KIRKKONUMMI,Kirkkonummi,Community Centre Service Oy,06.09.2002,
2575156-4,30886407,R-kioski Vantaa Lentoasema P15 Schengen,Lentoasema P15 Schengen tila 2407,1530,VANTAA,Vantaa,1016 Matti A. Muikku Oy,15.01.2025,
2076976-5,1040335,GLO Sello,Leppävaarankatu 1,2600,ESPOO,Espoo,GLO Hotellit Oy,01.01.2012,
0116857-7,1016528,Suomenlinnan kesäteatteri,Suomenlinna B 47,190,HELSINKI,Helsinki,Ryhmäteatterin kannatus ry,21.05.2018,
3301099-3,30886340,Bunker ,Portaninkatu 2 ,530,HELSINKI,Helsinki,KAITESI Oy,10.12.2024,
3505807-7,30888818,100MA Vouti,Kaarlelankatu 43,67100,KOKKOLA,Kokkola,Social Group Oy,01.10.2025,
3152852-9,30888613,Mantelin Tähti,Mantelikuja 1,1710,VANTAA,Vantaa,Tasneem & Tasfia Oy,01.09.2025,31.08.2026
2531704-7,1043584,Ravintola Toripolliisi,Rantakatu 6,90100,OULU,Oulu,Kööki Co. Oy,01.03.2013,
2498876-2,1060504,Vehoniemen Alamaja,Alamajantie 90,36570,KAIVANTO,Kangasala,Kahvila-Ravintola Kulissi Oy,28.04.2018,
3517550-5,30887649,Pretty Boy Ainoa,Länsituuli 5,2100,ESPOO,Espoo,CARDAMOM OY,31.05.2025,
2645396-4,30067256,Kotipizza Ideapark Oulu,Ritaharjuntie 49,90540,OULU,Oulu,Oulun Herkutteluhetki Oy,16.12.2019,
3497797-9,30886738,Asema Ravintola,Mannerheiminkatu 15,15100,LAHTI,Lahti,lahenasema oy,01.03.2025,
3447518-6,30885589,HUONE Kluuvi,Kluuvikatu 7,100,HELSINKI,Helsinki,HUONE Kluuvi Oy,27.08.2025,26.08.2026
2641435-9,1048752,Alfons Pizza,Laivurinkatu 37,150,HELSINKI,Helsinki,Laivurinpizza Oy,04.12.2014,
2392582-3,30040944,Sinne-Fabriken,Läntinen Aleksanterinkatu 1,6100,PORVOO,Porvoo,Nordic Ravintolat Oy,13.05.2020,
3511133-3,30887472,Naantali Camping,Kopenkatu 20,21100,NAANTALI,Naantali,Lomalle Oy,07.05.2025,
0906333-1,30066599,Ravintola ValimoPark,Valimotie 16,380,HELSINKI,Helsinki,ISS Palvelut Oy,30.09.2019,
0187711-1,1024560,Opetusravintola,Teuvo Pakkalan katu 15,90130,OULU,Oulu,Marttayhdistysten liitto ry,27.11.2006,
2426356-9,1055519,Ravintola Rukan Kuksa,Rukatunturintie 12,93830,RUKATUNTURI,Kuusamo,LSJ Group Oy,01.12.2016,
3266855-8,30888251,Bistro Sofiana Restaurant & Bar,Satamakatu 1 A,49400,HAMINA,Hamina,Blend Zardasht,01.08.2025,
2202245-4,1034341,Tullibaari,Itsenäisyydenkatu 44,28100,PORI,Pori,Friirest Oy,01.04.2010,
3020454-9,1067001,Goose Pastabar,Eerikinkatu 44,180,HELSINKI,Helsinki,Original Goose OY,19.11.2019,
2159027-3,30031959,Ravintola Hjalmar's,Kauppamiehentie 1,21710,KORPPOO,Parainen,Korpo Skärgårdshotell Ab Korppoon Saaristohotelli Ab,06.06.2018,
3005164-2,1066496,Mother India,Ajomiehentie 1,390,HELSINKI,Helsinki,Gold Sunrise Oy,03.10.2019,28.02.2026
2692973-1,1055359,Northern Lights Village Saariselkä,Rovaniementie 3222E,99830,SAARISELKÄ,Inari,Wilderness Safaris Saariselkä Oy,01.12.2016,
1994125-7,30882318,Myllyranta,Laitilantie 718,27500,KAUTTUA,Eura,Cafeija Oy,30.06.2023,
1885186-6,1071649,Kesanto,Sopenkorvenkatu 9,15800,LAHTI,Lahti,Kesantolainen,23.07.2021,
3536782-2,30888490,AC Oulu Basketin ottelut / Ouluhalli,Ouluhallintie 20,90130,OULU,Oulu,AC Oulu Basket Oy,15.09.2025,30.04.2026
2819178-5,1063044,Kahvila ja viinibaari Etna,Monolantie 101,54330,SIMOLA,Lappeenranta,Kotijärven ranta Oy,01.11.2018,
1114570-7,1025742,Koivulahden Rapukartano,Koivuseläntie 122,35700,VILPPULA,Mänttä-Vilppula,Heinonen Pasi Kalevi,14.05.2007,
2989064-1,1064404,Tullmagasinet,Andrasjövägen 328,66900,UUSIKAARLEPYY,Uusikaarlepyy,Joel Lindvall Service,20.04.2019,
3155902-6,30884802,Pähkinä Bar,Lammaslammentie 7,1710,VANTAA,Vantaa,JD Singh Oy,01.06.2024,
1952494-7,30052320,Wäinö Lohja,Keskusaukio,8100,LOHJA,Lohja,NoHo Partners Oyj,20.03.2018,
3319284-6,30889439,Ravintola Pomo D´or,Hietalahdenranta 11,180,HELSINKI,Helsinki,Don Matteo Oy,01.02.2026,
2643378-7,1060627,Kulttuuritalo Päiväkoti,Haapalantie 4,90480,HAILUOTO,Hailuoto,Lördag Oy,18.06.2018,
1100943-0,30887734,Satama bar & bistro,Hitsaajankatu 22,810,HELSINKI,Helsinki,Sainifarm Oy,01.08.2025,
2065538-9,1025267,Siipiravintola Turku,Puistokatu 5,20100,TURKU,Turku,Muurahaiskarhu Oy,12.04.2007,
3387768-5,30888796,Greasy Spoon Grill & Chill,Ajurinkatu 16,70110,KUOPIO,Kuopio,Rapsakat Ravintolat Oy,01.10.2025,
0494346-0,30064696,Fondis Golf restaurant,Golfkentäntie 61,65370,VAASA,Vaasa,Oy Fondis Ab,24.05.2019,
0597330-3,1271428,Perniön Auto Smolander kahvila,Perniöntie 1892,25500,PERNIÖ,Salo,"Perniön Auto, Smolander Oy",01.03.2018,
3428212-2,30887014,Inari Camping,Inarintie 42,99870,INARI,Inari,Inari Campfire Oy,01.05.2025,
0201177-4,30883622,Pataässä Turku,Eerikinkatu 6 b,20100,TURKU,Turku,Formia-Future Oy,17.01.2024,
2370168-6,30884439,Hemingways's Hietalahti,Hietalahdenranta 11,180,HELSINKI,Helsinki,Tulikuuma Kumpu Oy,03.05.2024,
3379267-3,30883087,Ravintola Siltalyhty,Siltapuistokatu 1,28100,PORI,Pori,Ravintola Siltalyhty Oy,01.11.2023,
2120422-1,30882699,Myllytär,Merikatu 3 ja Gutzeitintie 14,48100,KOTKA,Kotka,Kaakonkulman Kulttuurimylly ry,01.09.2023,
2758211-9,1053830,Pub Wanha Seppä,Opiskelijankatu 1,33720,TAMPERE,Tampere,Hassut Tapahtumat Oy,01.07.2016,
2813527-3,30888863,Ravintola Talonpöytä Cafe & Pinseria Ruka,Rukatunturintie 9,93830,RUKATUNTURI,Kuusamo,Kuusamon Talonpöytä Oy,17.11.2025,
1536163-4,1074895,Haaviston seuratalo,Kuninkaantie 845,47450,PERHENIEMI,Iitti,Perheniemen Kyläyhdistys r.y. ,01.07.2022,
0762343-8,30885186,Viskikellari,Vanha Talvitie 16 R21,580,HELSINKI,Helsinki,Casa Ravintolat Oy,01.07.2024,
3562827-9,30888936,Forssan Tähti Oy,Kauppakatu 17,30100,FORSSA,Forssa,Forssan Tähti Oy,28.10.2025,27.10.2026
2952912-7,1063415,Ravintola Kuurna ja viinibaari Klaava,Meritullinkatu 6,170,HELSINKI,Helsinki,Hansens Safka Oy,23.12.2018,
2011937-5,30886098,Mettäbaari,Hirvaspirtti 2,99830,SAARISELKÄ,Inari,Aikamatkat Oy,18.11.2024,
0398870-4,1058139,Bar Valepa,Ratakatu 5,38210,SASTAMALA,Sastamala,VaLePa ry,20.09.2019,
3318590-2,1076379,Bar Petiit,Suvannontie 17,510,HELSINKI,Helsinki,Tiit Ravintolat Oy,27.01.2023,
2378179-4,1054535,Johan & Nyström,Kanavaranta 7 C,160,HELSINKI,Helsinki,Johan & Nyström OY,01.07.2019,
3201442-3,1070929,Ravintola Hook Salo,Helsingintie 8,24100,SALO,Salo,Ravintola Salon Tähkänkulma Oy,07.05.2021,
2372155-6,1037510,"Stockmannin ravintolat,",Pohjoisesplanadi 41,100,HELSINKI,Helsinki,Fazer Ravintolat Oy,01.04.2011,
2829706-1,1057524,Ravintola Xiang Long,Koskikatu 21,96200,ROVANIEMI,Rovaniemi,Hai Xiang Oy,01.07.2017,
1466061-6,30067884,Ravintola Venka,Vengantie 58,21110,NAANTALI,Naantali,Turkuhallin Palvelu Oy,21.07.2020,
0957552-1,1028196,Rantaklubi,Teersalo,21195,VELKUA,Naantali,FSD-Group Oy,01.04.2008,
2301628-3,1033961,Kulmakioski/kahvio,Puistolantie  25,42300,JÄMSÄNKOSKI,Jämsä,Tmi Karin Kioski,01.02.2010,
0201509-7,30889177,KOM-teatteri,Paasivuorenkatu 3,530,HELSINKI,Helsinki,KOM-Teatterin Kannatus ry,12.01.2026,
2199747-9,30888789,Alpenjäger,Taunontie 14,96600,ROVANIEMI,Rovaniemi,Lapland Hotels Lappi Oy,01.10.2025,
2825089-6,1072198,Ahaan Tam Sang,Itäkatu 1-5,930,HELSINKI,Helsinki,KNC Thai Food Oy,01.08.2022,
2294425-6,30067502,Laivaravintola & Terassi Porinna,Eteläranta 4,28100,PORI,Pori,Minikai Oy,20.04.2020,
2956485-4,1075951,Black Sauna,Moottorikuja 2,90440,KEMPELE,Kempele,Black Sheep Oy,09.01.2023,
3423630-2,30889448,TROPA'S HUB,Mannerheiminkatu 9,6100,PORVOO,Porvoo,Margate Oy,26.01.2026,
3109705-2,1067943,Las Vegas,Viides linja 8,530,HELSINKI,Helsinki,Las WGS Oy,28.03.2020,
2094097-2,1054034,Waiting Bar,Hallintotie 6,92700,KESTILÄ,Siikalatva,Waiting Bar Oy,22.06.2016,
0805616-4,1053733,Siikarysä,Kalakuja 1,85100,KALAJOKI,Kalajoki,Siikarysä Oy,01.06.2016,
3299676-2,30884541,Hakaniemi Wok Wok,Siltasaarenkatu 7,530,HELSINKI,Helsinki,DingDang Oy,10.05.2024,
3126386-6,1068925,Iisalmen jäähalli,Untamonkatu 7,74100,IISALMI,Iisalmi,IPK Hockey Oy,15.08.2020,
2542902-2,1062831,El Torito Ravintola & Bar,Tammiontie 1,630,HELSINKI,Helsinki,Maunulan Herkkupizza Avoin yhtiö ,04.10.2018,
3178188-2,30070615,La Taperia,Uudenmaankatu 7,120,HELSINKI,Helsinki,La Taperia Helsinki Oy,13.04.2021,
3284890-3,30884337,Kaarihovi,Heikkurintie 2,64700,TEUVA,Teuva,Kahvila 8-pallo Oy,01.05.2024,
2748777-9,1052901,Tuplapub,Kirkkotie 1,90440,KEMPELE,Kempele,TuplaJJ Oy,21.03.2018,
0639163-9,30889427,Varuskuntaravintola Liesi,Varuskunta rak. 215,11310,RIIHIMÄKI,Riihimäki,Veljekset Häti Oy,31.01.2026,31.01.2026
