asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2651791-3,1059724,Taproom OlutMylly Forssa,Yrittäjänkaari 17,30420,FORSSA,Forssa,OlutMylly Oy,13.03.2018,
2303186-2,1042365,Rauhalahti Bowling,Kartanonkatu 11,70700,KUOPIO,Kuopio,Keilailu- ja Viihdekeskus Rauhalahti Oy,14.10.2012,
2223346-2,30030337,Rastigaisa,Utsjoentie 4,99980,UTSJOKI,Utsjoki,JPF Palvelut Oy,26.04.2018,
3088401-1,1068482,Konnichiwa,Karhumäenkatu 6,55120,IMATRA,Imatra,Hui Hong Oy,01.06.2020,
1960784-9,30019407,Olutravintola Sillansuu,Verkkosaarenkatu 1,57100,SAVONLINNA,Savonlinna,Olutravintola Sillansuu Oy,30.03.2018,
0907956-0,1006868,Jalasjoen Nuorisoseura,Murronharjuntie,31950,SADONMAA,Punkalaidun,Jalasjoen Nuorisoseura ry ,01.03.2018,
3459326-2,30888496,Galaxy time,Kalevantie 30,20520,TURKU,Turku,Itäharjun Ravintola Oy,14.08.2025,
1447914-7,1059795,Scandic Kaisaniemi,Kaisaniemenkatu 7,100,HELSINKI,Helsinki,Scandic Hotels Oy,20.03.2018,
1617185-9,30883777,VIP Kino Juhani ja Kino Juha,Pratikankuja 3,1900,NURMIJÄRVI,Nurmijärvi,Monimediatalo Mediagents Oy,12.02.2024,
2249795-1,1035015,Kulturhuset Karelia,Skillnadsgatan 11,10600,TAMMISAARI,Raasepori,Föreningen Kulturhuset Karelia i Ekenäs rf,01.03.2018,
2154411-1,30883080,Pizzeria 450°/Gelateria Nuvole ,Eerikinkatu 15,20100,TURKU,Turku,Nuvole Oy,02.10.2023,
2362621-7,30889341,Ihkun Kisabaari,Kauppatori,90100,OULU,Oulu,Tunturiviihde Oy,06.02.2026,08.02.2026
3298685-5,30888635,Hamptown Burger(Hamptown Bar & kitchen),Raatihuoneenkatu 25 ,13100,HÄMEENLINNA,Hämeenlinna,Linnan Burger Oy,13.09.2025,
2402266-9,1044942,Ravintola Salpimienta,Fleminginkatu 7 B,530,HELSINKI,Helsinki,Salpimienta Oy,02.07.2013,
0597511-4,1057577,Konditoria-Café St. Honoré,Laurinkatu 49 B,8100,LOHJA,Lohja,Konditoria St. Honore Oy,01.03.2018,
0997436-2,1011517,Ylöjärven keilahalli,Koulutie 6,33470,YLÖJÄRVI,Ylöjärvi,Art Pin Oy,01.03.2014,
0162170-6,1064734,Pub Vahti,Koskenparras 5,55100,IMATRA,Imatra,Etelä-Karjalan Osuuskauppa,25.05.1971,
2330775-0,1034882,Ravintolalaiva Barco,Eteläranta,28100,PORI,Pori,Bar&co Pori Oy,20.05.2010,
3501730-4,30886729,Kurk Golf,Kuperkeikantie 20,2550,EVITSKOG,Kirkkonummi,Golf Range Operator Finland Oy,01.03.2025,
3528844-6,30888774,Diivas Juurileipä Oy,Kauppaneuvoksenkatu 2,35800,MÄNTTÄ,Mänttä-Vilppula,Diivas juurileipä Oy,01.10.2025,
1009418-6,1273968,SF-Caravan Keski-Pohjanmaan Kioski,Ahontie 3,69440,LESTIJÄRVI,Lestijärvi,SF-Caravan Keski-Pohjanmaa ry,01.03.2018,
2154418-9,1073802,Södra Altan WHA,Wiklöf Holding Arena,22100,MARIEHAMN,Maarianhamina - Mariehamn,IFK Mariehamn Ab,23.03.2022,
3240170-6,1072608,Sysmän Matkabaari,Sysmäntie 51,19700,SYSMÄ,Sysmä,Matkabaari Oy,01.01.2022,
0162170-6,1011158,Ravintola Rosso Imatrankoski,Koskenparras 1,55100,IMATRA,Imatra,Etelä-Karjalan Osuuskauppa,25.09.2000,
3447274-3,30886936,Ravintola Damlatas,Kirkkotie 2,90830,HAUKIPUDAS,Oulu,Ravintola Damlatas Oy,01.04.2025,
0536307-0,30057150,Ravintola Puisto,"Koskipuisto, Hämeenkatu 14 a",33100,TAMPERE,Tampere,Pirkanmaan Osuuskauppa,11.11.2018,
3405710-1,30884832,Ravintola Nonla,Itäkatu 1-7,930,HELSINKI,Helsinki,HiLe Ravintolat Oy,03.06.2024,
3434367-7,30885054,Santas Little Village / Hotel Uitonniemi,Uitonniementie 2,98100,KEMIJÄRVI,Kemijärvi,Santa's Little Village Oy,18.06.2024,
2953537-5,30063484,Wanha Kupittaa,Kauppias Hammarin katu 38,20700,TURKU,Turku,Kupittaan Kapakka Oy,02.01.2019,
1567535-0,1012014,Faculty Club Biomedicum Helsinki,Hartmaninkatu 8,290,HELSINKI,Helsinki,HUS-yhtymä,20.04.2001,
2913769-2,1061447,Kyläkahvila Onni,Pyhtääntie 14,49270,PYHTÄÄ,Pyhtää,KyläKahvila Onni,13.06.2018,
2874017-4,1071998,Pizzeria Aalto,Parviaisentie 3A,40900,SÄYNÄTSALO,Jyväskylä,TehFin Oy,22.07.2021,
3169305-7,1071963,Som Tam Enjoy Thai Food,Sammalkalliontie 6 C,2210,ESPOO,Espoo,Som Tam Enjoy Thai food,01.08.2021,
2425425-9,1058173,Ravintola Flyygeli,Sairaalakatu 7,1400,VANTAA,Vantaa,Foibe Oy ,01.09.2017,
1252711-7,1053841,Vanaha Navetta,Huhmarintie 10,84100,YLIVIESKA,Ylivieska,Markku Päivärinta T:mi,01.06.2016,
0511442-9,30062007,Harriniva Oy,Harrinivantie,99300,MUONIO,Muonio,Harriniva Oy,04.07.2018,
1067445-5,1797596,m/s Koski,Matkustajasatama,70100,KUOPIO,Kuopio,Koski-Laiva Oy,11.07.1998,
2112598-8,30888795,Dylan Raspberry,Itämerentori 2,180,HELSINKI,Helsinki,Toothpicks and Honey Oy,31.10.2025,
2224112-0,1030499,Hotelli Koskenniska,Turuntie 1,30100,FORSSA,Forssa,Torento Oy,01.01.2009,
2093132-0,1025415,Stundars / Ravintola Hemmer,Stundarsintie 5,65450,SULVA,Mustasaari,Vaasa Ravintolat Oy,16.04.2007,
1106504-5,1054063,Road Cafe Yttis,Ytterkullantie 1,25870,DRAGSFJÄRD,Kemiönsaari,Fire Ice And Aero FIAA Oy,01.03.2018,
3098089-8,1067282,Ullakko,"Eerikinkatu 8, 3 krs.",20100,TURKU,Turku,Eerikin Ullakko Oy,19.12.2019,
1896229-1,1033051,Teatteriravintola Ankkuri,Alfredinkatu 2,26100,RAUMA,Rauma,Fresco Ravintolat Oy,08.09.2009,
3244830-1,1073553,El Diablito,Hovioikeudenpuistikko 19,65100,VAASA,Vaasa,Oy Restorm Ab,25.03.2022,
1771143-1,30042321,Olutsalonki Black Door,Iso Roobertinkatu 1,120,HELSINKI,Helsinki,Momentin Restaurants Oy,21.03.2018,
2292036-9,30887800,Bon Marin,Konikarvontie 204,85180,RAHJA,Kalajoki,Blue Sea and Sky Oy,02.06.2025,
2849611-6,1062148,Cafe & Bar Lemon,Kauppalantie 22,320,HELSINKI,Helsinki,MR-ravintolat Oy,01.08.2018,
3427044-7,30884115,Mono sushi,Hämeentie 58-60,500,HELSINKI,Helsinki,Dan My Oy,04.04.2024,
3177726-9,1070494,Hannele's Bar & Bistro,Mäentakusenkatu 1,33580,TAMPERE,Tampere,Hannele's Bar & Bistro Oy,30.03.2021,
3002166-2,30884637,Ninan keittiö Ravintola Akseli ,Ilmalankuja 3,240,HELSINKI,Helsinki,Koutafood Oy,17.06.2024,15.06.2026
2012865-0,1027395,Motelli Tervakuksa,Tervola,95300,TERVOLA,Tervola,Tervakuksa Oy,01.03.2018,
2259509-2,1055431,On The Rocks,Fleminginkatu 26-28,510,HELSINKI,Helsinki,"On The Rocks, Helsinki Oy",30.12.2016,
2676277-5,30056924,Sarfvik Beach Club,Siltaranta 8,2390,SARVVIK,Kirkkonummi,JVdeal OY,03.04.2020,
2518738-5,30045720,Woolshed Bar & Kitchen,Töölönlahdenkatu 3,100,HELSINKI,Helsinki,Koala Bar Oy,23.04.2018,
1881951-6,1055069,Restaurang Nautical,Hamngatan 2,22100,MARIEHAMN,Maarianhamina - Mariehamn,Restaurang Nautical Ab,09.03.2004,
2583011-5,1047398,Pancho Villa Oulu,Kauppurienkatu 6-8,90100,OULU,Oulu,LiljaB Oy,10.06.2014,
1021564-6,30048437,Kokous- ja kylpylähotelli Kasnäs,Kasnäsvägen 1294,25930,KASNÄS,Kemiönsaari,Ab Kasnäsudden Oy,06.06.2018,
3548761-3,30889376,Burger Compan Hernesaari,Hernesaarenkatu 17,150,HELSINKI,Helsinki,Hamburg Haus Oy,17.01.2026,
2227993-8,1039956,Ravintola-Pizzeria Manu,Ollinkalliontie 3,92100,RAAHE,Raahe,Manu Grilli-Pizza-Kebap,01.03.2018,
2921762-5,1062238,Ravintola Resunga,Seurantie 1,1800,KLAUKKALA,Nurmijärvi,Beni Ravintolat Oy,21.08.2018,
3330209-9,30887971,Ravintola - kahvila Thure,Raatihuoneenkatu 24,75500,NURMES,Nurmes,Ravintola - kahvila Thure,14.07.2025,
2321674-4,1034602,Bar Milja,Karjalantie 25,53300,LAPPEENRANTA,Lappeenranta,Tumppi Oy,30.03.2010,
2884189-9,30883920,Karkelon Tähti,Konalantie 2,370,HELSINKI,Helsinki,Sakina Tayaba Oy,01.04.2024,07.04.2026
0225959-3,1776754,Risulahden Tanssilava,Saarentie 94,54530,LUUMÄKI,Luumäki,Luumäen Pojat r.y.,01.03.2018,
3206925-6,1072398,Kouvot Basket Pub,Huovihongantie 5,45200,KOUVOLA,Kouvola,Kouvot Basket Oy,02.10.2021,
2245981-6,30882098,Roast rouhea ravintola,Tammelan puistokatu 34,33100,TAMPERE,Tampere,Priima-Ravintolat Oy,01.07.2023,
0926233-0,1004019,Kahvila Myllypub,Kalliontie 17,85500,NIVALA,Nivala,Kahvila Myllypub Oy,18.06.1998,
2709251-5,30881296,Finlayson Meetings,Satakunnankatu 18 A,33210,TAMPERE,Tampere,Innovation Home Oy,02.05.2023,
2952993-6,1063948,Ravintola Ranta-Aitta,Jokikatu 8,6100,PORVOO,Porvoo,Oy Borgå Smakboden Ab,05.04.2019,
3201853-9,1073351,Hogo Huone,"Viides linja 7, LT 62",530,HELSINKI,Helsinki,Hogo Hammer Oy,15.03.2022,
2945357-2,1063547,Ravintola Konnichiwa,Otaniementie 12,2150,ESPOO,Espoo,Vicky Hui Oy,01.02.2019,
2802946-2,1056031,FAF,Bankgatan 6,66900,UUSIKAARLEPYY,Uusikaarlepyy,Indican invest Ab,01.03.2017,
3423049-6,30883946,Ravintola Napoli,Puutarhakatu 20 ,20100,TURKU,Turku,Kielo & kumpp. Oy,25.03.2024,
2370168-6,30886730,Jolene Happy Bar Vaasa,Hovioikeudenpuistikko 13,65100,VAASA,Vaasa,Tulikuuma Kumpu Oy,26.02.2025,
2033270-7,1071921,Bistro Kirkkopuisto,Kauppakatu 16A,40100,JYVÄSKYLÄ,Jyväskylä,Yöpuu Yhtiö Oy,13.08.2021,
0192936-4,1069774,Sallan Keilahallin kahvio,Teollisuustie 4,98900,SALLA,Salla,Sallan kunta,01.12.2020,
2899464-1,30061252,KasiTori,Untamontie 62,23800,LAITILA,Laitila,KasiTori Oy,22.05.2018,
3184661-5,30070421,Saariston Puoti,Saaristontie 25,83160,TUTJUNNIEMI,Liperi,Ämmykkä Oy,15.04.2021,
0658353-4,1087629,Veikkaus Arena / Restel Ravintolat Oy,Areenakuja 1,240,HELSINKI,Helsinki,Restel Ravintolat Oy,10.04.1997,
0963587-0,1069781,Kammi,Muoniontie 955,99130,SIRKKA,Kittilä,Polar Lights Tours Oy,01.12.2020,
3458246-7,30885494,Feng Wei,Ostostie 4,940,HELSINKI,Helsinki,Chao Hong Oy,12.08.2024,
0967717-3,1013660,Arena Center Myllypuro,Alakiventie 2,920,HELSINKI,Helsinki,Arena Center Oy,08.10.2002,
2471456-9,30070727,Kärppälän maneesin kahvio,Kärppälänraitti 112,38220,SASTAMALA,Sastamala,Partnos Oy,30.04.2021,
0545300-9,1771678,Neste kahvila Otava,Hirvensalmentie 2,50670,OTAVA,Mikkeli,Otavan Autohuolto Ky,01.03.2018,
3233807-3,1072495,Villa Royal,Kortejärventie 200,38470,SASTAMALA,Sastamala,Villeria Oy,15.10.2021,
0568724-3,1777149,St 1-aseman kahvila Rantakylä,Rantakyläntie 2,50600,MIKKELI,Mikkeli,Oy Oilkase Ab,01.03.2018,
3212507-8,30071660,Kotipizza Töölönkatu,Töölönkatu 27,260,HELSINKI,Helsinki,Black Pizza Oy,22.06.2021,
2901083-5,1063707,Säästökulman Baari,Kauppatie 48,29900,MERIKARVIA,Merikarvia,Merikarvian Säästökulma Oy,08.02.2019,
0227033-8,30886701,Tuoppi-Kellari,Kauppakatu 15,74100,IISALMI,Iisalmi,Tuoppi-Kellari Oy,27.02.2025,
1092757-1,1871327,Kokkolan Keilakahvio,Kaarlelankatu 55,67100,KOKKOLA,Kokkola,Keilatrio Oy,01.03.2018,
1665103-5,1068800,Café Conrad,Muhostie 88,91800,TYRNÄVÄ,Tyrnävä,Galleria Conrad,30.06.2020,
3590236-2,30889463,LaMero Restaurant,Malminkaari 13-15,700,HELSINKI,Helsinki,Alberto Food Oy,26.02.2026,
0842478-0,30033023,Tundrea,Kilpisjärventie 14188,99490,KILPISJÄRVI,Enontekiö,Kilpisjärven Loma Oy,01.04.2018,
3120431-3,30068075,Sofia Ravintola,Aleksanterinkatu 28,170,HELSINKI,Helsinki,Helsinki Group Oy,08.12.2020,
2060554-1,1032092,Kolkonlahden Kesäkahvio,Altaanmaantie 327,51940,HÄRKÄLÄ,Juva,Anja Hietaneva,01.03.2018,
3211203-1,1074832,Meijerin Maitobaari,Sysmäntie 16,19700,SYSMÄ,Sysmä,Sysmän Meijerinranta Oy,01.07.2022,
2798588-2,1061169,Taalintehdas ST1,Rantatie 1,25900,TAALINTEHDAS,Kemiönsaari,Saaristo Yhtiöt Oy,06.05.2019,
2370168-6,1057832,Letkunpuiston Helmi,Uusikatu 23,90100,OULU,Oulu,Tulikuuma Kumpu Oy,21.07.2017,
1475873-6,1044262,Restaurang Pommern,Norragatan 8-10,22100,MARIEHAMN,Maarianhamina - Mariehamn,Åland Hotel Group ÅHG Ab,29.04.2013,
1087979-2,1056604,Cafe & Grill Paseo,Itälahdenkatu 1 A,210,HELSINKI,Helsinki,Raksa Catering Oy,03.05.2017,
1100440-2,1040519,Koko Teatteri,Hämeentie 3,530,HELSINKI,Helsinki,KokoTeatteri-yhdistys ry,03.02.2012,
2027847-2,1023838,Ravintola Teerenpesä,Saariseläntie  5,99830,SAARISELKÄ,Inari,Ravintola Teerenpesä Oy,01.09.2006,
0960702-8,1063282,Rieskapaikka,Nelostie 3312,95355,KOIVU,Tervola,Rieskapaikka Oy,08.03.2002,
2950033-2,30884799,Hokkaido Sushi,Vantaaportinkatu 7,1510,VANTAA,Vantaa,Hokkaido sushibuffet Oy,28.06.2024,
3439207-3,30884655,Ravintola Havanna,Lappeentie 12,55100,IMATRA,Imatra,Fin Helsink Oy,21.05.2024,
0658353-4,1052895,Rax Ideapark Oulu,Ritaharjuntie 49,90540,OULU,Oulu,Restel Ravintolat Oy,01.03.2018,
3229934-2,30072590,Pub Old Mates Tampere,Sumeliuksenkatu 18,33100,TAMPERE,Tampere,Vanhat Toverit Oy,15.04.2022,31.01.2026
2247004-6,1056769,Aura,Hevoskarintie 23,20100,TURKU,Turku,Rederi Ab Fakir,27.06.2017,
3330376-1,30882350,El Hose,Simppoonkatu 1,33230,TAMPERE,Tampere,Greenfest Oy,03.07.2023,
2439278-2,1040263,"1H+Keittiö, Ett rum och kök",Hovrättsesplanaden 13 A,65100,VAASA,Vaasa,Oy Fremast Ab,15.12.2011,
3582954-8,30889472,Ravintola Selen,Kirkkotie 6 LH 2,27100,EURAJOKI,Eurajoki,Pizzeria-ravintola Selen Oy,30.01.2026,
3251591-4,30889368,Lounaskahvila Omeletti,Suomalaistentie 2,2270,ESPOO,Espoo,Vanhan Liiton Omeletti Oy,14.01.2026,
2097784-7,1045311,Vianor Curlingcenter,Käringsundsvägen 85,22270,ECKERÖ,Eckerö,Ålands Curling AB,01.11.2021,
2012102-9,1046664,Ravintola Purebite,Hantanpään valtatie 4,33100,TAMPERE,Tampere,Purebite Oy,07.04.2014,
1802985-6,1065256,@EVA,Kauppiaskatu 4,21600,PARAINEN,Parainen,Matmalmen Ab Oy,01.07.2019,
3349525-7,30885261,Kyläbaari,Eriksnäsintie 11,1150,SÖDERKULLA,Sipoo,Armandos Oy,04.07.2024,
3234570-8,1072447,Liekorannan Kievari,Asemakatu 34,38210,SASTAMALA,Sastamala,Kievarin Herkku Oy,25.10.2021,
2031380-5,1022590,Haapaniemen Matkailu Oy,Haapaniementie 165,74150,IISALMI,Iisalmi,Haapaniemen Matkailu Oy,21.04.2006,
0822757-6,1055565,Kantakrouvi,Uusikatu 23,90100,OULU,Oulu,Service Restaurants Oy Oulu,16.04.1998,
2231152-0,1056627,Pizzeria Sirena,Livornonkatu 8,220,HELSINKI,Helsinki,FLORI,01.03.2018,
0212329-0,1069280,Original Sokos Hotel Presidentti,Eteläinen Rautatiekatu 4,100,HELSINKI,Helsinki,Sokotel Oy,01.01.2005,
1801682-8,1066291,Lunchrestaurang Tallen,Mannerheimvägen 97,280,HELSINKI,Helsinki,Folkhälsan Välfärd Ab,01.09.2019,
2109303-1,1044365,Camping Tornio,Matkailijantie 9,95420,TORNIO,Tornio,LeiKon Lahti Oy,01.03.2018,
2191625-3,1028691,Cafe' Fontana,Aurakatu 1,20100,TURKU,Turku,Restacafe Trading Oy,16.06.2008,
2534055-4,1047855,Ulappasilta Pub,Tyynylaavankuja 3 D,980,HELSINKI,Helsinki,PASILAN CAFÉ OY,01.07.2014,
1068186-6,1076970,Elämyspuisto GoPark,Kangassaarentie 14,37800,AKAA,Akaa,Viasetti Oy,01.05.2023,
2990696-5,30064859,Rantamakasiini,Paltteentie 13,21160,MERIMASKU,Naantali,Rantamakasiini Oy,24.05.2019,
1874376-9,1070058,Pub Stallhagen,Getavägen 196,22410,GODBY,Finström,Stallhagen Ab,21.12.2020,
1837957-3,1009347,Sailor's,Laivalahdenkaari 29,810,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,01.01.2004,
0144879-8,30885523,M/S Skiftet Café,Långnäsvägen,22630,LUMPARLAND,Lumparland,Ålands Skärgårdsrederi Ab,01.08.2024,
3238760-9,30888985,The Grand / Goldfish Cocktailbar,Korkeavuorenkatu 21 ,130,HELSINKI,Helsinki,SW-Restaurants Oy,04.11.2025,03.11.2026
2818335-5,30885951,Ravintola Patarouva,Pispalan valtatie 120,33270,TAMPERE,Tampere,Calos Oy,17.10.2024,
3015167-8,30881374,Kirsikkapuisto,Veteraanitie 2,4600,MÄNTSÄLÄ,Mäntsälä,Mäntsälän Autolasi Oy,25.05.2023,
2206698-3,1038463,Cafe Hellman,Friitalantie 11,28400,ULVILA,Ulvila,Porin Pitokokit Oy,15.06.2011,
0535917-8,1050792,Kosmos,Kalevankatu 3,100,HELSINKI,Helsinki,Ravintola Kosmos Oy,01.01.1960,
3571704-4,30889269,Gyoza King Kluuvi,Aleksanterinkatu 9,100,HELSINKI,Helsinki,Gyoza Story Oy,15.12.2025,
2296535-6,1056323,Ravintola Reeti,Rantatie 2,19950,LUHANKA,Luhanka,Luhangan Kyläkauppa Oy,01.05.2017,
2917098-6,30888868,Hua Du Ruoholahti,Itämerentori 2,180,HELSINKI,Helsinki,Can Ning Oy,01.11.2025,
0961890-7,1063713,Svenska Klubben,Maurinkatu 6,170,HELSINKI,Helsinki,Oy Theron Catering Ab,01.02.2019,
3008326-5,1068641,Taitotalon Kongressikeskus,Valimotie 8 C,380,HELSINKI,Helsinki,AEL-Amiedu Oy,01.07.2020,
3442185-8,30884716,upahaar Nepalilainen Ravintola,Laurinkatu 51 b,8100,LOHJA,Lohja,TASTE OF NEPAL OY,01.06.2024,
3501730-4,30886711,GolfStar Range Leppävaara,Säterinpuistotie 1,2600,ESPOO,Espoo,Golf Range Operator Finland Oy,01.03.2025,
3164833-6,1070365,Bowling Corner & Billiard,Ojakkalantie 2,1900,NURMIJÄRVI,Nurmijärvi,Bowling Corner Oy,26.03.2021,
1003239-9,1009595,ET-PO:N TUPA,Ainiovaara,95600,YLITORNIO,Ylitornio,Etelä-Portimo -72 ry,01.03.2018,
2912024-1,1061871,Rabbit Hole,Ragnar Granitin aukio,11100,RIIHIMÄKI,Riihimäki,Chill Ravintolat Oy,12.07.2018,
3395640-4,30884777,Lovisa Kafferosteri ,Aleksanterinkatu 8,7900,LOVIISA,Loviisa,Ab Kaffe och konsultering Oy,30.05.2024,
3109805-5,1076391,Restaurang Ädelbragd,Slagfältsvägen 130,66800,ORAVAINEN,Vöyri,Mat med Historia Ab,13.01.2023,
2423215-6,1049629,Metsästys ja Karting Paratiisi Oy,Tuomikatu 23,53850,LAPPEENRANTA,Lappeenranta,Metsästys ja Karting Paratiisi Oy,01.03.2018,
0282524-1,1069922,Ravintola Metsämäki,Vanha Tampereentie 235,20380,TURKU,Turku,Turun Hippos ry,01.01.1998,
3365301-6,30882198,Lagos Sport Bar,Humikkalanrinne 1,940,HELSINKI,Helsinki,Lagos Sport Bar Oy,21.06.2023,
2323133-8,30884986,Kujalan Outdoor / Kotaravintola,Tukkitie ,90480,HAILUOTO,Hailuoto,Kujalan Herkku Oy,17.06.2024,
3380455-8,30885042,Thai Noodle,Pursimiehenkatu 12,150,HELSINKI,Helsinki,SoongNakhorn Oy,17.06.2024,
0783651-3,1037531,m/s Doris II,Kauppatori,170,HELSINKI,Helsinki,IHA-Lines Oy Helsinki Cruises,01.05.2011,
0162170-6,1069378,Kehruuhuone,Kristiinankatu 20,53900,LAPPEENRANTA,Lappeenranta,Etelä-Karjalan Osuuskauppa,01.09.2020,
2827929-3,1063130,Japanilainen Ravintola Juku,Hovioikeudenpuistikko 16,65100,VAASA,Vaasa,Ravintola Juku Oy,20.11.2018,
2032977-8,1040718,Suzan Pizzeria,Rautkallionkatu 3,1360,VANTAA,Vantaa,Suayip Pizza Kebab T:mi,01.03.2018,
0839754-0,30883643,Ravintola Reppumies,Sorakuja 2,71800,SIILINJÄRVI,Siilinjärvi,Siilin Autovaruste Oy,01.02.2024,
3232475-5,1072968,Pepper Bar & Restaurant - Nokia,Välikatu 18,37100,NOKIA,Nokia,Pepper Ravintolat Oy,01.01.2022,
3278768-8,1075640,Villa Severino,Tatti 17,760,HELSINKI,Helsinki,Villa Severino Selema Oy,01.11.2022,
3423947-4,30884016,Kalla,Satama-alue 1,70100,KUOPIO,Kuopio,Kalla Lounge Oy,22.04.2024,
2837337-8,30057587,Surf Shack,Linnankatu 42,20100,TURKU,Turku,The Surf Shack AB,04.06.2018,
1869570-1,30884332,Hausjärven Niklandia,Honkarannantie 92,12100,OITTI,Hausjärvi,Hausjärven Niklandia Oy,06.05.2024,
3459473-2,30887856,Kotka City Marina Oy,Tornatorintie 51,48100,KOTKA,Kotka,Kotka City Marina Oy,03.06.2025,02.06.2026
2323085-3,1066994,Kotipizza Ideapark Lempäälä,Ideaparkinkatu 4,37570,LEMPÄÄLÄ,Lempäälä,Elonpaakari Oy,01.12.2019,
1006404-0,1273765,The Doo-Bop Club,Kauppapuistikko 12,65100,VAASA,Vaasa,The Doo-Bop Club rf,01.03.2018,
2224002-1,1074372,Choco Deli ja Ravintola Massimo,Koskikatu 25,96200,ROVANIEMI,Rovaniemi,Choco Deli Oy,01.06.2022,
2394277-0,1037930,Majatalo Morva,Morvantie 189,42140,JUOKSLAHTI,Jämsä,Maalaishotelli Morva Oy,01.06.2011,
1867962-1,1080101,Kahvila-Ravintola Modetti,Keskustie 14,17500,PADASJOKI,Padasjoki,Karabi Oy,18.12.2003,
3231585-9,1074488,IKH Areena,Pikikuja 16,61800,KAUHAJOKI,Kauhajoki,KB Events Oy,15.09.2022,
2636347-5,1070096,Iikan Grilli,Ouluntie 9,89200,PUOLANKA,Puolanka,Puolangan Osteri Oy,01.02.2021,
0915487-4,30069878,Arctic Golf Cafe,Golfkentäntie 43,96600,ROVANIEMI,Rovaniemi,Arctic Golf Oy,02.12.2020,
2848753-5,1073242,Restaurant FRÖJ,Hovrättsesplanaden 19,65100,VAASA,Vaasa,FRÖJ Mat Ab,25.03.2022,
2538283-4,1073710,M/S Wellamo,Kauppatori/ Kolera-allas,170,HELSINKI,Helsinki,FRS Finland Oy,28.03.2022,
2262740-2,1054886,Pizza-Kebab Heval,Arkkitehdinkatu 9-11,33720,TAMPERE,Tampere,Heval Oy,01.03.2018,
0107100-3,30882921,Dagmar Bistro & Wine bar,Dagmarinkatu 4,100,HELSINKI,Helsinki,Oy Botta Ab,15.10.2023,
0910257-2,30027878,Amarillo ja Bar Kohde Lahti,Aleksanterinkatu 10,15110,LAHTI,Lahti,Osuuskauppa Hämeenmaa,14.04.2020,
2115692-8,1026095,Pubi T.T,Ullavantie 3,69300,TOHOLAMPI,Toholampi,PUBI T.T,20.08.2009,
0108432-2,30065759,Ravintola Kolme Kruunua,Liisankatu 5,170,HELSINKI,Helsinki,GF Finance Oy,02.04.2020,
1033527-7,30061496,Ravintola Bar Purje,Laitakarintie 322,29100,LUVIA,Eurajoki,Café Logo Oy,13.06.2018,
2923134-7,1062337,Oma SP Areena,Ottelukatu 1,55420,IMATRA,Imatra,Imatran Ketterä Oy,15.08.2018,
