asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
1087855-4,31077172,,Kipparlahden silmukka 3,810,HELSINKI,Helsinki,Herttoniemen Siirtolapuutarhayhdistys ry,02.07.2024,
3108806-8,31070818,,Ahjonkatu 1 B 12,5800,HYVINKÄÄ,Hyvinkää,Ohjelmapalvelutoimisto Hartikainen & Koiksniemi Oy,01.06.2021,
3107796-7,31077197,,Huvitie 1,97620,VIIRI,Rovaniemi,Vanttausjärven Muikkufestivaalit ry,11.07.2025,
3168769-3,31074478,,Pesäpuuntie 2,36200,KANGASALA,Kangasala,Hahhah- Ravintolapalvelut Oy,01.06.2022,
0918665-7,31075138,,Mattnäsvägen 48,21670,PÄRNÄINEN,Parainen,Nagu Hembygdens Väl r.f.,13.07.2022,
0776482-0,31077203,,"Laurikkalantie 48, c/o Huttunen",26930,VERMUNTILA,Rauma,Lions Club Rauma/Ruori ry,18.07.2025,
0414781-9,31065340,,Räätälintie 4,37370,VESILAHTI,Vesilahti,"""Tähti"" Nuorisoseura r.y.",10.06.2019,
3021011-3,31067142,,Kallenkuja 17,33710,TAMPERE,Tampere,Saarikoski Ravintolat OY,02.12.2019,
2924409-2,31075598,,Sepänkatu 5,20700,TURKU,Turku,TuTo Volley Oy,07.10.2022,
2405160-3,31065792,,Jyväskyläntie 3,69600,KAUSTINEN,Kaustinen,Pro Kaustinen ry,26.06.2019,
1980784-0,31077153,,Kanslerintie 19,20200,TURKU,Turku,Yhdistyskehitys TST Oy,23.11.2023,
3329657-3,31077128,,Inget,22150,JOMALA,Jomala,Ulfsby Gård Restaurang Ab,12.04.2023,
3104376-7,31069113,,ei toimipaikkaa,5800,HYVINKÄÄ,Hyvinkää,LiveLouder Oy,21.08.2020,
0490119-9,31077147,,Sjökullantie 368,2540,KYLMÄLÄ,Kirkkonummi,Kylmälän Vapaapalokunta ry / Kylmälä Frivilliga Brandkår rf,01.08.2023,
1459432-1,31077176,,Karjalantie 10,23100,MYNÄMÄKI,Mynämäki,Tarvaisten Seudun Kylät ry,01.08.2024,
2578823-6,31061234,,PL 8,33101,TAMPERE,Tampere,Onnensirkus Oy,01.06.2018,
3130408-2,31077209,,Lyöttiläntie 635,47540,LYÖTTILÄ,Iitti,Samiyhtiöt Oy,22.10.2025,
3232476-3,31077161,,Lehtimäenkatu 3,37150,NOKIA,Nokia,Pepper Catering Oy,20.03.2024,
0639163-9,31068106,,Valtakatu 1,11100,RIIHIMÄKI,Riihimäki,Veljekset Häti Oy,03.06.2020,
2766492-3,31070921,,Kadermonkatu 2,10900,HANKO,Hanko,Kulttuuriyhdistys Presence ry. ,31.05.2021,
2575747-2,31077144,,Mäkiläntie 104,32770,HUHTAMO,Huittinen,Pekka Ollula Oy,17.07.2023,
3226245-1,31075441,,Kuruntie 12,33470,YLÖJÄRVI,Ylöjärvi,Hiltun Tiltut Oy,26.08.2022,
2742429-2,31076696,,Vanhatie 45,18300,HEINOLA KK,Heinola,Kusmiku Oy,01.04.2023,
3532388-9,31077207,,Isoaavantie 7 RAVINTOLA,96320,ROVANIEMI,Rovaniemi,Polar Ravintolat Oy,12.09.2025,
2297263-6,31077145,,Fyravindarnasgränd 1.,10960,HANKO POHJOINEN,Hanko,Stormhälla Oy Ab,04.07.2023,
0896195-7,31064421,,Töjby hamnväg 245,66295,TÖJBY,Närpiö,Töjby ungdomsförening rf,15.04.2019,
2423601-8,31067163,,Solnantie 30 A 19,330,HELSINKI,Helsinki,Friman & Leppikorpi,03.12.2019,
2642130-5,31066216,,Kauppakatu 39,40100,JYVÄSKYLÄ,Jyväskylä,Ideaosuuskunta Aito,09.08.2019,
2678454-4,31061124,,Kortteentie 1,39930,KARVIA,Karvia,Karvia Drinker's ry,09.06.2018,
0636018-9,31061277,,Harvakyläntie 154,66440,TERVAJOKI,Isokyrö,Voimistelu-ja Urheiluseura Kyrön Voima r.y.,23.06.2018,
0687977-3,31067362,,Ylikoskenkuja,39700,PARKANO,Parkano,Qrecords-viihde Oy,01.01.2020,
3013457-9,31066700,,Segelsundsgatan 3 A,68600,PIETARSAARI,Pietarsaari,Wine & Serve,15.10.2019,
1505551-4,31075955,,Arkadiankatu 2,100,HELSINKI,Helsinki,Alko Oy,05.12.2022,
