asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
3544427-7,30888507,Osaka teppanyaki,"Koskikeskus, Hatanpään valtatie 1 3.krs,",33100,TAMPERE,Tampere,Xin Ju Yuan Oy,01.09.2025,
0965864-2,1050733,Ravintola Ropola,Ropolantie 110,77700,RAUTALAMPI,Rautalampi,Rautalammin Matkailu Ky,17.06.1995,
3413590-7,30884066,Bistro Charlet,Okeroistentie 49,15800,LAHTI,Lahti,Bistro Charlet Oy,24.04.2024,
0673451-5,1087351,Ravintola Telakka,Tullikamarinaukio 3,33100,TAMPERE,Tampere,Carneval Oy,15.05.1998,
3544583-5,30888466,Ravintola Sanskar,Kauppalankatu 6-8,45100,KOUVOLA,Kouvola,Sanskar Oy,09.08.2025,
3379130-4,30889195,La Pinsa,Vanha Turunmaantie 15,320,HELSINKI,Helsinki,Saido Baba Oy,01.01.2026,
2210281-7,30885695,Hamarin nurmikenttä,Kenttätie 1,6650,HAMARI,Porvoo,Old Town Public House Oy,14.09.2024,
1952494-7,30075009,Henry's Pub Helsinki,Mikonkatu 15,100,HELSINKI,Helsinki,NoHo Partners Oyj,01.09.2022,
3451154-6,30885612,GameSpace,Porvoonkatu 3,510,HELSINKI,Helsinki,GameSpace Oy,09.09.2024,
2829713-3,1064959,Taco Bell Lappeenranta,Kauppakatu 29-31,53100,LAPPEENRANTA,Lappeenranta,Restel Mexican Food Oy,01.06.2019,
3529195-2,30887912,JJ's BBQ,Palmrothintie 2,33950,PIRKKALA,Pirkkala,JJ's BBQ Pirkkala Oy,23.06.2025,
0208430-8,1475766,"Ravintola Santeri, Alkio-Opisto",Tähtiniementie 26,41800,KORPILAHTI,Jyväskylä,Alkio-opiston Kannatusyhdistys ry,14.11.2011,
1724301-7,30888529,Metsärannan Liha,Metsärannantie 100,31850,KOSKIOINEN,Punkalaidun,Metsärannan Liha,01.09.2025,
2556439-8,30057765,Ravintola Kerho,Tykkitie 1,4300,TUUSULA,Tuusula,Deli pH7 Oy,01.04.2020,
3226437-7,30882790,Kahvila-Ravintola Lady Pub,Siikaistentie 5,29790,TUORILA,Merikarvia,Thomas Kullervo Salminen,17.08.2023,
3443639-8,30888101,Pho Viet Khang,Pengerkatu 29,500,HELSINKI,Helsinki,Khang keittiö Oy,23.06.2025,
0906333-1,30885913,Ravintola Nero ja kahvila Oskar,Aittakarinkatu 10,26100,RAUMA,Rauma,ISS Palvelut Oy,12.10.2024,
1985906-9,1065775,Biitsi Vantaa,Luhtimäki 2,1660,VANTAA,Vantaa,Suomen Beach Volley Oy,01.06.2020,
2633153-7,1048661,Da Zhong Hua,Koskikatu 43,96100,ROVANIEMI,Rovaniemi,Suur-Kiina Ravintola Oy,01.11.2014,
3162835-1,1069739,Ravintola Pölli,Nilsiäntie 78,73300,NILSIÄ,Kuopio,Janoiset Ravintolat Oy,01.12.2020,
2714632-5,1059106,Äkäslompolon Ravintola Otso,Tunturitie 15,95970,ÄKÄSLOMPOLO,Kolari,Talvennapa Oy,24.11.2017,
0427123-8,1011803,Kankaanpään Jäähalli,Jämintie 10,38700,KANKAANPÄÄ,Kankaanpää,Kankaanpään Jääkarhut r.y.,01.03.2018,
2504039-1,30043226,Olutravintola Solmu,Aurinkoranta 8,990,HELSINKI,Helsinki,Pemmi Oy,16.04.2018,
2857115-5,1063753,Kuzina Wine & Daily,Kauppakatu 13 (LH 2),70100,KUOPIO,Kuopio,T&S Food Oy,01.03.2019,
2842897-3,1062363,Kaivuri pub,Kellokuja 6,70460,KUOPIO,Kuopio,Höveli Oy,01.09.2018,
2803840-6,30065295,Kvarken Bryggeri Gastropub & Pizze,Replotvägen 427,65800,RAIPPALUOTO,Mustasaari,Kvarken Bryggeri Ab,19.06.2019,
0658353-4,1075115,Jyväskylän Paviljonki,Lutakonaukio 12,40100,JYVÄSKYLÄ,Jyväskylä,Restel Ravintolat Oy,16.09.2022,
2071469-2,1024718,Time out,Elverksgatan 10,22100,MARIEHAMN,Maarianhamina - Mariehamn,Ab Matdivisionen,12.12.2006,
1055190-6,1787821,Viljamaan Kartano,Riihijärventie 10,73620,KORTTEINEN,Kaavi,Majakartano Viljamaa Oy,24.04.1998,
2487602-3,30042849,Paapan Kapakka,Koskikatu 9,33100,TAMPERE,Tampere,Rengasravintolat Oy,06.04.2018,
2008998-9,1064949,Ravintola Pippuri,Huovitie 8,440,HELSINKI,Helsinki,Maratan-Pippuri,16.05.2019,
2937413-7,30881247,K-Supermarket Knuutilankangas,Knuutilankankaantie 1,90240,OULU,Oulu,Ruokatori Ahola Oy,15.06.2023,
3479397-7,30888159,Ämmässuon Grilli,Ämmässuontie 1,2820,ESPOO,Espoo,Ämmassuoretro Oy,26.06.2025,
3436118-9,30889333,Someron Keilahalli,Joensuuntie 18,31400,SOMERO,Somero,Barbar Oy,31.12.2025,
1402331-8,30884801,Elosuoja/Tryskhuus ,Korvenpostvägen 36,68410,ALAVETELI,Kruunupyy,SN Musiikki,06.07.2024,
3476737-3,30886014,Telegrafens Vinbar,Torggatan 6,22100,MARIEHAMN,Maarianhamina - Mariehamn,Telegrafens Vinbar Ab,23.10.2024,
3335459-3,1076482,Petras Cafe,Yrjönkatu 11,28100,PORI,Pori,Petras Cafe Oy,23.02.2023,
0214958-9,1017697,Opiskelijaravintola Fox,Ketunpolku 1,87100,KAJAANI,Kajaani,Kajaanin kaupunki,01.03.2005,
2888603-4,1060324,Katariinan Kellari,Rantakatu 40,92100,RAAHE,Raahe,Willa Katariina Oy,22.05.2018,
2722976-1,1069850,Sushi House Hyvinkää,Hämeenkatu 8,5800,HYVINKÄÄ,Hyvinkää,Lei Yang Avoin Yhtiö,01.12.2020,
2345923-6,1051124,Hotelli-Ravintola Julie,Valimontie 3,80710,LEHMO,Kontiolahti,A-Rental Oy,15.09.2015,
3472684-6,30889188,Hotelli Keskipiste,Rannantie 13,86710,KÄRSÄMÄKI,Kärsämäki,Rannanmajoitus Oy,01.12.2025,
0920150-3,1056899,Ristorante Momento,Tervasharjunkatu 1,45720,KUUSANKOSKI,Kouvola,Momento Fastfood Oy,01.06.2017,
3203645-4,30887900,Harri´s Roof top lounge,Ruukinrannantie 6,25660,MATHILDEDAL,Salo,Mellow Travel Oy,07.06.2025,
2377786-7,1037169,Ravintola Spektri,Metsäneidonkuja 4,2130,ESPOO,Espoo,Tesan Oy,01.03.2011,
2260041-0,1036204,Ravintola Suski,Ylä-Malmin Tori 3,700,HELSINKI,Helsinki,Karma International Oy,18.10.2010,
2115619-4,1026022,Ravintola Arizona,Castreninkatu 7,530,HELSINKI,Helsinki,Finruusu avoin yhtiö,04.07.2007,
1589524-9,30043547,Klubitalo,Kirkkotie 28,10900,HANKO,Hanko,Han-Golf Oy Ab,08.05.2018,
2915560-4,1061435,Kesämaan ravintola,Kesämaantie 2,58450,PUNKAHARJU,Savonlinna,Punkaharju Resort Oy,14.06.2018,
3279504-7,1074517,Kahvila-Ravintola Håkans,Kartanontie 1,1200,VANTAA,Vantaa,PJ-Events Oy,01.07.2022,
3171583-4,30886557,Masis Brewery,Tietotie 2,2150,ESPOO,Espoo,Masis Brewery Oy,27.02.2025,
3150013-9,1069260,Studio Flame,Raivaajantie 2 E,80100,JOENSUU,Joensuu,Studio Flame,02.10.2020,
2121735-6,1026612,Kiialan Kartano,Kiialantie 22,6100,PORVOO,Porvoo,Gallop Catering Oy,01.09.2007,
2820522-7,1058267,Suntown,Luostarinkatu 25,21100,NAANTALI,Naantali,SunTown Oy,01.10.2017,
2717516-9,1052376,Ravintola Jin Xin,Maakotkantie 6,1450,VANTAA,Vantaa,YONG JIE HUA,05.02.2016,
1006162-4,1012321,Illon Seuraintalo,Punkalaitumentie,38280,SASTAMALA,Sastamala,Illon kyläseura ry,01.03.2018,
0915357-2,1042338,Saukkolan Ruokasali,Nummenpääntie 11,9430,SAUKKOLA,Lohja,Ka-En Oy,01.03.2018,
2487602-3,30042850,Laivaravintola Suvi,Laukontori/Ratinan suvanto,33200,TAMPERE,Tampere,Rengasravintolat Oy,06.04.2018,
2912904-3,1072465,Arctic Guesthouse & Igloos,Pappilantie 1,97700,RANUA,Ranua,Hyvinvointimaja Ranzo Oy,05.11.2021,
2688096-6,30889410,Kirin sushi & wok,Rantakatu 51,92100,RAAHE,Raahe,Lin Yu Oy,20.01.2026,
2932081-7,1076647,Kotipizza Kirkkonummi,Asemankulma 2,2400,KIRKKONUMMI,Kirkkonummi,Mahin Ravintolat Oy,20.02.2023,
3360468-7,30887686,Teatteriravintola Eliel,Rantakatu 20,80100,JOENSUU,Joensuu,Galaxy Point Oy,23.05.2025,
3178193-8,30888369,Virkavapaa baari,Kaarlenkatu 10,530,HELSINKI,Helsinki,Amena Akbor Oy,01.08.2025,31.07.2026
0750509-5,30045932,Ravintola Vanha,Mannerheimintie 3,100,HELSINKI,Helsinki,Royal Ravintolat Oy,07.09.2018,
3157582-7,1070061,Kääpälän Ravintola,Kääpäläntie 32,46140,VEKARANJÄRVI,Kouvola,Kääpälän Ravintola Ky,01.05.2021,
1018487-8,30033131,Colorado Mountains Bar & Grill,Rukankyläntie 6,93830,RUKATUNTURI,Kuusamo,Unioninkadun keidas Oy,01.12.2018,
0787372-8,1033812,Kulttuuriravintola Kivi,Keskustori 2,33100,TAMPERE,Tampere,Tampereen Teatterin Palvelu Oy,20.04.1990,
0696044-0,1016565,Café Wanha Pankki,Toritie 44,17800,KUHMOINEN,Kuhmoinen,Kuhmoisten Juhlapalvelu Oy,08.05.2004,
2655963-8,1062912,Don Franco,Tuomiokirkonkatu 17,33100,TAMPERE,Tampere,New Original Wings Cellar Oy ,01.11.2018,
1015405-4,1053978,Ravintola Torni,Päätie 65,62300,HÄRMÄ,Kauhava,Lillbacka Powerco Oy,20.06.2016,
1473074-1,1012202,Eräjärven Eerola,Eerolanmutka 12,35220,ERÄJÄRVI,Orivesi,"Eräjärven Eerola - ruokailu-, majoitus- ja juhlapalvelu",20.07.2001,
2433413-6,1075673,Golden Bowl Dim Sum,Tähtikuja 1 A 18-23,96930,NAPAPIIRI ROVANIEMI,Rovaniemi,Wu Yan Kong,13.10.2022,14.02.2026
2487602-3,30042860,Pub Ikkuna,Urho Kekkosen katu 1 A 49,100,HELSINKI,Helsinki,Rengasravintolat Oy,27.03.2018,
3089642-6,1071805,Pancho Villa Kale,Jäähallinraitti 3,33540,TAMPERE,Tampere,Back In Business Oy,01.08.2021,
1952414-6,1028353,Koli Freetime,Kopravaarantie 27,83950,AHMOVAARA,Juuka,Koli Freetime Oy,01.05.2008,
0957549-2,1058538,UPM-Kymmene Oy:n,Tikkalantie 5,26100,RAUMA,Rauma,Rauman Hovi Oy,24.10.2017,
2794230-5,30067831,Aura Golf klubiravintola,Ruissalon puistotie 536,20100,TURKU,Turku,Keilapojat Oy,15.04.2020,
0947833-4,30071859,Kino Laikan baari,Valurinkatu 2 D,3600,KARKKILA,Karkkila,Laika Ltd. Oy,21.02.2022,
3274650-1,1074561,Vintero,Kielotie 15 E,1300,VANTAA,Vantaa,Hej Ravintelit Oy,25.08.2022,
3298794-6,1076199,Krapi / Onnela,Rantatie 34,4310,TUUSULA,Tuusula,Krapihovi Oy,02.01.2023,
3015248-6,30884208,Ben's Way Chinese restaurant,Kauppakartanonkatu 10,930,HELSINKI,Helsinki,Eat 2 Good Oy,15.04.2024,
0916168-7,1062875,L7 Luxury Lodge,Äkäslompolontie 2632,99360,KANGOSJÄRVI,Muonio,Humina-Loma Oy ,16.10.2018,
2685666-7,30886804,Gloria Jyväskylä,Kauppakatu 41,40100,JYVÄSKYLÄ,Jyväskylä,Northmax Oy,06.03.2025,
3355733-1,30881989,Heart of Spain,Hämeenkatu 19,33200,TAMPERE,Tampere,Los Ibericos Oy,01.07.2023,
2832689-7,1057556,Ravintola Boka,Koljonniemenkatu 2,70100,KUOPIO,Kuopio,Food Vibes Oy,01.07.2017,
1373404-6,1041097,Cafe Villa Skarp,Sockenvägen 19,10520,TENHOLA,Raasepori,Frimans Diversehandel,11.04.2014,
2576542-1,1063344,Hallin Helmi,Kitkantie 42,93600,KUUSAMO,Kuusamo,Kuusamon Pallo-Karhut Jääkiekko ry,01.01.2019,
1715252-9,30050520,Blue Peter,Vattuniemen Puistotie 1,210,HELSINKI,Helsinki,ST-Ravintolat Oy,01.05.2018,
2923994-7,1062805,Ravintola Kastu,Helsingintie 3,24100,SALO,Salo,Ravintola Kastu Oy,09.11.2018,
2409256-0,1074353,Sydämen Pohjasta,Iso Roobertinkatu 10,140,HELSINKI,Helsinki,SYDÄMEN POHJASTA OY,16.11.2022,
3452618-2,30885609,Malacca Keilaniemi,Keilaniementori 2,2150,ESPOO,Espoo,Elli&Joy Oy,22.08.2024,
2784761-5,1070940,Mauritz,Munkkiniemen puistotie 17,330,HELSINKI,Helsinki,JTL Management Oy,12.05.2021,
2517317-8,1043731,Kreeta Adria,Valtakatu 36,45700,KUUSANKOSKI,Kouvola,Kreeta Adria Oy,03.05.2013,
0187614-3,1046919,Puistokahvila Makia,Otto Karhin puisto,90100,OULU,Oulu,Osuuskauppa Arina,25.04.2014,
2953233-4,1065171,Bellanpuisto,Siikaranta 8,70620,KUOPIO,Kuopio,Bellanpuisto Oy,07.06.2019,
1017578-7,1027753,Villa Kotkankallio,Torsnäsintie 82,2400,KIRKKONUMMI,Kirkkonummi,Sea & Mountain Adventures Paul Almén Oy,15.02.2008,
2467766-5,1043066,Coffee House ja Rosso Kouvola,Kauppalankatu 1,45100,KOUVOLA,Kouvola,Kymen Seudun Osuuskauppa,01.01.2013,
3418237-5,30884718,Aeto Garden,Kasinokuja 9,4400,JÄRVENPÄÄ,Järvenpää,Aeto Garden Oy,10.06.2024,
2034228-6,30886812,Pizza Hut Skanssi,Skanssinkatu 10,20730,TURKU,Turku,Askur Oy,08.03.2025,07.03.2026
1512462-0,30040875,JANIN LOUNAS & SPORT CAFE MAUNULA,Rajametsäntie 32,630,HELSINKI,Helsinki,Fish Corner Hyvönen Oy,01.03.2019,
0242821-1,1031590,Kesäravintola Mustakari,Mustakarintie,67300,KOKKOLA,Kokkola,Osuuskauppa KPO,01.04.2009,
3577634-3,30889112,Bar Mendocino ,Eerikinkatu 28,180,HELSINKI,Helsinki,Mendobar Oy,01.12.2025,
2076976-5,1033801,Comfort Hotel Xpress Helsinki Airport Terminal,Helsinki-Vantaa Lentoasema,1530,VANTAA,Vantaa,GLO Hotellit Oy,01.01.2010,
3152621-6,30888474,Casa Alejandro,Mariankatu 13B,170,HELSINKI,Helsinki,Te quiero libre Oy,08.08.2025,
3553048-2,30888676,Minato,Tyynenmerenkatu 7,220,HELSINKI,Helsinki,Tera-13 Oy,08.09.2025,
1589152-0,1007203,Dragon Spring,Urho Kekkosen katu 4-6,100,HELSINKI,Helsinki,Zhijian Oy,01.03.2018,
2156240-8,1044753,Lounasravintola Pikantti,Koulutie 1,14200,TURENKI,Janakkala,"Lounasravintola Pikantti, avoin yhtiö",01.03.2018,
2870100-1,1062630,Pizza-Express Grill House,Talvikkitie 38,1300,VANTAA,Vantaa,EXPRESS GRILL HOUSE OY,01.10.2018,
1964510-8,1052902,Kulmakonditoria Riihimäki,Hämeenkatu 25-27,11100,RIIHIMÄKI,Riihimäki,Kulmakonditoria Riihimäki,01.03.2018,
2427276-4,1065318,Hämeenlinna Uusi Kesäteatteri,Kaupunginpuisto,13600,HÄMEENLINNA,Hämeenlinna,Onnellinen mies Oy,20.06.2019,
3353169-2,30886834,Daniel's Grillbar ,Nykäläntie 137,62600,LAPPAJÄRVI,Lappajärvi,Daniel's Grillbar Oy,01.04.2025,
2137767-5,1026986,Sala Da Pranzo/,Insinöörinkatu 38,33720,TAMPERE,Tampere,Varjoravintolat Oy,01.10.2008,
3316328-7,30888429,Nordic Caviar House,Eteläranta (Vanha kauppahalli),130,HELSINKI,Helsinki,Caspian Deli Oy,12.08.2025,
1447914-7,1059858,Holiday Inn Central Station,Rautatienkatu 21,33100,TAMPERE,Tampere,Scandic Hotels Oy,14.06.2018,
2866423-9,1074479,Kraken Helsinki,Hietaniemenkatu 2,100,HELSINKI,Helsinki,WeiWei Oy,17.06.2022,
3525583-9,30887670,Pub 23,Kouvolankatu 23,45100,KOUVOLA,Kouvola,Rocktel Oy,01.06.2025,
1633085-6,1058694,Pub Kyttälä,Kyttälänkatu 9,33100,TAMPERE,Tampere,Punjab Kebab Oy,13.10.2017,
3283627-5,30883462,Valtimon Vanha kirjasto,Sepänkatu 6,75700,VALTIMO,Nurmes,Ärreet kinkerit Oy,01.12.2023,
3346561-3,30885259,Hotelli Pihkuri,Kappelintie 5,44500,VIITASAARI,Viitasaari,Nini Ravintolat Oy,04.07.2024,
1815167-5,1055533,Sture Jazz bar,Mäkelänkatu 28,510,HELSINKI,Helsinki,Lucky Industry Oy,19.12.2016,
2507488-2,1075269,S/S Karjalankoski,Porosalmentie 313,58900,RANTASALMI,Rantasalmi,Järvisydän Oy,16.08.2022,
2584920-3,1047010,Punainen Kukko,Itäpuisto 13,28100,PORI,Pori,PK-Taberna Oy,02.05.2014,
1047580-0,1071083,South Tip Brewing Company,Satamakatu 11,10900,HANKO,Hanko,South Tip Brewing Company Ab,25.06.2021,
2857625-5,1074854,Uhkolan grillikioski,Erkyläntie 47,11100,RIIHIMÄKI,Riihimäki,Marto Tmi,16.06.2022,
2560355-3,1062800,Cocktail Company,Hallituskatu 9,90100,OULU,Oulu,Cocktail Trading Company Oy,18.10.2018,
3558895-9,30888950,Resiina,Yliopistonkatu 36,40100,JYVÄSKYLÄ,Jyväskylä,Tulikuuma Hiilivaunu Oy,28.10.2025,
1987524-5,1022662,Ravintola Sieravuori,Sieravuorentie 117,27650,HONKILAHTI,Eura,Uusi Sieravuori Oy,01.01.2007,
1834868-9,1066187,Ravintolamaailma Lohi,Suurlohjankatu 11,8100,LOHJA,Lohja,Suur-Seudun Osuuskauppa SSO,03.09.2019,
1475591-4,1060322,Tiittalan kartanon Rantamakasiini,Alanteentie 13,58700,SULKAVA,Sulkava,Tiittalan kartano,01.06.2018,
0877685-8,1172917,Campo Sportcenter,Latukuja 2,1280,VANTAA,Vantaa,Campo Sportcenter Oy,01.03.2018,
2381368-8,30888816,Patisserie Teemu Aura,Itämerentori 2,200,HELSINKI,Helsinki,Zugu Oy,01.11.2025,31.10.2026
3155053-1,30888542,Velour,Pengerkatu 11 ,530,HELSINKI,Helsinki,Oy Varieteeluukku Ab,01.09.2025,
3182610-4,1073198,Cafe Eliel,Kaivokatu 1,100,HELSINKI,Helsinki,HH Liikenneravintolat Oy,07.03.2022,
2837784-6,30881971,Leton rantaravintola,Koivuletontie 347,95470,TORNIO,Tornio,Hyvän Tuulen Seilit Oy,09.06.2023,
3435963-6,30888724,Cafe con Nina ,Torikatu 3,76100,PIEKSÄMÄKI,Pieksämäki,Nitoja Station Oy,01.11.2025,
0155085-6,1048542,Pizza Paparazzi,Särkänniemi,33230,TAMPERE,Tampere,Tampereen Särkänniemi Oy,01.03.2018,
2199747-9,30885112,Lapland Hotels Luostotunturi,Luostontie 1 ,99555,LUOSTO,Sodankylä,Lapland Hotels Lappi Oy,26.06.2024,
2312202-7,1061238,Yrjönkatu 10,Yrjönkatu 10,28100,PORI,Pori,Koskiravintolat Oy,01.06.2018,
2860592-5,30889175,Pärnätupa,Pärnävaarantie 32,80400,YLÄMYLLY,Liperi,Pärnävaaran Kahvila Oy,28.11.2025,
3502236-5,30886633,Urkan Baari,Savonmäentie 9,40800,VAAJAKOSKI,Jyväskylä,JOUPE OY,17.02.2025,16.02.2026
3370501-5,30882833,The Plaza Wine & Craft beer,Annanaukio 1,100,HELSINKI,Helsinki,Arden Plaza Oy,01.01.2024,
1575627-3,1007740,Pizzeria Dumani Ravintola,Kolisevantie 2,7230,ASKOLA,Askola,T:mi Dumani,22.03.2005,
3473339-2,30887629,Retroo Italiano,Rautatienkatu 17,30420,FORSSA,Forssa,GG Ventures Oy,20.05.2025,
3097205-4,1075055,Patin Paikka,Savelantie 1,44800,PIHTIPUDAS,Pihtipudas,Putaan Auto ja Varaosa Oy,25.07.2022,
2466235-9,30068232,Cafe & Bar 21,Rovakatu 21,96200,ROVANIEMI,Rovaniemi,CAFE21 OY,23.04.2020,
0220371-7,1273648,Auran Nuortentalo,Kirkkotie 254,21370,AURA KK,Aura,Auran Nuortentalosäätiö sr,01.03.2018,
3279344-7,1074609,Efsun Oy (Elfin),Valtakatu 36,53100,LAPPEENRANTA,Lappeenranta,Efsun Oy,16.06.2022,
3171784-8,1070010,Food & Cafe Frida,Välikatu 14,37100,NOKIA,Nokia,Food & Cafe Frida Oy,11.01.2021,
2660186-7,1069120,Tolpan Krouvi,Uudenmaankatu 68,5830,HYVINKÄÄ,Hyvinkää,Ekmen Oy,01.09.2020,
0830285-5,1048739,Kahvila-Ravintola Vaskikello,Vaskikellontie 420,86800,PYHÄSALMI,Pyhäjärvi,Vaskikello Ky,01.06.1988,
3012393-3,1066694,Itsudemo,Tapionaukio 4,2100,ESPOO,Espoo,Foodaholic Oy,19.11.2020,
1549567-5,1021343,Isokenkäisten Klubi,Heikinjärventie 1,93900,KUUSAMO,Kuusamo,Isokenkäisten Klubi Oy,01.11.2005,
2331506-4,1066510,Deli Rasoi Tripla,Fredikanterassi 1 (4044),520,HELSINKI,Helsinki,Delhi Rasoi Oy,16.10.2019,
3143123-3,1071583,Farouge,Fabianinkatu 11,140,HELSINKI,Helsinki,Ravintola F9 Oy,01.08.2021,
0872295-6,1075911,Hotelli Kajanus,Koskikatu 3,87200,KAJAANI,Kajaani,Oy Rova-Rest Ab,01.01.2023,
3449965-5,30888663,DiDi Cafe - Kulttuuritehdas Vernissa ,Tikkurilantie 36,1300,VANTAA,Vantaa,DiDi Caffe Oy,06.09.2025,
2810890-2,30887818,Mala Master,Iso-Roobertinkatu 20-22 lt. 2 ja lt. 3,120,HELSINKI,Helsinki,Wareculture Oy Ltd,02.06.2025,
3223041-7,1072339,Restaurang AX bageri,Vasavägen 1,68910,PÄNNÄINEN,Pedersören kunta,Axet Ab/Oy,15.12.2021,
0658353-4,30056561,Wanha Mestari Salo,Turuntie 2,24100,SALO,Salo,Restel Ravintolat Oy,01.06.2018,
1945884-7,1018208,Shell Oripään kahvio,Yläneentie 10,32500,ORIPÄÄ,Oripää,Huoltoasema Hamppula Oy,01.03.2018,
3271632-9,1074324,Ravintola Kuparipaja,Kuparivasarantie 5,10470,FISKARI,Raasepori,Seisoppa Oy,27.05.2022,
