asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2708404-8,1056292,Kahvila Ulla ja Aleksanteri,Keskuskatu 11,4600,MÄNTSÄLÄ,Mäntsälä,Kahvila Hannastiina Oy,01.03.2018,
1616914-2,1032479,Grillo,Kronviksvägen 8,65410,SUNDOM,Vaasa,Vaasan Perheravintolat Oy,01.03.2018,
2991199-1,30884310,Huoltamo Nopari Oy,pohjolankatu 13,74100,IISALMI,Iisalmi,Huoltamo Nopari Oy,01.05.2024,
3460180-8,30885843,Sakura Sushi Kouvola,kauppalankatu 3,45100,KOUVOLA,Kouvola,Rui Sheng Oy,15.10.2024,
2796948-7,1060295,Haapala BnB,Haapalantie 3,88600,SOTKAMO,Sotkamo,Haapala BnB Oy,17.05.2018,
2572123-4,1045774,Lomakeskus Karemajat,Karemajojentie 219,95600,YLITORNIO,Ylitornio,Karemajat Oy,01.11.2013,
2978514-7,1064856,Kulttuurikeskus Skantz,Karviantie 720,39940,KANTTI,Karvia,Willi Karvia Oy,25.05.2020,
3102035-4,1076695,Hius- ja kauneushuone Kristalli,Saaristenkatu 5,13100,HÄMEENLINNA,Hämeenlinna,Goldpine Oy,01.08.2023,
2767677-2,1055986,Ravintola Itsudemo,Hallituskatu 20,33200,TAMPERE,Tampere,Hao Fu Oy,20.03.2017,
0178017-6,1275026,Koskenkorvan Urheilukeskus,Pesäpallokentän rav.ter.,61330,KOSKENKORVA,Ilmajoki,Koskenkorvan Urheilijat r.y.,01.03.2018,
2477005-0,1048022,Ravintola Leppä,Keskustie 2,52550,HIRVENSALMI,Hirvensalmi,Vartetto Oy,01.08.2014,
2932554-6,1072916,Experience Lounge,Messuaukio 1,520,HELSINKI,Helsinki,ZZB Holding Oy,01.02.2022,
2500158-7,1046447,Ravintola Speakeasy Hervanta,Insinöörinkatu 30,33720,TAMPERE,Tampere,Speakeasy Original Wings Cellar Oy ,23.02.2015,
3253837-4,1073291,Neste Inari,Menesjärventie 1,99870,INARI,Inari,Juutuantörmä Oy,01.03.2022,
1463253-5,1065377,Mylsänportti,Karttenniementie 240,46800,MYLLYKOSKI,Kouvola,Anu Reijonen,24.06.2020,
1929106-3,1036473,Glass Resort,Tähtikuja 16,96930,NAPAPIIRI ROVANIEMI,Rovaniemi,Glass Resort Oy,26.11.2010,
2271317-5,1062027,s/s Paul Wahl,Matkustajasatama,57130,SAVONLINNA,Savonlinna,LP Management Oy,23.07.2018,
2467766-5,30043149,Sokos Hotel Seurahuone Kotka,Keskuskatu 21,48100,KOTKA,Kotka,Kymen Seudun Osuuskauppa,08.04.2020,
3410260-3,30886698,Ravintola Blancco,Savontie 9,76100,PIEKSÄMÄKI,Pieksämäki,Rapen Ravintola Oy,21.02.2025,
3477869-7,30888160,The Old House,Torikatu 17 a ,5800,HYVINKÄÄ,Hyvinkää,Elezi Group Oy,15.07.2025,
2038565-7,30069325,Ravintola HIMO,Valtakatu 23,96200,ROVANIEMI,Rovaniemi,NAMS Oy,17.08.2020,
2867971-3,30884543,Delic sushi,Eteläpuisto 11,28100,PORI,Pori,Shengli Oy,15.05.2024,
2203195-9,1057050,Heinolan Helin,Kauppakatu 6,18100,HEINOLA,Heinola,Helin Pizzeria Oy,01.06.2017,
3287016-6,1075470,Ruhalan Tupa Oy,Ruhalansivu 21,34600,RUOVESI,Ruovesi,Ruhalan Tupa Oy,05.09.2022,
0187348-7,1038518,Raatin kahvio,Raatintie 2,90100,OULU,Oulu,Nallikari Oy,01.07.2011,
2070566-5,1025436,Cafe Amandis Apartementos,Nunnakatu 5,21100,NAANTALI,Naantali,Amandis Oy,13.04.2007,
2691405-4,1050975,Ravitsemisliike Aisti,Hallituskatu 19,33200,TAMPERE,Tampere,Artifex3 Oy,01.08.2015,
3254776-4,30881770,La Sal,Napinkuja 2,55100,IMATRA,Imatra,Imatran Tapasravintolat Oy,26.06.2023,
3273750-9,30885636,Tacoya bar y taqueria,Lapinlahdenkatu 25,180,HELSINKI,Helsinki,Tacoya Oy,26.08.2024,
3102178-7,1070568,Vår,Papinkatu 17,6100,PORVOO,Porvoo,Vårgroup Oy,01.05.2021,
3330074-7,30076596,Karvalan Unski Oy,Karvalankuja 2,62630,KARVALA,Lappajärvi,Karvalan Unski Oy,01.05.2023,
2434888-8,1049164,Caffe Violet,Karjalantie 25,53300,LAPPEENRANTA,Lappeenranta,Caffe Violet Oy,01.03.2018,
3413311-9,30888318,"Pub Kurki, Äänekosken Jäähalli",Sumiaistentie 27,44200,SUOLAHTI,Äänekoski,Urho Edustuskiekko ry,01.08.2025,
0722541-3,1040237,Aikalisä Sport & Music Bar,Ankkarinraitti  2,33700,TAMPERE,Tampere,Janka Catering Oy,29.12.2011,
2653805-2,1056313,Naantalin vierasvenesatama,Nunnakatu 18,21100,NAANTALI,Naantali,Naantalin vierasvenesatama Oy,28.04.2017,
3240414-9,1073425,Thai Burpha Restaurant,Sarkatie 7,1720,VANTAA,Vantaa,Thai Burpha Oy,19.02.2022,
1626336-6,1073964,Kebab El Cebo,Kalevankatu 18,60100,SEINÄJOKI,Seinäjoki,Elli & Nelli Oy,02.06.2022,
3209461-1,30885659,Ravintola Eerikin Pippuri/Myyrmanni,Iskoskuja 3,1600,VANTAA,Vantaa,Tmi Nivian,01.09.2024,
2686255-7,1071881,Happy Friends Niittykumpu,Kappelikuja 6,2200,ESPOO,Espoo,Happy Friends oy,02.08.2021,
0905242-1,1055568,Suomalainen Pohja,Aurakatu 24,20100,TURKU,Turku,Chef Jani's Catering Oy,01.01.2017,
1591706-5,1010081,Mäntyluodon Hotelli,Merisatamantie,28880,PORI,Pori,Merikallela Oy,17.06.2000,
3210358-1,30888689,Wallis Skatta Karaoke Bar,Kanavaranta 7 E 22,160,HELSINKI,Helsinki,Stadin Night Oy,01.10.2025,
0927037-3,30067288,Lomakeskus Revontuli,Revontulentie 1,41500,HANKASALMI AS,Hankasalmi,Lomakeskus Revontuli Oy,08.06.2018,
0211653-3,1072707,Pikante 36 Ravintola,Hatanpään Valtatie 36,33100,TAMPERE,Tampere,Pirkanmaan Kansanterveys ry,01.12.2021,
2370168-6,30884368,Tokio Karaoke Bar,Mikonkatu 8,100,HELSINKI,Helsinki,Tulikuuma Kumpu Oy,03.05.2024,
0947779-6,1067291,Virta Ravintola,Rajatorpantie 8,1600,VANTAA,Vantaa,Alces Oy,07.01.2020,
2908534-3,1060777,Ravintola Jalmar,Anianpellontie 17,17200,VÄÄKSY,Asikkala,Vääksyn Jalmar Oy,01.06.2018,
1447914-7,1059815,Scandic Tampere Hämeenpuisto,Hämeenpuisto 47,33200,TAMPERE,Tampere,Scandic Hotels Oy,13.03.2018,
3267394-7,1075918,Palapizzeria Izza,"Lönnrotinkatu 34, Kauppahalli",180,HELSINKI,Helsinki,SÄRDOUGH OY,16.11.2022,
2552400-3,1044963,Cafe Fanny,Mellangatan 13,6100,PORVOO,Porvoo,Cafe Peltonen ab,01.09.2013,
2900415-2,1059997,Esbecon arena,Kuoppanummentie 22,3100,NUMMELA,Vihti,Nummelan KiekkoVeljet ry ,01.12.2018,
2732401-3,1052593,Olkkari,Haapionkatu 17 E 2,32800,KOKEMÄKI,Kokemäki,Kokemäen olkkari oy,09.02.2016,
2930232-8,30889457,Street Pride,Uudenmaankatu 16-20,120,HELSINKI,Helsinki,Mansi Oy,29.01.2026,
3191444-6,1070557,Hunger & Törst,Rantatie 1,21600,PARAINEN,Parainen,Hunger & Törst Ab,29.03.2021,
1344049-4,1173370,Ravintola Halikarnas,Ruoholahdenkatu 18,180,HELSINKI,Helsinki,Tmi Lanaca,24.08.2001,
2672366-1,1072806,Sidal Pizzeria,Keskustie 37,41520,HANKASALMI,Hankasalmi,Marangoz Adsal Avoin yhtiö,23.12.2021,
2999929-2,1065201,Navetta Kortteliravintola,Virusmäentie 9,20300,TURKU,Turku,HERKKU NAVETTA OY,26.06.2019,
2255041-7,1070990,Archipelago Wincat Charter & Travel,Strandvägen 1 a,21600,PARAINEN,Parainen,Kjell's Kitchen Oy Ab,27.05.2021,
3380348-3,30884170,Ravintola Karuwa,Mannilantie 43 ,4400,JÄRVENPÄÄ,Järvenpää,gharbar oy,11.04.2024,
2698390-6,30059602,Hotel St. George,Yrjönkatu 13,120,HELSINKI,Helsinki,St. George Oy,02.05.2018,
0434013-3,1004742,Osuuskunta Turun Kirjakahvila-,"Vanha Suurtori, Brinkkala",20500,TURKU,Turku,Osuuskunta Turun Kirjakahvila - Andelslaget Åbo Bokcafe,01.03.2018,
2854618-7,30884598,Ravintola Villa Nepal,Kantelettarentie 1,420,HELSINKI,Helsinki,Munal oy,15.05.2024,
3198532-4,30886057,Barrio,Rantakatu 6,4400,JÄRVENPÄÄ,Järvenpää,FPE Finnish Pizza Enterprice Oy,08.11.2024,
0957549-2,1059131,Rauman Merimuseo,Kalliokatu 34,26100,RAUMA,Rauma,Rauman Hovi Oy,01.12.2017,
3555799-2,30888685,Ravintola Himalayan Herkut, Lampputie 1,740,HELSINKI,Helsinki,Panchalakshmi Oy,15.09.2025,
3442645-6,30884788,Malja,Hietalahdenranta 6,120,HELSINKI,Helsinki,TP Restaurants Oy,01.06.2024,31.05.2026
0910257-2,30040027,Solo Sokos Hotel Lahden Seurahuone,Aleksanterinkatu 14,15110,LAHTI,Lahti,Osuuskauppa Hämeenmaa,24.11.2020,
2851004-5,1072272,Ravintola Old Durbar,Annankatu 29,100,HELSINKI,Helsinki,Ruru Oy,06.09.2021,
3241231-7,30886564,Freeesh kalasatama,Työpajankatu 6,580,HELSINKI,Helsinki,Freeesh Oy,03.02.2025,
2260210-9,30883540,Porohovi,Ounasjoen Itäpuolentie,96900,SAARENKYLÄ,Rovaniemi,Luxury Action Oy,27.12.2023,
2437533-3,1052699,Ravintola Indus,Eteläesplanadi 4,130,HELSINKI,Helsinki,Yummy Tummy Oy,09.02.2016,
0600134-6,1472221,Tenniskahvio,Toimelankatu 8,33560,TAMPERE,Tampere,Touch-Tennis Ky,04.06.2013,
3361860-8,30883904,Restaurant Aoi,Neitsytpolku 10,140,HELSINKI,Helsinki,Aoi Hki Oy,15.03.2024,
1761875-5,1081183,Ravintola V'inkkari,Hissitie 6,99130,SIRKKA,Kittilä,Oy Levi Restaurants Ltd,01.11.2002,
3573606-9,30889151,Ravintola Hovi,Mommilantie ,16900,LAMMI,Hämeenlinna,Luna&House oy,25.11.2025,
0155602-7,1045224,Juvenes Ravintola Newton,Hermiankatu 5,33720,TAMPERE,Tampere,Juvenes Oy,01.09.2013,
0800766-1,30887991,Nagu Distillery Tasting Room,Skärgårdsvägen 4544,21660,NAUVO,Parainen,Oy Nagu Distillery Ab,16.06.2025,
3477885-7,30887381,Zarillo Turku,Puolalankatu 1,20100,TURKU,Turku,Diamond Table Oy,01.05.2025,30.04.2026
1824368-4,1050035,Jaros servering,Pinnonäsgatan 13-21,68600,PIETARSAARI,Pietarsaari,Ab Liga JARO Oy,01.03.2018,
3428768-7,30889340,Klaukkalan Työväentalo Männikkö,Kiikkaistenkuja 21,1800,KLAUKKALA,Nurmijärvi,Jebulis Oy,31.01.2026,31.01.2026
2074538-4,1027620,Amado Hotel Oy,Keskusaukio 2,28130,PORI,Pori,Amado Hotels Oy,14.12.2007,
2889636-3,1072355,James Dean,Mannilantie 37,4400,JÄRVENPÄÄ,Järvenpää,Tolpan kru Oy,02.11.2022,
2539103-6,30888638,Ninan Keittiö Veska,Saapastie 2,33960,PIRKKALA,Pirkkala,Topron Oy,02.09.2025,30.08.2026
3271125-3,1073904,Brunnilan tila,Pyhän Henrikintie 364,27750,KÖYLIÖ,Säkylä,Brunnilan tila Oy,01.05.2022,
2449006-7,30885590,Miilu Bar & Grill,Rantasaarentie 3,95980,YLLÄSJÄRVI,Kolari,SJM Group Oy,01.11.2024,
1043603-5,1025539,Kahvila Kauppayhtiö,Valtakatu 24,96200,ROVANIEMI,Rovaniemi,Presentuuri Oy,27.04.2007,
2820644-9,1056878,Cafe & Bar Tirkku,Karhutie 15,7750,ISNÄS,Loviisa,Karunaa Oy,01.03.2018,
3408822-3,30886160,Ravintola Kripa,Karjalankatu 11,57200,SAVONLINNA,Savonlinna,Shokeen Oy,14.11.2024,
2228941-5,1067289,Ravintola Farang,Arkadiankatu 4-6,100,HELSINKI,Helsinki,W-Restaurants Oy,15.01.2020,
3189577-5,1070783,Crazy Bing Tripla,Firdonkatu 2 B 1062-3,520,HELSINKI,Helsinki,Ohh Rice Oy,29.04.2021,
2393622-3,1055471,Kahvila-Ravintola Salacavala,Kauppakatu 45,70110,KUOPIO,Kuopio,Vararengasravintolat Oy,01.01.2017,
2116517-0,1044002,Emäsalon meriasema,Lossipaikka 4 E,6950,EMÄSALO,Porvoo,Murmix Oy,01.03.2018,
2854694-5,1069912,Ravintola Rioni,Kasarmikatu 25,130,HELSINKI,Helsinki,Ravintola Rioni Oy,12.12.2020,
2988937-6,1067934,Kerkonkosken Keidas,Repolantie 11,77930,KERKONJOENSUU,Rautalampi,KIVISALAMI OY,15.04.2020,
2552884-8,1049891,Kyrön Loma Oy,Porosaivontie 25,99340,RAATTAMA,Kittilä,Kyrön Loma Oy,01.04.2015,
0873697-9,1044148,3050 Järvenpäätalo,Hallintokatu 4,4400,JÄRVENPÄÄ,Järvenpää,Compass Group Finland Oy,01.01.2013,
3496737-5,30886579,Cafe Jaalan Helmi Oy,Jaalantie 120E,47710,JAALA,Kouvola,Cafe Jaalan Helmi oy,05.04.2025,
2902641-5,30883083,Hotel Tornio,Itäranta 4,95400,TORNIO,Tornio,Lomana Oy,03.10.2023,
2846818-2,1058241,Poolbar,Kauppakuja 3-5,11100,RIIHIMÄKI,Riihimäki,Riihimäen Pool & Sports Cafe Oy,01.03.2018,
0473272-7,1876035,Suomussalmen Nuorisoseurantalo,Sepäntie 4,89800,SUOMUSSALMI KK,Suomussalmi,Suomussalmen Nuorisoseura r.y.,01.03.2018,
0413585-0,1058408,Vammalan Saluuna,Puistokatu 16 A,38200,SASTAMALA,Sastamala,"Vammalan Saluuna, Ossi Lahti ja Mauri Laitinen avoin yhtiö",01.02.1966,
0168170-9,1053705,Leiketupa,Voimatie 2,80100,JOENSUU,Joensuu,Pohjois-Karjalan Osuuskauppa,01.03.2018,
3347483-5,30884320,Huopanankosken Kioski Oy,Sininentie 1554 A,44580,HUOPANANKOSKI,Viitasaari,Huopanankosken Kioski Oy,01.05.2024,
2860476-2,1064237,Tahko Pesis Ravintola,Urheilukatu 19,5800,HYVINKÄÄ,Hyvinkää,Tahko Pesis Oy,01.05.2019,
2366480-3,30883342,Cafeteria Ilmatar,Matinkartanontie 9,2230,ESPOO,Espoo,Nordrest Finland Oy,13.11.2023,
0746754-3,1278090,Tennis Center,Bragentie,65350,VAASA,Vaasa,Vaasan Vapaa-Ajankeskus Oy,01.03.2018,
0807041-7,30026324,Timpan terassi,Kuuhankavedentie 23,41500,HANKASALMI AS,Hankasalmi,Timpan Grillikioski Ky,20.04.2018,
1972533-5,1071184,Amalias Limonadfabrik,Lemlandsvägen 1865,22610,LEMLAND,Lemland,Bryggeri Ab Bock - Wasa,01.11.2021,
2645535-3,1055815,Pub Jemmassa,Tesomajärvenkatu 14,33310,TAMPERE,Tampere,E&S Enterprises Oy,01.02.2017,
1955593-8,1052557,House of Rock Bar,Asemakatu 1,45100,KOUVOLA,Kouvola,Käärmekeitto Oy,12.02.2016,
2044080-4,1073489,Krung Thep Thai Bistro Arabia,Hämeentie 153 B,560,HELSINKI,Helsinki,Thai Ravintola Helsinki Oy,01.04.2022,
2060033-7,1048843,Tai Hing Asian Cuisine,Kirkkokatu 9,48100,KOTKA,Kotka,Tai Hing Oy,13.11.2014,
3253618-4,1073339,Tilausristeilijä M/S Hilja,Siltakatu1/Jyväskylän Satama,40100,JYVÄSKYLÄ,Jyväskylä,Hilja-Line Oy,01.05.2022,
2945093-7,1071172,Kahvila Rauha,Päämajankatu 1-3,50100,MIKKELI,Mikkeli,Sodan ja rauhan keskus Muisti Oy,27.05.2021,
2611386-3,1046942,My Bakery Cafe,Toikankatu 6-8,53100,LAPPEENRANTA,Lappeenranta,My Bakery Cafe Oy,21.04.2014,
2139219-7,1027274,Tuulan Pub,Hallintotie 1,14500,IITTALA,Hämeenlinna,Tuula Kaivola Oy,19.11.2007,
0873697-9,1062279,3103 Ravintola Aviapolis ,Teknobulevardi 3-5,1530,VANTAA,Vantaa,Compass Group Finland Oy,27.08.2018,
3501187-7,30886591,Atmos taproom,Erkkilänkatu 11 B,33100,TAMPERE,Tampere,Atmos Brewing Oy,10.02.2025,
0106282-8,1063128,Cafe Succés,Korkeavuorenkatu 2 b LH 63,140,HELSINKI,Helsinki,Oy Addis Ab,10.12.2021,
2933933-1,1062546,Pyhäjärven Keilahalli,Mustaparrantie 1,86800,PYHÄSALMI,Pyhäjärvi,Pyhäsalmen Keilahalli,26.09.2018,
2446355-2,30884267,Hanna Marian Kesäkahvila,Kerkkoontie 92,6530,KERKKOO,Porvoo,Matstället Hanna Maria Ab,01.05.2024,
3531789-2,30887946,Robert´s Coffee Kaari,"Kauppakeskus Kaari 2. krs, Kantelettarentie 1",420,HELSINKI,Helsinki,Bold on Business oy,01.07.2025,
0598807-0,1273902,Tastulan Leirintä,Pertuntie 7,69600,KAUSTINEN,Kaustinen,Vespex Oy,01.03.2018,
2829713-3,1065689,Taco Bell Nihtisilta,Nihtisilta 4,2360,ESPOO,Espoo,Restel Mexican Food Oy,01.07.2019,
2589709-6,1074784,Kulttuurikorjaamo,Katariinankatu 16,67100,KOKKOLA,Kokkola,RAMASOUND OY AB,30.06.2022,
3197501-1,30887319,Yami Sushi Wok,Olavinkatu 45,57100,SAVONLINNA,Savonlinna,Yun Xuan oy,01.06.2025,
3349480-1,30881226,Höytiäisen Tupa,Satamatie 4,81100,KONTIOLAHTI,Kontiolahti,Höytiäisen Tupa,28.04.2023,
2598231-1,30885492,PUB KÄRRY,NUIJATIE 14,1650,VANTAA,Vantaa,San Man Oy,01.08.2024,
2867002-2,1059186,Baari Haukansiipi,Haukantie 1,4320,TUUSULA,Tuusula,Haukansiipi Oy,07.02.2021,
2646906-9,1077096,Suviranta,Pohjoisrannantie 779,95100,KUIVANIEMI,Ii,Oulujärven majoituspalvelut Oy,02.06.2023,
1080342-1,1057425,Kajasteen Lava,Tiirikkalantie 19,75500,NURMES,Nurmes,Gramofoni Oy,01.03.2018,
2874744-8,1075395,Ravintola Puulanaitta,Hirvensalmentie 21,52550,HIRVENSALMI,Hirvensalmi,Pitopalvelu Pitoaitta Oy,06.10.2022,
3347491-5,30887171,Herkkupaussi,Jämintie 7,38700,KANKAANPÄÄ,Kankaanpää,Herkkupaussi Oy,14.04.2025,
3475596-2,30886116,Alppilan Huone,Porvoonkatu 19,510,HELSINKI,Helsinki,Sharingan Group Ab,15.11.2024,
3363062-3,30883993,Estela Pelicafe,Etelän Viertotie 2,11130,RIIHIMÄKI,Riihimäki,Estela Pelicafe,01.04.2024,
0242821-1,1030085,Sokos Hotel Kaarle,Kauppatori 4,67100,KOKKOLA,Kokkola,Osuuskauppa KPO,01.10.2008,
3249108-6,30888712,Hilding Arena,Johtajantie 12,7900,LOVIISA,Loviisa,Lunch & Catering Fellman Oy,15.10.2025,
1022240-8,30889185,Teatteri Avoimet Ovet,Itäinen Teatterikuja 3 C,100,HELSINKI,Helsinki,Teatteri Avoimien Ovien Kannatusyhdistys ry,15.01.2026,
2556157-6,30886656,Ravintola Obelix Hyvinkää,Uudenmaankatu 4-6,5800,HYVINKÄÄ,Hyvinkää,Obel 1X Oy,24.02.2025,
3282608-5,30882673,Noodle Story Hertsi,Linnanrakentajantie 2,880,HELSINKI,Helsinki,YU CHENG OY,01.08.2023,
1080342-1,1065184,Liperin lava,Liperintie 119,83100,LIPERI,Liperi,Gramofoni Oy,01.06.2019,
3549435-4,30888596,Sotto Pizza & Bar Käpylä,Mäkelänkatu 87,610,HELSINKI,Helsinki,Ramkrishna Enterprise Oy,01.09.2025,
2829713-3,30058624,Taco Bell Baker's,Kalevankatu 2,100,HELSINKI,Helsinki,Restel Mexican Food Oy,28.03.2018,
