asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2179967-5,30059640,Ravintola & Ulkoilukeskus Oittaa,Kunnarlantie 33-39,2740,ESPOO,Espoo,T & L Loiva Oy,17.06.2020,
2220007-0,1067577,Space Bowling Oulu,Saaristonkatu 9,90100,OULU,Oulu,Poolmax Oy,20.02.2020,
3098692-3,30884051,Villa Promenade,Kansanpuistontie 76,20100,TURKU,Turku,Star Alone Oy,29.03.2024,
0398565-0,1061011,Café Vinssi,Irmer Stenbergintie 20,25640,FÖRBY,Salo,Karl Forsström Aktiebolag,11.06.2018,
3223295-7,1072517,Cafe Elo,Puustellintie 1,410,HELSINKI,Helsinki,Ravintola Päiväkumpu Oy,18.10.2021,
3152110-8,1069747,Ravintola Tsuki,Kivivuorentie 4,1620,VANTAA,Vantaa,Zheng Lu Oy,30.11.2020,
1096430-5,30003674,Ravintola Wanha Herra,Itälahdenkatu 7,210,HELSINKI,Helsinki,Oy Helsingin Nuori Herra Ltd,20.03.2018,
1759928-3,1088382,Ruusulan Marja- ja Viinitila,Kuusisaarentie 168,41330,VIHTAVUORI,Laukaa,Ruusulan tila,18.05.2002,
3133055-5,30882945,Onnes,Arinatie 12,370,HELSINKI,Helsinki,Onnes Ravintola Oy,18.09.2023,
0527151-2,1273782,Vimpelin Saarikenttä,Patruunantie 15,62800,VIMPELI,Vimpeli,Vimpelin Veto ry,01.03.2018,
3109497-8,1068408,Ravintola Tao Yuan,Kymenlaaksonkatu  18 B51,48100,KOTKA,Kotka,ZhanXuan Oy,10.06.2020,
2104045-8,30040373,Meilahden Liikuntakeskus,Meilahden liikuntapuisto,250,HELSINKI,Helsinki,Meilahden Liikuntakeskus Oy,23.05.2018,
3354956-9,30882798,Juuman Leirintäalue,Riekamontie 1,93900,KUUSAMO,Kuusamo,Juuman Leirintä Oy,17.08.2023,
0228292-9,1014244,Haminan Teatteriravintola,Isoympyräkatu 4,49400,HAMINA,Hamina,Haminan Teatteriyhdistys ry,01.10.2002,
1089187-1,1004826,Porin Mies-Laulun talo,Vapaudenkatu 10,28100,PORI,Pori,Porin Mies-Laulu ry,01.05.1998,
0745617-4,1876409,Ounaskosken Leirintäalue,Jäämerentie 1,96200,ROVANIEMI,Rovaniemi,Rovaniemen Matkailupalvelu Oy,01.03.2018,
2782119-1,1059759,Cafe Hertta,Rautatiekatu 1,94100,KEMI,Kemi,Kemin Asemanpuisto Oy,01.03.2018,
3007390-5,1067355,Antell Round,Microkatu 1,70210,KUOPIO,Kuopio,Antell Itäinen Oy,01.01.2020,
2326788-3,30064527,Kotipizza Kallentori,Rautatienkatu 10,67100,KOKKOLA,Kokkola,Tmi Timo Junttila,11.06.2019,
0750509-5,1050512,Katajanokan Kasino,Laivastokatu 1,160,HELSINKI,Helsinki,Royal Ravintolat Oy,02.01.2003,
1124003-4,1047306,Cafe-Bar BayWay,Massatie 2,6750,TOLKKINEN,Porvoo,Mainos-Taide Satunen,15.07.2015,
0877025-3,1070643,Ravintola Billnäs,Ruukintie 8,10330,PINJAINEN,Raasepori,Billnäsin ravintola ja nautinto Oy,12.04.2021,
1458261-1,30882977,Salon Sara Oy / SARA,Isokatu 16 B,90100,OULU,Oulu,SALON SARA Oy,18.09.2023,
3109555-9,30888921,Rymy-Eetu,Hämeenkatu 10,33100,TAMPERE,Tampere,Total Brutal Oy,30.10.2025,
1619047-8,1067433,Ravintola Surutoin,Kaskenkatu 12,20700,TURKU,Turku,Varsa Oy,31.01.2020,
2726715-1,1073732,Chopstick Panda,"Siltapuistokatu 14, 2.krs",28100,PORI,Pori,P&G Food Oy,04.04.2022,
0226452-8,1076530,Purmogården,Purmovägen 320,68930,PURMO,Pedersören kunta,Purmo Ungdomsförening rf,20.02.2023,
2511561-3,1074275,Laanilan Kievari,Rovaniementie 3410,99830,SAARISELKÄ,Inari,Saariselän tapahtumaravintolat oy,16.07.2022,
2154918-2,1043635,Champagne Bar Santé,Hatanpään valtatie 2,33100,TAMPERE,Tampere,Klubiravintola Valte Oy,26.03.2013,
3353619-4,30077042,Kylän Parlamentti,Kinnulanlahti,71730,KINNULANLAHTI,Kuopio,RARS Oy,01.05.2023,
3326692-1,30888116,Golden Spoon Restaurant,Ratapihantie 11,520,HELSINKI,Helsinki,Dehua Oy,24.06.2025,
2991028-6,1065886,Itsudemo Nihtisilta,Nihtisilta 4,2630,ESPOO,Espoo,Ainuogi Oy,17.07.2019,
