asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2734311-8,1053125,Ismet Restaurant Pizzeria Lohja,Laurinkatu 55,8100,LOHJA,Lohja,Berzan Oy,01.03.2018,
2286258-4,30886920,Vinko,Kallen-Gallelankatu 5,28100,PORI,Pori,Panimoravintola Beer Hunter's Oy,21.03.2025,20.03.2026
2462775-6,30886084,Pub MägLöire by Motör Pub,Mäklöörinkatu 2,15240,LAHTI,Lahti,McLööri Oy,25.11.2024,
2398583-4,30040858,Ravintola Marine,Marinsatamatie 8,2320,ESPOO,Espoo,Ravintola Marine Oy,27.04.2020,
0536307-0,30888227,Coffee House Tampere,Hämeenkatu 9 ,33200,TAMPERE,Tampere,Pirkanmaan Osuuskauppa,04.08.2025,
1628278-6,30062143,Lomatila Ollila,Ruokolahdentie 506,58200,KERIMÄKI,Savonlinna,Lomatila Ollila ,01.05.2019,
3354606-9,30888892,Käpylän Bar,Käpyläntie 8,610,HELSINKI,Helsinki,MNS GROUP OY,01.11.2025,
0873697-9,30889154,0645 Saga Lakeudenlinna,Kutojankatu 6,60100,SEINÄJOKI,Seinäjoki,Compass Group Finland Oy,01.12.2025,
3426659-5,30887232,Sensei Darts Dojo,kirkkokatu 12,24100,SALO,Salo,Sensei Darts Oy,25.04.2025,
3007388-4,1067368,Antell-ravintola Kiilto 6840,Tampereentie 408,33880,LEMPÄÄLÄ,Lempäälä,Antell Läntinen Oy,02.01.2020,
2427958-7,1052321,Nokian 8-Baari,Koivukatu 1,37100,NOKIA,Nokia,Nokian 8-Baari,01.01.2017,
2932267-9,1076884,Näsilinna,Milavidanrinne 8,33210,TAMPERE,Tampere,M. Paalasmaa Oy,31.03.2023,
3292856-7,1075315,Ravintola Verstas,Seuralantie 25,60220,SEINÄJOKI,Seinäjoki,Ravintola Verstas Oy,12.09.2022,
2830111-2,30881843,RatikkaCafe,Pahkalantie 1,39700,PARKANO,Parkano,Yleismies Kuronen,07.06.2023,
1028213-6,1043526,Ravintola Ates Kebab Pizzeria,Kärpijoentie 1,21420,LIETO,Lieto,Ates Kebab Oy,01.03.2018,
3304812-3,30881995,Kallionokka Camping toimisto/reception + terassi,Kallionokantie 131,21900,YLÄNE,Pöytyä,Kallionokka Oy,09.06.2023,
2755855-7,1053647,Chef Veli,Mäntynummentie 4,8500,LOHJA,Lohja,Sun Ela Oy,01.03.2018,
3529086-1,30887691,Sallan tunturimajat Oy,Hautajärventie 32,98900,SALLA,Salla,Sallan tunturimajat Oy,01.06.2025,31.05.2026
0819913-0,30070619,Kuninkaan Portti,Keskustie 2,19600,HARTOLA,Hartola,Kuninkaan Portti Hartola Oy,06.04.2021,
2643813-1,1049585,Mr. Bank Pizzas & Drinks,Storgatan 14,68600,PIETARSAARI,Pietarsaari,Mr. Bank Ab/Oy,02.03.2015,
1769509-9,1055635,Valkea Arctic Experience,Rovaniementie 56,95700,PELLO,Pello,Valkea Lapland Oy,20.12.2016,
2972924-1,1075464,Authors Distillery Visiting Centre,Meijerin Aukio 3,4600,MÄNTSÄLÄ,Mäntsälä,Oy Authors Distillery Ltd,19.09.2022,
2616307-8,1047405,Ravintola Alanya,Aholahdentie 53,57710,SAVONLINNA,Savonlinna,Hakan Sahindal,01.03.2018,
0871405-9,1065312,Ravintola Makosa,Paulaharjuntie 20,90530,OULU,Oulu,Uniresta Oy,04.06.2019,
0357771-0,1074126,Three Elves Restaurant,Tähtikuja 6,96930,NAPAPIIRI ROVANIEMI,Rovaniemi,Santa Claus Holiday Village Oy,01.05.2022,
0939061-5,1060674,Kissanviikset,Puistokatu 3,40100,JYVÄSKYLÄ,Jyväskylä,Puistokissa Oy,24.04.1968,
3249767-2,30885656,Thaibaan,Koskikatu 25,96200,ROVANIEMI,Rovaniemi,Thai-Luksua Oy,01.10.2024,
2001070-8,1021623,Ned Kelly's,Pilkkukuja 1,3100,NUMMELA,Vihti,Trika Oy,19.12.2005,
3363783-3,30884816,Ege Ravintola,Marttilankatu 8,38200,SASTAMALA,Sastamala,Haset Kapital avoin yhtiö,03.06.2024,
2802741-6,30888103,BONELESS JYVÄSKYLÄ,Kauppakatu 32,40100,JYVÄSKYLÄ,Jyväskylä,Stuffed Oy,01.07.2025,
2300444-2,1073859,Ravintolalaiva Toivo,Makasiinikatu rav.laivap. 1,70620,KUOPIO,Kuopio,Kahape Oy,17.06.2022,
2624362-5,1069972,CoolHead Brew Gardenia Taproom,Koetilantie 1,710,HELSINKI,Helsinki,Plan Beer Oy,13.01.2022,
2684751-7,30068023,Adlerfelt,Suomenlinna B 1,190,HELSINKI,Helsinki,Oy Lonnan Hyväntuulenkeidas Ab,08.04.2020,
0207220-0,30056693,Majakka,Satamakatu 11,57130,SAVONLINNA,Savonlinna,Osuuskauppa Suur-Savo,29.03.2018,
2798569-8,1065761,Amazing City,Finlaysoninkatu 7,33210,TAMPERE,Tampere,Amazing City Oy,01.08.2019,
3520784-5,30887512,Kapakka 2,Savilankatu 2,26100,RAUMA,Rauma,Kapakkakaks Oy,11.05.2025,10.05.2026
2644839-9,1059383,Thai Thai Ravintola,Vilppulantie 2,700,HELSINKI,Helsinki,Kanchana Trading,23.01.2018,
2362619-6,1041495,Oliver`s Corner,Koskikatu 9,96200,ROVANIEMI,Rovaniemi,La Mona Oy,29.05.2012,30.01.2026
2426873-0,1063124,Ravintola Konnichiwa,Pohjoinen Rautatiekatu 21,100,HELSINKI,Helsinki,YA Points Oy,01.12.2018,
1447914-7,1059823,Scandic Hämeenlinna City,Raatihuoneenkatu 16-18,13100,HÄMEENLINNA,Hämeenlinna,Scandic Hotels Oy,01.05.2018,
3102488-1,30884733,ETKO Beers and Burgers Hakaniemen Halli,Hämeentie 1 A,530,HELSINKI,Helsinki,Preparty Oy,28.05.2024,
3375635-7,30886793,Ravintola Hook Seinäjoki,Kalevankatu 2,60100,SEINÄJOKI,Seinäjoki,Seinäjoen Koukkuravintolat Oy,06.03.2025,
0790097-6,1072597,Aurora Queen Resort,Muotkantie 10,99830,SAARISELKÄ,Inari,Luminess Oy,01.12.2021,
2472454-8,1041665,Ravintola Black Bird,Turunlinnantie 8,930,HELSINKI,Helsinki,Itähelsingin Ravintolat Oy,28.06.2012,
0964564-9,1047651,Ravintola Rammari,Sammonkatu 2,78870,VARKAUS,Varkaus,Ravintola Viinamäen Rammari Oy,21.01.1988,
2932782-4,30068394,Haikan grilli & ruokapalvelu,Mäkikatu 2,33960,PIRKKALA,Pirkkala,Friest Oy,01.06.2020,
2973743-6,30887615,Salu Bowls&Sushi,"Eerikinkatu 16, Kauppahalli",20100,TURKU,Turku,Tursi Oy,20.05.2025,
3576047-2,30889363,Uusi Metro Pub,Laakavuorenkuja 2,970,HELSINKI,Helsinki,Hilsha Oy,15.01.2026,
1755433-3,1054339,Pizza House,Aino Ackten tie 8,400,HELSINKI,Helsinki,Recmet Oy Ltd ,01.03.2018,
3488921-5,30886955,ARARAT RAVINTOLA-PIZZERIA,KYPÄRÄTIE 24,40630,JYVÄSKYLÄ,Jyväskylä,RG7 Group Oy,26.03.2025,
3435254-9,30886082,Third Place,Arkadiankatu 23,100,HELSINKI,Helsinki,Via Arkadia Oy,18.11.2024,
0365190-9,1778006,Ravikahvila,"Ravirata, Linnunlahdentie 7",80110,JOENSUU,Joensuu,Joensuun Ravirata Oy,20.05.2015,
3361939-5,30882226,Ravintola messi,satamakatu 25,28880,PORI,Pori,J.Holmström,22.06.2023,
3190344-8,30888359,Bar Toveri,Castreninkatu 3,530,HELSINKI,Helsinki,Helsingin Laaturavintolat Oy,01.08.2025,
3463056-1,30888777,Ravintola Himalayan Sherpa,Karjalankatu 2,38700,KANKAANPÄÄ,Kankaanpää,SAB Oy,26.09.2025,25.09.2026
3102178-7,30884254,Honkala,Näsinmäentie 7,6100,PORVOO,Porvoo,Vårgroup Oy,22.04.2024,
2089818-8,30889199,LEPUSKI BAR & NIGHT CLUB,Läkkisepänkuja 4 A,2650,ESPOO,Espoo,TSR Pam Industry Oy,05.12.2025,
2752232-7,1073574,Ravintola Armas,Taitajantie 2B,45100,KOUVOLA,Kouvola,EduKo koulutus- ja yrityspalvelut Oy,11.05.2022,
3193433-2,1070811,Ravintola Helsinki Burger Co,Hernesaarenkatu 17,150,HELSINKI,Helsinki,2FastFood Oy,01.05.2021,
3157127-9,30884102,Chinese Wave Restaurant Kiinalainen Ravintola,Pätsiniementie 4,37800,AKAA,Akaa,PRTM Finland Oy,05.04.2024,
3290403-9,1076526,Keilakampus Mikkeli,Patteristonkatu 1,50100,MIKKELI,Mikkeli,Mikkeli keilahallikampus ry,28.03.2023,
0860144-1,1032326,Kolokahvila,Lakarintie 350,34800,VIRRAT,Virrat,Toriseva Golf Oy,01.03.2018,
0873697-9,1074935,3100 Musiikkitalo,Mannerheimintie 13 a A,100,HELSINKI,Helsinki,Compass Group Finland Oy,01.08.2022,
3168579-4,1076106,BKK by Thai Food Company,Kirkkokatu 10 B,24100,SALO,Salo,Kitumäki Development Oy,13.12.2022,
2829713-3,1062275,Taco Bell Dixi,Ratatie 11,1300,VANTAA,Vantaa,Restel Mexican Food Oy,14.08.2018,
2421731-9,1039067,Kannel Pub,Klaneettitie 7,420,HELSINKI,Helsinki,DDS-Ravintolat Oy,07.10.2011,
3257279-1,1073521,Jyvis Oy,Kauppakatu 9,40100,JYVÄSKYLÄ,Jyväskylä,Jyväs-Snooker Oy,01.03.2022,
2721975-8,1053979,Ravintola Paakari,Ruutanantie 3,36200,KANGASALA,Kangasala,Ravintola Paakari Oy,01.06.2016,
3089642-6,30885551,Pancho Villa Jumbo-Flamingo,"Liiketila B117, Viihdekeskus Flamingo, Tasetie 8",1510,VANTAA,Vantaa,Back In Business Oy,19.09.2024,
1225704-9,30884495,Camping Sumiainen/ Metsäkahvila,Sumiaisraitti 2,44280,SUMIAINEN,Äänekoski,Tmi Riihinen-Väänänen,07.05.2024,
2585179-2,30068509,Fat Lizard Brewing Taproom,Lämpömiehenkuja 3,2150,ESPOO,Espoo,Fat Lizard Brewing Company Oy,06.07.2021,
0631734-0,1172010,Keilakahvio,Urheilukatu 5,10960,HANKO POHJOINEN,Hanko,Hangon Keilailuliitto - Hangö Bow- lingförbund r.y.,01.03.2018,
2917397-6,30886768,Ravintola Mashiro Jätkäsaari,Bermudankatu 5 LH 3,220,HELSINKI,Helsinki,FINDSpirit Oy,04.03.2025,
0905122-6,1031711,Hamn terrassen / Satamaterassi,Norra Strandgatan 6,10600,TAMMISAARI,Raasepori,Ekenäs Gästhamn Ab,01.06.2009,
3394406-7,30884625,Blondie pizza,Vaasankatu 8 ,500,HELSINKI,Helsinki,Blondie slice Oy,17.05.2024,
3527002-7,30887854,Kainuun Golfkenttä,Mainuantie 350,87700,KAJAANI,Kajaani,Kainuun Golfkenttä Oy,03.06.2025,02.06.2026
2755018-4,1054057,Tervanokan Satama,Tervanokantie 10,4400,JÄRVENPÄÄ,Järvenpää,Nokkamiehet Oy,03.06.2018,
2866218-8,1069006,Dining 26 By Arto Rastas,Aleksanterinkatu 26 B 5,33100,TAMPERE,Tampere,Periscope Group Oy,11.07.2020,
2193018-6,1030566,Kuudeslinja,Hämeentie 13 B,530,HELSINKI,Helsinki,Kuudeslinja Oy,01.01.2010,
2877267-8,1059470,Ravintola LiV,Laukontori 6 B,33200,TAMPERE,Tampere,Ravintola LiV Oy,24.01.2018,
3320395-5,30886360,Bar Suoja,Hadvalantie 9,21500,PIIKKIÖ,Kaarina,Piikkiön PikkuPubi Oy,01.01.2025,
3480843-8,30889075,Lato Caravan - ravintola ja saluuna,Savikoskentie 615 ja 618,37910,AKAA,Akaa,Lato Caravan Oy,29.11.2025,28.11.2026
1762306-0,1058700,Ylläs Lake Hotel,Ylläsjärventie 160,95980,YLLÄSJÄRVI,Kolari,Safartica Oy,18.11.2017,
2456325-4,30886977,m/s Summersea,"Kuningatarvuoren charter-laituri, Graniittikaarii",10900,HANKO,Hanko,JaLe Line Oy,01.05.2025,
3270058-9,30073891,Ravintola Spoon,Turveradantie 17,2180,ESPOO,Espoo,Restaurants By Spoon Oy,07.04.2022,
1077932-9,1021388,Dragon Palace,Brahenkatu 12,20100,TURKU,Turku,Menang Oy,29.11.2005,
0964463-8,1069574,Hotelli Alba,Ahlmaninkatu 4,40100,JYVÄSKYLÄ,Jyväskylä,Mattilanniemen Hotelli Oy,01.05.1989,
2332771-9,1035086,Tampere Camping Härmälä,Leirintäkatu 8,33900,TAMPERE,Tampere,Suomi Camping Oy,01.03.2018,
2836313-7,30888260,Rajamäki Club,Kiljavantie 1 A1,5200,RAJAMÄKI,Nurmijärvi,Ankaraliemir,07.07.2025,06.07.2026
1151326-6,1471610,Paijan Maatilamajoitus,Köllintie 20,32100,YPÄJÄ,Ypäjä,Paijan maatilamajoitus,01.03.2018,
0904113-2,30888927,Fonda del Sol,Vantaanportinkatu 7,1510,VANTAA,Vantaa,Fonda del Sol Oy,01.01.2026,
1007048-3,1050150,Majakka,Medvastintie 5,2420,JORVAS,Kirkkonummi,Long Bay Oy,01.03.2018,
2617654-9,30883335,Lutakon Teeleidi,Schaumanin puistotie 2,40100,JYVÄSKYLÄ,Jyväskylä,TeeLeidi Oy,10.11.2023,
1318706-2,1068011,Västerro,Herrövägen 217,22610,LEMLAND,Lemland,Westerberg Karl Anders,01.11.2021,
0511259-7,1876028,Neste-Huolto Junttari,Valtatie 1,99100,KITTILÄ,Kittilä,Vanha Kespa Junttari Oy,01.03.2018,
1602183-4,1010855,Savonlinnan Palloiluhallin terassi,Heikinpohjantie 33,57100,SAVONLINNA,Savonlinna,Basket Savonlinna r.y.,01.03.2018,
2311704-1,1034336,Strandhotellet,Dalsbruksvägen 694,25900,TAALINTEHDAS,Kemiönsaari,EETH Ab Oy,15.03.2010,
1962732-1,1064737,Robert´s Coffee Sello,Leppävaarankatu 3-9 LT 02K-509,2600,ESPOO,Espoo,Rami's Coffee Oy,01.05.2019,
0749133-2,30881510,Bar Fore,Keljonlahdentie 11,40500,JYVÄSKYLÄ,Jyväskylä,Jyväs-Golf ry,17.05.2023,
0907693-3,1073531,Classic Pizza Valkea,Isokatu 24 - 25,90100,OULU,Oulu,CPR Finland Oy,01.05.2022,
3549323-9,30888912,Circus Live,Vuorikatu 19,70100,KUOPIO,Kuopio,MDS Live Oy,31.10.2025,
2526991-1,1043491,Pub Olkkari,Kauppakuja 2,83900,JUUKA,Juuka,Pub Olkkari Oy,01.03.2013,
3509269-7,30888730,Vene Bar & Bistro,Koirasaarentie 43,590,HELSINKI,Helsinki,P.S helsinki oy,17.09.2025,
2254082-5,1033630,Kebab-House,Kauppakatu 14,40100,JYVÄSKYLÄ,Jyväskylä,Tapkiran Pizzeria Oy,10.01.2010,
3532685-2,30888085,Piazzetta Romana,Näsilinnankatu 30M,33200,TAMPERE,Tampere,Ceccacci Oy,19.06.2025,
2034228-6,30887214,Pizza Hut Lohja,Torikatu 3,8100,LOHJA,Lohja,Askur Oy,05.05.2025,
0204919-0,1272976,Jäähallin Kahvio,Koulupolku 1,23500,UUSIKAUPUNKI,Uusikaupunki,Jää-Kotkat ry,01.03.2018,
2693142-8,1051269,Ravintola Skinnarila,Yliopistonkatu 36,53850,LAPPEENRANTA,Lappeenranta,Kampusravintolat Oy,07.08.2015,
3497245-7,30888716,ahmad-bulut avoin yhtiö,Joensuuntie 39,31400,SOMERO,Somero,Ahmad-Bulut avoin yhtiö,17.09.2025,
2520810-7,1058669,Easton Wasabi Sushi,Gotlanninkatu 11-13,930,HELSINKI,Helsinki,Xing Hong Oy,01.03.2018,
2998829-4,30889227,Waaramaa Wines Viinitupa,Markkinamäentie 394,7960,AHVENKOSKI,Loviisa,S & S Holding Oy,05.12.2025,04.12.2026
2655177-5,1049248,Kiem Ravintola,Kaakkurinojantie 1,90420,OULU,Oulu,Kiem Oy,01.02.2015,
3397441-8,30886294,Pretty Boy DIXI,Ratatie 11,1300,VANTAA,Vantaa,FlavorFusion Oy,12.12.2024,
1802072-0,30044464,Sandy Kelt,Kalakuja 7,85100,KALAJOKI,Kalajoki,Hiekkadyyni Oy,17.04.2020,
3184662-3,1071023,Restaurang Salteriet,Sottunga gästhamn,22720,SOTTUNGA,Sottunga,JK Seasalt Oy,01.11.2021,
3418196-2,30883819,Aito Fresh,"Aito Fresh/Freshman Poke Bowl, Kaivokatu 8 2 kerros",100,HELSINKI,Helsinki,Aito Fresh Oy,01.03.2024,
1879173-6,30073388,Rami Visulahti,Metsurinraitti 1,50180,MIKKELI,Mikkeli,Ramin Konditoria Kahvila Oy,01.03.2022,
0894522-8,30069660,Ravintola Veturitallit,Veturitallinkuja 34,520,HELSINKI,Helsinki,Crepperie Oy,21.06.2021,
3478258-1,30886496,Resso ravintola,Raviradantie 1,50100,MIKKELI,Mikkeli,Ressola Oy,22.01.2025,
3338489-9,30881394,Le Coucou Vert,Bulevardi 32,120,HELSINKI,Helsinki,Kukkuuko Käki Oy,10.05.2023,
1836027-4,1047401,Vartsalan Vanha Koulu,Vartsalantie 118 B,23360,KUSTAVI,Kustavi,Vartsalan Vanha Koulu,01.03.2018,
1762306-0,30888772,Vaattunki Wilderness Resort,Vaattunkikönkääntie 219,96900,SAARENKYLÄ,Rovaniemi,Safartica Oy,24.10.2025,
1939624-4,1068605,Helmikahvila,Tuureporinkatu 11,20100,TURKU,Turku,Tuorlan Majatalo Oy,16.06.2020,
0186725-5,1876117,Neste Nivala,Urheilutie 2,85500,NIVALA,Nivala,Nivalan Autohuolto Oy,01.03.2018,
1936110-5,1022594,Pub Kulkuri,Tervakukkakuja 8,90580,OULU,Oulu,Rajakylän Ravintola Oy,28.04.2006,
2814879-5,30884028,Urjanlinna,Maasydänjärventie 1,85470,SIEVI,Sievi,K-Center Oy,29.03.2024,
3459444-1,30889050,Pizza Kebab Kittilänpise,Valtatie 41,99100,KITTILÄ,Kittilä,Derbaz Oy,15.11.2025,
3247060-5,30881494,Elokuvateatteri Marita,Koulukatu 1,83500,OUTOKUMPU,Outokumpu,Joy People Oy,12.05.2023,
3115957-5,30067982,Strandbistron,Lillnäsvägen 10,10570,BROMARV,Raasepori,Strandbistro Bromarv Ab,02.04.2020,
2441516-3,30883031,Strindberg by the sea,Mellstenintie 12,2170,ESPOO,Espoo,RR Holding Oy,01.10.2023,
3440961-3,30884870,Rauman puistokahvila,Valtakatu 2,26100,RAUMA,Rauma,Modernit Miehet Oy,07.06.2024,
2743148-4,30882177,M/s Aurella ,Västra Strandgatan 37,20100,TURKU,Turku,Rederi Ab Vitharun,26.06.2023,
3266164-7,1075860,Que Em,Kansakoulukatu 1,100,HELSINKI,Helsinki,Que Em Oy,03.11.2022,
2622566-2,1047831,Tennisclub Taivallahti,Hiekkarannantie 2,100,HELSINKI,Helsinki,Team Tapsa Oy,15.08.2014,
3448911-5,30887347,Skaba Bar ,Laukkarinne 6 ,1200,VANTAA,Vantaa,Rocky Bar OY,01.05.2025,
2634814-4,1053482,Kaima,Linnankatu 1,13100,HÄMEENLINNA,Hämeenlinna,Ritailan Oy,04.05.2016,
2190495-7,30888671,Akaa areena,Turuntie 1B,37830,AKAA,Akaa,Souper Oy,13.09.2025,31.05.2026
2688693-8,1062997,Cava Hair & Make-Up,Vaasanpuistikko 14,65300,VAASA,Vaasa,Cava Hair & Make-up Oy,28.11.2018,
3515105-2,30887103,Kahvila Tyyne ,Ilkontie 8,36220,KANGASALA,Kangasala,Tapahtumahuvila Oy,01.05.2025,
3293253-1,30074826,Landhaus Kekkola,Vanhamäentie 36,50600,MIKKELI,Mikkeli,Landhaus Kekkola Oy,07.07.2022,
3555413-4,30888710,MorDagens,Maaherrankatu 22,50100,MIKKELI,Mikkeli,MorDagens Oy,16.09.2025,
2538283-4,1070972,M/S Vire,Kauppatori/Kolera-allas,170,HELSINKI,Helsinki,FRS Finland Oy,04.05.2021,
0658353-4,1073416,Tanssin talon ravintolat,Kaapelinaukio 3,180,HELSINKI,Helsinki,Restel Ravintolat Oy,07.03.2022,
0205067-7,1050054,Lemböte Lägergård,Bolviksvägen 55,22610,LEMLAND,Lemland,Mariehamns Församling,01.11.2021,
0901094-2,1071619,Jämsänkosken Vanha Klubi,Isännöitsijänsilta 4,42300,JÄMSÄNKOSKI,Jämsä,Marieblats Oy,02.07.2021,
2163605-9,1054237,Kaljaasi Olga,Pakkahuoneenkuja 2,23500,UUSIKAUPUNKI,Uusikaupunki,HG-Ocean Oy,21.07.2016,
3336573-5,30076472,5piste5 x Myrrys,Brahenkatu 2,20100,TURKU,Turku,Varros Ravintolat Oy,01.03.2023,
2426356-9,1055532,Tilausruokaravintola Kultala,Salongintie 8,93830,RUKATUNTURI,Kuusamo,LSJ Group Oy,01.12.2016,
2609716-2,30067710,Kotipizza Sammonkatu,Sammonkatu 66,33540,TAMPERE,Tampere,Grebmit Oy,27.02.2020,
0818843-1,1272987,Sykäräisten NuorisoseuranTalo,Ojennustie 160,69410,SYKÄRÄINEN,Toholampi,Sykäräisten Nuorisoseura r.y.,01.03.2018,
2707715-5,30070832,Kotaravintola Itä-Suomu,Itärinteentie,98720,SUOMUTUNTURI,Kemijärvi,Wilderness Suomu Oy,24.05.2021,
2765399-2,30886997,The Terwa - Nordic Hideaway,Rautakoskentie 421 ,12920,TOPENO,Loppi,Finesco Hospitality Oy,15.05.2025,
0365049-8,1052745,Nukketeatteri Sampo,Erottajankatu 7 B,130,HELSINKI,Helsinki,Nukketeatteri Sampon kannatusyhdistys r.y.,26.02.2016,
0919871-1,30043923,Ravintola Merimakasiini,Hietalahdenranta 14,180,HELSINKI,Helsinki,Full Time Oy,09.04.2020,
0720156-9,1073229,Café Esplanad,Pohjoisesplanadi 37,100,HELSINKI,Helsinki,Oy Cawa Ab,21.02.1994,
2359799-7,30887540,Vohvelikahvila Fifty-Fifty Café Niittylä,Kissakoskenkatu 6,78300,VARKAUS,Varkaus,Taikalaakso Avoin yhtiö,16.05.2025,
2607962-6,1047100,Karavaani Iso Mies,Humpintie 667,43640,HUMPPI,Karstula,Humpin IsoMies Oy,01.03.2018,
0591706-1,1043109,Rantapirtti,Petäjävedentie 448,42440,KOSKENPÄÄ,Jämsä,Koskenpään Rantapirtti Oy,24.08.1986,
2613187-7,30883148,Pub Nikolai,Viirintie 3,1800,KLAUKKALA,Nurmijärvi,Kaur Oy,16.10.2023,
0592549-1,1037319,Neste  Aapiskukko,Valtatie,36600,PÄLKÄNE,Pälkäne,Pälkäneen Aapiskukko Ky,01.04.2011,
2906070-1,30060786,2Puuta Bistro & Bar,Kauppalankatu 2,5800,HYVINKÄÄ,Hyvinkää,ToSarest OY,02.04.2020,
2318051-8,30886237,Utran Uittotupa,Uittopäälliköntie 2,80170,JOENSUU,Joensuu,Laakkonen Kapital Oy,01.12.2024,
1514958-8,1278080,Neste Sepänkylä,Vesilaitoksentie 2,65610,MUSTASAARI,Mustasaari,Lorneco Oy,03.06.2013,
3451836-9,30885884,Pretty Boy Wingery,Firdonkatu 2 B,520,HELSINKI,Helsinki,Blessed Beginnings Oy,08.10.2024,
0924515-1,1172768,Nummitupa,Koulunummentie 30,3790,VIHTIJÄRVI,Vihti,Vihtijärven Vapaaehtoinen Palokunta ry,01.03.2018,
3514823-2,30889442,Koron Pirtti,Saukkovaarantie 35,97900,POSIO,Posio,Koron Pirtti Oy,27.01.2026,
3512065-1,30886893,Kispi Sporttibaari Oy,Kariniemenkatu 21,15140,LAHTI,Lahti,Kispi Sporttibaari Oy,16.04.2025,
3347663-8,30881631,Mayrene Ravintola,Pakilantie 82,660,HELSINKI,Helsinki,Mayrene Ravintola Oy,23.05.2023,
2743148-4,30888281,m/s Lövskär,Västra Strandgatan 37,20100,TURKU,Turku,Rederi Ab Vitharun,15.07.2025,14.07.2026
2912387-2,30063399,Maitolaituri Kahvila & Puoti,Enonkoskentie 11 T,58175,ENONKOSKI,Enonkoski,Enonkosken Laiturila Oy,07.03.2020,
1837957-3,30017628,Casa Largo,Asema-aukio 2,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,27.07.2020,
1542583-7,1031815,Ravintola Wanha Kerho,Kauppakatu 40,87100,KAJAANI,Kajaani,Jarmo ja Minna Sormunen Oy,01.05.2009,
