asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2787137-5,1055185,Bar Kellari,Asematie 2,69100,KANNUS,Kannus,Kannus Kellari Oy,15.11.2016,
2997707-7,1065851,Lounaskahvila Tupa,Kuusitie 1,72300,VESANTO,Vesanto,Vesannon Tupa Oy,12.07.2019,
3166395-8,1071418,Padel Uusikaupunki,Kullervontie 5,23500,UUSIKAUPUNKI,Uusikaupunki,Padel Uusikaupunki Oy,27.05.2022,
0873697-9,30883602,0351 Ravintola Silvia ,Satakunnankatu 23,28130,PORI,Pori,Compass Group Finland Oy,08.01.2024,
2036668-3,30068929,Finlandia-talo Oy,Mannerheimintie 13,100,HELSINKI,Helsinki,Finlandia-talo Oy,15.05.2022,
0584063-1,1072147,Kiuaskallion rinnekahvila,Lempilaaksontie 61 D,61600,JALASJÄRVI,Kurikka,Jalasjärven Jalas ry,23.08.2021,
2372155-6,1037507,Fazer Café Kluuvikatu 3,Kluuvikatu 3,100,HELSINKI,Helsinki,Fazer Ravintolat Oy,01.04.2011,
3565260-7,30889343,Porotila Toini Sanila,Sanilantie 36,99930,SEVETTIJÄRVI,Inari,Nordola Oy,09.01.2026,
3550238-5,30889469,Ravintola Namaste Kathmandu,Puistokuja 4a 1,5400,JOKELA,Tuusula,Namaste Kathmandu Oy,01.02.2026,
2946194-3,1064243,Cafe' Purje,Hupisaarentie 1,2460,KANTVIK,Kirkkonummi,Mikko K Oy,17.04.2019,
1048252-5,1047805,Ravintola Casanova,Maininkitie 7,2320,ESPOO,Espoo,Oy Resladies Ltd,16.04.1989,
3099226-6,30883617,Kotipizza Sastamala,Itsenäisyydentie 66,38200,SASTAMALA,Sastamala,HS-Meal Oy,15.01.2024,
3558412-2,30888989,Monda by Fygë,Lapinlahdenkatu 16,180,HELSINKI,Helsinki,Fygë Restaurants Oy,04.11.2025,
2602062-4,1046549,Gasthaus Lohja,Laurinkatu 1,8100,LOHJA,Lohja,Gasthaus Lohja Oy,03.03.2014,
1837957-3,1170090,Kuikka,Helsinginkatu 32,530,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,01.01.2004,
2994126-9,1065628,Crazy Wine,Kanavaranta 3-7,160,HELSINKI,Helsinki,Crazy wine restobar Oy,08.07.2019,
3231898-8,1072299,Renkomäen Ravintola,Johtokatu 2,15680,LAHTI,Lahti,Papatia,14.09.2021,
2770753-2,1055074,Kuori food and wine,Hämeenkatu 8,20500,TURKU,Turku,Kuori food and wine Oy,01.12.2016,
0679838-3,1014783,Keilahallin kahvio,Urheilutie 3,61800,KAUHAJOKI,Kauhajoki,Kauhajoen Keilailuliitto r.y.,01.03.2018,
1923740-3,1047479,Kalakauppa Åvalls E. Eriksson,Eteläranta 1 Vanha kauppahalli,130,HELSINKI,Helsinki,Merenherkut J. Lindberg Oy,06.06.2014,
3221811-9,30885750,Faasai Thai Ravintola,Koulutie 6,33960,PIRKKALA,Pirkkala,Wanphen Faasai Oy,14.10.2024,
2833930-5,1066334,Northern Lights Village Levi,Kulkuvuomantie 24,99130,SIRKKA,Kittilä,Northern Lights Village Levi Oy,01.11.2019,
1447914-7,1059774,Scandic Meilahti,Tukholmankatu 2,250,HELSINKI,Helsinki,Scandic Hotels Oy,27.02.2018,
0162217-8,1071337,Ravintola Ellinor,Lönnrotinkatu 5,53600,LAPPEENRANTA,Lappeenranta,Lappeenrannan Vanhainkotiyhdistys ry,01.08.2021,
2837784-6,1067033,Sataman Krouvi,Rantabulevardi 10,94100,KEMI,Kemi,Hyvän Tuulen Seilit Oy,12.11.2019,
2589270-3,1046402,Ristorante Madame Kurvi,Hämeentie 31,500,HELSINKI,Helsinki,Legends Kurvi Oy,01.02.2014,
3318309-3,1076327,Ravintola Asahi Sushi,Tesomankatu 4,33310,TAMPERE,Tampere,Qingshan Oy,01.04.2023,
1015405-4,1046921,Boulevard Bistro,Jorma Lillbackan tie 21,62300,HÄRMÄ,Kauhava,Lillbacka Powerco Oy,14.05.2014,
0180126-4,1065039,Leppälänkylän maa ja kotitalousseur,Leppäläntie 455,63120,LEPPÄLÄNKYLÄ,Kuortane,Leppälän maa- ja kotitalousseura ry,24.05.2019,
3582285-6,30889403,OBANH,Verkatehtaankatu 7 B 6,33100,TAMPERE,Tampere,TheoVi oy,26.01.2026,
0104283-5,1172413,Ritz Biljardi,Eteläinen Hesperiankatu 22,100,HELSINKI,Helsinki,Kara-Tuonti J Poikolainen Oy,01.11.2007,
3361605-5,30884176,Sillankorvan leirintäalue,Kirkkotie 295,62500,EVIJÄRVI,Evijärvi,Vilami Oy,01.05.2024,
0198196-3,1876021,Toimitalon Ravintola,Satamakatu 40,67900,KOKKOLA,Kokkola,Ykspihlajan Toimitaloyhdistys Ry.,01.03.2018,
0825986-9,30883482,Cafe Carre,Linnankatu 3 B,20100,TURKU,Turku,Mattelmäki Yhtiöt Oy,04.12.2023,
2945284-4,1063486,Yishushi Kiinalainen Ravintola,Heimolinnankatu 6,32200,LOIMAA,Loimaa,Jiang Ravintola Oy,01.01.2019,
1447914-7,1024819,Scandic Oulu,Saaristonkatu 4,90100,OULU,Oulu,Scandic Hotels Oy,01.03.2007,
0706311-9,1273567,Pizzeria Pizzaline,It Pitkäkatu 90,20810,TURKU,Turku,Pizza Line Oy,01.03.2018,
2377522-0,1036830,Punaisen Tuvan Viinitila,Koskenvarrentie 337,62900,ALAJÄRVI,Alajärvi,Punaisen Tuvan Viinitila,17.01.2011,
3570313-6,30888931,Pella's cafe & bakery,Koskikatu 7,33100,TAMPERE,Tampere,Kahvila Ardentte Oy,24.10.2025,
3511481-7,30888556,Olosauna,Vaakunakyläntie 9,90500,OULU,Oulu,Floating Harmony Oy,15.09.2025,
2370168-6,30884398,Hemingway's Jyväskylä,Kauppakatu 32,40100,JYVÄSKYLÄ,Jyväskylä,Tulikuuma Kumpu Oy,03.05.2024,
2785854-1,30060958,Kotipizza Hyvinkää,Uudenmaankatu 32-34,5800,HYVINKÄÄ,Hyvinkää,KPR-Food Oy,01.06.2018,
2196357-8,1058225,Pancho Villa Lappeenranta,Valtakatu 34-36,53100,LAPPEENRANTA,Lappeenranta,JH-Ravintolat Oy,15.09.2017,
1814869-5,1071885,Gröna Uddens Camping,Gröna Uddens Camping,22100,MARIEHAMN,Maarianhamina - Mariehamn,Alandia Tourist Trade Ab,07.07.2021,
3421802-4,30883986,Pub Kaskitupa,Matinmäentie 49,40270,PALOKKA,Jyväskylä,Kasken Tupa Oy,19.03.2024,
0700078-3,1070659,m/s Jenny,Meritie 7,67200,KOKKOLA,Kokkola,Kokkolan Matkailu Oy,27.04.2021,
3497044-3,30887675,Risteilyalus Velmeri,Porosalmentie 313,58900,RANTASALMI,Rantasalmi,Saimaa Restaurants Oy,01.06.2025,
1837957-3,1013718,Public Corner Mikonkatu,Mikonkatu 15,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,01.01.2004,
0155369-4,30061736,Lentikonetehtaan Ravinto-osuuskunta,Ruskontie 55,33710,TAMPERE,Tampere,Lentokonetehtaan Ravinto-osuuskunta,07.10.2019,
1005924-1,1069729,Bar & Bistro Gillet,Kasarmikatu 23,130,HELSINKI,Helsinki,Oy Scanredi Ab,09.12.2020,
3007396-4,30889329,Antell Plaza,Äyritie 20,1510,VANTAA,Vantaa,Antell Uusimaa Oy,08.01.2026,
2854220-7,1070060,Basiliko,Pinninkatu 59,33100,TAMPERE,Tampere,Ravintola Viila Oy,11.01.2021,
2560025-6,30049974,Viinitupa Vuorenmaja,Vuorentie 70,35820,MÄNTTÄ,Mänttä-Vilppula,Finventura Oy,30.04.2020,
3181335-4,1070466,Captain Nemo,Sähkökuja 2,24800,HALIKKO,Salo,Alin Baari Oy ,24.03.2021,
1103581-5,30014260,Taivaanrannan myymälä,Rautatienkatu 13,15110,LAHTI,Lahti,Teerenpeli Ravintolat Oy,26.03.2018,
1003103-8,30884745,Diablo Maxinge,Sparvägen 1,22150,JOMALA,Jomala,Mariepark Ab,15.06.2024,
3329046-2,30888392,Hua Du  ,eerikinkatu 12,20100,TURKU,Turku,Blacksakura Oy,25.07.2025,
2870390-4,30059237,Bistro Holvi,Savilahdenkatu 11,50100,MIKKELI,Mikkeli,Monrask Oy,14.05.2020,
0225008-9,1039914,Kahvila Hyrskyniemi,Hyrskyniementie,28190,PORI,Pori,Porin Pursiseura r.y.,01.03.2018,
2349512-2,1065554,Kesäteatteri Eerola,Kuorevirrankatu 14,74700,KIURUVESI,Kiuruvesi,Kiuruveden Maalaiskaupunginteatteri yhdistys Ry,29.06.2019,
2497687-6,1065146,Suukosken Keidas,Itäpuolentie 4064,95355,KOIVU,Tervola,Rälläkkä-viihde Oy,18.05.2019,
0910257-2,1035588,Prisma Forssa ravintolamaailma,Tapulikuja 6,30100,FORSSA,Forssa,Osuuskauppa Hämeenmaa,01.03.2018,
1011686-7,1082589,Pedrina's TexMex Restaurant,Isokatu 2,67100,KOKKOLA,Kokkola,Pedrina's Bar Cantina avoin yhtiö,30.05.2000,
2514281-4,1058060,Korv-Görans,Brändö Torg,65200,VAASA,Vaasa,N. Borg Ab Oy,01.03.2018,
2486517-2,30885810,Visupaviljonki,"Eeliksentie 15, ",34870,VISUVESI,Ruovesi,Wisun Puupankki Oy,15.11.2024,
1824178-5,1029200,Ravintola Laakonki,Tornatorintie 99,48100,KOTKA,Kotka,Mereta Oy,09.07.2008,
3288520-2,30889314,Mulligan Lounge Lahti,Valimonkatu 2,15520,LAHTI,Lahti,Banana Slice Oy,01.01.2026,
2358804-6,1075317,Kolin Pesä / Kota,Nuutilanpelto,83960,KOLI,Lieksa,Koli Companies Oy,26.08.2022,
3497246-5,30888155,ravintola Vietnami,Malmin kauppatie 18,700,HELSINKI,Helsinki,Sofia-SGB Oy,26.06.2025,
1071940-6,1070186,Kotipizza Vaajakoski,Vesmannintie 4,40800,VAAJAKOSKI,Jyväskylä,Sun City Bakers Oy,28.01.2021,
3444071-7,30884808,Lissun Bar,Keskustie 4,85200,ALAVIESKA,Alavieska,Lissun BAR Oy,03.06.2024,
3189847-4,30887377,Brocco Catering - Kerhola,Souranderintie 13,37100,NOKIA,Nokia,Brocco Oy,01.05.2025,
0203929-1,1045642,Sataedu Hovi,Kuninkaanlähteenkatu 14,38700,KANKAANPÄÄ,Kankaanpää,Satakunnan koulutuskuntayhtymä,15.11.2013,
3488090-7,30886946,Tamp City,Keskustori 1,33100,TAMPERE,Tampere,Yeti Gastro,30.04.2025,
0800250-2,1021094,Morrison's Grill & Green,Keskuskatu 7,100,HELSINKI,Helsinki,Ravintola Santa Fé Oy,14.10.2005,
0951748-7,1063258,Ravintola Sarvi,Valtakatu 43,39200,KYRÖSKOSKI,Hämeenkyrö,Sarvi Oy,15.04.1970,
0658353-4,1054100,Sampo,Kauppakatu 13,70100,KUOPIO,Kuopio,Restel Ravintolat Oy,01.01.1960,
2625218-5,30885744,Kyrö Sauna Bar,Keskuskatu 6,100,HELSINKI,Helsinki,Kyröön Kievari Oy,22.01.2026,08.03.2026
2547728-6,1061595,Grilli Pizzeria Chili,Siilitie 2,19410,KUORTTI,Pertunmaa,Rehena ,11.07.2018,
2370168-6,1068933,Karaoke Bar Jolene,Rantakatu 16,67100,KOKKOLA,Kokkola,Tulikuuma Kumpu Oy,14.07.2020,
0873697-9,1081124,0602 Opiskelijaravintola Felli,Yliopistonkatu 8,96300,ROVANIEMI,Rovaniemi,Compass Group Finland Oy,01.04.2005,
2922182-7,30067887,KlubiTarina,Tarinagolftintie 19,71800,SIILINJÄRVI,Siilinjärvi,Saaresta Oy,23.03.2020,
2899399-9,1074044,"KSM Lippulaiva, ravintolatila",Espoonlahdenkatu 4,2320,ESPOO,Espoo,Juusose Oy,22.04.2022,
3011402-5,1066307,Urban Pasta,Hovrättsesplanaden 11,65100,VAASA,Vaasa,Urban Pasta Oy,30.09.2019,
3278254-5,30074256,Taistelijan Talo,Hatuntie 387 A,82967,HATTU,Ilomantsi,Arhipan Elämys Oy,01.06.2022,
3399143-7,30883536,Cafeteria Viking,Ensimmäinen linja 2,20100,TURKU,Turku,Kahvila Mirimari Oy,19.12.2023,
0187614-3,1030513,Original Sokos Hotel Vaakuna,Koskikatu 4,96200,ROVANIEMI,Rovaniemi,Osuuskauppa Arina,01.01.2009,
0208265-2,30888580,Break Sokos Hotel Himos,Golftie 1,42100,JÄMSÄ,Jämsä,Osuuskauppa Keskimaa,01.10.2025,
0202192-1,1043613,Tunturikeskus Kiilopää,Saariselkä,99830,SAARISELKÄ,Inari,Suomen Latu ry,11.01.1988,
1992851-1,1027618,Long Hua,Kauppakaari 8,4200,KERAVA,Kerava,JIANGNAN OY,01.01.2008,
3526313-4,30888544,Boneless Tikkurila,Vehkapolku 10B,1300,VANTAA,Vantaa,SmashKatu OY,21.08.2025,
2186080-0,30887001,Brunndeli,Itäinen Rantakatu 4-6,20700,TURKU,Turku,Voiveljet Oy,01.04.2025,
3395854-9,30883300,"Ravintola Trappi, Föribaari",Nunnakatu 8,21100,NAANTALI,Naantali,Trappi Naantali Oy,04.11.2023,
3304972-4,1076049,Canvas Canteen,Pursimiehenkatu 21,150,HELSINKI,Helsinki,PeaIsland OY,30.11.2022,
2790212-7,1068018,Ravintola Laukonkartano,Laukontie 32,37370,VESILAHTI,Vesilahti,Eat & Smile Oy,01.05.2021,
2935224-5,30887186,The Hills Street Bar & Cafe,Hiihtomäentie 36,800,HELSINKI,Helsinki,T&J Group Oy,01.05.2025,
1764340-8,1072674,Kotipizza Kolmisoppi,Kolmisopentie 1,70780,KUOPIO,Kuopio,K&R Riihola Oy,01.11.2021,
3537645-4,30888494,Tulenliekki/ Lindan Lumous Oy,Jylhäntie 30,79700,HEINÄVESI,Heinävesi,Lindan Lumous Oy,01.09.2025,
1592830-3,1071546,Shots,Eteläranta 9,28100,PORI,Pori,HC Ässät Pori Oy,28.07.2022,
0469056-3,1272903,Salakari,Nummijärventie 385,61910,NUMMIJÄRVI,Kauhajoki,Nummijärven Maatalousjärjestö ry,01.03.2018,
1597224-0,1018410,Uffes Mat & Café,Purmovägen 471,68930,PURMO,Pedersören kunta,Uffes Mat & Café,20.04.2005,
1761875-5,30071705,Cafe Tanja,Hissitie,99130,SIRKKA,Kittilä,Oy Levi Restaurants Ltd,21.06.2021,
3395325-4,30883740,Rita's Kitchen,Vanhakoivistontie 14,28360,PORI,Pori,D & S Foods Oy,05.02.2024,
2838986-3,30889295,Box Cafe & Grill Monninkylä,Helkamäentie 32,7230,ASKOLA,Askola,Oy Box cafe & grill Ab,01.01.2026,31.12.2026
0658353-4,30886929,Casino Helsinki,Mikonkatu 19,100,HELSINKI,Helsinki,Restel Ravintolat Oy,01.04.2025,
2869343-5,30882620,CafeBarKino/Kemin Teatterin ravintola,Sauvosaarenkatu 4,94100,KEMI,Kemi,Kemin Kino Oy,20.08.2023,
1905175-6,1271859,Urheiluhallin Kahvio,Kupittaankuja 1,20520,TURKU,Turku,"Sport-Kahvila Oy, Turku",01.03.2018,
3552600-2,30888851,Ravintolat Bizarre ja Musine,Horninkatu 17,24100,SALO,Salo,VibeVenue Oy,13.10.2025,12.10.2026
0953481-8,1173017,Helsingin Melontakeskus,Rajasaarenpenger 8,250,HELSINKI,Helsinki,Helsingin Melontakeskus Oy,01.03.2018,
2199747-9,30888793,"LH Catering Poropirtti, Rovaniemi",Ounajoen Itäpuolentie 1049,96900,SAARENKYLÄ,Rovaniemi,Lapland Hotels Lappi Oy,01.10.2025,
2784227-5,30884353,ETKO Klondyke,Kumitehtaankatu 5 (liiketila 1301),4260,KERAVA,Kerava,Etko Brewing OY,25.04.2024,
0556228-0,1044348,Teurastamon Portti,Työpajankatu 2,580,HELSINKI,Helsinki,Teurastamon Portti Oy,01.03.2018,
2855259-5,1061216,Veskun Kievari,Sahatie 1,71750,MAANINKA,Kuopio,Veskun Grilli Oy,21.06.2018,
2639929-1,1049027,Ravintola Liisan Pub,Liepeentie 11,41400,LIEVESTUORE,Laukaa,T. Lamio,01.01.2015,
3144238-9,30885760,Abyssinia,Kutomotie 6 A,380,HELSINKI,Helsinki,Abyssinia,01.10.2024,
1873718-2,1067380,Wilderness Hotel Inari,Inarintie 2,99870,INARI,Inari,Nellim Wilderness Hotels & Safaris Oy,20.12.2019,
3531434-1,30887771,Ravintola Memos Mediterraen Restaurant,Hietasaarenkatu 18,65100,VAASA,Vaasa,Memos Mediterranean Oy,01.06.2025,31.05.2026
1029963-2,1067259,Harjun Puffetti,Pitkänsillankatu 15,67100,KOKKOLA,Kokkola,Harjun Leipomo Oy,27.01.2020,
3351723-3,30884929,Grill Room ,Ysitie 362,41490,NIEMISJÄRVI,Hankasalmi,Room of Food Oy,18.06.2024,
3235712-7,1072581,Bar Q Lappeenranta,Sammontori 2,53850,LAPPEENRANTA,Lappeenranta,Sammonsahti Oy,28.10.2021,
2509933-4,1045045,Luova Keittiö,Uudenmaankatu 70,5460,HYVINKÄÄ,Hyvinkää,XIAN MING OY,01.03.2018,
2829713-3,1064281,Taco Bell Tennispalatsi,Fredrikinkatu 65,100,HELSINKI,Helsinki,Restel Mexican Food Oy,15.04.2019,
3314717-2,1076205,Pizza Cook,Kaivokatu 10 B Lt 1123,100,HELSINKI,Helsinki,Mahsa Oy,19.12.2022,
3299515-3,30882763,Noodle Master,Eerikinkatu 20,100,HELSINKI,Helsinki,Happy Sunshine Oy,11.08.2023,
2260041-0,1032321,Ravintola Boothill,Lönnrotinkatu 25,180,HELSINKI,Helsinki,Karma International Oy,01.07.2009,
1837957-3,1017737,Olutravintola Vltava,Elielinaukio 2,100,HELSINKI,Helsinki,HOK-Elanto Liiketoiminta Oy,14.02.2005,
2508917-9,1043083,MustanKorpin Saluuna,Simunankoskentie 8,41325,LAUKKAVIRTA,Laukaa,Laukaan Korppi Oy,06.05.2016,
2867074-3,1061363,Sawohouse,Tarhakuja 1,70780,KUOPIO,Kuopio,Sawohouse Oy,15.06.2018,
1118884-6,1472117,Eerola,Röyhdänsaarentie 317,35420,TALVIAINEN,Orivesi,Eerolan Matkailukeskus,02.03.1999,
3464243-1,30885634,Tampereen Pizzamestarit,Hämeenkatu 3,33100,TAMPERE,Tampere,Tampereen Pizzamestarit Oy,02.09.2024,
3277732-4,1074611,GROOM Parturit / GROOM Garage,Eerikinkatu 33,180,HELSINKI,Helsinki,GB Finland Oy,10.06.2022,
0204964-1,1055613,Ravintola Wivi,Koulukatu 18,33200,TAMPERE,Tampere,SASKY koulutuskuntayhtymä,01.01.2017,
2191388-8,1032513,Ravintola Kiina,Topeeka 21 K 11,61800,KAUHAJOKI,Kauhajoki,JJ HUA Avoin yhtiö,21.07.2011,
2587376-4,30071292,Kotipizza Ii,Sorosentie 2,91100,II,Ii,Iin Herkutteluhetki Oy,26.05.2021,
3507951-3,30886727,Dante's Sport Bar,Valimotie 2,380,HELSINKI,Helsinki,Bar Pitsku Oy,01.03.2025,
2034228-6,30886203,Pizza Hut Lippulaiva,Espoonlahdenkatu 4,2320,ESPOO,Espoo,Askur Oy,16.12.2024,
2370168-6,30884349,Hemingway's Munkkivuori,Raumantie 1,350,HELSINKI,Helsinki,Tulikuuma Kumpu Oy,03.05.2024,
3420271-9,30884041,Barösund Grill & Cafe,Barösundintie 711,10270,BARÖSUND,Inkoo,Barö Cafe Group Oy,01.05.2024,
0658353-4,1072999,Rax Aurakatu Turku,Aurakatu 6,20100,TURKU,Turku,Restel Ravintolat Oy,07.02.2022,
1785584-9,1032981,Tuorilan SEO-palvelu,Merikarviantie 4,29790,TUORILA,Merikarvia,Tuorilan SEO-palvelu Oy,01.03.2018,
3374739-7,30882767,Ravintola Halli,Marjaniementie 789,90480,HAILUOTO,Hailuoto,Haili Oy,01.09.2023,
2792771-1,1072676,Söderkulla Pizzeria,Eriksnäsintie 3,1150,SÖDERKULLA,Sipoo,Ömer Gür Ömer GÜR Tmi,02.11.2021,
3496295-3,30888525,Kotipizza Toukola,Kaanaankatu 1 D,560,HELSINKI,Helsinki,Jmas Oy,18.08.2025,17.08.2026
0647239-1,1073815,Finnkino Mylly Luxe,Myllynkatu 1,21280,RAISIO,Raisio,Finnkino Oy,01.05.2022,
2479341-2,30059746,Eikan Pub,Mannilantie 42a,4400,JÄRVENPÄÄ,Järvenpää,Eikan Pub Oy,04.04.2020,
2919014-3,1071344,m/s Sergei ravintola Tsaikka,Takunlahdentie 2,79810,KARVIONKANAVA,Heinävesi,Karvion Leirintä Oy,18.06.2021,
2719491-7,1076772,Global Drinks Finland,Hämeentie 133,560,HELSINKI,Helsinki,Global Drinks Finland Oy,01.04.2023,
2902895-5,30883385,Hiekka beach volley club,Martinkyläntie 59,1720,VANTAA,Vantaa,HIEKKA beachspot Oy,31.12.2023,
2525440-2,1073889,Illusia,Brahenkatu 4,53100,LAPPEENRANTA,Lappeenranta,Kauneushoitola Illusia Oy,02.05.2022,
2453776-9,30885699,Pikku Havanna,Linnankatu 8,20100,TURKU,Turku,Lakir Oy,09.09.2024,
1103581-5,30034056,Teerenpeli Lahti,Vapaudenkatu 20,15140,LAHTI,Lahti,Teerenpeli Ravintolat Oy,26.03.2018,
2690743-6,1050969,Restaurant Thai Golden Chang,Hämeenkatu 29,33200,TAMPERE,Tampere,Thai Golden Chang Oy,18.06.2015,
3441380-7,30885816,Villa Severino Kamppi ,"Urho Kekkosen katu 1 , 5 krs ",100,HELSINKI,Helsinki,Locanda Severino Oy,01.10.2024,
2744044-4,1053798,Strömfors Bed & Bistro Oy,Ruukintie 10,7970,RUOTSINPYHTÄÄ,Loviisa,Strömfors Bed & Bistro Oy,16.06.2016,
2827217-1,1056852,Naa's Thai Cuisine Ravintola,Valtakatu 4 L,11100,RIIHIMÄKI,Riihimäki,Chantoh Oy,26.04.2017,
0762343-8,30885184,Tislaamo - Distillery Bar,Työpajankatu 2a R 3,580,HELSINKI,Helsinki,Casa Ravintolat Oy,01.07.2024,
2332771-9,1057861,Kesäravintola Rauhalahti,Rauhankatu 3,70700,KUOPIO,Kuopio,Suomi Camping Oy,01.08.2017,
2535289-7,1076576,Corner pizzeria,Uudenmaankatu 2,5800,HYVINKÄÄ,Hyvinkää,Rantatuuli,01.03.2023,
2196357-8,1059658,Pancho Villa ja Sun Wok Ratina,Vuolteenkatu 1,33100,TAMPERE,Tampere,JH-Ravintolat Oy,15.04.2018,
2076976-5,1040340,HOBO Hotel Helsinki,Kluuvikatu 4,100,HELSINKI,Helsinki,GLO Hotellit Oy,01.01.2012,
2245981-6,30886175,Muroleen kesäkahvila,Muroleenkanavantie 481,34420,MUROLEEN KANAVA,Ruovesi,Priima-Ravintolat Oy,01.01.2025,
2886841-8,1060173,Kotipizza Ratina,Vuolteekatu 1,33100,TAMPERE,Tampere,Artes Pizza Oy,18.04.2018,
2202245-4,1029349,Ravintola Väinölän Olohuone,Joukahaisentie 8,28330,PORI,Pori,Friirest Oy,07.07.2008,
1343293-7,30273635,Kartanon Kahvila,Louhisaarentie 229,21240,ASKAINEN,Masku,Taito Jalmari  Ylhäinen Louhisaaren Kartanon Kahvila,13.05.2018,
2837746-7,1057962,Flavour Palace,Saaristonkatu 5,90100,OULU,Oulu,Swift Horse Ravintola Oy,01.03.2018,
0204343-4,1066559,Teatteriravintola,Hallituskatu 14,28100,PORI,Pori,Porin Teatteritalo Oy,01.07.1999,
1070897-7,30059988,POP RAVINTOLA - pizza pop -,Kinnarinkatu 1,4430,JÄRVENPÄÄ,Järvenpää,POP LIVE OY,27.03.2018,
3361497-3,30882473,Ravintola 305,Toinen Linja 3,530,HELSINKI,Helsinki,Haukkala & Pojat Oy,01.08.2023,
2252902-8,30031503,Kaijonkipsa,Kauppaporvarintie 9,90570,OULU,Oulu,Ravintola Sarajevo,01.01.2019,
2029086-9,1043246,Spa Cafe,Tasetie 8,1510,VANTAA,Vantaa,Flamingospa Oy,01.02.2013,
3356164-8,30883915,Malai Indian Cuisine,Hermannin rantatie 5 ,580,HELSINKI,Helsinki,A Star Malai Oy,06.03.2024,
1234817-8,1770797,Kahvila Kalastajantupa,Porosalmentie 370,58900,RANTASALMI,Rantasalmi,Hakoapajan Lomamökit,01.03.2018,
3102217-3,30885520,Pytky baari  & Pannu,"Romekievarintie 1, P-alue",93280,SYÖTE,Pudasjärvi,Mari Kälkäjä T.Mi,05.09.2024,
3295519-4,1075305,Ravintola Hurmio,Hyryläntie 10,4300,TUUSULA,Tuusula,Ravintola Hurmio Oy,03.09.2022,
0310431-5,30064569,Hotelli Kaustinen,Pajalantie 24,69600,KAUSTINEN,Kaustinen,Kaustisen Kehitys Oy,24.05.2019,
3255560-9,1073648,Ravintola Kotipirtti,Talluksentie 26,82600,TOHMAJÄRVI,Tohmajärvi,Pirtin Pualikka Oy,20.01.2023,
0619341-3,1074208,Kuningas kebab,Itäinen Pitkäkatu 90,20810,TURKU,Turku,Turun Kuningas Kebab Oy,25.05.2022,
3216271-7,30882215,Vinter Bed & Breakfastin kahvila,Vintterintie 4,21570,SAUVO,Sauvo,Vinter Services Oy,22.06.2023,
3222633-8,1072014,Afrodite Taverna,Hämeenkatu 9,20500,TURKU,Turku,Afrodite Foods Oy,30.07.2021,
0873697-9,30885402,0296 Ravintola Dolce,Vingenkatu 18,67100,KOKKOLA,Kokkola,Compass Group Finland Oy,05.08.2024,
0796234-1,1002678,Optima,Trädgårdsgatan 30,68600,PIETARSAARI,Pietarsaari,Optima samkommun,09.04.2003,
