asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
3201762-4,1071456,Jackie Ateljee & Setsa Cellar,Iso Roobertinkatu 10,120,HELSINKI,Helsinki,Chaos Entertainment Group Oy,24.06.2021,
2034228-6,30887622,Pizza Hut Redi,Hermannin rantatie 5,580,HELSINKI,Helsinki,Askur Oy,12.06.2025,11.06.2026
2708189-1,30887161,Tullkällaren,Föglövägen ,22710,FÖGLÖ,Föglö,Stenbacken AB,01.05.2025,
0168170-9,1068503,LAS PALMAS GOES ROMEO,"Matkustajasatama, Rantakatu 2",80100,JOENSUU,Joensuu,Pohjois-Karjalan Osuuskauppa,01.06.2020,
0936044-0,1052849,Ravintola Viola,Kaisaniemenranta 2,170,HELSINKI,Helsinki,KH-Catering Oy,29.03.2016,
3437658-3,30884966,Hotelli Punkaharju,Punkaharjun harjutie 596,58450,PUNKAHARJU,Savonlinna,Hotelli Punkaharju Oy,11.06.2024,
2950899-1,1067464,Padel Vantaa,Vetokuja 4,1610,VANTAA,Vantaa,Nordic Padel Oy,22.01.2020,
1447914-7,1066311,Scandic Espoo,Nihtisillantie 1,2630,ESPOO,Espoo,Scandic Hotels Oy,01.04.1998,
2794569-6,30883951,GROOM Tulli,Pinninkatu 59,33100,TAMPERE,Tampere,B-Unit Oy,01.05.2024,
2124570-1,1026811,Lahden Keilahalli,Launeenkatu 5,15100,LAHTI,Lahti,Lahden Keilahalli Oy,22.10.2007,
3513545-8,30887181,Kahvila Pub Olokorjaamo,Rahulantie 28,51720,RAHULA,Mikkeli,Rahulan Ruhtinas Oy,01.06.2025,
2843652-7,1062216,Panimokahvila Vanha Kauppa,Valtakatu 11,45700,KUUSANKOSKI,Kouvola,Kouvolan Juomatehdas Oy,01.08.2018,
3201227-6,30883996,D&P Grilli thai food,Keskustie 1,73600,KAAVI,Kaavi,DAOW Oy,29.03.2024,
2662674-9,1049431,Sieppari-Pub Oy,Joutsenonkatu 55,55420,IMATRA,Imatra,Sieppari-Pub Oy,01.02.2015,
2707715-5,30070830,Hotelli Suomutunturi,Kotakuja 1,98720,SUOMUTUNTURI,Kemijärvi,Wilderness Suomu Oy,24.05.2021,
1478827-3,1051361,Ravintola Ararat,Rautatienkatu 10,15100,LAHTI,Lahti,T:mi Hussein Baski,01.03.2018,
0429578-2,1173414,Huoneteatteri Jurkka,Vironkatu 7,170,HELSINKI,Helsinki,Huoneteatteri Jurkan Kannatusyhdistys ry,12.02.2001,
3296377-6,30883322,Eppu's Cheesesteaks,Pursimiehenkatu 5,150,HELSINKI,Helsinki,Eppu's Oy,07.11.2023,
0873697-9,30886667,0120 Nordea Kampus,Aleksis Kivenkatu 7,500,HELSINKI,Helsinki,Compass Group Finland Oy,07.03.2025,
3351454-2,30882386,Quartier Bar & Bistro,Korkeavuorenkatu 4 ,150,HELSINKI,Helsinki,SO Group Oy,01.09.2023,
2002109-5,30887950,Aldeia Bianca Kerimaa,Kerimaantie 65,58200,KERIMÄKI,Savonlinna,Kerimaan Keskuskortteli Oy,11.06.2025,
3573243-9,30889192,The Red Fork,Soukantie 16,2360,ESPOO,Espoo,Dhanu Oy,02.12.2025,
0896169-0,1007671,Övermark Ungdomsförenings lokal,Smedsvägen 1,64610,YLIMARKKU,Närpiö,Övermark Ungdomsförening rf,01.03.2018,
1935317-2,1054442,Raiku,Hämeentie 1 L 50-51,530,HELSINKI,Helsinki,Cafe 1 Oy,01.03.2018,
2636220-2,1048639,Rantahotelli Waltikka,Hakalantie 2-4,37600,VALKEAKOSKI,Valkeakoski,Zepter Oy,02.10.2014,
2377708-2,1063000,Majatalo Sillankorva,Koskelantie 2,69300,TOHOLAMPI,Toholampi,Sillankorva Toholampi,29.11.2018,
0487434-6,1050618,Ranuanjärven Leirintäalue,Leirintäalueentie 5,97700,RANUA,Ranua,Ranuan Seudun Matkailu Oy,01.03.2018,
3433082-5,30884090,Sewa ,Itämerenkatu 12,180,HELSINKI,Helsinki,Brihaspati Oy,02.04.2024,
3495704-6,30887824,Ravintola Pannu,Kauppurienkatu 12,90100,OULU,Oulu,Buca-Rest Oy,03.06.2025,
2797147-2,1063642,Brudhäll,Karlby,22730,KÖKAR,Kökar,Destination Kökar AB,09.01.2019,
2922278-2,30888476,Cafe Mallaamo,uusikatu 19,90100,OULU,Oulu,Vaatelainaamo Oulu Oy,01.09.2025,
2206267-5,1032716,Havspaviljongen,Hellsö,22730,KÖKAR,Kökar,Kökar Havspaviljong Ab,10.07.2009,
0873697-9,1058053,0580 Tiedekulma,Yliopistonkatu 4,100,HELSINKI,Helsinki,Compass Group Finland Oy,18.09.2017,
3372199-8,30887683,Paltamo Ravintola,Rinnekuja 2,88300,PALTAMO,Paltamo,Paltamo Ravintola Oy,23.05.2025,
3085751-5,30888673,City-Pool,Aleksanterinkatu 25,15140,LAHTI,Lahti,Aleksi Juhani Koljonen,08.09.2025,
2199747-9,30029431,"Ylläs-Ski, Näköalaravintola",Äkäslompolo,95970,ÄKÄSLOMPOLO,Kolari,Lapland Hotels Lappi Oy,30.03.2018,
2829713-3,1071185,Taco Bell Oulu,Kirkkokatu 14,90100,OULU,Oulu,Restel Mexican Food Oy,15.06.2021,
3393701-9,30883546,Roll Bowling Imatran kylpylän keilahalli,Purjekuja 2,55420,IMATRA,Imatra,Roll Bowling Oy,01.01.2024,
2360845-7,1072351,Ravintola Kumari,Mikonkatu 8 L,50100,MIKKELI,Mikkeli,Mammutti 3000 Oy,30.09.2021,
3109635-9,30888938,Bänkki,Aurakatu 3 ,20100,TURKU,Turku,Restorator oy,15.11.2025,
0918544-3,1022963,m/s Ieva,Matkustajasatama,57130,SAVONLINNA,Savonlinna,Laivayhtiö Otukka Oy,24.05.2006,
2904101-7,1061133,Ravintola Delhi Darbar,Hämeenkatu 8,20500,TURKU,Turku,Delhi Darbar Oy,15.06.2018,
2596517-5,1074459,Ravintola Paviljonki Apia Oy,Pässinmäenkatu 30,37600,VALKEAKOSKI,Valkeakoski,Ravintola - Paviljonki Apia Oy,07.06.2022,
0972762-8,1073785,Kengityspaja,Linderinpolku 40,5720,HYVINKÄÄ,Hyvinkää,"Maatalousyhtymä Laakkonen Kalle, Reetta, Ville ja Yrjö",25.04.2022,
2149172-6,1028302,"IKEA, Vantaa (4220015014)",Porttisuontie 18,1200,VANTAA,Vantaa,IKEA Oy,02.04.2008,
3510750-2,30887471,Eteläpää Resort,Eteläpääntie 2,29810,SIIKAINEN,Siikainen,Eteläpää Resort Oy,10.05.2025,
3001162-4,30885780,Base Eat&Heat,Saaruan huippu 1,93830,RUKATUNTURI,Kuusamo,Rukan Camp Oy,01.12.2024,
2753542-7,1053186,Pub Vanha Varis,Littoistentie 81,20610,TURKU,Turku,TMI WANHA VAAKKU,01.03.2018,
3118884-3,1075430,Aavasaksan Aurinkomaja,Aavasaksanvaarantie 181,95620,AAVASAKSA,Ylitornio,Aava Sky Village Oy,01.09.2022,
1457656-1,1005168,Ravintola St. Michael,Hallituskatu 13-17,90100,OULU,Oulu,Arctic vodka Oy,17.06.1998,
2997407-9,1067175,Yu Sushi,Välikatu 8,37100,NOKIA,Nokia,Liu Jiang Oy,12.12.2019,
1771143-1,30054907,Kulmakippola,Annankatu 3,120,HELSINKI,Helsinki,Momentin Restaurants Oy,21.03.2018,
2730442-6,1052879,Ravintola Kampin Pippuri,Runeberginkatu 4 a D,100,HELSINKI,Helsinki,Kampin Pippuri Oy,01.04.2016,
2230279-8,1044667,Ravintola Kilpis,Käsivarrentie 14205,99490,KILPISJÄRVI,Enontekiö,Kilpistunturi Oy,16.10.2013,
0835500-9,1772101,Seurantalo Kisapirtti,Melkoniementie 139,59310,SÄRKISALMI,Parikkala,Särkisalmen Nuorisoseura r.y.,01.03.2018,
3107607-5,1070932,Padel Vihti,Naaranpajuntie 17,3100,NUMMELA,Vihti,MLM Sports Oy,27.04.2021,
0994812-1,30771924,Kiesilän Kievari,Lappeenrannantie 1090,52830,SUOMENNIEMI,Mikkeli,Kiesilän Kievari Oy,31.03.2022,
0865046-2,1055213,Hostel Café Koti,Valtakatu 21,96200,ROVANIEMI,Rovaniemi,Atsuuri Oy,07.11.2016,
1745591-7,1075422,BioRex Sveitsi,Härkävehmaankatu 4,5900,HYVINKÄÄ,Hyvinkää,Bio Rex Cinemas Oy,12.09.2022,
2928525-7,1065416,Bruket cafe & catering,Kaikukatu 4 A,530,HELSINKI,Helsinki,Cafe Bruket Oy,17.06.2019,
0902086-8,1021968,Wasa Uf Skatila r.f.,Skatilavägen 41,66520,VEIKKAALA,Mustasaari,Wasa Ungdomsförening Skatila r.f. ,01.03.2018,
2713367-1,30882297,Red Sea Lunch Café,Handelsesplanaden 24,65100,VAASA,Vaasa,Red Sea Lunch Café öppet bolag,01.07.2023,
3359714-9,30889479,TeaHouse of Wehmais,Pieksämäentie 234,51900,JUVA,Juva,PihlasResort Oy,30.01.2026,29.01.2027
3014751-3,30888906,TOKUMARU,"SELLO, LEPPÄVAARANKATU 3-5",2600,ESPOO,Espoo,Falcon Finland Oy,05.11.2025,
1636576-8,1011861,Viini- ja Puutarhatila Pihamaa Oy,Siltatie 12,17240,KALKKINEN,Asikkala,Viini-Pihamaa Oy,07.06.2001,
0213454-7,1064758,Tuisku ravintola,Kasaajankatu 13,15520,LAHTI,Lahti,Oy Hartwall Ab,01.05.2019,
3471405-2,30886570,Pappilan Sunday Shop,Yliopistonkatu 50,33100,TAMPERE,Tampere,FRENCHIC PAINT FINLAND OY,03.02.2025,
0235754-8,1876377,Kyläseuran Juhlapirtti,Näljängäntie 1391,93390,PUHOSKYLÄ,Pudasjärvi,Puhoskylän Kyläseura ry,01.03.2018,
0873697-9,1068220,"2605 UPM, pääkonttori",Alvar Aallon katu 1,100,HELSINKI,Helsinki,Compass Group Finland Oy,01.06.2020,
0183681-1,1276407,Ungdomsföreningens cafeteria,Sundomvägen 73 A,65410,SUNDOM,Vaasa,Sundom Ungdomsförening r.f.,01.03.2018,
3383435-1,30883097,Namaste Kuopio,Puijonkatu 17 b 7,70100,KUOPIO,Kuopio,NAMASTE KUOPIO Oy,27.10.2023,
3228156-4,1072250,Pizza Maggio,Kiviaidankatu 9 LH 5,210,HELSINKI,Helsinki,Maggio Oy,06.09.2021,
2609716-2,30066441,Kotipizza Lielahti,Pohtolankatu 47,33400,TAMPERE,Tampere,Grebmit Oy,16.09.2019,
3452744-1,30885483,"Espoo Sports Club, ESC Padel",Marsbyntie 10,2270,ESPOO,Espoo,Padel Hannuksenpelto Oy,26.08.2024,
0677234-3,1038075,Ränssin Kievari,Kuikantie 340,41140,KUIKKA,Jyväskylä,Ränssin Kievari Ky,22.11.1991,
2821521-4,1056884,X-Bar,Koivukylän puistotie 1,1360,VANTAA,Vantaa,Phamin ravintolat,01.08.2017,
3493165-5,30887761,Bistro Pata Nelonen,Äänekoskentie 1821,44480,NIINILAHTI,Viitasaari,Sawola Resort Ky,01.06.2025,
3185324-1,30070358,Sandy Café & Bistro,Maskuntie 281,21250,MASKU,Masku,Kankaisten Cecilia Oy,01.03.2022,
0851917-3,30072836,Ravintola Palvaa,Palvaantie 398,54500,TAAVETTI,Luumäki,SF-Caravan Kouvolan seutu ry,01.01.2022,
0208265-2,1009693,Liikennemyymälä ABC Keljonkangas,Eteläväylä 17,40530,JYVÄSKYLÄ,Jyväskylä,Osuuskauppa Keskimaa,01.03.2018,
0225944-6,1067419,Lemin Museo Särätupa,Vainikkalantie 6,54710,LEMI,Lemi,Lemin Kotiseutuyhdistys ry,15.01.2020,
3353962-7,30885203,Villa Valentina,Södra Söderbyvägen 43,22610,LEMLAND,Lemland,Villa Valentina Ab,19.06.2024,
1101118-6,1059112,La Torrefazione,Siltasaarenkatu 12,530,HELSINKI,Helsinki,La Torrefazione Oy,01.12.2017,
0166624-2,1005460,Metsälinnan tanssilavan pubi,Kitereentie 13,52300,RISTIINA,Mikkeli,Voimistelu- ja urheiluseura Ristiinan Urheilijat ry,01.03.2018,
3559925-2,30888832,Hotelli Tallukka,Tallukantie 1,17200,VÄÄKSY,Asikkala,Greenstay Oy,01.11.2025,
2312342-5,1059362,Viihdekeskus Z-Base Tampere,Itäinenkatu 9 - 13,33210,TAMPERE,Tampere,Suomen Toimintapelit OY,07.03.2018,
2926265-3,1063374,Ravintola Skilla,Savonkatu 24,70110,KUOPIO,Kuopio,Ujo Hippi Oy,11.01.2019,
1729814-9,1007735,CAPRIS PIZZA - KEBAB,Kustaankatu 2,500,HELSINKI,Helsinki,Akdogan Erol,01.03.2018,
3254453-9,1073247,Piazza Italia,Kuopion kauppatori,70100,KUOPIO,Kuopio,PIAZZA ITALIA Oy,01.04.2022,
2816272-2,1058442,Vanhan Porvoon Glassikko,Kirkkotori 7,6100,PORVOO,Porvoo,Local Artisans Oy,13.10.2017,
2311788-5,1054444,Motopark,Motoparkintie 62,77330,VIRTASALMI,Pieksämäki,Zwo Oy,02.08.2016,
2733330-7,1052659,Bug's Center,Baggövägen 1,10650,TAMMISAARI,Raasepori,Bar & Grill Ekenäs Ab,01.04.2016,
2339300-3,30065479,Jan Karlsgårdens Wärdshus,Slottsvägen 133,22520,KASTELHOLM,Sund,Nordiska Matkompaniet Ab,15.07.2020,
2587010-9,30883434,Friends & Brgrs Nokia Arena,Kansikatu 3,33100,TAMPERE,Tampere,Friends & Brgrs Ab Oy,24.11.2023,
0873697-9,1016268,0815 Ravintola Minerva,Kanslerinrinne 1,33100,TAMPERE,Tampere,Compass Group Finland Oy,27.11.2003,
3109718-3,1073872,Pancho Villa Express Sastamala,Vammalantie 7,38200,SASTAMALA,Sastamala,Midamex Oy,23.05.2022,
1885864-6,1776751,m/aux Vivan,Kantasatama,48100,KOTKA,Kotka,Marekat Avoin yhtiö,01.03.2018,
3320263-7,30883490,Fat Lizard Töölö,Helsinginkatu 56,260,HELSINKI,Helsinki,Fatmax Oy,27.12.2023,
2713816-5,30882238,M/S Marival II,Rantatie 13,83960,KOLI,Lieksa,Luonto 365 Oy,22.06.2023,
2617252-1,30885510,Ravintola Farmi,Aleksis Kiven Katu 7,32200,LOIMAA,Loimaa,Catering Anu Suomela Oy,12.08.2024,
0728058-6,1776809,Hirvelän Lava,Onnenmäentie 60,46710,SIPPOLA,Kouvola,Hirvelän Hirvet r.y.,01.03.2018,
2355227-0,1036568,Blues Moon,Laivurinkatu 18-20,92100,RAAHE,Raahe,J & P Ravintolat Oy,01.01.2011,
3336551-6,30883052,Ravintola Nepali,Sepänkatu 19,150,HELSINKI,Helsinki,Ravintola Nepali Oy,01.10.2023,
1735555-3,1013612,Ravintola Valkoapila,Keskuskatu 4,77600,SUONENJOKI,Suonenjoki,Ravintola Valkoapila Oy,25.02.2002,
2447278-2,1048707,Ravintola Meritähti,Itämerenkatu 14,180,HELSINKI,Helsinki,Jesan Oy,31.10.2014,
2426194-2,1039677,Ravintola Papillon,Hämeenkatu 34,11100,RIIHIMÄKI,Riihimäki,K.T. Trendi Oy,30.09.2011,
1761875-5,30062190,Ravintola Draivi,Golfväylä 9,99130,SIRKKA,Kittilä,Oy Levi Restaurants Ltd,19.07.2018,
3486678-5,30886403,RAVINTOLA NAMASTAY FINLAND,Yliopistonkatu 29,20100,TURKU,Turku,Sonave Oy,01.01.2025,
2077611-3,1035100,Peders Aplagårds Café,Österbygge,22730,KÖKAR,Kökar,Peders Aplagård Ab,01.11.2021,
2208168-1,1035967,Viikinkiravintola Harald,Kauppakatu 33,40100,JYVÄSKYLÄ,Jyväskylä,Viikinkiravintola Harald Oy,01.10.2010,
2846630-4,1058786,Pubi Jerun Piilopaikka,"Hämeenkatu 10, alakerta",33100,TAMPERE,Tampere,Ravintola ja loma Syrjä Oy,05.12.2017,
0907459-1,1064299,Golfravintola Viipurin Golf,Vehkataipaleentie 589,53300,LAPPEENRANTA,Lappeenranta,Viipurin Golf Oy,12.04.2019,
2050792-5,30889396,B&B Rukatupa,Ukkoherrantie 18,93830,RUKATUNTURI,Kuusamo,Pullan Baari Oy,02.02.2026,
2907651-9,1070108,Ravintola Piilo,Lönnrotinkatu 34,180,HELSINKI,Helsinki,Family Gelato Oy,23.09.2021,
2789122-9,1056187,Pertunmaan pizzeria,Pertuntie 23,19430,PERTUNMAA,Pertunmaa,Truska,01.03.2018,
0906333-1,30882797,Ravintola Fortezza,Säterinkatu 6,2600,ESPOO,Espoo,ISS Palvelut Oy,17.08.2023,
1533229-4,1172358,Kontulan pizza&kebab,Ostostie 4,940,HELSINKI,Helsinki,Tmi Buga,01.03.2018,
1967063-7,30063708,Grilli-Kahvila Mi-Sa St1 Karvia,Kylä-Karviantie 27,39930,KARVIA,Karvia,Grilli-Kahvila Mi-Sa Ky,04.02.2019,
2364515-1,30882831,Amarillo Porvoo,Rihkamakatu 2,6100,PORVOO,Porvoo,Osuuskauppa Varuboden-Osla Handelslag,01.09.2023,
3473390-7,30886231,Aasialainen ravintola Panda,Maaherrankatu 26,50100,MIKKELI,Mikkeli,Zhonglin Oy,25.11.2024,
1447914-7,1069851,Grand Central Helsinki,Vilhonkatu 13,100,HELSINKI,Helsinki,Scandic Hotels Oy,04.01.2021,
2196357-8,30883045,Pancho Villa Tammela Stadion,Tammelankatu 25 ,33500,TAMPERE,Tampere,JH-Ravintolat Oy,06.11.2023,
3392382-1,30883399,StarCircus,Porokylänkatu 29,75530,NURMES,Nurmes,Nurmeksen Kyläbaarit Oy,24.11.2023,
0913507-5,30884288,Toritupa,Kauppatori,57100,SAVONLINNA,Savonlinna,Savonlinnan Sokerileipomo Oy,22.04.2024,
3244088-7,1073347,Ravintola Tbilisi,Kuninkaankatu 15 L 6,33210,TAMPERE,Tampere,Georavintolat OY,18.02.2022,
2629669-8,1065891,Pizzeria Via Tribunali,Hämeentie 33,500,HELSINKI,Helsinki,Pyöreän Pöydän Pääty Oy,05.08.2019,
1612219-2,1064623,Tuuspata,Jokitie 3,71200,TUUSNIEMI,Tuusniemi,Amorek Oy,25.04.2019,
2435243-0,1072803,Sankilan kartano,Sankilantie 35,33980,PIRKKALA,Pirkkala,Sankilan kartano Oy,16.11.2021,
2685666-7,1056306,Gloria Joensuu,Siltakatu 12,80100,JOENSUU,Joensuu,Northmax Oy,02.03.2017,
3345543-1,30881338,Ravintola Cru,Kauppamäki 10,2780,ESPOO,Espoo,JM Restaurants Oy,12.05.2023,
2974858-1,30064182,Linnabaari,Suomenlinna C 70,190,HELSINKI,Helsinki,Viapori Spirit Oy,18.03.2019,
3323293-2,30883782,Rinneravintola Piste,Rukankyläntie 17,93830,RUKATUNTURI,Kuusamo,Ski or die Oy,13.02.2024,
2996229-7,30882953,Loft Hotel Rauma,Rauhankatu 62,26100,RAUMA,Rauma,Loft Hotel Rauma Oy,08.09.2023,
3440718-3,30885034,SPORT BAR/ OTANMARKET,VUORIMIEHENTIE 2,88200,OTANMÄKI,Kajaani,OtanMarket Oy,18.06.2024,
2916903-7,30883656,Pub Kultainen Ilves,Tammelankatu 25,33500,TAMPERE,Tampere,H5 Ravintolat Oy,22.01.2024,
0184317-3,1044696,Sääksjärven Nuorisoseura,Sääksjärventie 487,62800,VIMPELI,Vimpeli,Sääksjärven Nuorisoseura r.y.,01.03.2018,
2249482-2,30888471,Pancho Villa Iisalmi,Satamakatu 10–12,74100,IISALMI,Iisalmi,Kajaanin Keila-Keskus Oy,01.09.2025,
2338042-1,1064357,Pieni Kotieläintila ja Kahvila Onni,Santavillantie 78,4380,TUUSULA,Tuusula,Jonna Winqvist,02.05.2019,
3462127-8,30887677,Masala Panda Restaurant & Bar,"Porarinkatu 3, LT2",2650,ESPOO,Espoo,JIT Bites Oy,22.05.2025,
2119888-8,1026418,Hotelli Fooninki,Kaarretie 4,60510,HYLLYKALLIO,Seinäjoki,Restamaakarit Oy,05.07.2007,
0686881-2,30882173,Hotelli Posio,Posiontie 28,97900,POSIO,Posio,Polarina Import Oy,20.06.2023,
0976963-3,30064529,Bar Varvintori,Läntinen Rantakatu 65,20100,TURKU,Turku,Intradex Oy,01.09.2019,
2112598-8,30883093,Bob Cafe Maistraatinportti,Maistraatinportti 1,240,HELSINKI,Helsinki,Toothpicks and Honey Oy,03.10.2023,
0201177-4,1018171,Karaoke Bar Anna K,Annankatu 23,100,HELSINKI,Helsinki,Formia-Future Oy,01.04.2005,
0770349-7,30884048,Immulan Mummula,Immulanraitti 14,8500,LOHJA,Lohja,Uudenmaan työnohjaus- ja terapiapalvelut Oy,15.04.2024,
1121070-8,1472226,Kahvila Katiska,Ahotie 46,33800,TAMPERE,Tampere,Kahvila Nekalan Katiska,01.04.2004,
0873697-9,30886671,Nordea Aleksanterinkatu 36,Aleksanterinkatu 36,100,HELSINKI,Helsinki,Compass Group Finland Oy,10.03.2025,
3504813-5,30886992,Kelatien Lounas ,Kelatie 15,1450,VANTAA,Vantaa,Kelatienlounas Oy,01.05.2025,
1109137-4,30068431,Ravintola Wanha Klubi,Klubitie 12,73310,TAHKOVUORI,Kuopio,Bon Tahko Oy,01.06.2020,
0424229-3,1036224,Kemin karaokepub Ramona,Keskuspuistokatu 15,94100,KEMI,Kemi,JR-Ravintolat Oy,01.10.2010,
2818772-7,1061663,Pizza Uno,Oulunkyläntie 2,600,HELSINKI,Helsinki,Altunay Oy,23.10.2018,
2793756-5,1067702,Kotipata Karvia,Kylä-Karviantie 14,39930,KARVIA,Karvia,Ruokapalvelut Vaholuoto Oy,01.03.2020,
2618334-3,1047303,Kesäravintola Tuulaaki,Rantakatu 2,80110,JOENSUU,Joensuu,Topakka Oy,20.05.2014,
3424577-8,30883960,Bar Paino,Mannerheiminkatu 20,6100,PORVOO,Porvoo,Sticks and balls Oy,15.04.2024,
2551534-2,1045529,Ravintola Base Camp,Hämeenkatu 13-17,5800,HYVINKÄÄ,Hyvinkää,Pradip Oy,01.10.2013,
2196357-8,30883521,Pancho Villa Ylöjärvi,"Kauppakeskus ELO, Elotie 1 ",33480,YLÖJÄRVI,Ylöjärvi,JH-Ravintolat Oy,01.01.2024,
3530069-5,30889294,Lumo Resorts Oy,Nissinvaarantie 39 C,93800,KUUSAMO,Kuusamo,Lumo Resorts Oy,19.12.2025,
3234733-2,1072458,Kahden Muijan Kahvila,Savontie 4,18100,HEINOLA,Heinola,Tmi Just Almonds,01.11.2021,
1447914-7,30889261,Scandic Postitalo,Rautatienkatu 21,33100,TAMPERE,Tampere,Scandic Hotels Oy,01.01.2026,
2381368-8,1073096,Puhuri by Patisserie Teemu Aura,Kauppaneuvoksentie 18,200,HELSINKI,Helsinki,Zugu Oy,05.01.2022,
1928931-8,30044185,Robert's Coffee Hietalahden,Lönnrotinkatu 34,180,HELSINKI,Helsinki,Zeberas Oy,23.04.2020,
3098531-4,30067435,Ravintola Sansar,Fredrikinkatu 46,100,HELSINKI,Helsinki,Visit Nepal Oy,01.02.2020,
0139545-4,30886606,Ravintola Poukama,Taitajankatu 6,24240,SALO,Salo,Salon Seudun Koulutuskuntayhtymä,24.02.2025,
2710125-8,1052550,Ravintola Silkkitie,Keskuskatu 7,42100,JÄMSÄ,Jämsä,Eurasia Ateriapalvelut Oy,01.03.2018,
1327954-9,1273218,Riikin Baari,Riikinkuja 1,24910,HALIKKO AS,Salo,Riikin Baari,07.03.1998,
3178193-8,1070588,Oggelby Bar,Torivoudintie 1,640,HELSINKI,Helsinki,Amena Akbor Oy,27.04.2021,
2906567-6,1076273,Pub Juoma Valkeakoski,Salomaantie 9 LH 2,37630,VALKEAKOSKI,Valkeakoski,Rastas Ravintola Oy,05.01.2023,
2356489-6,1048273,Garam Masala,Rautatienkatu 6,90100,OULU,Oulu,Nagraja Oy,07.07.2015,
2998457-6,1065116,Sarkka,Hallituskatu 13-17,90100,OULU,Oulu,Sarkka Ravintolat Oy,01.06.2019,
3311456-5,1075610,Baarine,Rauhanpuisto 20,28120,PORI,Pori,Baarine Oy,01.11.2022,
2437942-2,30882829,DTM,Työpajankatu 2a R1 C,580,HELSINKI,Helsinki,Äkä Oy,01.09.2023,
3417548-2,30886531,Ravintola Lohikukko ,Lohikuja 1,45360,VALKEALA,Kouvola,Behbam Oy,29.01.2025,
3215572-8,30886673,Kripa,Bulevardi 11 ,10900,HANKO,Hanko,Kirpal Oy,18.02.2025,
