asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
0168170-9,30070754,Break Sokos Hotel Koli,Ylä-Kolintie 39,83960,KOLI,Lieksa,Pohjois-Karjalan Osuuskauppa,01.04.2021,
2966624-4,1069648,Oobu,Läntinen Rantakatu 9,20100,TURKU,Turku,Le Grazie Catering Oy,21.10.2020,
3393367-5,30884230,Kesäravintola Elba,Sannanrannantie 58,67200,KOKKOLA,Kokkola,Meritulli Ravintolat Oy,01.05.2024,
3089642-6,1072851,Pancho Villa Lentola,Mäkirinteentie 4,36220,KANGASALA,Kangasala,Back In Business Oy,29.11.2021,
2184491-5,30028518,Indian Cuisine,Kajaaninkatu 38,90100,OULU,Oulu,Katiusa Oy,04.04.2020,
0208265-2,1070303,Rosso Jyväskylä,Asemakatu 4,40100,JYVÄSKYLÄ,Jyväskylä,Osuuskauppa Keskimaa,15.03.2021,
3238982-3,30074336,"Ruka Safaris, Iisakki Village",Myllylahdentie 4,93830,RUKATUNTURI,Kuusamo,Ruka Experiences Oy,19.05.2022,
2152555-1,1051031,Kahvila-Pizzeria Akkavaara,Myllytie 1,98900,SALLA,Salla,Akkavaara Oy,01.03.2018,
2071192-6,30040291,Saariston lomakeskus,Mossala,21770,MOSSALA,Parainen,Ab Skärgårdens Fritidscenter - Saariston Lomakeskus Oy,16.05.2018,
3234173-1,30883645,"Boneless, Ullanlinna",Vuorimiehenkatu 12 lh. 1,140,HELSINKI,Helsinki,GmanG Oy,17.01.2024,
3459296-4,30885593,Cafe Ella,Kuunkatu 6,2210,ESPOO,Espoo,Zhimon Oy,19.08.2024,
0910257-2,1027207,Prisma Café Riihimäki,Voimalankatu 2,11100,RIIHIMÄKI,Riihimäki,Osuuskauppa Hämeenmaa,17.10.2007,
2669501-5,1059866,Mustialan Kievari & Wanha,Renkituvantie 10,31310,MUSTIALA,Tammela,Elosa osk,13.03.2018,
0201177-4,1045391,Ravintola Huikkanen,Kotkankatu 12,48100,KOTKA,Kotka,Formia-Future Oy,01.10.2013,
0675598-1,1027461,Huoneistohotelli Homeland,Kullervonkatu 19 A,33500,TAMPERE,Tampere,Homeland Tampere Oy,08.04.2009,
0207220-0,30044060,Olavinlinnan Ravintolat,Olavinlinna,57130,SAVONLINNA,Savonlinna,Osuuskauppa Suur-Savo,29.03.2018,
3443477-1,30886377,Safaritalo,Nipasentie 2,73310,TAHKOVUORI,Kuopio,Tahko Adventure Oy,19.12.2024,
2034228-6,1066696,Pizza Hut Helsinki Outlet,Tatti 17,760,HELSINKI,Helsinki,Askur Oy,31.10.2019,
3210522-9,30888488,Kultainen Kahvila,Kauppakatu 14,87100,KAJAANI,Kajaani,Golpe Resonante Oy,13.08.2025,
2472908-2,1055592,Ravintola Paja,Kuuselankatu 1,45100,KOUVOLA,Kouvola,Kaakkois-Suomen Ammattikorkeakoulu Oy,01.01.2017,
3381509-7,30883818,Mommilan Kyläpuoti,Kordelinintie 64,12170,HIETOINEN,Hämeenlinna,Kordelinintien Kauppayhtiö Oy,01.04.2024,
2829713-3,30889242,Taco Bell Redi,Hermannin rantatie 5,580,HELSINKI,Helsinki,Restel Mexican Food Oy,11.12.2025,
3472321-5,30886655,Kantakievari Ruovesi,Ruovedentie 11,34600,RUOVESI,Ruovesi,Kantakievari Oy,04.03.2025,
2461334-6,1042348,Ravintola Maneerat,Käsityöläiskatu 1,20100,TURKU,Turku,Ravintola Maneerat Oy,01.03.2018,
3276111-1,30074441,Italica Taberna,Kirkkokatu 17,90100,OULU,Oulu,Merfik Oy,27.05.2022,
2799681-3,1055716,Viialan Seurahuone,Keskuskatu 44,37830,AKAA,Akaa,Hotelli Mesku Oy,01.01.2017,
0154374-4,1047970,Ravintola Hertta,Hermiankatu 1,33720,TAMPERE,Tampere,Linkosuon Kahvila Oy,01.09.2014,
3219006-4,1074159,Kvääristö,Kolmas linja 17,530,HELSINKI,Helsinki,Queer Group Oy ,17.05.2022,
2705259-9,1051626,Suomussalmen Seurahuone,Kauppakatu 7,89600,SUOMUSSALMI,Suomussalmi,Rannikko Raatevaara avoin yhtiö,28.09.2015,
3232917-7,30889282,Lundinkatu 18,Lundinkatu 18,6100,PORVOO,Porvoo,Luola pelit Oy,12.01.2026,
0892069-6,1880013,Neste Kontiomäki,Viitostie 2,88470,KONTIOMÄKI,Paltamo,Kainuun Tähti Oy,01.03.2018,
2233449-0,1066158,Bar Fr33tim3,Ajurinkatu 16,70110,KUOPIO,Kuopio,Bilis4ever Oy,28.08.2019,
2238666-1,1060148,Piippu Terassi & Vanha Värjäri,Wahreninkatu 11,30100,FORSSA,Forssa,Forssan Piippuravintolat Oy,06.04.2018,
2733745-5,30064290,Hotelli & Ravintola Sandvik ,Pensar Ängvik 181,21660,NAUVO,Parainen,FeedIn Oy,15.05.2021,
2754276-6,1058345,Nova Skyland Hotel,Tähtikuja 6,96930,NAPAPIIRI ROVANIEMI,Rovaniemi,NOVA - ROI Oy,01.10.2017,
2629669-8,1070100,Pizzeria Via Tribunali,Tunturitie 16,95970,ÄKÄSLOMPOLO,Kolari,Pyöreän Pöydän Pääty Oy,10.02.2021,
2804983-4,1056687,Zivago,Kirkkokatu 29,90100,OULU,Oulu,Seiskatuuma Oy,24.04.2017,
0904870-5,1871335,West Coast Biljard,Rantakatu 16,67100,KOKKOLA,Kokkola,Länsirannikon Biljardi Oy,14.03.2003,
2481625-8,1044438,Ravintola Reippaankulma,Kauppatie 21,73200,VARPAISJÄRVI,Lapinlahti,Pub Reipas Ky,21.06.2013,
3021969-5,1067061,The Other One,"Aleksanterinkatu 9, tila 109A",100,HELSINKI,Helsinki,KWN Thai Restaurant Oy,01.01.2020,
2900359-8,1061446,Pub Jälki-istunto,Juurikkajärventie 3,82580,JUURIKKA,Kitee,Juurikan Vapaa-aika keskus Oy,01.07.2018,
3498450-3,30887468,Delhi Rasoi Lahti,Aleksanterinkatu 23,15110,LAHTI,Lahti,Himelin keittiö,07.05.2025,
0213834-5,30012038,Keski-Uudenmaan ammattiopistoKerava,Sarviniitynkatu 9,4200,KERAVA,Kerava,Keski-Uudenmaan koulutuskuntayhtymä,01.09.2019,
2968884-9,30884968,New Beijing Lahti,Vapaudenkatu 18,15110,LAHTI,Lahti,Chengda Oy,20.06.2024,30.01.2026
1009332-7,1041378,TTT-Teatteripalvelut,Hämeenpuisto 28-32,33200,TAMPERE,Tampere,TTT - Teatteripalvelut Oy,16.04.1985,
3299187-3,1076604,Bar Tyrmä,Puistotie 2,62100,LAPUA,Lapua,BMF Productions Oy,14.03.2023,
0662813-0,1278082,Pizzeria-Ravintola La Favorita,Mäntynäädänkatu 6,67800,KOKKOLA,Kokkola,Mary's La Favorita Oy,06.07.1998,
2925739-5,1062305,Bunkkeri,Keuruuntie 10,42700,KEURUU,Keuruu,TP. Ahonen,29.08.2018,
3129316-8,1068695,Kahvi-Baari,Valtakatu 21,69100,KANNUS,Kannus,Ideaali ilmiö Oy,01.07.2020,
0224037-4,1046762,Grön-Vita Lawntennis Klubben,Lars Sonckin tie 5,570,HELSINKI,Helsinki,Grön-Vita Lawntennis Klubben rf ,01.03.2018,
3112677-3,30881749,Angela Mikkeli,Mikonkatu 8,50100,MIKKELI,Mikkeli,Angela Mikkeli Oy,01.06.2023,
3414949-5,30884200,Ravintola Istanbul,Vilhonkatu 1,24100,SALO,Salo,Buhis4 Oy,13.04.2024,
0786279-7,1171534,Nerone,Pursimiehenkatu 27,150,HELSINKI,Helsinki,Reg Clean Oy,05.12.1998,
3482509-4,30886389,Ravintola Pho Dinh,Hämeentie 101,550,HELSINKI,Helsinki,Pho Dinh,23.12.2024,
0820497-2,30027358,Ravintola Birgitta,Toripaviljonki 1,13100,HÄMEENLINNA,Hämeenlinna,Mikest 99 Oy,14.04.2020,
3290279-7,1075174,Ravintola Mori,Valtakatu 12,94100,KEMI,Kemi,Mori Kemi Oy ,16.08.2022,
2925817-9,1073987,Jäps Hallibaari,Vanerikuja 10,4400,JÄRVENPÄÄ,Järvenpää,JäPS Oy,18.04.2022,
2715490-7,1062540,Ravintola Face,Torikatu 13,38700,KANKAANPÄÄ,Kankaanpää,PH-Hotels Oy,28.01.2021,
3238610-4,30888630,Ravintola Usva,Muuntamontie 2,80100,JOENSUU,Joensuu,Usva Ravintolat Oy,01.09.2025,
3190301-8,30884821,Retkietappi,Juumantie 134,93600,KUUSAMO,Kuusamo,Ruka Guiding service Oy,03.06.2024,
2324476-1,1075403,Kuningas Pizza & Kebab,Helsinginkatu 2 B,500,HELSINKI,Helsinki,Aybi Ky,07.10.2022,
3489322-2,30886363,Willähde Krouvi,Villähteentie 546,15540,VILLÄHDE,Lahti,W-Krouvi Oy,01.01.2025,
3385897-8,30883973,Merisali,Nunnakatu 1,21100,NAANTALI,Naantali,Seurustelusalonki 1899 Oy,30.04.2024,
1065406-7,1066844,"Kahvio, K-Supermarket Kasarmi",Pohjoinen Hesperiankatu 33,260,HELSINKI,Helsinki,Anne ja Pasi Saarinen Oy,22.09.2020,
0162170-6,1054577,Lamppu,Kauppakatu 27,53100,LAPPEENRANTA,Lappeenranta,Etelä-Karjalan Osuuskauppa,01.01.1960,
0210809-0,1011445,Tenon Eräkievari,Rovisuvanto,99950,KARIGASNIEMI,Utsjoki,Karigasniemen Kauppakeskus Härkönen Oy,06.08.2002,
1099516-0,1028452,Hotel Stallbacken,Grännäsvägen 2-2,21660,NAUVO,Parainen,Hotel Stallbacken Nagu Oy Ab,04.06.2008,
2690917-5,1061090,Wanha Meijeri,Paavolantie 10 A,92500,RANTSILA,Siikalatva,ROM Rantsila osk,27.06.2018,
2776735-9,1068871,Ba Bu,Firdonkatu 2 B LT 2110/1062,520,HELSINKI,Helsinki,DO'S KAHVILA OY,24.11.2020,
3161365-1,30889040,Milan Pizzeria&Kebab,Eerikinkatu 5,20100,TURKU,Turku,Nalim Oy,13.11.2025,
0973110-9,30061769,Santasport Ravintolamaailma,Hiihtomajantie 2,96400,ROVANIEMI,Rovaniemi,Rovaniemen Koulutuskuntayhtymä,01.07.2018,
2936134-4,30070269,Kotipizza Kangasala,Finnentie 1,36200,KANGASALA,Kangasala,Maula Ali Oy,01.03.2021,
2132729-9,1053044,Laukon kartano,Laukontie 25,37370,VESILAHTI,Vesilahti,Historicum Oy,12.04.2016,
3328046-7,1076344,PUB DAY's road,Päivöläntie 24,730,HELSINKI,Helsinki,Golden Kaura Oy,01.02.2023,
2833601-6,30884269,DeLorean,Kauppakatu 35 (Kauppalaispiha 2-krs.),40100,JYVÄSKYLÄ,Jyväskylä,Cocktailgate Oy,21.04.2024,
2987454-5,30887920,Werlan Sydän,Verlantie 286,47850,VERLA,Kouvola,JCorazon,10.06.2025,
1478391-5,1008085,Villa Cawén,Raidanlahdentie 783,41880,OITTILA,Jyväskylä,Oittilan Maamiesseura ry,01.03.2018,
3478532-8,30885952,Laelta,Ranta-Tampellan katu 13,33500,TAMPERE,Tampere,Tella Investment Oy,01.12.2024,
3387565-5,30883328,Metsäkahvila,Hakotuvantie 15,58900,RANTASALMI,Rantasalmi,Savon Elämyspalvelut Oy,15.11.2023,
0215008-8,1871845,Kahvila Korpihovi,Sallantie 53 A,93900,KUUSAMO,Kuusamo,Käylän seudun maamiesseura ry,01.03.2018,
2017343-5,1041003,Saarijärven Kebab ja pizza,Paavontie 15,43100,SAARIJÄRVI,Saarijärvi,Saarijärven Pizzeria Kebab Oy,30.04.2012,
3258526-9,30076756,Kolima Distillery tislaamo,Putaanportintie 13,44800,PIHTIPUDAS,Pihtipudas,Kolima Distillery Oy,21.03.2023,
1535028-1,30882489,Kyynärön lava,Kyynäröntie 390 ,36930,KYYNÄRÖ,Pälkäne,Progvation Oy,23.07.2023,
3279577-6,30888808,Oppa korean BBQ Autotalo,Fredrikinkatu  46,100,HELSINKI,Helsinki,Oppa BBQ Kaisaniemi Oy,09.10.2025,
0663186-6,1771683,Kujansuu,Uuno Klamin tie 60,49860,KLAMILA,Virolahti,Klamilan Kujansuu Oy,01.03.2018,
2973687-1,1064330,Pikku Paroni,Olantie 2,5200,RAJAMÄKI,Nurmijärvi,Company Glaze Oy,06.04.2019,
3509943-4,30886847,Maran Baari,Rummunlyöjänkatu 16,24100,SALO,Salo,Janoinen Sankari Oy,01.04.2025,
3373260-3,30882899,Quattro Pizzeria,Aamunkoitonkatu 1,20900,TURKU,Turku,Majakka Turku,01.09.2023,
2172577-2,1043157,Restaurang Seagram,Lotsudden,22100,MARIEHAMN,Maarianhamina - Mariehamn,Embarsund Ab,11.12.2012,
0168170-9,30029776,Sokos Hotel Kimmel,Itäranta 1,80100,JOENSUU,Joensuu,Pohjois-Karjalan Osuuskauppa,08.06.2022,
3523279-2,30887661,Iskender grill,Imatrantie 5A,53100,LAPPEENRANTA,Lappeenranta,FM Pico Oy,05.06.2025,
3165495-5,30887466,Ravintola Everton,Torikatu 1,37830,AKAA,Akaa,Viialan Ravintolapalvelut Oy,23.05.2025,
1946699-4,1064458,Cafe Hoffi,Palokunnankatu 9,13100,HÄMEENLINNA,Hämeenlinna,Soininen Sirpa Kaarina tmi,05.04.2019,
3114095-4,1070397,Kahvila Luovuus,Valtakatu 27,53100,LAPPEENRANTA,Lappeenranta,NisulanLikat Oy,24.03.2021,
2680311-9,1049998,Kulttuurikuppila Brummi,Karjalankatu 15,26100,RAUMA,Rauma,Rauman Kahvilayritys Oy,01.12.2016,
0771735-4,1778212,Jakeluasema Kuiri,Lehtipojantie 1,80140,JOENSUU,Joensuu,Jakeluasema Kuiri Oy,01.03.2018,
2286350-1,1070410,"K-Citymarket Tammisto, kahvila",Tammiston kauppatie 9,1510,VANTAA,Vantaa,K. Sivonen Oy,03.05.2021,
3224273-3,30883775,Pizzeria Magenta,Vapaudentie 18,96100,ROVANIEMI,Rovaniemi,Pizzeria Magenta Oy,14.02.2024,
0174557-3,1060690,Ravintola Ylä-Ruth,Seminaarinkatu 19,40100,JYVÄSKYLÄ,Jyväskylä,R. Ruth Oy,01.04.1968,
1100005-7,30070301,Lomakylä Timitraniemi,Timitrantie 25,81720,LIEKSA,Lieksa,HTI-Team Oy,10.05.2022,
2774174-9,1075308,Kotipizza Ylivieska,Rautatiekatu 6,84100,YLIVIESKA,Ylivieska,Ilmajoen Pikaruoka Oy,01.09.2022,
3436118-9,30886874,Kesäravintola Bönde,Joensuuntie 6,31400,SOMERO,Somero,Barbar Oy,04.04.2025,
3085077-8,1066554,Ravintola Steak & Whisky House Gall,Gallen-Kallelankatu 6,28100,PORI,Pori,Taste Feeling Oy,01.10.2019,
2864722-8,1059001,Ravintola Paha Kurki,Koskikatu 5,96200,ROVANIEMI,Rovaniemi,Rock the Night Restaurants Oy,15.11.2017,
2520593-4,30043571,Tervakallio Camping,Uittomiehenkatu 26,38210,SASTAMALA,Sastamala,Hovikallio Oy,18.06.2018,
1878019-9,1070259,Dino,Tuukkalankatu 2,50160,MIKKELI,Mikkeli,Tmi Memory Dreams ,11.02.2021,
3563006-1,30889225,MAKUA,Riihitie 1,54500,TAAVETTI,Luumäki,Grilli Makua Oy,05.12.2025,
3198838-1,1072169,Ravintola Kiinan Muuri,Sirkkalankatu 27,20700,TURKU,Turku,Dingding&Dongdong Oy,01.10.2021,
0864235-8,1772314,Presso Sokos Kuopio,Haapaniemenkatu 24-26,70100,KUOPIO,Kuopio,Osuuskauppa PeeÄssä,01.03.2018,
2564836-4,1064470,Jädelino,Työpajankatu 2a rak 1d,580,HELSINKI,Helsinki,Jäätelöbaari Jädelino Oy,30.04.2019,
2331975-1,1034920,Restaurante Olé,Kouvolankatu 34,45100,KOUVOLA,Kouvola,J & S Kurvinen Ky,12.05.2010,
2871976-2,30886157,Masu Asian bistro,Kirkkokatu 10,33100,TAMPERE,Tampere,Lumo Laukontori Oy,01.01.2025,
3396482-6,30883247,Rukan Olkkari,Jussinkuja 3,93830,RUKATUNTURI,Kuusamo,RUKAN OLKKARI OY,01.11.2023,
2129619-7,1026690,Camping Kuusinki,Paljakantie 75,93900,KUUSAMO,Kuusamo,Pohjoisen Tunturipalvelut Ky,01.03.2018,
3213649-8,30889217,Boulis Kempele,Hallituskatu 2,90440,KEMPELE,Kempele,Boulis Oy,12.12.2025,
3200728-2,30070805,Reposaaren Rantakioski,Satamapuisto,28900,PORI,Pori,Reposaaren Rantakioski Oy,19.05.2021,
2132996-4,30051134,Kartanon Kahvila Hugo & Lilly,Kartanontie,17150,URAJÄRVI,Asikkala,TÄHTI-INVEST OY,28.03.2018,
1930716-8,30887901,Bistro Vanha Pappila,Kirkkotie 12,98500,PELKOSENNIEMI,Pelkosenniemi,Oy Star-Box Ltd.,01.07.2025,
2358499-3,1043814,Karu,Aurakatu 3 B,20100,TURKU,Turku,KARU Aura Oy,24.06.2013,
0782133-8,1066990,Vanha Viiala,Kenraalintie 8,46800,MYLLYKOSKI,Kouvola,Tukiakseli Oy,14.12.1973,
3388718-9,30883139,Don Pepe,Katraankatu 2 H,33310,TAMPERE,Tampere,Don Pepe Oy,01.11.2023,
2416766-5,1041746,Loimaan Keilahalli,Kartanomäenkatu 2 B,32200,LOIMAA,Loimaa,Loimaan Keilahalli Oy,01.03.2018,
2370168-6,1076103,Ravintola Ulrika,Keskuskatu 4,4600,MÄNTSÄLÄ,Mäntsälä,Tulikuuma Kumpu Oy,01.12.2022,
0647239-1,1063071,Finnkino ITIS,Itäkatu 3,930,HELSINKI,Helsinki,Finnkino Oy,23.11.2018,
1606885-1,1087459,Gentleman Club,Iso Roobertinkatu 4-6,120,HELSINKI,Helsinki,Trelle Ravintolat Oy,25.12.2001,
3552267-7,30889135,Sotto Pizzeria Tampere,Keskustori 7,33100,TAMPERE,Tampere,Sotto Tampere Oy,01.12.2025,
0219185-9,1025246,Forsby på Toppen,Bondevägen,68920,FORSBY,Pedersören kunta,Forsby På Toppen rf,01.03.2018,
2835831-1,30074127,Ravintola Toivo,Alvar Aallon tie 275,21540,PREITILÄ,Paimio,M&J Prego! Oy,01.06.2022,
0913659-6,1069576,Klaukkalan Jäähalli,Lepsämäntie 12,1800,KLAUKKALA,Nurmijärvi,Mainos- ja markkinointipalvelu Waltzer Oy,11.11.2020,
1525152-3,1172850,Pizzeria Foxy Bear,Kettutie 2,800,HELSINKI,Helsinki,Ulus Oy,01.03.2018,
2112598-8,30883383,Dylan Forsen,Ratastie 2,1620,VANTAA,Vantaa,Toothpicks and Honey Oy,04.12.2023,
1509557-5,1043468,Kultaan Koskitila,Kultaanranta 124,46930,HURUKSELA,Kotka,Erämys-Keisarin Kosket Oy,15.04.2013,
3188511-2,1071842,Wiihde Areena,Yrittäjäntie 8,60100,SEINÄJOKI,Seinäjoki,Wiihteellä Oy,30.09.2021,
2600330-6,1046532,"Ran-De-Vuu, Bar & Bistro",Valtakatu 15,37600,VALKEAKOSKI,Valkeakoski,Valkeakosken Waltaravintolat Oy,24.03.2014,
0961012-0,1015112,Tilausravintola MihinäMoon,Ilvesjoentie 1060,61760,ILVESJOKI,Kurikka,Pramia Oy,14.02.2003,
3549538-1,30889096,Itsuyaki Forum,Mannerheimintie 14-20,100,HELSINKI,Helsinki,Ishoni Oy,01.12.2025,
1447914-7,1059856,Holiday Inn Helsinki - Expo,Messuaukio 1,520,HELSINKI,Helsinki,Scandic Hotels Oy,13.06.2018,
3361564-2,30884043,Myrsky Pizza,Keskustie 8,7600,MYRSKYLÄ,Myrskylä,Issa Rashid tmi,01.04.2024,
3513754-1,30887134,Mizore Sushi,Vilhonvuorenkatu 7-9,500,HELSINKI,Helsinki,Urban Palate Oy,08.04.2025,
3217853-2,30885788,Ravintola Olkkari,Veteraanitie 4,4600,MÄNTSÄLÄ,Mäntsälä,Ravintola Olkkari Oy,01.10.2024,
3144657-4,30886942,Rio Grande,Särkiniementie 4,70700,KUOPIO,Kuopio,Zilan Oy,01.04.2025,
2325503-0,30881265,Bar Kultakala,Uudenmaankatu 2,5800,HYVINKÄÄ,Hyvinkää,Finre Oy,27.04.2023,
2762744-4,1075804,Kahvila Evakkotaival,Niukkalantie 1465,59720,UUKUNIEMI,Parikkala,H ja V Leinonen,01.11.2022,
0745232-5,30885387,Olutravintola Pikkulintu Puotila,Klaavuntie 11,910,HELSINKI,Helsinki,Pikkulintu Ravintolat Oy,15.08.2024,
2132028-1,30027206,Ravintola Tervapääsky,Rajapirtintie 4,12400,TERVAKOSKI,Janakkala,Alabkal Oy,01.04.2018,
