asiakastunnus,lupanumero,nimi,katuosoite,postinumero,postitoimipaikka,kunta,asiakkaan-nimi,alkamispaivamaara,paattamispaivamaara
2998524-5,30882389,Turhörnan,Torggatan 6,22100,MARIEHAMN,Maarianhamina - Mariehamn,GLASSBAREN AB,05.07.2023,
2927674-8,30889411,Seurusteluravintola Hämeen Onni,Hämeenkatu 7,20500,TURKU,Turku,Hectoresta Oy,30.01.2026,
1447914-7,1059817,Scandic  Pohjanhovi,Pohjanpuistikko 2,96200,ROVANIEMI,Rovaniemi,Scandic Hotels Oy,08.05.2018,
0182811-7,1086738,Ravintola Onnenkivi,Onnentie 7,63610,TUURI,Alavus,Veljekset Keskinen Oy,04.04.1997,
1761846-4,30885977,Luoston Polaria,Pyhä-Luostontie 1266,99555,LUOSTO,Sodankylä,A La Carte Lapland Oy,18.11.2024,
3141766-9,1069011,Ravintola Himalaya,Ratakatu 1,120,HELSINKI,Helsinki,Kuldev oy,01.08.2021,
3085712-8,1066929,Bar & Cafe Lategame,Kuninkaankatu 19,33210,TAMPERE,Tampere,Bar & Cafe Lategame,01.12.2019,
2543574-8,1056681,Ravintola Messenius,Messeniuksenkatu 7,250,HELSINKI,Helsinki,Oy Cow Kiss Ab,28.04.2017,
2238672-5,1030931,Ravintola Hella,Isokatu 13,90100,OULU,Oulu,FIGo-ravintolat oy,01.02.2009,
3010294-8,30882956,Huurupiilo,Nyyrikintie,33540,TAMPERE,Tampere,Mallas Paroni Oy,11.09.2023,
2074197-3,30885604,Ittellismies Pub,Huhtamäentie 4 a 1,63300,ALAVUS,Alavus,Poikapaini Oy,02.09.2024,
2909279-7,1060833,Figaro Restaurant & Winebistro,Asemakatu 2-4,40100,JYVÄSKYLÄ,Jyväskylä,F-Restaurant Group Oy,01.05.2018,
2507602-8,1076774,Pitsakellari,Tuorakankuja 85,16510,LUHTIKYLÄ,Orimattila,Tmi Hanne Syrjäläinen,15.03.2023,
1928794-5,30018211,Ravintola Haarikka,Hämeenkatu 43,5820,HYVINKÄÄ,Hyvinkää,PP-Ravintolat Oy,13.06.2018,
0485802-0,1276033,Salamakallio,Ruonantie 141,27230,LAPPI,Rauma,Lapin Salama Ry c/o Seppo Ala-Siuru,01.03.2018,
2958054-7,1073594,Paint & Party Studio,Eerikinkatu 11,100,HELSINKI,Helsinki,Good Vibes Finland Oy,01.04.2022,
2104560-3,1070763,"""Bodegan"" Käringsunds Gästhamn",Gamla Käringsundsvägen,22270,ECKERÖ,Eckerö,ChefIQ,31.03.2021,
2991222-2,30888907,Kattavan Krouvi,Vesiportinkuja 5,53900,LAPPEENRANTA,Lappeenranta,Kattava Catering Lappeenranta Oy,01.11.2025,
2717585-5,30883877,Kulmasport,Kulmatie 5,57120,SAVONLINNA,Savonlinna,Linna Sulkis Oy,29.02.2024,
2206341-6,1076808,Bolt Areena,Urheilukatu 5,250,HELSINKI,Helsinki,Helsingin Rock and Roll Oy,03.04.2023,
2765809-9,1054904,Skäribaren,Bergö Nyvägen 31,66220,BERGÖ,Maalahti,Fma H. Granlund,01.03.2018,
3374184-1,30882739,Bar 5/5,Teiskontie 8,33540,TAMPERE,Tampere,Jarin Discot oy,09.08.2023,
2361736-1,30051188,Skiffer Viiskulma,Laivurinkatu 10,150,HELSINKI,Helsinki,Skiffer Oy,23.11.2020,
0567671-2,1028973,Rosso Seinäjoki,Koulukatu 14,60100,SEINÄJOKI,Seinäjoki,Etelä-Pohjanmaan Osuuskauppa,11.09.2008,
2730409-8,1052526,Tian Long Ravintola,Vaasanpuistikko 20,65100,VAASA,Vaasa,Tian Long Oy,08.01.2016,
1531929-2,1008244,Ravintola Thai & Laos,Näsilinnankatu 23,33200,TAMPERE,Tampere,Ravintola Thai & Laos Oy,06.10.2000,
0906333-1,1049765,ISS Catering Services LähiTapiola,Revontulenkuja 1,2100,ESPOO,Espoo,ISS Palvelut Oy,25.03.2015,
3289426-4,1075491,Tirilän Iskender Kebab-Pizzeria,Nosturinkatu 2,53300,LAPPEENRANTA,Lappeenranta,Tirilän Iskender Oy,01.09.2022,
0587469-8,30882181,Koskenrantabaari,Länsipuolentie 100 a,95780,SIRKKAKOSKI,Pello,V-ja U-seura Sirkkakosken Sisu r.y.,23.06.2023,
2786125-7,1055390,Karaoke ja rokkibaari Musa-Vintti,Kirkkotie 1,90830,HAUKIPUDAS,Oulu,Musa-Vintti Oy,01.12.2016,
1592872-5,30883835,Cafe Kukko,Palokunnankatu 11,13100,HÄMEENLINNA,Hämeenlinna,Café Kukko Oy,22.02.2024,
2938611-1,30883731,Magu,Korkeavuorenkatu 27 M1,130,HELSINKI,Helsinki,Mangust Group Oy,19.02.2024,
0850981-3,1025823,Restaurang Hästöskatan,Hästövägen 940,68500,KRUUNUPYY,Kruunupyy,Ab Hästöskata Oy,08.05.2007,
2545094-8,30064112,Cafe Mustikka,"Vironniemenpolku 62, Pyhtää",48100,KOTKA,Kotka,Tomkatti Oy,10.04.2019,
3413457-6,30883848,Ruokahuoltamo Onnela,Leppälänkyläntie 12,43300,KANNONKOSKI,Kannonkoski,Ruokahuoltamo Onnela Oy,23.02.2024,
3435146-6,30885439,Ravintola Sorento,Merikotkantie 1,1450,VANTAA,Vantaa,Sagon Oy,01.08.2024,
0600417-6,1047635,Kuu Kuu,Museokatu 17,100,HELSINKI,Helsinki,Oy Tikka-trading Ab,12.02.1988,
3185046-2,30882493,Restaurant Plate&Bowl,Keilaranta 14,2150,ESPOO,Espoo,Madeleine Ravintolat Oy,01.08.2023,
3175132-5,1070226,Boneless Jätkäsaari,Välimerenkatu 24,220,HELSINKI,Helsinki,Kiitti Sulle Oy,04.02.2021,
2347875-2,1055660,Ruutanan Oluthuone,Mäntytie 12,36110,RUUTANA,Kangasala,Ruutanan Oluthuone,01.01.2017,
2846889-5,1064174,Ravintola Tandoori Villa,Niittyläntie 2,620,HELSINKI,Helsinki,Aku & Nasu Oy,22.03.2019,
3357045-6,30883990,al Chiosco da Massimo,Linnalantie 49,54500,TAAVETTI,Luumäki,da Massimo,25.03.2024,
2445264-2,1067730,Lomakivi,Lomakiventie 4 A,47400,KAUSALA,Iitti,Lomakivi Oy,24.02.2020,
0960711-6,1034814,Äimän Hovi,Äimärautiontie 1,90400,OULU,Oulu,Äimän Käki Oy,01.05.2010,
0205017-5,1076885,Golfrestaurangen,Kastelholmsnäsvägen 22,22520,KASTELHOLM,Sund,Ab Bra-Kök,14.03.2023,
2763304-3,30054051,Scandinavia Cafe,Eteläranta 1 Vanha kauppahalli,130,HELSINKI,Helsinki,Scandinavia Cafe Oy,31.05.2018,
0850710-5,1007056,Ravintola Karoliina,Virttaanraitti 6,32560,VIRTTAA,Loimaa,Paddock Oy,30.10.1998,
3226898-4,30883278,iizip & BBQ Korean Restaurant,Mannerheimintie 68,260,HELSINKI,Helsinki,Happy Together Oy,01.11.2023,
0754593-5,1009302,Tennishallin kahvila,Kulosaarentie 2,570,HELSINKI,Helsinki,Vihreä-Valkoinen Tennishalli Oy,01.03.2018,
1464016-4,1041777,Cafe Saltbodan,Laivasilta 4,7900,LOVIISA,Loviisa,Ab Saltbodan Oy,22.01.1999,
3439587-2,30887446,Little Dragon Rusko,Laakeritie 7 A,90620,OULU,Oulu,Augustino Oy,05.05.2025,
2831172-4,30064468,Kuopion Saana,Siikaranta 10-12,70620,KUOPIO,Kuopio,Matkailukeskus Kuopion Saana Oy,25.04.2019,
2846597-7,1058284,Madam Roza Bistro Cafe,Laivalahdenportti 5,810,HELSINKI,Helsinki,Daveser Des Tmi,01.03.2018,
3267036-7,30887231,Café VinoLippa,Liisanpuistikko,170,HELSINKI,Helsinki,Takatolppa Oy,28.05.2025,
2195589-3,1050256,Norwegian Air Shuttle,Helsinki-Vantaan lentoasema,1530,VANTAA,Vantaa,Inflight Service Europe AB,01.03.2018,
2490722-1,1042247,Sininen Kilta ry:n kerhotila,Luostarinkatu 15,20700,TURKU,Turku,Oy Stellan's Ab,03.09.2012,
3375637-3,30886867,SHII,Fabianinkatu 17 sisäpiha,130,HELSINKI,Helsinki,Shii Restaurant Oy,14.04.2025,
3504528-4,30888119,ZIKOS,Mikonkatu 30,28100,PORI,Pori,ZIKOS FRIED CHICKEN OY,25.06.2025,
3514446-9,30887185,Vicktor´s Garden & Krog,Eteläranta 16,130,HELSINKI,Helsinki,Proextra Ravintolat Oy,24.04.2025,
3398789-2,30883575,Kotipizza Kauppakatu,Kauppakatu 29,80100,JOENSUU,Joensuu,K&S perhepizza Oy,28.12.2023,
2674187-8,1049738,Cafe Roasberg,Mikonkatu 13,100,HELSINKI,Helsinki,Nordic Barista Oy,20.03.2015,
2557681-5,1067267,Bar & Restaurant Ukko,Ukontie 7,73310,TAHKOVUORI,Kuopio,Kuopion Pop-Up Oy,26.12.2019,
2545574-9,1058847,Jennin Tupa,Honkakatu 3,21220,RAISIO,Raisio,JM Tupa Oy,01.03.2018,
2829713-3,30889318,Taco Bell Tornio,Röyttäntie 1,95420,TORNIO,Tornio,Restel Mexican Food Oy,27.12.2025,
3018434-9,1076667,August Restaurant,Yliopistonranta 10,65200,VAASA,Vaasa,Wasa Marina Oy,15.03.2023,
0808076-2,1088145,Club Bakkanaali,Hirventie 38,49210,HUUTJÄRVI,Pyhtää,Tim Juurimo Ky,16.05.1999,
1557809-1,1061497,Keskuskenttä / Butchers pub,Adlercreutzinkatu 12,6100,PORVOO,Porvoo,Porvoon Butchers ry c/o Mikko Vento,09.06.2021,
0144879-8,30885648,M/S Ådans café,M/S Ådan,22940,ÅVA,Brändö,Ålands Skärgårdsrederi Ab,28.08.2024,
2104480-3,1043557,Gumbostrand Konst & Form,Vainuddsvägen 72-28,1150,SÖDERKULLA,Sipoo,Fyrklöver-Invest Oy Ab,01.03.2013,
2554551-7,1065484,Iso-Kallan Panimo Taproom,Siikaranta 5,70620,KUOPIO,Kuopio,Iso-Kallan Panimo Oy,15.11.2019,
1083706-6,1787158,Ravintola Rysä-Anttola,Mikkelintie 16,52100,ANTTOLA,Mikkeli,Ravintola Rysä-Anttola Oy,01.09.1999,
0752563-5,1011386,Pirilö Golfcenter,Gamla Pirilövägen,68600,PIETARSAARI,Pietarsaari,Oy Pirilö Golfcenter Ab,18.06.2008,
2872418-2,1063302,Hotelli-ravintola Jokihelmi,Asematie 2,69100,KANNUS,Kannus,Hotelli Kannuksen Helmi Osk,20.11.2018,
1002983-5,1272787,Porin Keilahalli,Puinnintie 4,28130,PORI,Pori,Bowling 4 You Oy,01.09.2001,
2052894-5,1046127,Papa's Pub,Mannilantie 10,4400,JÄRVENPÄÄ,Järvenpää,Amed 21 Oy,01.02.2014,
2510697-9,1042979,Hard Rock House,Roihuvuorentie 1,820,HELSINKI,Helsinki,Rock On Helsinki Oy,05.12.2012,
2722142-8,30882910,sushi wagocoro,Runeberginkatu 63 A21,260,HELSINKI,Helsinki,Souwa Honpo Oy,01.09.2023,
2366480-3,30888650,Ravintola Verkstad,Työpajankatu 13 A,580,HELSINKI,Helsinki,Nordrest Finland Oy,02.09.2025,
2768909-8,1070342,Mike's Diner,Unikkotie 11,1300,VANTAA,Vantaa,Mike's Diner Oy,01.03.2021,
3431253-9,30884076,HSF,Satamakatu 6,10900,HANKO,Hanko,Oy Byssa Ab,15.04.2024,
3184662-3,30882812,Salteriet Levi,Torikuja 5,99130,SIRKKA,Kittilä,JK Seasalt Oy,18.09.2023,
3414453-9,30888867,Kivistön Kulma,Jaspiskuja 2,1700,VANTAA,Vantaa,Muktanand Oy,15.10.2025,14.10.2026
3450018-5,30888880,Strand Properties Champange Lounge,Aurakatu 1,20100,TURKU,Turku,Strand Properties Oy,17.10.2025,
0207220-0,30014496,Prisman Presso ravintola,Nojamaantie 15,57210,SAVONLINNA,Savonlinna,Osuuskauppa Suur-Savo,26.03.2018,
3475887-2,30886215,Up Bar&Lounge,Pakkahuoneenkatu 12,90100,OULU,Oulu,Nordic Tasting Company Oy,11.12.2024,
2727927-5,30052709,Meet District,Jokikatu 43,6100,PORVOO,Porvoo,Stenros & Stenros Oy,25.03.2021,
2209245-2,30886559,Ravintola Stansvik,Stansvikintie 1,590,HELSINKI,Helsinki,Ravintola & Catering Pisara Oy,14.02.2025,
0725352-9,1032441,Hotelli-Ravintola Tuuhet,Kirkkotie 25,62500,EVIJÄRVI,Evijärvi,Evijärven Kehitys Oy,15.11.1989,
0907964-0,1022934,Pub Martin,Yttmovägen 2,21750,NORRSKATA,Parainen,Hembygdsförening Heimdal rf,01.05.2014,
2592188-5,1047156,Laukaan Satama,Satamatie 3,41340,LAUKAA,Laukaa,Ext Ventures Oy,01.05.2016,
3394078-7,30885970,Elämystila Konttila,Antikkalantie 114,70300,KUOPIO,Kuopio,Elämystila Konttila Oy,01.11.2024,
2977815-8,1076450,Bistro Verde,Kivimaantie 11,23360,KUSTAVI,Kustavi,Fiskoli avoin yhtiö,01.04.2023,
0634348-5,30884012,Ravintola Vanha Paja ,Kaivosmiehenpolku 4,83500,OUTOKUMPU,Outokumpu,Uudet Urat ky,15.04.2024,
3372247-2,30884596,BESTIS karaoke & nightclub,Yläkartanontie 28,2360,ESPOO,Espoo,Dirodal Oy,15.06.2024,
3251917-3,1076959,Skräddars,Dahlintie 2,21650,LILLANDET,Parainen,Farmin Sumppi Oy,01.05.2023,
3311580-8,30885802,Levi OloResort,Taalontie 46,99130,SIRKKA,Kittilä,Kiinteistö Oy Levi Olo Resort,15.11.2024,
2953060-3,1063433,Hotelli Korpikartano,Meneskartanontie 71,99800,IVALO,Inari,Hotelli Korpikartano Oy,10.12.2018,
3542846-1,30889283,Restaurant Golden House,Suolaketie 2,6400,PORVOO,Porvoo,Kismat Oy,16.12.2025,15.12.2026
0750509-5,30053380,LÖYLY,Hernesaarenranta 4,150,HELSINKI,Helsinki,Royal Ravintolat Oy,29.03.2021,
2665472-3,30887955,Viitasaaren Keilahalli,Keskitie 8,44500,VIITASAARI,Viitasaari,VYK-Infra Oy,11.06.2025,10.06.2026
3184484-7,1070357,Limbo,Helsinginkatu 21,510,HELSINKI,Helsinki,Buptus Oy,26.02.2023,
2439600-3,1040635,Kiinalainen ravintola Lucky Dragon,Zeppelinintie 1,90450,KEMPELE,Kempele,Cai Lu Oy,01.03.2018,
2031380-5,1053114,Hotelli Iisalmen Seurahuone,Savonkatu 24,74100,IISALMI,Iisalmi,Haapaniemen Matkailu Oy,01.04.2016,
0155602-7,1069319,Restaurant Syke,Mäkelänkatu 2,500,HELSINKI,Helsinki,Juvenes Oy,01.10.2020,
2046484-9,1023822,Golden Flower,Eliaksenkatu 8,95400,TORNIO,Tornio,Chir Phin Oy,01.03.2018,
3240592-6,1072577,Hercules Gay Nightclub,"Kaivokatu 8, 3.krs",100,HELSINKI,Helsinki,MOEK Ravintolat Oy,25.10.2021,
3085462-1,1067034,Bonker,Ratapihankatu 39,33100,TAMPERE,Tampere,Pirates & Unicorns Oy,25.11.2019,
3113122-2,1072345,Padel Rocks,Nimismiehenpelto 4b,2770,ESPOO,Espoo,Padel Rocks Oy,01.11.2021,
3510185-6,30887366,Uuno Herttoniemi,Neitojenranta 1,810,HELSINKI,Helsinki,Kädet Käy Oy,01.05.2025,
2822242-2,30882483,Fu Jia Ge,Kauppakatu 10,40100,JYVÄSKYLÄ,Jyväskylä,Cai Xing Oy,25.07.2023,
3516260-8,30887766,Trattoria Casa Mia ,Neitojenranta 2 ,810,HELSINKI,Helsinki,Sejdiu Group Oy,01.06.2025,
1475873-6,1041475,Bisto Savoy,Nygatan 12,22100,MARIEHAMN,Maarianhamina - Mariehamn,Åland Hotel Group ÅHG Ab,01.09.1999,
3260032-6,30881578,KOTO Spirits,Manttaalitie 4,37500,LEMPÄÄLÄ,Lempäälä,Koto Spirits Oy,01.06.2023,
2817692-1,1056420,Tripla Bar,Salonaukio 7,15170,LAHTI,Lahti,Bassa B Oy,01.04.2017,
3466373-4,30885818,Colina Blanca,Brunkom strandvägen 1,10410,ÅMINNEFORS,Raasepori,F:ma JV Weckström,05.10.2024,
1942378-3,1022750,Maalaiskartano Pihkala,Kestiläntie 1426,92700,KESTILÄ,Siikalatva,Maalaiskartano Pihkala Oy,26.04.2006,
3087114-9,30884989,Ravintola Nova,Suurpellontie 2,7700,KOSKENKYLÄN SAHA,Loviisa,BES Nova Oy,01.07.2024,
2335268-2,1049317,Hua Du,Tasetie 8,1510,VANTAA,Vantaa,Shaochun Oy,13.01.2015,
3489864-8,30886699,Kuopion rautatieasema kahvila ravintola ,Asemakatu 1,70100,KUOPIO,Kuopio,JoTiMa Oy,01.03.2025,
3093306-3,1076096,Kakolan Sali,Graniittilinnankatu 2 C,20100,TURKU,Turku,Hotel Kakola Oy,01.02.2023,
0778016-9,1056195,Hotelli Kampeli,Lehtisaarentie 28,69700,VETELI,Veteli,Pitkäkoski Oy,23.03.2017,
2791070-9,30887022,Taphouse 60100,Kalevankatu 2,60100,SEINÄJOKI,Seinäjoki,Wall Invest Oy,01.04.2025,31.03.2026
0873697-9,30882745,3530 Ravintola Raitti,Kampusranta 9 B,60320,SEINÄJOKI,Seinäjoki,Compass Group Finland Oy,09.08.2023,
2798010-9,30889180,Kulturhuset Fiini & Kahvila Blåbär,Eteläpuisto 15,28100,PORI,Pori,Duunin Oy,12.12.2025,30.09.2026
0107100-3,30051128,Ostrobotnia,Museokatu 10,100,HELSINKI,Helsinki,Oy Botta Ab,20.04.2018,
3170135-2,1073204,Dabiliza Pizza,Asemankaari 1,2400,KIRKKONUMMI,Kirkkonummi,Dabiliza Pizza Oy ,18.01.2022,
2635727-8,1049187,Restaurant  Gastro,Itäinen Pitkäkatu 53 A 3,64100,KRISTIINANKAUPUNKI,Kristiinankaupunki,Oy Ronsson Ab,01.05.2015,
0890305-2,1770654,Kauppakasino,Puumalantie 967,56210,VIRMUTJOKI,Ruokolahti,Kauppakasino Oy,03.11.1997,
2621771-8,30888241,Restaurant Sala Pakjai Oy,Klaavolantie 5,4300,TUUSULA,Tuusula,Restaurant Sala Pakjai Oy,01.08.2025,
3121071-3,1074032,Rikalanmäki Jokiravintola,Horninkatu 11,24100,SALO,Salo,Rikalanmäki Catering Oy,30.04.2022,
2012102-9,30883789,Ravintola PureBite Tammela,Kullervonkatu 12,33100,TAMPERE,Tampere,Purebite Oy,01.03.2024,
0658353-4,30888041,Paasitornin ravintolat kokonaisuus,Paasivuorenkatu 5A,530,HELSINKI,Helsinki,Restel Ravintolat Oy,01.07.2025,
9039623-9,30889270,Kårkafé Astra,Porthansgatan 3-5,20500,TURKU,Turku,Kafé Gadolinia Kommanditbolag,01.01.2026,
2933458-1,30888174,Noodle Story ITIS,"Itäkatu 1-7, Eatis, 2nd floor of ITIS kauppakeskus",920,HELSINKI,Helsinki,Noodle Story Oy,01.07.2025,
3454210-7,30885649,Dragon Sheng kiinalainen ravintola,Vuorikatu 11 LH 2,50100,MIKKELI,Mikkeli,Xin Ya Oy,30.08.2024,
2479753-6,1068406,Kahvila Toripulu,Hallitustori,50100,MIKKELI,Mikkeli,Event Production Finland Oy,01.06.2020,
2649107-1,1066707,Karanda,Kankolankatu 1,15950,LAHTI,Lahti,RaiHard Oy,01.11.2019,
1477050-8,30884728,Nutikan Lava,Rummuntie 218,54410,YLÄMAA,Lappeenranta,Nutikan Vpk ja Kyläyhdistys Ry,22.06.2024,
2756655-7,30882849,Ravintola Lobo,Kanavakatu 3AB,160,HELSINKI,Helsinki,Vinice Oy,08.09.2023,
3443027-9,30884660,ClubHouse Kahilanniemi Oy,Kahilanniementie 3,53130,LAPPEENRANTA,Lappeenranta,ClubHouse Kahilanniemi Oy,01.06.2024,
2564202-6,30882978,Social Burgerjoint Oulu,Kauppurienkatu 10,90100,OULU,Oulu,The Social Burger Joint Oy,18.09.2023,
2301968-7,30881496,Sielu,Bremerintie 10,3600,KARKKILA,Karkkila,Nelli Palomäki,03.06.2023,
3461458-8,30886835,Chicco,Caloniuksenkatu 3,100,HELSINKI,Helsinki,Cantina da Chicco Oy,11.03.2025,
2370168-6,30884406,Hemingway's Tikkurila,Asematie 4-10,1300,VANTAA,Vantaa,Tulikuuma Kumpu Oy,03.05.2024,
